item,version_group,version,price_type,amount,currency,note,source
calcium,brilliant-diamond-shining-pearl,,buy,9800,poke-dollar,,bulbapedia
calcium,red-blue,,sell,4900,poke-dollar,,bulbapedia
calcium,yellow,,sell,4900,poke-dollar,,bulbapedia
calcium,gold-silver,,sell,4900,poke-dollar,,bulbapedia
calcium,crystal,,sell,4900,poke-dollar,,bulbapedia
calcium,ruby-sapphire,,sell,4900,poke-dollar,,bulbapedia
calcium,emerald,,sell,4900,poke-dollar,,bulbapedia
calcium,firered-leafgreen,,sell,4900,poke-dollar,,bulbapedia
calcium,diamond-pearl,,sell,4900,poke-dollar,,bulbapedia
calcium,platinum,,sell,4900,poke-dollar,,bulbapedia
calcium,heartgold-soulsilver,,sell,4900,poke-dollar,,bulbapedia
calcium,black-white,,sell,4900,poke-dollar,,bulbapedia
calcium,black-2-white-2,,sell,4900,poke-dollar,,bulbapedia
calcium,x-y,,sell,4900,poke-dollar,,bulbapedia
calcium,omega-ruby-alpha-sapphire,,sell,4900,poke-dollar,,bulbapedia
calcium,brilliant-diamond-shining-pearl,,sell,4900,poke-dollar,,bulbapedia
calcium,sun-moon,,buy,10000,poke-dollar,,bulbapedia
calcium,ultra-sun-ultra-moon,,buy,10000,poke-dollar,,bulbapedia
calcium,sword-shield,,buy,10000,poke-dollar,,bulbapedia
calcium,sun-moon,,sell,5000,poke-dollar,,bulbapedia
calcium,ultra-sun-ultra-moon,,sell,5000,poke-dollar,,bulbapedia
calcium,sword-shield,,sell,5000,poke-dollar,,bulbapedia
calcium,scarlet-violet,,buy,10000,poke-dollar,,bulbapedia
calcium,scarlet-violet,,sell,2500,poke-dollar,,bulbapedia
calm-mint,brilliant-diamond-shining-pearl,,sell,10,poke-dollar,,pokedb
calm-mint,scarlet-violet,,buy,20000,poke-dollar,,pokedb
calm-mint,scarlet-violet,,sell,5000,poke-dollar,,pokedb
calm-mint,sword-shield,,sell,10,poke-dollar,,pokedb
carbos,red-blue,,buy,9800,poke-dollar,,bulbapedia
carbos,yellow,,buy,9800,poke-dollar,,bulbapedia
carbos,gold-silver,,buy,9800,poke-dollar,,bulbapedia
carbos,crystal,,buy,9800,poke-dollar,,bulbapedia
carbos,ruby-sapphire,,buy,9800,poke-dollar,,bulbapedia
carbos,emerald,,buy,9800,poke-dollar,,bulbapedia
carbos,firered-leafgreen,,buy,9800,poke-dollar,,bulbapedia
carbos,diamond-pearl,,buy,9800,poke-dollar,,bulbapedia
carbos,platinum,,buy,9800,poke-dollar,,bulbapedia
carbos,heartgold-soulsilver,,buy,9800,poke-dollar,,bulbapedia
carbos,black-white,,buy,9800,poke-dollar,,bulbapedia
carbos,black-2-white-2,,buy,9800,poke-dollar,,bulbapedia
carbos,x-y,,buy,9800,poke-dollar,,bulbapedia
carbos,omega-ruby-alpha-sapphire,,buy,9800,poke-dollar,,bulbapedia
carbos,brilliant-diamond-shining-pearl,,buy,9800,poke-dollar,,bulbapedia
carbos,red-blue,,sell,4900,poke-dollar,,bulbapedia
carbos,yellow,,sell,4900,poke-dollar,,bulbapedia
carbos,gold-silver,,sell,4900,poke-dollar,,bulbapedia
carbos,crystal,,sell,4900,poke-dollar,,bulbapedia
carbos,ruby-sapphire,,sell,4900,poke-dollar,,bulbapedia
carbos,emerald,,sell,4900,poke-dollar,,bulbapedia
carbos,firered-leafgreen,,sell,4900,poke-dollar,,bulbapedia
carbos,diamond-pearl,,sell,4900,poke-dollar,,bulbapedia
carbos,platinum,,sell,4900,poke-dollar,,bulbapedia
carbos,heartgold-soulsilver,,sell,4900,poke-dollar,,bulbapedia
carbos,black-white,,sell,4900,poke-dollar,,bulbapedia
carbos,black-2-white-2,,sell,4900,poke-dollar,,bulbapedia
carbos,x-y,,sell,4900,poke-dollar,,bulbapedia
carbos,omega-ruby-alpha-sapphire,,sell,4900,poke-dollar,,bulbapedia
carbos,brilliant-diamond-shining-pearl,,sell,4900,poke-dollar,,bulbapedia
carbos,sun-moon,,buy,10000,poke-dollar,,bulbapedia
carbos,ultra-sun-ultra-moon,,buy,10000,poke-dollar,,bulbapedia
carbos,sword-shield,,buy,10000,poke-dollar,,bulbapedia
carbos,sun-moon,,sell,5000,poke-dollar,,bulbapedia
carbos,ultra-sun-ultra-moon,,sell,5000,poke-dollar,,bulbapedia
carbos,sword-shield,,sell,5000,poke-dollar,,bulbapedia
carbos,scarlet-violet,,buy,10000,poke-dollar,,bulbapedia
carbos,scarlet-violet,,sell,2500,poke-dollar,,bulbapedia
careful-mint,brilliant-diamond-shining-pearl,,sell,10,poke-dollar,,pokedb
careful-mint,scarlet-violet,,buy,20000,poke-dollar,,pokedb
careful-mint,scarlet-violet,,sell,5000,poke-dollar,,pokedb
careful-mint,sword-shield,,sell,10,poke-dollar,,pokedb
casteliacone,black-white,,buy,100,poke-dollar,,bulbapedia
casteliacone,black-2-white-2,,buy,100,poke-dollar,,bulbapedia
casteliacone,black-white,,sell,50,poke-dollar,,bulbapedia
casteliacone,black-2-white-2,,sell,50,poke-dollar,,bulbapedia
casteliacone,x-y,,sell,50,poke-dollar,,bulbapedia
casteliacone,omega-ruby-alpha-sapphire,,sell,50,poke-dollar,,bulbapedia
casteliacone,sun-moon,,sell,175,poke-dollar,,bulbapedia
casteliacone,ultra-sun-ultra-moon,,sell,175,poke-dollar,,bulbapedia
cell-battery,black-white,,sell,100,poke-dollar,,bulbapedia
cell-battery,black-2-white-2,,sell,100,poke-dollar,,bulbapedia
cell-battery,x-y,,sell,100,poke-dollar,,bulbapedia
cell-battery,omega-ruby-alpha-sapphire,,sell,100,poke-dollar,,bulbapedia
cell-battery,sun-moon,,sell,2000,poke-dollar,,bulbapedia
cell-battery,ultra-sun-ultra-moon,,sell,2000,poke-dollar,,bulbapedia
cell-battery,sword-shield,,sell,2000,poke-dollar,,bulbapedia
cell-battery,scarlet-violet,,buy,5000,poke-dollar,,bulbapedia
cell-battery,scarlet-violet,,sell,1250,poke-dollar,,bulbapedia
chalky-stone,lets-go-pikachu-lets-go-eevee,,sell,30,poke-dollar,,pokedb
charcoal,gold-silver,,buy,9800,poke-dollar,,bulbapedia
charcoal,crystal,,buy,9800,poke-dollar,,bulbapedia
charcoal,gold-silver,,sell,4900,poke-dollar,,bulbapedia
charcoal,crystal,,sell,4900,poke-dollar,,bulbapedia
charcoal,ruby-sapphire,,sell,4900,poke-dollar,,bulbapedia
charcoal,emerald,,sell,4900,poke-dollar,,bulbapedia
charcoal,firered-leafgreen,,sell,4900,poke-dollar,,bulbapedia
charcoal,diamond-pearl,,sell,4900,poke-dollar,,bulbapedia
charcoal,platinum,,sell,4900,poke-dollar,,bulbapedia
charcoal,heartgold-soulsilver,,sell,4900,poke-dollar,,bulbapedia
charcoal,black-white,,sell,4900,poke-dollar,,bulbapedia
charcoal,black-2-white-2,,sell,4900,poke-dollar,,bulbapedia
charcoal,x-y,,sell,4900,poke-dollar,,bulbapedia
charcoal,omega-ruby-alpha-sapphire,,sell,4900,poke-dollar,,bulbapedia
charcoal,brilliant-diamond-shining-pearl,,sell,4900,poke-dollar,,bulbapedia
charcoal,sun-moon,,sell,500,poke-dollar,,bulbapedia
charcoal,ultra-sun-ultra-moon,,sell,500,poke-dollar,,bulbapedia
charcoal,sword-shield,,buy,3000,poke-dollar,,bulbapedia
charcoal,sword-shield,,sell,500,poke-dollar,,bulbapedia
charcoal,scarlet-violet,,buy,3000,poke-dollar,,bulbapedia
charcoal,scarlet-violet,,sell,750,poke-dollar,,bulbapedia
charizardite-x,x-y,x,buy,10000,poke-dollar,"Range: 10,000-1,000,000 (random)",bulbapedia
charizardite-y,x-y,y,buy,10000,poke-dollar,"Range: 10,000-1,000,000 (random)",bulbapedia
charti-berry,diamond-pearl,,sell,10,poke-dollar,,bulbapedia
charti-berry,platinum,,sell,10,poke-dollar,,bulbapedia
charti-berry,heartgold-soulsilver,,sell,10,poke-dollar,,bulbapedia
charti-berry,black-white,,sell,10,poke-dollar,,bulbapedia
charti-berry,black-2-white-2,,sell,10,poke-dollar,,bulbapedia
charti-berry,x-y,,sell,10,poke-dollar,,bulbapedia
charti-berry,omega-ruby-alpha-sapphire,,sell,10,poke-dollar,,bulbapedia
charti-berry,sun-moon,,sell,10,poke-dollar,,bulbapedia
charti-berry,ultra-sun-ultra-moon,,sell,10,poke-dollar,,bulbapedia
charti-berry,brilliant-diamond-shining-pearl,,sell,10,poke-dollar,,bulbapedia
charti-berry,sword-shield,,sell,40,poke-dollar,,bulbapedia
charti-berry,scarlet-violet,,sell,20,poke-dollar,,bulbapedia
cheese,scarlet-violet,,buy,120,poke-dollar,,pokedb
cheese,scarlet-violet,,sell,30,poke-dollar,,pokedb
cheri-berry,ruby-sapphire,,sell,10,poke-dollar,,bulbapedia
cheri-berry,emerald,,sell,10,poke-dollar,,bulbapedia
cheri-berry,firered-leafgreen,,sell,10,poke-dollar,,bulbapedia
cheri-berry,diamond-pearl,,sell,10,poke-dollar,,bulbapedia
cheri-berry,platinum,,sell,10,poke-dollar,,bulbapedia
cheri-berry,heartgold-soulsilver,,sell,10,poke-dollar,,bulbapedia
cheri-berry,black-white,,sell,10,poke-dollar,,bulbapedia
cheri-berry,black-2-white-2,,sell,10,poke-dollar,,bulbapedia
cheri-berry,x-y,,sell,10,poke-dollar,,bulbapedia
cheri-berry,omega-ruby-alpha-sapphire,,sell,10,poke-dollar,,bulbapedia
cheri-berry,sun-moon,,sell,10,poke-dollar,,bulbapedia
cheri-berry,ultra-sun-ultra-moon,,sell,10,poke-dollar,,bulbapedia
cheri-berry,sword-shield,,buy,80,poke-dollar,,bulbapedia
cheri-berry,sword-shield,,sell,40,poke-dollar,,bulbapedia
cheri-berry,brilliant-diamond-shining-pearl,,buy,80,poke-dollar,,bulbapedia
cheri-berry,brilliant-diamond-shining-pearl,,sell,10,poke-dollar,,bulbapedia
cheri-berry,scarlet-violet,,sell,20,poke-dollar,,bulbapedia
cherry-tomatoes,scarlet-violet,,sell,30,poke-dollar,,pokedb
cherry-tomatoes,scarlet-violet,,buy,120,poke-dollar,,pokedb
chesto-berry,ruby-sapphire,,sell,10,poke-dollar,,bulbapedia
chesto-berry,emerald,,sell,10,poke-dollar,,bulbapedia
chesto-berry,firered-leafgreen,,sell,10,poke-dollar,,bulbapedia
chesto-berry,diamond-pearl,,sell,10,poke-dollar,,bulbapedia
chesto-berry,platinum,,sell,10,poke-dollar,,bulbapedia
chesto-berry,heartgold-soulsilver,,sell,10,poke-dollar,,bulbapedia
chesto-berry,black-white,,sell,10,poke-dollar,,bulbapedia
chesto-berry,black-2-white-2,,sell,10,poke-dollar,,bulbapedia
chesto-berry,x-y,,sell,10,poke-dollar,,bulbapedia
chesto-berry,omega-ruby-alpha-sapphire,,sell,10,poke-dollar,,bulbapedia
chesto-berry,sun-moon,,sell,10,poke-dollar,,bulbapedia
chesto-berry,ultra-sun-ultra-moon,,sell,10,poke-dollar,,bulbapedia
chesto-berry,sword-shield,,buy,80,poke-dollar,,bulbapedia
chesto-berry,sword-shield,,sell,40,poke-dollar,,bulbapedia
chesto-berry,brilliant-diamond-shining-pearl,,buy,80,poke-dollar,,bulbapedia
chesto-berry,brilliant-diamond-shining-pearl,,sell,10,poke-dollar,,bulbapedia
chesto-berry,scarlet-violet,,sell,20,poke-dollar,,bulbapedia
chilan-berry,diamond-pearl,,sell,10,poke-dollar,,bulbapedia
chilan-berry,platinum,,sell,10,poke-dollar,,bulbapedia
chilan-berry,heartgold-soulsilver,,sell,10,poke-dollar,,bulbapedia
chilan-berry,black-white,,sell,10,poke-dollar,,bulbapedia
chilan-berry,black-2-white-2,,sell,10,poke-dollar,,bulbapedia
chilan-berry,x-y,,sell,10,poke-dollar,,bulbapedia
chilan-berry,omega-ruby-alpha-sapphire,,sell,10,poke-dollar,,bulbapedia
chilan-berry,sun-moon,,sell,10,poke-dollar,,bulbapedia
chilan-berry,ultra-sun-ultra-moon,,sell,10,poke-dollar,,bulbapedia
chilan-berry,brilliant-diamond-shining-pearl,,sell,10,poke-dollar,,bulbapedia
chilan-berry,sword-shield,,sell,40,poke-dollar,,bulbapedia
chilan-berry,scarlet-violet,,sell,20,poke-dollar,,bulbapedia
chili-sauce,scarlet-violet,,sell,80,poke-dollar,,pokedb
chili-sauce,scarlet-violet,,buy,320,poke-dollar,,pokedb
chill-drive,black-white,,sell,500,poke-dollar,,bulbapedia
chill-drive,black-2-white-2,,sell,500,poke-dollar,,bulbapedia
chill-drive,x-y,,sell,500,poke-dollar,,bulbapedia
chill-drive,omega-ruby-alpha-sapphire,,sell,500,poke-dollar,,bulbapedia
chipped-pot,scarlet-violet,,sell,9500,poke-dollar,,pokedb
chipped-pot,sword-shield,,buy,3000,poke-dollar,,pokedb
chipped-pot,sword-shield,,sell,19000,poke-dollar,,pokedb
choice-band,ruby-sapphire,,sell,50,poke-dollar,,bulbapedia
choice-band,emerald,,sell,50,poke-dollar,,bulbapedia
choice-band,firered-leafgreen,,sell,50,poke-dollar,,bulbapedia
choice-band,diamond-pearl,,sell,50,poke-dollar,,bulbapedia
choice-band,platinum,,sell,50,poke-dollar,,bulbapedia
choice-band,heartgold-soulsilver,,sell,50,poke-dollar,,bulbapedia
choice-band,black-white,,sell,50,poke-dollar,,bulbapedia
choice-band,black-2-white-2,,sell,50,poke-dollar,,bulbapedia
choice-band,x-y,,sell,50,poke-dollar,,bulbapedia
choice-band,omega-ruby-alpha-sapphire,,sell,50,poke-dollar,,bulbapedia
choice-band,brilliant-diamond-shining-pearl,,sell,50,poke-dollar,,bulbapedia
choice-band,sun-moon,,sell,2000,poke-dollar,,bulbapedia
choice-band,ultra-sun-ultra-moon,,sell,2000,poke-dollar,,bulbapedia
choice-band,sword-shield,,sell,2000,poke-dollar,,bulbapedia
choice-band,scarlet-violet,,buy,100000,poke-dollar,,bulbapedia
choice-band,scarlet-violet,,sell,25000,poke-dollar,,bulbapedia
choice-scarf,diamond-pearl,,sell,100,poke-dollar,,bulbapedia
choice-scarf,platinum,,sell,100,poke-dollar,,bulbapedia
choice-scarf,heartgold-soulsilver,,sell,100,poke-dollar,,bulbapedia
choice-scarf,black-white,,sell,100,poke-dollar,,bulbapedia
choice-scarf,black-2-white-2,,sell,100,poke-dollar,,bulbapedia
choice-scarf,x-y,,sell,100,poke-dollar,,bulbapedia
choice-scarf,omega-ruby-alpha-sapphire,,sell,100,poke-dollar,,bulbapedia
choice-scarf,brilliant-diamond-shining-pearl,,sell,100,poke-dollar,,bulbapedia
choice-scarf,sun-moon,,sell,2000,poke-dollar,,bulbapedia
choice-scarf,ultra-sun-ultra-moon,,sell,2000,poke-dollar,,bulbapedia
choice-scarf,sword-shield,,sell,2000,poke-dollar,,bulbapedia
choice-scarf,scarlet-violet,,buy,100000,poke-dollar,,bulbapedia
choice-scarf,scarlet-violet,,sell,25000,poke-dollar,,bulbapedia
choice-specs,diamond-pearl,,sell,100,poke-dollar,,bulbapedia
choice-specs,platinum,,sell,100,poke-dollar,,bulbapedia
choice-specs,heartgold-soulsilver,,sell,100,poke-dollar,,bulbapedia
choice-specs,black-white,,sell,100,poke-dollar,,bulbapedia
choice-specs,black-2-white-2,,sell,100,poke-dollar,,bulbapedia
choice-specs,x-y,,sell,100,poke-dollar,,bulbapedia
choice-specs,omega-ruby-alpha-sapphire,,sell,100,poke-dollar,,bulbapedia
choice-specs,brilliant-diamond-shining-pearl,,sell,100,poke-dollar,,bulbapedia
choice-specs,sun-moon,,sell,2000,poke-dollar,,bulbapedia
choice-specs,ultra-sun-ultra-moon,,sell,2000,poke-dollar,,bulbapedia
choice-specs,sword-shield,,sell,2000,poke-dollar,,bulbapedia
choice-specs,scarlet-violet,,buy,100000,poke-dollar,,bulbapedia
choice-specs,scarlet-violet,,sell,25000,poke-dollar,,bulbapedia
chople-berry,diamond-pearl,,sell,10,poke-dollar,,bulbapedia
chople-berry,platinum,,sell,10,poke-dollar,,bulbapedia
chople-berry,heartgold-soulsilver,,sell,10,poke-dollar,,bulbapedia
chople-berry,black-white,,sell,10,poke-dollar,,bulbapedia
chople-berry,black-2-white-2,,sell,10,poke-dollar,,bulbapedia
chople-berry,x-y,,sell,10,poke-dollar,,bulbapedia
chople-berry,omega-ruby-alpha-sapphire,,sell,10,poke-dollar,,bulbapedia
chople-berry,sun-moon,,sell,10,poke-dollar,,bulbapedia
chople-berry,ultra-sun-ultra-moon,,sell,10,poke-dollar,,bulbapedia
chople-berry,brilliant-diamond-shining-pearl,,sell,10,poke-dollar,,bulbapedia
chople-berry,sword-shield,,sell,40,poke-dollar,,bulbapedia
chople-berry,scarlet-violet,,sell,20,poke-dollar,,bulbapedia
chorizo,scarlet-violet,,buy,150,poke-dollar,,pokedb
chorizo,scarlet-violet,,sell,37,poke-dollar,,pokedb
claw-fossil,diamond-pearl,,sell,500,poke-dollar,,bulbapedia
claw-fossil,platinum,,sell,500,poke-dollar,,bulbapedia
claw-fossil,heartgold-soulsilver,,sell,500,poke-dollar,,bulbapedia
claw-fossil,black-white,,sell,500,poke-dollar,,bulbapedia
claw-fossil,black-2-white-2,,sell,500,poke-dollar,,bulbapedia
claw-fossil,x-y,,sell,500,poke-dollar,,bulbapedia
claw-fossil,omega-ruby-alpha-sapphire,,sell,500,poke-dollar,,bulbapedia
claw-fossil,brilliant-diamond-shining-pearl,,sell,500,poke-dollar,,bulbapedia
claw-fossil,sun-moon,,sell,3500,poke-dollar,,bulbapedia
claw-fossil,ultra-sun-ultra-moon,ultra-moon,sell,3500,poke-dollar,,bulbapedia
claw-fossil,ultra-sun-ultra-moon,ultra-sun,buy,7000,poke-dollar,,bulbapedia
claw-fossil,ultra-sun-ultra-moon,ultra-sun,sell,3500,poke-dollar,,bulbapedia
cleanse-tag,gold-silver,,sell,100,poke-dollar,,bulbapedia
cleanse-tag,crystal,,sell,100,poke-dollar,,bulbapedia
cleanse-tag,ruby-sapphire,,sell,100,poke-dollar,,bulbapedia
cleanse-tag,emerald,,sell,100,poke-dollar,,bulbapedia
cleanse-tag,firered-leafgreen,,sell,100,poke-dollar,,bulbapedia
cleanse-tag,diamond-pearl,,sell,100,poke-dollar,,bulbapedia
cleanse-tag,platinum,,sell,100,poke-dollar,,bulbapedia
cleanse-tag,heartgold-soulsilver,,sell,100,poke-dollar,,bulbapedia
cleanse-tag,black-white,,sell,100,poke-dollar,,bulbapedia
cleanse-tag,black-2-white-2,,sell,100,poke-dollar,,bulbapedia
cleanse-tag,x-y,,sell,100,poke-dollar,,bulbapedia
cleanse-tag,omega-ruby-alpha-sapphire,,sell,100,poke-dollar,,bulbapedia
cleanse-tag,brilliant-diamond-shining-pearl,,sell,100,poke-dollar,,bulbapedia
cleanse-tag,sun-moon,,sell,2500,poke-dollar,,bulbapedia
cleanse-tag,ultra-sun-ultra-moon,,sell,2500,poke-dollar,,bulbapedia
cleanse-tag,sword-shield,,sell,2500,poke-dollar,,bulbapedia
cleanse-tag,scarlet-violet,,sell,1250,poke-dollar,,bulbapedia
clear-amulet,scarlet-violet,,buy,30000,poke-dollar,,pokedb
clear-amulet,scarlet-violet,,sell,7500,poke-dollar,,pokedb
clever-wing,black-white,,sell,1500,poke-dollar,,bulbapedia
clever-wing,black-2-white-2,,sell,1500,poke-dollar,,bulbapedia
clever-wing,x-y,,sell,1500,poke-dollar,,bulbapedia
clever-wing,omega-ruby-alpha-sapphire,,sell,1500,poke-dollar,,bulbapedia
clever-wing,sun-moon,,sell,150,poke-dollar,,bulbapedia
clever-wing,ultra-sun-ultra-moon,,sell,150,poke-dollar,,bulbapedia
clever-wing,sword-shield,,sell,150,poke-dollar,,bulbapedia
clever-wing,scarlet-violet,,sell,75,poke-dollar,,bulbapedia
clever-mochi,scarlet-violet,,sell,125,poke-dollar,,pokedb
clover-sweet,scarlet-violet,,sell,250,poke-dollar,,pokedb
clover-sweet,sword-shield,,sell,250,poke-dollar,,pokedb
coba-berry,diamond-pearl,,sell,10,poke-dollar,,bulbapedia
coba-berry,platinum,,sell,10,poke-dollar,,bulbapedia
coba-berry,heartgold-soulsilver,,sell,10,poke-dollar,,bulbapedia
coba-berry,black-white,,sell,10,poke-dollar,,bulbapedia
coba-berry,black-2-white-2,,sell,10,poke-dollar,,bulbapedia
coba-berry,x-y,,sell,10,poke-dollar,,bulbapedia
coba-berry,omega-ruby-alpha-sapphire,,sell,10,poke-dollar,,bulbapedia
coba-berry,sun-moon,,sell,10,poke-dollar,,bulbapedia
coba-berry,ultra-sun-ultra-moon,,sell,10,poke-dollar,,bulbapedia
coba-berry,brilliant-diamond-shining-pearl,,sell,10,poke-dollar,,bulbapedia
coba-berry,sword-shield,,sell,40,poke-dollar,,bulbapedia
coba-berry,scarlet-violet,,sell,20,poke-dollar,,bulbapedia
coconut-milk,sword-shield,,buy,950,poke-dollar,,pokedb
coconut-milk,sword-shield,,sell,475,poke-dollar,,pokedb
colbur-berry,diamond-pearl,,sell,10,poke-dollar,,bulbapedia
colbur-berry,platinum,,sell,10,poke-dollar,,bulbapedia
colbur-berry,heartgold-soulsilver,,sell,10,poke-dollar,,bulbapedia
colbur-berry,black-white,,sell,10,poke-dollar,,bulbapedia
colbur-berry,black-2-white-2,,sell,10,poke-dollar,,bulbapedia
colbur-berry,x-y,,sell,10,poke-dollar,,bulbapedia
colbur-berry,omega-ruby-alpha-sapphire,,sell,10,poke-dollar,,bulbapedia
colbur-berry,sun-moon,,sell,10,poke-dollar,,bulbapedia
colbur-berry,ultra-sun-ultra-moon,,sell,10,poke-dollar,,bulbapedia
colbur-berry,brilliant-diamond-shining-pearl,,sell,10,poke-dollar,,bulbapedia
colbur-berry,sword-shield,,sell,40,poke-dollar,,bulbapedia
colbur-berry,scarlet-violet,,sell,20,poke-dollar,,bulbapedia
comet-shard,x-y,,sell,15000,poke-dollar,,bulbapedia
comet-shard,omega-ruby-alpha-sapphire,,sell,15000,poke-dollar,,bulbapedia
comet-shard,sun-moon,,sell,30000,poke-dollar,,bulbapedia
comet-shard,ultra-sun-ultra-moon,,sell,30000,poke-dollar,,bulbapedia
comet-shard,sword-shield,,sell,12500,poke-dollar,,bulbapedia
comet-shard,scarlet-violet,,sell,12500,poke-dollar,,bulbapedia
cornn-berry,ruby-sapphire,,sell,10,poke-dollar,,bulbapedia
cornn-berry,emerald,,sell,10,poke-dollar,,bulbapedia
cornn-berry,firered-leafgreen,,sell,10,poke-dollar,,bulbapedia
cornn-berry,diamond-pearl,,sell,10,poke-dollar,,bulbapedia
cornn-berry,platinum,,sell,10,poke-dollar,,bulbapedia
cornn-berry,heartgold-soulsilver,,sell,10,poke-dollar,,bulbapedia
cornn-berry,black-white,,sell,10,poke-dollar,,bulbapedia
cornn-berry,black-2-white-2,,sell,10,poke-dollar,,bulbapedia
cornn-berry,x-y,,sell,10,poke-dollar,,bulbapedia
cornn-berry,omega-ruby-alpha-sapphire,,sell,10,poke-dollar,,bulbapedia
cornn-berry,brilliant-diamond-shining-pearl,,sell,10,poke-dollar,,bulbapedia
courage-candy,lets-go-pikachu-lets-go-eevee,,sell,10,poke-dollar,,pokedb
courage-candy-l,lets-go-pikachu-lets-go-eevee,,sell,10,poke-dollar,,pokedb
courage-candy-xl,lets-go-pikachu-lets-go-eevee,,sell,10,poke-dollar,,pokedb
cover-fossil,black-white,,sell,500,poke-dollar,,bulbapedia
cover-fossil,black-2-white-2,,sell,500,poke-dollar,,bulbapedia
cover-fossil,x-y,,sell,500,poke-dollar,,bulbapedia
cover-fossil,omega-ruby-alpha-sapphire,,sell,500,poke-dollar,,bulbapedia
cover-fossil,sun-moon,moon,sell,3500,poke-dollar,,bulbapedia
cover-fossil,ultra-sun-ultra-moon,ultra-moon,sell,3500,poke-dollar,,bulbapedia
cover-fossil,sun-moon,sun,buy,7000,poke-dollar,,bulbapedia
cover-fossil,ultra-sun-ultra-moon,ultra-sun,buy,7000,poke-dollar,,bulbapedia
cover-fossil,sun-moon,sun,sell,3500,poke-dollar,,bulbapedia
cover-fossil,ultra-sun-ultra-moon,ultra-sun,sell,3500,poke-dollar,,bulbapedia
covert-cloak,scarlet-violet,,buy,20000,poke-dollar,,pokedb
covert-cloak,scarlet-violet,,sell,5000,poke-dollar,,pokedb
cracked-pot,sword-shield,,buy,3000,poke-dollar,,bulbapedia
cracked-pot,sword-shield,,sell,800,poke-dollar,,bulbapedia
cracked-pot,scarlet-violet,,sell,400,poke-dollar,,bulbapedia
cream-cheese,scarlet-violet,,buy,280,poke-dollar,,pokedb
cream-cheese,scarlet-violet,,sell,70,poke-dollar,,pokedb
cucumber,scarlet-violet,,buy,130,poke-dollar,,pokedb
cucumber,scarlet-violet,,sell,32,poke-dollar,,pokedb
curry-powder,scarlet-violet,,sell,112,poke-dollar,,pokedb
curry-powder,scarlet-violet,,buy,450,poke-dollar,,pokedb
custap-berry,diamond-pearl,,sell,10,poke-dollar,,bulbapedia
custap-berry,platinum,,sell,10,poke-dollar,,bulbapedia
custap-berry,heartgold-soulsilver,,sell,10,poke-dollar,,bulbapedia
custap-berry,black-white,,sell,10,poke-dollar,,bulbapedia
custap-berry,black-2-white-2,,sell,10,poke-dollar,,bulbapedia
custap-berry,x-y,,sell,10,poke-dollar,,bulbapedia
custap-berry,omega-ruby-alpha-sapphire,,sell,10,poke-dollar,,bulbapedia
custap-berry,brilliant-diamond-shining-pearl,,sell,10,poke-dollar,,bulbapedia
custap-berry,sword-shield,,sell,40,poke-dollar,,bulbapedia
custap-berry,scarlet-violet,,sell,20,poke-dollar,,bulbapedia
cyber-ball,scarlet-violet,,buy,2000,poke-dollar,,pokedb
cyber-ball,scarlet-violet,,sell,500,poke-dollar,,pokedb
damp-mulch,diamond-pearl,,buy,200,poke-dollar,,bulbapedia
damp-mulch,platinum,,buy,200,poke-dollar,,bulbapedia
damp-mulch,heartgold-soulsilver,,buy,200,poke-dollar,,bulbapedia
damp-mulch,diamond-pearl,,sell,100,poke-dollar,,bulbapedia
damp-mulch,platinum,,sell,100,poke-dollar,,bulbapedia
damp-mulch,heartgold-soulsilver,,sell,100,poke-dollar,,bulbapedia
damp-mulch,black-2-white-2,,buy,400,poke-dollar,,bulbapedia
damp-mulch,black-2-white-2,,sell,100,poke-dollar,,bulbapedia
damp-mulch,black-white,,sell,100,poke-dollar,,bulbapedia
damp-mulch,x-y,,sell,100,poke-dollar,,bulbapedia
damp-mulch,omega-ruby-alpha-sapphire,,sell,100,poke-dollar,,bulbapedia
damp-mulch,sun-moon,,sell,100,poke-dollar,,bulbapedia
damp-mulch,ultra-sun-ultra-moon,,sell,100,poke-dollar,,bulbapedia
damp-rock,diamond-pearl,,sell,100,poke-dollar,,bulbapedia
damp-rock,platinum,,sell,100,poke-dollar,,bulbapedia
damp-rock,heartgold-soulsilver,,sell,100,poke-dollar,,bulbapedia
damp-rock,black-white,,sell,100,poke-dollar,,bulbapedia
damp-rock,black-2-white-2,,sell,100,poke-dollar,,bulbapedia
damp-rock,x-y,,sell,100,poke-dollar,,bulbapedia
damp-rock,omega-ruby-alpha-sapphire,,sell,100,poke-dollar,,bulbapedia
damp-rock,brilliant-diamond-shining-pearl,,sell,100,poke-dollar,,bulbapedia
damp-rock,sun-moon,,sell,2000,poke-dollar,,bulbapedia
damp-rock,ultra-sun-ultra-moon,,sell,2000,poke-dollar,,bulbapedia
damp-rock,sword-shield,,sell,2000,poke-dollar,,bulbapedia
damp-rock,scarlet-violet,,buy,8000,poke-dollar,,bulbapedia
damp-rock,scarlet-violet,,sell,2000,poke-dollar,,bulbapedia
dark-gem,black-white,,sell,100,poke-dollar,,bulbapedia
dark-gem,black-2-white-2,,sell,100,poke-dollar,,bulbapedia
dark-gem,x-y,,sell,100,poke-dollar,,bulbapedia
dark-gem,omega-ruby-alpha-sapphire,,sell,100,poke-dollar,,bulbapedia
