location_area,method,version,rate
203,walk,heartgold,15
203,walk,soulsilver,15
203,old-rod,heartgold,25
203,old-rod,soulsilver,25
203,good-rod,heartgold,50
203,good-rod,soulsilver,50
203,super-rod,heartgold,75
203,super-rod,soulsilver,75
203,surf,heartgold,10
203,surf,soulsilver,10
204,walk,heartgold,5
204,walk,soulsilver,5
204,old-rod,heartgold,25
204,old-rod,soulsilver,25
204,good-rod,heartgold,50
204,good-rod,soulsilver,50
204,super-rod,heartgold,75
204,super-rod,soulsilver,75
204,surf,heartgold,15
204,surf,soulsilver,15
205,walk,heartgold,25
205,walk,soulsilver,25
205,old-rod,heartgold,25
205,old-rod,soulsilver,25
205,good-rod,heartgold,50
205,good-rod,soulsilver,50
205,super-rod,heartgold,75
205,super-rod,soulsilver,75
205,surf,heartgold,15
205,surf,soulsilver,15
206,walk,heartgold,25
206,walk,soulsilver,25
206,old-rod,heartgold,25
206,old-rod,soulsilver,25
206,good-rod,heartgold,50
206,good-rod,soulsilver,50
206,super-rod,heartgold,75
206,super-rod,soulsilver,75
206,surf,heartgold,15
206,surf,soulsilver,15
207,walk,heartgold,25
207,walk,soulsilver,25
208,walk,heartgold,25
208,walk,soulsilver,25
209,walk,heartgold,25
209,walk,soulsilver,25
210,walk,heartgold,25
210,walk,soulsilver,25
211,old-rod,heartgold,25
211,old-rod,soulsilver,25
211,good-rod,heartgold,50
211,good-rod,soulsilver,50
211,super-rod,heartgold,75
211,super-rod,soulsilver,75
211,surf,heartgold,15
211,surf,soulsilver,15
212,walk,heartgold,10
212,walk,soulsilver,10
213,walk,heartgold,10
213,walk,soulsilver,10
214,walk,heartgold,5
214,walk,soulsilver,5
215,walk,heartgold,5
215,walk,soulsilver,5
216,walk,heartgold,5
216,walk,soulsilver,5
217,walk,heartgold,5
217,walk,soulsilver,5
218,walk,heartgold,5
218,walk,soulsilver,5
219,walk,heartgold,5
219,walk,soulsilver,5
220,walk,heartgold,5
220,walk,soulsilver,5
221,walk,heartgold,5
221,walk,soulsilver,5
222,walk,heartgold,25
222,walk,soulsilver,25
223,walk,heartgold,25
223,walk,soulsilver,25
224,old-rod,heartgold,25
224,old-rod,soulsilver,25
224,good-rod,heartgold,50
224,good-rod,soulsilver,50
224,super-rod,heartgold,75
224,super-rod,soulsilver,75
224,surf,heartgold,15
224,surf,soulsilver,15
225,old-rod,heartgold,25
225,old-rod,soulsilver,25
225,good-rod,heartgold,50
225,good-rod,soulsilver,50
225,super-rod,heartgold,75
225,super-rod,soulsilver,75
225,surf,heartgold,10
225,surf,soulsilver,10
226,old-rod,heartgold,25
226,old-rod,soulsilver,25
226,good-rod,heartgold,50
226,good-rod,soulsilver,50
226,super-rod,heartgold,75
226,super-rod,soulsilver,75
226,surf,heartgold,10
226,surf,soulsilver,10
227,walk,heartgold,5
227,walk,soulsilver,5
227,old-rod,heartgold,25
227,old-rod,soulsilver,25
227,good-rod,heartgold,50
227,good-rod,soulsilver,50
227,super-rod,heartgold,75
227,super-rod,soulsilver,75
227,surf,heartgold,10
227,surf,soulsilver,10
228,walk,heartgold,5
228,walk,soulsilver,5
230,walk,heartgold,5
230,walk,soulsilver,5
230,old-rod,heartgold,25
230,old-rod,soulsilver,25
230,good-rod,heartgold,50
230,good-rod,soulsilver,50
230,super-rod,heartgold,75
230,super-rod,soulsilver,75
230,surf,heartgold,10
230,surf,soulsilver,10
232,walk,heartgold,5
232,walk,soulsilver,5
235,old-rod,heartgold,25
235,old-rod,soulsilver,25
235,good-rod,heartgold,50
235,good-rod,soulsilver,50
235,super-rod,heartgold,75
235,super-rod,soulsilver,75
235,surf,heartgold,15
235,surf,soulsilver,15
235,rock-smash,heartgold,30
235,rock-smash,soulsilver,30
236,walk,heartgold,25
236,walk,soulsilver,25
236,old-rod,heartgold,25
236,old-rod,soulsilver,25
236,good-rod,heartgold,50
236,good-rod,soulsilver,50
236,super-rod,heartgold,75
236,super-rod,soulsilver,75
236,surf,heartgold,10
236,surf,soulsilver,10
237,walk,heartgold,10
237,walk,soulsilver,10
237,old-rod,heartgold,25
237,old-rod,soulsilver,25
237,good-rod,heartgold,50
237,good-rod,soulsilver,50
237,super-rod,heartgold,75
237,super-rod,soulsilver,75
237,surf,heartgold,10
237,surf,soulsilver,10
238,walk,heartgold,10
238,walk,soulsilver,10
239,walk,heartgold,10
239,walk,soulsilver,10
239,old-rod,heartgold,25
239,old-rod,soulsilver,25
239,good-rod,heartgold,50
239,good-rod,soulsilver,50
239,super-rod,heartgold,75
239,super-rod,soulsilver,75
239,surf,heartgold,10
239,surf,soulsilver,10
240,walk,heartgold,10
240,walk,soulsilver,10
240,old-rod,heartgold,25
240,old-rod,soulsilver,25
240,good-rod,heartgold,50
240,good-rod,soulsilver,50
240,super-rod,heartgold,75
240,super-rod,soulsilver,75
240,surf,heartgold,10
240,surf,soulsilver,10
241,walk,heartgold,20
241,walk,soulsilver,20
241,old-rod,heartgold,25
241,old-rod,soulsilver,25
241,good-rod,heartgold,50
241,good-rod,soulsilver,50
241,super-rod,heartgold,75
241,super-rod,soulsilver,75
241,surf,heartgold,10
241,surf,soulsilver,10
242,old-rod,heartgold,25
242,old-rod,soulsilver,25
242,good-rod,heartgold,50
242,good-rod,soulsilver,50
242,super-rod,heartgold,75
242,super-rod,soulsilver,75
242,surf,heartgold,10
242,surf,soulsilver,10
243,walk,heartgold,25
243,walk,soulsilver,25
243,old-rod,heartgold,25
243,old-rod,soulsilver,25
243,good-rod,heartgold,50
243,good-rod,soulsilver,50
243,super-rod,heartgold,75
243,super-rod,soulsilver,75
243,surf,heartgold,10
243,surf,soulsilver,10
244,walk,heartgold,5
244,walk,soulsilver,5
245,walk,heartgold,5
245,walk,soulsilver,5
246,walk,heartgold,5
246,walk,soulsilver,5
247,walk,heartgold,5
247,walk,soulsilver,5
249,old-rod,heartgold,25
249,old-rod,soulsilver,25
249,good-rod,heartgold,50
249,good-rod,soulsilver,50
249,super-rod,heartgold,75
249,super-rod,soulsilver,75
249,surf,heartgold,10
249,surf,soulsilver,10
250,old-rod,heartgold,25
250,old-rod,soulsilver,25
250,good-rod,heartgold,50
250,good-rod,soulsilver,50
250,super-rod,heartgold,75
250,super-rod,soulsilver,75
250,surf,heartgold,10
250,surf,soulsilver,10
251,walk,heartgold,25
251,walk,soulsilver,25
251,old-rod,heartgold,25
251,old-rod,soulsilver,25
251,good-rod,heartgold,50
251,good-rod,soulsilver,50
251,super-rod,heartgold,75
251,super-rod,soulsilver,75
251,surf,heartgold,10
251,surf,soulsilver,10
252,walk,heartgold,25
252,walk,soulsilver,25
253,walk,heartgold,10
253,walk,soulsilver,10
253,old-rod,heartgold,25
253,old-rod,soulsilver,25
253,good-rod,heartgold,50
253,good-rod,soulsilver,50
253,super-rod,heartgold,75
253,super-rod,soulsilver,75
253,surf,heartgold,10
253,surf,soulsilver,10
253,rock-smash,heartgold,50
253,rock-smash,soulsilver,50
254,walk,heartgold,10
254,walk,soulsilver,10
254,old-rod,heartgold,25
254,old-rod,soulsilver,25
254,good-rod,heartgold,50
254,good-rod,soulsilver,50
254,super-rod,heartgold,75
254,super-rod,soulsilver,75
254,surf,heartgold,10
254,surf,soulsilver,10
255,walk,heartgold,25
255,walk,soulsilver,25
255,old-rod,heartgold,25
255,old-rod,soulsilver,25
255,good-rod,heartgold,50
255,good-rod,soulsilver,50
255,super-rod,heartgold,75
255,super-rod,soulsilver,75
255,surf,heartgold,15
255,surf,soulsilver,15
256,old-rod,heartgold,25
256,old-rod,soulsilver,25
256,good-rod,heartgold,50
256,good-rod,soulsilver,50
256,super-rod,heartgold,75
256,super-rod,soulsilver,75
256,surf,heartgold,15
256,surf,soulsilver,15
257,old-rod,heartgold,25
257,old-rod,soulsilver,25
257,good-rod,heartgold,50
257,good-rod,soulsilver,50
257,super-rod,heartgold,75
257,super-rod,soulsilver,75
257,surf,heartgold,15
257,surf,soulsilver,15
258,walk,firered,7
258,walk,leafgreen,7
258,walk,heartgold,5
258,walk,soulsilver,5
259,walk,firered,7
259,walk,leafgreen,7
259,walk,heartgold,5
259,walk,soulsilver,5
260,walk,firered,7
260,walk,leafgreen,7
260,walk,heartgold,5
260,walk,soulsilver,5
261,walk,firered,7
261,walk,leafgreen,7
261,walk,heartgold,10
261,walk,soulsilver,10
261,old-rod,firered,20
261,old-rod,leafgreen,20
261,good-rod,firered,20
261,good-rod,leafgreen,20
261,super-rod,firered,20
261,super-rod,leafgreen,20
261,surf,firered,2
261,surf,leafgreen,2
262,walk,firered,7
262,walk,leafgreen,7
262,walk,heartgold,10
262,walk,soulsilver,10
262,old-rod,firered,20
262,old-rod,leafgreen,20
262,old-rod,heartgold,25
262,old-rod,soulsilver,25
262,good-rod,firered,20
262,good-rod,leafgreen,20
262,good-rod,heartgold,50
262,good-rod,soulsilver,50
262,super-rod,firered,20
262,super-rod,leafgreen,20
262,super-rod,heartgold,75
262,super-rod,soulsilver,75
262,surf,firered,2
262,surf,leafgreen,2
262,surf,heartgold,5
262,surf,soulsilver,5
263,walk,heartgold,5
263,walk,soulsilver,5
263,old-rod,heartgold,25
263,old-rod,soulsilver,25
263,good-rod,heartgold,50
263,good-rod,soulsilver,50
263,super-rod,heartgold,75
263,super-rod,soulsilver,75
263,surf,heartgold,10
263,surf,soulsilver,10
264,walk,heartgold,10
264,walk,soulsilver,10
264,old-rod,heartgold,25
264,old-rod,soulsilver,25
264,good-rod,heartgold,50
264,good-rod,soulsilver,50
264,super-rod,heartgold,75
264,super-rod,soulsilver,75
264,surf,heartgold,10
264,surf,soulsilver,10
265,walk,heartgold,10
265,walk,soulsilver,10
265,old-rod,heartgold,25
265,old-rod,soulsilver,25
265,good-rod,heartgold,50
265,good-rod,soulsilver,50
265,super-rod,heartgold,75
265,super-rod,soulsilver,75
265,surf,heartgold,10
265,surf,soulsilver,10
266,old-rod,heartgold,25
266,old-rod,soulsilver,25
266,good-rod,heartgold,50
266,good-rod,soulsilver,50
266,super-rod,heartgold,75
266,super-rod,soulsilver,75
266,surf,heartgold,15
266,surf,soulsilver,15
267,walk,heartgold,10
267,walk,soulsilver,10
267,rock-smash,heartgold,30
267,rock-smash,soulsilver,30
268,walk,heartgold,5
268,walk,soulsilver,5
269,walk,heartgold,25
269,walk,soulsilver,25
269,old-rod,heartgold,25
269,old-rod,soulsilver,25
269,good-rod,heartgold,50
269,good-rod,soulsilver,50
269,super-rod,heartgold,75
269,super-rod,soulsilver,75
269,surf,heartgold,10
269,surf,soulsilver,10
270,walk,heartgold,10
270,walk,soulsilver,10
270,old-rod,heartgold,25
270,old-rod,soulsilver,25
270,good-rod,heartgold,50
270,good-rod,soulsilver,50
270,super-rod,heartgold,75
270,super-rod,soulsilver,75
270,surf,heartgold,10
270,surf,soulsilver,10
271,walk,heartgold,20
271,walk,soulsilver,20
272,walk,heartgold,10
272,walk,soulsilver,10
273,walk,heartgold,20
273,walk,soulsilver,20
273,old-rod,heartgold,25
273,old-rod,soulsilver,25
273,good-rod,heartgold,50
273,good-rod,soulsilver,50
273,super-rod,heartgold,75
273,super-rod,soulsilver,75
273,surf,heartgold,10
273,surf,soulsilver,10
275,walk,heartgold,20
275,walk,soulsilver,20
275,old-rod,heartgold,100
275,old-rod,soulsilver,100
275,good-rod,heartgold,100
275,good-rod,soulsilver,100
275,super-rod,heartgold,100
275,super-rod,soulsilver,100
275,surf,heartgold,15
275,surf,soulsilver,15
276,walk,firered,21
276,walk,leafgreen,21
276,old-rod,firered,60
276,old-rod,leafgreen,60
276,old-rod,heartgold,25
276,old-rod,soulsilver,25
276,good-rod,firered,60
276,good-rod,leafgreen,60
276,good-rod,heartgold,50
276,good-rod,soulsilver,50
276,super-rod,firered,60
276,super-rod,leafgreen,60
276,super-rod,heartgold,75
276,super-rod,soulsilver,75
276,surf,firered,2
276,surf,leafgreen,2
276,surf,heartgold,15
276,surf,soulsilver,15
277,old-rod,firered,20
277,old-rod,leafgreen,20
277,old-rod,heartgold,25
277,old-rod,soulsilver,25
277,good-rod,firered,20
277,good-rod,leafgreen,20
277,good-rod,heartgold,50
277,good-rod,soulsilver,50
277,super-rod,firered,20
277,super-rod,leafgreen,20
277,super-rod,heartgold,75
277,super-rod,soulsilver,75
277,surf,firered,2
277,surf,leafgreen,2
277,surf,heartgold,10
277,surf,soulsilver,10
277,rock-smash,heartgold,30
277,rock-smash,soulsilver,30
278,old-rod,firered,20
278,old-rod,leafgreen,20
278,old-rod,heartgold,25
278,old-rod,soulsilver,25
278,good-rod,firered,20
278,good-rod,leafgreen,20
278,good-rod,heartgold,50
278,good-rod,soulsilver,50
278,super-rod,firered,20
278,super-rod,leafgreen,20
278,super-rod,heartgold,75
278,super-rod,soulsilver,75
278,surf,firered,2
278,surf,leafgreen,2
278,surf,heartgold,10
278,surf,soulsilver,10
279,old-rod,firered,10
279,old-rod,leafgreen,10
279,old-rod,heartgold,25
279,old-rod,soulsilver,25
279,good-rod,firered,10
279,good-rod,leafgreen,10
279,good-rod,heartgold,50
279,good-rod,soulsilver,50
279,super-rod,firered,10
279,super-rod,leafgreen,10
279,super-rod,heartgold,75
279,super-rod,soulsilver,75
279,surf,firered,1
279,surf,leafgreen,1
279,surf,heartgold,15
279,surf,soulsilver,15
280,old-rod,firered,10
280,old-rod,leafgreen,10
280,old-rod,heartgold,25
280,old-rod,soulsilver,25
280,good-rod,firered,10
280,good-rod,leafgreen,10
280,good-rod,heartgold,50
280,good-rod,soulsilver,50
280,super-rod,firered,10
280,super-rod,leafgreen,10
280,super-rod,heartgold,75
280,super-rod,soulsilver,75
280,surf,firered,1
280,surf,leafgreen,1
280,surf,heartgold,15
280,surf,soulsilver,15
281,old-rod,firered,10
281,old-rod,leafgreen,10
281,old-rod,heartgold,25
281,old-rod,soulsilver,25
281,good-rod,firered,10
281,good-rod,leafgreen,10
281,good-rod,heartgold,50
281,good-rod,soulsilver,50
281,super-rod,firered,10
281,super-rod,leafgreen,10
281,super-rod,heartgold,75
281,super-rod,soulsilver,75
281,surf,firered,1
281,surf,leafgreen,1
281,surf,heartgold,10
281,surf,soulsilver,10
282,old-rod,firered,10
282,old-rod,leafgreen,10
282,old-rod,heartgold,25
282,old-rod,soulsilver,25
282,good-rod,firered,10
282,good-rod,leafgreen,10
282,good-rod,heartgold,50
282,good-rod,soulsilver,50
282,super-rod,firered,10
282,super-rod,leafgreen,10
282,super-rod,heartgold,75
282,super-rod,soulsilver,75
282,surf,firered,1
282,surf,leafgreen,1
282,surf,heartgold,15
282,surf,soulsilver,15
282,rock-smash,heartgold,40
282,rock-smash,soulsilver,40
283,old-rod,firered,10
283,old-rod,leafgreen,10
283,good-rod,firered,10
283,good-rod,leafgreen,10
283,super-rod,firered,10
283,super-rod,leafgreen,10
283,surf,firered,1
283,surf,leafgreen,1
283,surf,heartgold,15
283,surf,soulsilver,15
284,old-rod,firered,10
284,old-rod,leafgreen,10
284,old-rod,heartgold,25
284,old-rod,soulsilver,25
284,good-rod,firered,10
284,good-rod,leafgreen,10
284,good-rod,heartgold,50
284,good-rod,soulsilver,50
284,super-rod,firered,10
284,super-rod,leafgreen,10
284,super-rod,heartgold,75
284,super-rod,soulsilver,75
284,surf,firered,1
284,surf,leafgreen,1
284,surf,heartgold,15
284,surf,soulsilver,15
285,old-rod,firered,10
285,old-rod,leafgreen,10
285,old-rod,heartgold,25
285,old-rod,soulsilver,25
285,good-rod,firered,10
285,good-rod,leafgreen,10
285,good-rod,heartgold,50
285,good-rod,soulsilver,50
285,super-rod,firered,10
285,super-rod,leafgreen,10
285,super-rod,heartgold,75
285,super-rod,soulsilver,75
285,surf,firered,1
285,surf,leafgreen,1
285,surf,heartgold,15
285,surf,soulsilver,15
286,walk,heartgold,25
286,walk,soulsilver,25
287,walk,heartgold,25
287,walk,soulsilver,25
287,old-rod,heartgold,25
287,old-rod,soulsilver,25
287,good-rod,heartgold,50
287,good-rod,soulsilver,50
287,super-rod,heartgold,75
287,super-rod,soulsilver,75
287,surf,heartgold,10
287,surf,soulsilver,10
288,walk,heartgold,25
288,walk,soulsilver,25
288,old-rod,heartgold,25
288,old-rod,soulsilver,25
288,good-rod,heartgold,50
288,good-rod,soulsilver,50
288,super-rod,heartgold,75
288,super-rod,soulsilver,75
288,surf,heartgold,10
288,surf,soulsilver,10
289,walk,heartgold,25
289,walk,soulsilver,25
289,old-rod,heartgold,25
289,old-rod,soulsilver,25
289,good-rod,heartgold,50
289,good-rod,soulsilver,50
289,super-rod,heartgold,75
289,super-rod,soulsilver,75
289,surf,heartgold,10
289,surf,soulsilver,10
290,walk,firered,7
290,walk,leafgreen,7
290,walk,heartgold,15
290,walk,soulsilver,15
291,walk,heartgold,15
291,walk,soulsilver,15
292,walk,firered,7
292,walk,leafgreen,7
292,walk,heartgold,15
292,walk,soulsilver,15
293,walk,firered,7
293,walk,leafgreen,7
293,walk,heartgold,15
293,walk,soulsilver,15
293,rock-smash,firered,50
293,rock-smash,leafgreen,50
293,rock-smash,heartgold,20
293,rock-smash,soulsilver,20
294,walk,heartgold,10
294,walk,soulsilver,10
295,walk,firered,21
295,walk,leafgreen,21
295,walk,heartgold,20
295,walk,soulsilver,20
296,walk,firered,21
296,walk,leafgreen,21
296,walk,heartgold,20
296,walk,soulsilver,20
297,walk,firered,21
297,walk,leafgreen,21
297,walk,heartgold,20
297,walk,soulsilver,20
298,walk,firered,21
298,walk,leafgreen,21
298,walk,heartgold,20
298,walk,soulsilver,20
298,old-rod,firered,20
298,old-rod,leafgreen,20
298,old-rod,heartgold,25
298,old-rod,soulsilver,25
298,good-rod,firered,20
298,good-rod,leafgreen,20
298,good-rod,heartgold,50
298,good-rod,soulsilver,50
298,super-rod,firered,20
298,super-rod,leafgreen,20
298,super-rod,heartgold,75
298,super-rod,soulsilver,75
298,surf,firered,2
298,surf,leafgreen,2
298,surf,heartgold,15
298,surf,soulsilver,15
299,walk,firered,21
299,walk,leafgreen,21
299,walk,heartgold,20
299,walk,soulsilver,20
300,walk,firered,21
300,walk,leafgreen,21
300,walk,heartgold,20
300,walk,soulsilver,20
300,old-rod,firered,20
300,old-rod,leafgreen,20
300,old-rod,heartgold,25
300,old-rod,soulsilver,25
300,good-rod,firered,20
300,good-rod,leafgreen,20
300,good-rod,heartgold,50
300,good-rod,soulsilver,50
300,super-rod,firered,20
300,super-rod,leafgreen,20
300,super-rod,heartgold,75
300,super-rod,soulsilver,75
300,surf,firered,2
300,surf,leafgreen,2
300,surf,heartgold,15
300,surf,soulsilver,15
301,walk,firered,21
301,walk,leafgreen,21
301,walk,heartgold,20
301,walk,soulsilver,20
302,walk,firered,21
302,walk,leafgreen,21
302,walk,heartgold,20
302,walk,soulsilver,20
303,walk,firered,21
303,walk,leafgreen,21
303,walk,heartgold,20
303,walk,soulsilver,20
303,old-rod,heartgold,25
303,old-rod,soulsilver,25
303,good-rod,heartgold,50
303,good-rod,soulsilver,50
303,super-rod,heartgold,75
303,super-rod,soulsilver,75
303,surf,heartgold,15
303,surf,soulsilver,15
304,walk,firered,21
304,walk,leafgreen,21
304,walk,heartgold,20
304,walk,soulsilver,20
304,old-rod,firered,20
304,old-rod,leafgreen,20
304,old-rod,heartgold,25
304,old-rod,soulsilver,25
304,good-rod,firered,20
304,good-rod,leafgreen,20
304,good-rod,heartgold,50
304,good-rod,soulsilver,50
304,super-rod,firered,20
304,super-rod,leafgreen,20
304,super-rod,heartgold,75
304,super-rod,soulsilver,75
304,surf,firered,2
304,surf,leafgreen,2
304,surf,heartgold,15
304,surf,soulsilver,15
305,walk,firered,21
305,walk,leafgreen,21
305,walk,heartgold,20
305,walk,soulsilver,20
305,old-rod,firered,20
305,old-rod,leafgreen,20
305,good-rod,firered,20
305,good-rod,leafgreen,20
305,super-rod,firered,20
305,super-rod,leafgreen,20
305,surf,firered,2
305,surf,leafgreen,2
306,walk,firered,21
306,walk,leafgreen,21
306,walk,heartgold,20
306,walk,soulsilver,20
306,old-rod,firered,20
306,old-rod,leafgreen,20
306,old-rod,heartgold,25
306,old-rod,soulsilver,25
306,good-rod,firered,20
306,good-rod,leafgreen,20
306,good-rod,heartgold,50
306,good-rod,soulsilver,50
306,super-rod,firered,20
306,super-rod,leafgreen,20
306,super-rod,heartgold,75
306,super-rod,soulsilver,75
306,surf,firered,2
306,surf,leafgreen,2
306,surf,heartgold,15
306,surf,soulsilver,15
307,walk,firered,21
307,walk,leafgreen,21
307,walk,heartgold,20
307,walk,soulsilver,20
308,walk,firered,21
308,walk,leafgreen,21
308,walk,heartgold,20
308,walk,soulsilver,20
309,walk,firered,21
309,walk,leafgreen,21
309,walk,heartgold,20
309,walk,soulsilver,20
310,walk,firered,21
310,walk,leafgreen,21
310,walk,heartgold,20
310,walk,soulsilver,20
311,walk,firered,21
311,walk,leafgreen,21
311,walk,heartgold,20
311,walk,soulsilver,20
312,walk,firered,14
312,walk,leafgreen,14
312,walk,heartgold,20
312,walk,soulsilver,20
312,old-rod,firered,20
312,old-rod,leafgreen,20
312,old-rod,heartgold,25
312,old-rod,soulsilver,25
312,good-rod,firered,20
312,good-rod,leafgreen,20
312,good-rod,heartgold,50
312,good-rod,soulsilver,50
312,super-rod,firered,20
312,super-rod,leafgreen,20
312,super-rod,heartgold,75
312,super-rod,soulsilver,75
312,surf,firered,2
312,surf,leafgreen,2
312,surf,heartgold,10
312,surf,soulsilver,10
313,walk,firered,21
313,walk,leafgreen,21
313,walk,heartgold,20
313,walk,soulsilver,20
313,old-rod,firered,20
313,old-rod,leafgreen,20
313,old-rod,heartgold,25
313,old-rod,soulsilver,25
313,good-rod,firered,20
313,good-rod,leafgreen,20
313,good-rod,heartgold,50
313,good-rod,soulsilver,50
313,super-rod,firered,20
313,super-rod,leafgreen,20
313,super-rod,heartgold,75
313,super-rod,soulsilver,75
313,surf,firered,2
313,surf,leafgreen,2
313,surf,heartgold,10
313,surf,soulsilver,10
314,walk,firered,21
314,walk,leafgreen,21
314,walk,heartgold,20
314,walk,soulsilver,20
314,old-rod,firered,20
314,old-rod,leafgreen,20
314,old-rod,heartgold,25
314,old-rod,soulsilver,25
314,good-rod,firered,20
314,good-rod,leafgreen,20
314,good-rod,heartgold,50
314,good-rod,soulsilver,50
314,super-rod,firered,20
314,super-rod,leafgreen,20
314,super-rod,heartgold,75
314,super-rod,soulsilver,75
314,surf,firered,2
314,surf,leafgreen,2
314,surf,heartgold,10
314,surf,soulsilver,10
315,walk,firered,21
315,walk,leafgreen,21
315,walk,heartgold,20
315,walk,soulsilver,20
315,old-rod,firered,20
315,old-rod,leafgreen,20
315,old-rod,heartgold,25
315,old-rod,soulsilver,25
315,good-rod,firered,20
315,good-rod,leafgreen,20
315,good-rod,heartgold,50
315,good-rod,soulsilver,50
315,super-rod,firered,20
315,super-rod,leafgreen,20
315,super-rod,heartgold,75
315,super-rod,soulsilver,75
315,surf,firered,2
315,surf,leafgreen,2
315,surf,heartgold,10
315,surf,soulsilver,10
316,walk,heartgold,15
316,walk,soulsilver,15
316,old-rod,heartgold,25
316,old-rod,soulsilver,25
316,good-rod,heartgold,50
316,good-rod,soulsilver,50
316,super-rod,heartgold,75
316,super-rod,soulsilver,75
316,surf,heartgold,10
316,surf,soulsilver,10
317,walk,firered,5
317,walk,leafgreen,5
317,walk,heartgold,10
317,walk,soulsilver,10
318,walk,heartgold,10
318,walk,soulsilver,10
319,walk,heartgold,10
319,walk,soulsilver,10
319,rock-smash,heartgold,40
319,rock-smash,soulsilver,40
320,walk,heartgold,20
320,walk,soulsilver,20
321,walk,firered,14
321,walk,leafgreen,14
321,walk,heartgold,15
321,walk,soulsilver,15
323,walk,firered,7
323,walk,leafgreen,7
323,walk,heartgold,10
323,walk,soulsilver,10
323,old-rod,firered,20
323,old-rod,leafgreen,20
323,old-rod,heartgold,25
323,old-rod,soulsilver,25
323,good-rod,firered,20
323,good-rod,leafgreen,20
323,good-rod,heartgold,50
323,good-rod,soulsilver,50
323,super-rod,firered,20
323,super-rod,leafgreen,20
323,super-rod,heartgold,75
323,super-rod,soulsilver,75
323,surf,firered,2
323,surf,leafgreen,2
323,surf,heartgold,10
323,surf,soulsilver,10
323,rock-smash,firered,50
323,rock-smash,leafgreen,50
323,rock-smash,heartgold,5
323,rock-smash,soulsilver,5
324,walk,firered,7
324,walk,leafgreen,7
324,walk,heartgold,10
324,walk,soulsilver,10
324,old-rod,heartgold,25
324,old-rod,soulsilver,25
324,good-rod,heartgold,50
324,good-rod,soulsilver,50
324,super-rod,heartgold,75
324,super-rod,soulsilver,75
324,surf,heartgold,10
324,surf,soulsilver,10
324,rock-smash,firered,50
324,rock-smash,leafgreen,50
325,walk,firered,7
325,walk,leafgreen,7
325,walk,heartgold,10
325,walk,soulsilver,10
325,old-rod,firered,20
325,old-rod,leafgreen,20
325,old-rod,heartgold,25
325,old-rod,soulsilver,25
325,good-rod,firered,20
325,good-rod,leafgreen,20
325,good-rod,heartgold,50
325,good-rod,soulsilver,50
325,super-rod,firered,20
325,super-rod,leafgreen,20
325,super-rod,heartgold,75
325,super-rod,soulsilver,75
325,surf,firered,2
325,surf,leafgreen,2
325,surf,heartgold,10
325,surf,soulsilver,10
325,rock-smash,firered,50
325,rock-smash,leafgreen,50
325,rock-smash,heartgold,5
325,rock-smash,soulsilver,5
326,walk,firered,5
326,walk,leafgreen,5
327,walk,firered,7
327,walk,leafgreen,7
329,walk,firered,21
329,walk,leafgreen,21
329,old-rod,firered,20
329,old-rod,leafgreen,20
329,good-rod,firered,20
329,good-rod,leafgreen,20
329,super-rod,firered,20
329,super-rod,leafgreen,20
329,surf,firered,2
329,surf,leafgreen,2
330,walk,firered,7
330,walk,leafgreen,7
331,walk,firered,7
331,walk,leafgreen,7
332,walk,firered,7
332,walk,leafgreen,7
333,walk,firered,7
333,walk,leafgreen,7
336,walk,firered,2
336,walk,leafgreen,2
337,walk,firered,4
337,walk,leafgreen,4
338,walk,firered,6
338,walk,leafgreen,6
339,walk,firered,8
339,walk,leafgreen,8
340,walk,firered,10
340,walk,leafgreen,10
341,walk,firered,7
341,walk,leafgreen,7
342,walk,firered,7
342,walk,leafgreen,7
343,walk,firered,7
343,walk,leafgreen,7
344,walk,firered,5
344,walk,leafgreen,5
345,walk,firered,21
345,walk,leafgreen,21
345,old-rod,firered,20
345,old-rod,leafgreen,20
345,good-rod,firered,20
345,good-rod,leafgreen,20
345,super-rod,firered,20
345,super-rod,leafgreen,20
345,surf,firered,2
345,surf,leafgreen,2
346,walk,firered,21
346,walk,leafgreen,21
346,old-rod,firered,20
346,old-rod,leafgreen,20
346,good-rod,firered,20
346,good-rod,leafgreen,20
346,super-rod,firered,20
346,super-rod,leafgreen,20
346,surf,firered,2
346,surf,leafgreen,2
347,walk,firered,21
347,walk,leafgreen,21
347,old-rod,firered,20
347,old-rod,leafgreen,20
347,good-rod,firered,20
347,good-rod,leafgreen,20
347,super-rod,firered,20
347,super-rod,leafgreen,20
347,surf,firered,2
347,surf,leafgreen,2
348,walk,firered,21
348,walk,leafgreen,21
348,old-rod,firered,20
348,old-rod,leafgreen,20
348,good-rod,firered,20
348,good-rod,leafgreen,20
348,super-rod,firered,20
348,super-rod,leafgreen,20
348,surf,firered,2
348,surf,leafgreen,2
350,old-rod,ruby,10
350,old-rod,sapphire,10
350,old-rod,emerald,10
350,good-rod,ruby,10
350,good-rod,sapphire,10
350,good-rod,emerald,10
350,super-rod,ruby,10
350,super-rod,sapphire,10
350,super-rod,emerald,10
350,surf,ruby,1
350,surf,sapphire,1
350,surf,emerald,1
351,old-rod,ruby,10
351,old-rod,sapphire,10
351,old-rod,emerald,10
351,good-rod,ruby,10
351,good-rod,sapphire,10
351,good-rod,emerald,10
351,super-rod,ruby,10
351,super-rod,sapphire,10
351,super-rod,emerald,10
351,surf,ruby,4
351,surf,sapphire,4
