region,area,gym,sub_area,group,role,trainer_class,name,game,version_group,canonical,tier,tier_note,prize,prize_note,team_size,slot,species,ndex,level,gender,type1,type2,ability,moves,held_item,page,source
kanto,Route 9,,,,trainer,Camper,Chris,FRLG,firered-leafgreen,1,base,,420,,2,2,Charmander,4,21,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Bug Catcher,Brent,FRLG,firered-leafgreen,1,base,,228,,2,1,Beedrill,15,19,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Bug Catcher,Brent,FRLG,firered-leafgreen,1,base,,228,,2,2,Beedrill,15,19,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Hiker,Alan,FRLG,firered-leafgreen,1,base,,756,,2,1,Geodude,74,21,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Hiker,Alan,FRLG,firered-leafgreen,1,base,,756,,2,2,Onix,95,21,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Bug Catcher,Conner,FRLG,firered-leafgreen,1,base,,240,,3,1,Caterpie,10,20,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Bug Catcher,Conner,FRLG,firered-leafgreen,1,base,,240,,3,2,Weedle,13,20,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Bug Catcher,Conner,FRLG,firered-leafgreen,1,base,,240,,3,3,Venonat,48,20,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Camper,Drew,FRLG,firered-leafgreen,1,base,,380,,4,1,Rattata,19,19,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Camper,Drew,FRLG,firered-leafgreen,1,base,,380,,4,2,Sandshrew,27,19,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Camper,Drew,FRLG,firered-leafgreen,1,base,,380,,4,3,Ekans,23,19,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Camper,Drew,FRLG,firered-leafgreen,1,base,,380,,4,4,Sandshrew,27,19,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Hiker,Brice,FRLG,firered-leafgreen,1,base,,720,,3,1,Geodude,74,20,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Hiker,Brice,FRLG,firered-leafgreen,1,base,,720,,3,2,Geodude,74,20,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Hiker,Brice,FRLG,firered-leafgreen,1,base,,720,,3,3,Machop,66,20,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Picnicker,Caitlin,FRLG,firered-leafgreen,1,base,,460,,1,1,Meowth,52,23,female,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Picnicker,Alicia,FRLG,firered-leafgreen,1,rematch,Rematch,500,After reaching Celadon City,1,1,Meowth,52,25,female,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Picnicker,Alicia,FRLG,firered-leafgreen,1,after-reaching-fuchsia-city,After reaching Fuchsia City and defeating the previous team,600,,1,1,Persian,53,30,female,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Picnicker,Alicia,FRLG,firered-leafgreen,1,after-delivering-the-sapphire-to-celio,After delivering the Sapphire to Celio and defeating the previous team,1100,,1,1,Persian,53,55,female,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Hiker,Jeremy,FRLG,firered-leafgreen,1,after-reaching-fuchsia-city,After reaching Fuchsia City,1008,,2,1,Machoke,67,30,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Hiker,Jeremy,FRLG,firered-leafgreen,1,after-reaching-fuchsia-city,After reaching Fuchsia City,1008,,2,2,Onix,95,28,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Camper,Chris,FRLG,firered-leafgreen,1,after-reaching-celadon-city,After reaching Celadon City,480,,2,1,Growlithe,58,24,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Camper,Chris,FRLG,firered-leafgreen,1,after-reaching-celadon-city,After reaching Celadon City,480,,2,2,Charmander,4,24,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Camper,Chris,FRLG,firered-leafgreen,1,after-reaching-fuchsia-city,After reaching Fuchsia City and defeating the previous team,580,,2,1,Growlithe,58,29,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Camper,Chris,FRLG,firered-leafgreen,1,after-reaching-fuchsia-city,After reaching Fuchsia City and defeating the previous team,580,,2,2,Charmeleon,5,29,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Camper,Chris,FRLG,firered-leafgreen,1,after-delivering-the-sapphire-to-celio,After delivering the Sapphire to Celio and defeating the previous team,1080,,2,1,Arcanine,59,54,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Camper,Chris,FRLG,firered-leafgreen,1,after-delivering-the-sapphire-to-celio,After delivering the Sapphire to Celio and defeating the previous team,1080,,2,2,Charmeleon,5,54,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Picnicker,Alicia,PE,lets-go-pikachu-lets-go-eevee,0,base,,420,2 Great Balls,2,1,Eevee,133,21,female,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Picnicker,Alicia,PE,lets-go-pikachu-lets-go-eevee,0,base,,420,2 Great Balls,2,2,Gloom,44,21,female,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Bug Catcher,Conner,PE,lets-go-pikachu-lets-go-eevee,0,base,,228,3 Poké Balls,1,1,Paras,46,19,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Hiker,Jeremy,PE,lets-go-pikachu-lets-go-eevee,0,base,,880,3 Poké Balls,1,1,Onix,95,22,female,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Camper,Drew,PE,lets-go-pikachu-lets-go-eevee,0,base,,420,2 Great Balls,2,1,Sandshrew,27,21,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Camper,Drew,PE,lets-go-pikachu-lets-go-eevee,0,base,,420,2 Great Balls,2,2,Raticate,20,21,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Youngster,Chris,PE,lets-go-pikachu-lets-go-eevee,0,base,,400,3 Poké Balls,2,1,Diglett,50,20,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Youngster,Chris,PE,lets-go-pikachu-lets-go-eevee,0,base,,400,3 Poké Balls,2,2,Fearow,22,20,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Black Belt,Brice,PE,lets-go-pikachu-lets-go-eevee,0,base,,644,3 Poké Balls,1,1,Mankey,56,23,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Picnicker,Caitlin,PE,lets-go-pikachu-lets-go-eevee,0,base,,420,2 Great Balls,2,1,Goldeen,118,21,female,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Picnicker,Caitlin,PE,lets-go-pikachu-lets-go-eevee,0,base,,420,2 Great Balls,2,2,Pidgeotto,17,21,female,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Hiker,Alan,PE,lets-go-pikachu-lets-go-eevee,0,base,,880,3 Poké Balls,3,1,Geodude,74,22,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Hiker,Alan,PE,lets-go-pikachu-lets-go-eevee,0,base,,880,3 Poké Balls,3,2,Geodude,74,22,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 9,,,,trainer,Hiker,Alan,PE,lets-go-pikachu-lets-go-eevee,0,base,,880,3 Poké Balls,3,3,Geodude,74,22,male,,,,,,Kanto Route 9,bulbapedia
kanto,Route 10,,,Northern segment,trainer,Picnicker,Heidi,FRLG,firered-leafgreen,1,base,,400,,2,1,Pikachu,25,20,female,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Northern segment,trainer,Picnicker,Heidi,FRLG,firered-leafgreen,1,base,,400,,2,2,Clefairy,35,20,female,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Northern segment Requires Surf,trainer,PokéManiac,Mark,FRLG,firered-leafgreen,1,base,,1392,,2,1,Rhyhorn,111,29,male,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Northern segment Requires Surf,trainer,PokéManiac,Mark,FRLG,firered-leafgreen,1,base,,1392,,2,2,Lickitung,108,29,male,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Southern segment,trainer,Picnicker,Carol,FRLG,firered-leafgreen,1,base,,420,,2,1,Pidgey,16,21,female,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Southern segment,trainer,Picnicker,Carol,FRLG,firered-leafgreen,1,base,,420,,2,2,Pidgeotto,17,21,female,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Southern segment,trainer,Hiker,Clark,FRLG,firered-leafgreen,1,base,,756,,2,1,Geodude,74,21,male,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Southern segment,trainer,Hiker,Clark,FRLG,firered-leafgreen,1,base,,756,,2,2,Onix,95,21,male,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Southern segment,trainer,Hiker,Trent,FRLG,firered-leafgreen,1,base,,684,,2,1,Onix,95,19,male,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Southern segment,trainer,Hiker,Trent,FRLG,firered-leafgreen,1,base,,684,,2,2,Graveler,75,19,male,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Southern segment,trainer,PokéManiac,Herman,FRLG,firered-leafgreen,1,base,,960,,2,1,Cubone,104,20,male,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Southern segment,trainer,PokéManiac,Herman,FRLG,firered-leafgreen,1,base,,960,,2,2,Slowpoke,79,20,male,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Southern segment,trainer,PokéManiac,Mark,FRLG,firered-leafgreen,1,after-reaching-fuchsia-city,After reaching Fuchsia City,1584,,2,1,Rhyhorn,111,33,male,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Southern segment,trainer,PokéManiac,Mark,FRLG,firered-leafgreen,1,after-reaching-fuchsia-city,After reaching Fuchsia City,1584,,2,2,Lickitung,108,33,male,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Southern segment,trainer,PokéManiac,Mark,FRLG,firered-leafgreen,1,after-delivering-the-sapphire-to-celio,After delivering the Sapphire to Celio and defeating the previous team,2592,,2,1,Rhydon,112,54,male,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Southern segment,trainer,PokéManiac,Mark,FRLG,firered-leafgreen,1,after-delivering-the-sapphire-to-celio,After delivering the Sapphire to Celio and defeating the previous team,2592,,2,2,Lickitung,108,54,male,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Southern segment,trainer,Hiker,Trent,FRLG,firered-leafgreen,1,after-reaching-fuchsia-city,After reaching Fuchsia City,1116,,2,1,Onix,95,31,male,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Southern segment,trainer,Hiker,Trent,FRLG,firered-leafgreen,1,after-reaching-fuchsia-city,After reaching Fuchsia City,1116,,2,2,Graveler,75,31,male,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Southern segment,trainer,PokéManiac,Herman,FRLG,firered-leafgreen,1,after-reaching-fuchsia-city,After reaching Fuchsia City,1392,,2,1,Marowak,105,29,male,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Southern segment,trainer,PokéManiac,Herman,FRLG,firered-leafgreen,1,after-reaching-fuchsia-city,After reaching Fuchsia City,1392,,2,2,Slowbro,80,29,male,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Southern segment,trainer,PokéManiac,Herman,FRLG,firered-leafgreen,1,after-delivering-the-sapphire-to-celio,After delivering the Sapphire to Celio and defeating the previous team,2593,,2,1,Marowak,105,54,male,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Southern segment,trainer,PokéManiac,Herman,FRLG,firered-leafgreen,1,after-delivering-the-sapphire-to-celio,After delivering the Sapphire to Celio and defeating the previous team,2593,,2,2,Slowbro,80,54,male,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Northern segment,trainer,Team Rocket Grunt,,PE,lets-go-pikachu-lets-go-eevee,0,base,,616,,1,1,Raticate,20,22,male,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Northern segment,trainer,Camper,Vance,PE,lets-go-pikachu-lets-go-eevee,0,base,,440,2 Great Balls,2,1,Eevee,133,22,female,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Northern segment,trainer,Camper,Vance,PE,lets-go-pikachu-lets-go-eevee,0,base,,440,2 Great Balls,2,2,Psyduck,54,22,male,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Northern segment,trainer,Coach Trainer,Tasha,PE,lets-go-pikachu-lets-go-eevee,0,base,,2600,,2,1,Poliwhirl,61,25,male,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Northern segment,trainer,Coach Trainer,Tasha,PE,lets-go-pikachu-lets-go-eevee,0,base,,2600,,2,2,Primeape,57,26,female,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Northern segment Requires Sea Skim,trainer,Poké Maniac,Mark,PE,lets-go-pikachu-lets-go-eevee,0,base,,2016,3 Poké Balls,2,1,Rhyhorn,111,42,male,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Northern segment Requires Sea Skim,trainer,Poké Maniac,Mark,PE,lets-go-pikachu-lets-go-eevee,0,base,,2016,3 Poké Balls,2,2,Lickitung,108,42,male,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Southern segment,trainer,Hiker,Clark,PE,lets-go-pikachu-lets-go-eevee,0,base,,1000,3 Poké Balls,2,1,Geodude,74,25,male,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Southern segment,trainer,Hiker,Clark,PE,lets-go-pikachu-lets-go-eevee,0,base,,1000,3 Poké Balls,2,2,Graveler,75,25,male,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Southern segment,trainer,Picnicker,Carol,PE,lets-go-pikachu-lets-go-eevee,0,base,,480,2 Great Balls,2,1,Pikachu,25,24,female,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Southern segment,trainer,Picnicker,Carol,PE,lets-go-pikachu-lets-go-eevee,0,base,,480,2 Great Balls,2,2,Pidgeotto,17,24,female,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Southern segment,trainer,Camper,Trent,PE,lets-go-pikachu-lets-go-eevee,0,base,,480,2 Great Balls,2,1,Krabby,98,24,male,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Southern segment,trainer,Camper,Trent,PE,lets-go-pikachu-lets-go-eevee,0,base,,480,2 Great Balls,2,2,Sandslash,28,24,male,,,,,,Kanto Route 10,bulbapedia
kanto,Route 10,,,Southern segment,trainer,Poké Maniac,Damian,PE,lets-go-pikachu-lets-go-eevee,0,base,,1200,3 Poké Balls,1,1,Charmeleon,5,25,male,,,,,,Kanto Route 10,bulbapedia
kanto,Route 11,,,,trainer,Youngster,Eddie,FRLG,firered-leafgreen,1,base,,336,,1,1,Ekans,23,21,male,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Gamer,Hugo,FRLG,firered-leafgreen,1,base,,1296,,2,1,Poliwag,60,18,male,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Gamer,Hugo,FRLG,firered-leafgreen,1,base,,1296,,2,2,Horsea,116,18,male,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Engineer,Bernie,FRLG,firered-leafgreen,1,base,,864,,3,1,Magnemite,81,18,none,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Engineer,Bernie,FRLG,firered-leafgreen,1,base,,864,,3,2,Magnemite,81,18,none,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Engineer,Bernie,FRLG,firered-leafgreen,1,base,,864,,3,3,Magneton,82,18,none,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Youngster,Dave,FRLG,firered-leafgreen,1,base,,288,,2,1,Nidoran♂,32,18,,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Youngster,Dave,FRLG,firered-leafgreen,1,base,,288,,2,2,Nidorino,33,18,male,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Youngster,Dillon,FRLG,firered-leafgreen,1,base,,304,,2,1,Sandshrew,27,19,male,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Youngster,Dillon,FRLG,firered-leafgreen,1,base,,304,,2,2,Zubat,41,19,male,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Gamer,Jasper,FRLG,firered-leafgreen,1,base,,1296,,2,1,Bellsprout,69,18,male,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Gamer,Jasper,FRLG,firered-leafgreen,1,base,,1296,,2,2,Oddish,43,18,male,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Engineer,Braxton,FRLG,firered-leafgreen,1,base,,1008,,1,1,Magnemite,81,21,none,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Gamer,Darian,FRLG,firered-leafgreen,1,base,,1296,,2,1,Growlithe,58,18,male,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Gamer,Darian,FRLG,firered-leafgreen,1,base,,1296,,2,2,Vulpix,37,18,female,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Youngster,Yasu,FRLG,firered-leafgreen,1,base,,272,,3,1,Rattata,19,17,male,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Youngster,Yasu,FRLG,firered-leafgreen,1,base,,272,,3,2,Rattata,19,17,male,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Youngster,Yasu,FRLG,firered-leafgreen,1,base,,272,,3,3,Raticate,20,17,male,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Gamer,Dirk,FRLG,firered-leafgreen,1,base,,1296,,2,1,Voltorb,100,18,none,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Gamer,Dirk,FRLG,firered-leafgreen,1,base,,1296,,2,2,Magnemite,81,18,none,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Engineer,Bernie,FRLG,firered-leafgreen,1,after-reaching-fuchsia-city,After reaching Fuchsia City,1344,,3,1,Magneton,82,28,none,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Engineer,Bernie,FRLG,firered-leafgreen,1,after-reaching-fuchsia-city,After reaching Fuchsia City,1344,,3,2,Magneton,82,28,none,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Engineer,Bernie,FRLG,firered-leafgreen,1,after-reaching-fuchsia-city,After reaching Fuchsia City,1344,,3,3,Magneton,82,28,none,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Gamer,Darian,FRLG,firered-leafgreen,1,after-reaching-fuchsia-city,After reaching Fuchsia City,2088,,2,1,Growlithe,58,29,male,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Gamer,Darian,FRLG,firered-leafgreen,1,after-reaching-fuchsia-city,After reaching Fuchsia City,2088,,2,2,Vulpix,37,29,female,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Youngster,Yasu,FRLG,firered-leafgreen,1,after-reaching-celadon-city,After reaching Celadon City,352,,3,1,Rattata,19,22,male,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Youngster,Yasu,FRLG,firered-leafgreen,1,after-reaching-celadon-city,After reaching Celadon City,352,,3,2,Raticate,20,22,male,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Youngster,Yasu,FRLG,firered-leafgreen,1,after-reaching-celadon-city,After reaching Celadon City,352,,3,3,Raticate,20,22,male,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Youngster,Yasu,FRLG,firered-leafgreen,1,after-becoming-champion,After becoming Champion and defeating the previous team,752,,3,1,Raticate,20,47,male,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Youngster,Yasu,FRLG,firered-leafgreen,1,after-becoming-champion,After becoming Champion and defeating the previous team,752,,3,2,Raticate,20,47,male,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Youngster,Yasu,FRLG,firered-leafgreen,1,after-becoming-champion,After becoming Champion and defeating the previous team,752,,3,3,Raticate,20,47,male,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Coach Trainer,Will,PE,lets-go-pikachu-lets-go-eevee,0,base,,2100,,1,1,Rattata,19,21,male,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Sailor,Dirk,PE,lets-go-pikachu-lets-go-eevee,0,base,,1080,3 Poké Balls,2,1,Poliwag,60,18,male,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Sailor,Dirk,PE,lets-go-pikachu-lets-go-eevee,0,base,,1080,3 Poké Balls,2,2,Machop,66,18,male,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Youngster,Eddie,PE,lets-go-pikachu-lets-go-eevee,0,base,,320,3 Poké Balls,1,1,Nidorino,33,16,male,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Gentleman,Wilco,PE,lets-go-pikachu-lets-go-eevee,0,base,,2160,3 Poké Balls,1,1,Vulpix,37,18,female,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Engineer,Bernie,PE,lets-go-pikachu-lets-go-eevee,0,base,,1080,3 Poké Balls,2,1,Magnemite,81,18,,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Engineer,Bernie,PE,lets-go-pikachu-lets-go-eevee,0,base,,1080,3 Poké Balls,2,2,Voltorb,100,18,,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Engineer,Braxton,PE,lets-go-pikachu-lets-go-eevee,0,base,,1080,3 Poké Balls,1,1,Voltorb,100,18,,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Gamer,Hugo,PE,lets-go-pikachu-lets-go-eevee,0,base,,3120,3 Poké Balls,1,1,Diglett,50,26,male,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Sailor,Yasu,PE,lets-go-pikachu-lets-go-eevee,0,base,,1080,3 Poké Balls,1,1,Slowpoke,79,18,male,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Lass,Tomoe,PE,lets-go-pikachu-lets-go-eevee,0,base,,320,3 Poké Balls,2,1,Jigglypuff,39,16,male,,,,,,Kanto Route 11,bulbapedia
kanto,Route 11,,,,trainer,Lass,Tomoe,PE,lets-go-pikachu-lets-go-eevee,0,base,,320,3 Poké Balls,2,2,Nidorina,30,16,female,,,,,,Kanto Route 11,bulbapedia
kanto,Route 12,,,North of Snorlax,trainer,Fisherman,Ned,FRLG,firered-leafgreen,1,base,,792,,3,1,Goldeen,118,22,male,,,,,,Kanto Route 12,bulbapedia
kanto,Route 12,,,North of Snorlax,trainer,Fisherman,Ned,FRLG,firered-leafgreen,1,base,,792,,3,2,Poliwag,60,22,male,,,,,,Kanto Route 12,bulbapedia
kanto,Route 12,,,North of Snorlax,trainer,Fisherman,Ned,FRLG,firered-leafgreen,1,base,,792,,3,3,Goldeen,118,22,male,,,,,,Kanto Route 12,bulbapedia
kanto,Route 12,,,North of Snorlax,trainer,Fisherman,Chip,FRLG,firered-leafgreen,1,base,,864,,2,1,Tentacool,72,24,male,,,,,,Kanto Route 12,bulbapedia
kanto,Route 12,,,North of Snorlax,trainer,Fisherman,Chip,FRLG,firered-leafgreen,1,base,,864,,2,2,Goldeen,118,24,male,,,,,,Kanto Route 12,bulbapedia
kanto,Route 12,,,North of Snorlax,trainer,Fisherman,Hank,FRLG,firered-leafgreen,1,base,,972,,1,1,Goldeen,118,27,male,,,,,,Kanto Route 12,bulbapedia
kanto,Route 12,,,North of Snorlax,trainer,Fisherman,Elliot,FRLG,firered-leafgreen,1,base,,756,,4,1,Poliwag,60,21,male,,,,,,Kanto Route 12,bulbapedia
kanto,Route 12,,,North of Snorlax,trainer,Fisherman,Elliot,FRLG,firered-leafgreen,1,base,,756,,4,2,Shellder,90,21,male,,,,,,Kanto Route 12,bulbapedia
kanto,Route 12,,,North of Snorlax,trainer,Fisherman,Elliot,FRLG,firered-leafgreen,1,base,,756,,4,3,Goldeen,118,21,male,,,,,,Kanto Route 12,bulbapedia
kanto,Route 12,,,North of Snorlax,trainer,Fisherman,Elliot,FRLG,firered-leafgreen,1,base,,756,,4,4,Horsea,116,21,male,,,,,,Kanto Route 12,bulbapedia
kanto,Route 12,,,North of Snorlax,trainer,Young Couple,Gia & Jes,FRLG,firered-leafgreen,1,base,,1344,,2,1,Nidoran♂,32,24,,,,,,,Kanto Route 12,bulbapedia
kanto,Route 12,,,North of Snorlax,trainer,Young Couple,Gia & Jes,FRLG,firered-leafgreen,1,base,,1344,,2,2,Nidoran♀,29,24,,,,,,,Kanto Route 12,bulbapedia
kanto,Route 12,,,South of Snorlax,trainer,Rocker,Luca,FRLG,firered-leafgreen,1,base,,696,,2,1,Voltorb,100,29,,,,,,,Kanto Route 12,bulbapedia
kanto,Route 12,,,South of Snorlax,trainer,Rocker,Luca,FRLG,firered-leafgreen,1,base,,696,,2,2,Electrode,101,29,,,,,,,Kanto Route 12,bulbapedia
kanto,Route 12,,,South of Snorlax Requires Cut,trainer,Camper,Justin,FRLG,firered-leafgreen,1,base,,580,,2,1,Nidoran♂,32,29,,,,,,,Kanto Route 12,bulbapedia
kanto,Route 12,,,South of Snorlax Requires Cut,trainer,Camper,Justin,FRLG,firered-leafgreen,1,base,,580,,2,2,Nidorino,33,29,male,,,,,,Kanto Route 12,bulbapedia
kanto,Route 12,,,South of Snorlax,trainer,Fisherman,Andrew,FRLG,firered-leafgreen,1,base,,864,,2,1,Magikarp,129,24,male,,,,,,Kanto Route 12,bulbapedia
kanto,Route 12,,,South of Snorlax,trainer,Fisherman,Andrew,FRLG,firered-leafgreen,1,base,,864,,2,2,Magikarp,129,24,male,,,,,,Kanto Route 12,bulbapedia
kanto,Route 12,,,South of Snorlax,trainer,Fisherman,Elliot,FRLG,firered-leafgreen,1,after-reaching-fuchsia-city,After reaching Fuchsia City,1008,,4,1,Poliwhirl,61,28,male,,,,,,Kanto Route 12,bulbapedia
kanto,Route 12,,,South of Snorlax,trainer,Fisherman,Elliot,FRLG,firered-leafgreen,1,after-reaching-fuchsia-city,After reaching Fuchsia City,1008,,4,2,Cloyster,91,28,male,,,,,,Kanto Route 12,bulbapedia
kanto,Route 12,,,South of Snorlax,trainer,Fisherman,Elliot,FRLG,firered-leafgreen,1,after-reaching-fuchsia-city,After reaching Fuchsia City,1008,,4,3,Seaking,119,28,male,,,,,,Kanto Route 12,bulbapedia
