pokemon,hp,attack,defense,special_attack,special_defense,speed,ev_hp,ev_attack,ev_defense,ev_special_attack,ev_special_defense,ev_speed
palkia,90,120,100,150,120,100,0,0,0,3,0,0
heatran,91,90,106,130,106,77,0,0,0,3,0,0
regigigas,110,160,110,80,110,100,0,3,0,0,0,0
giratina-altered,150,100,120,100,120,90,3,0,0,0,0,0
cresselia,120,70,110,75,120,85,0,0,0,0,3,0
phione,80,80,80,80,80,80,1,0,0,0,0,0
manaphy,100,100,100,100,100,100,3,0,0,0,0,0
darkrai,70,90,90,135,90,125,0,0,0,2,0,1
shaymin-land,100,100,100,100,100,100,3,0,0,0,0,0
arceus,120,120,120,120,120,120,3,0,0,0,0,0
victini,100,100,100,100,100,100,3,0,0,0,0,0
snivy,45,45,55,45,55,63,0,0,0,0,0,1
servine,60,60,75,60,75,83,0,0,0,0,0,2
serperior,75,75,95,75,95,113,0,0,0,0,0,3
tepig,65,63,45,45,45,45,1,0,0,0,0,0
pignite,90,93,55,70,55,55,0,2,0,0,0,0
emboar,110,123,65,100,65,65,0,3,0,0,0,0
oshawott,55,55,45,63,45,45,0,0,0,1,0,0
dewott,75,75,60,83,60,60,0,0,0,2,0,0
samurott,95,100,85,108,70,70,0,0,0,3,0,0
patrat,45,55,39,35,39,42,0,1,0,0,0,0
watchog,60,85,69,60,69,77,0,2,0,0,0,0
lillipup,45,60,45,25,45,55,0,1,0,0,0,0
herdier,65,80,65,35,65,60,0,2,0,0,0,0
stoutland,85,110,90,45,90,80,0,3,0,0,0,0
purrloin,41,50,37,50,37,66,0,0,0,0,0,1
liepard,64,88,50,88,50,106,0,0,0,0,0,2
pansage,50,53,48,53,48,64,0,0,0,0,0,1
simisage,75,98,63,98,63,101,0,0,0,0,0,2
pansear,50,53,48,53,48,64,0,0,0,0,0,1
simisear,75,98,63,98,63,101,0,0,0,0,0,2
panpour,50,53,48,53,48,64,0,0,0,0,0,1
simipour,75,98,63,98,63,101,0,0,0,0,0,2
munna,76,25,45,67,55,24,1,0,0,0,0,0
musharna,116,55,85,107,95,29,2,0,0,0,0,0
pidove,50,55,50,36,30,43,0,1,0,0,0,0
tranquill,62,77,62,50,42,65,0,2,0,0,0,0
unfezant,80,115,80,65,55,93,0,3,0,0,0,0
blitzle,45,60,32,50,32,76,0,0,0,0,0,1
zebstrika,75,100,63,80,63,116,0,0,0,0,0,2
roggenrola,55,75,85,25,25,15,0,0,1,0,0,0
boldore,70,105,105,50,40,20,0,1,1,0,0,0
gigalith,85,135,130,60,80,25,0,3,0,0,0,0
woobat,65,45,43,55,43,72,0,0,0,0,0,1
swoobat,67,57,55,77,55,114,0,0,0,0,0,2
drilbur,60,85,40,30,45,68,0,1,0,0,0,0
excadrill,110,135,60,50,65,88,0,2,0,0,0,0
audino,103,60,86,60,86,50,2,0,0,0,0,0
timburr,75,80,55,25,35,35,0,1,0,0,0,0
gurdurr,85,105,85,40,50,40,0,2,0,0,0,0
conkeldurr,105,140,95,55,65,45,0,3,0,0,0,0
tympole,50,50,40,50,40,64,0,0,0,0,0,1
palpitoad,75,65,55,65,55,69,2,0,0,0,0,0
seismitoad,105,95,75,85,75,74,3,0,0,0,0,0
throh,120,100,85,30,85,45,2,0,0,0,0,0
sawk,75,125,75,30,75,85,0,2,0,0,0,0
sewaddle,45,53,70,40,60,42,0,0,1,0,0,0
swadloon,55,63,90,50,80,42,0,0,2,0,0,0
leavanny,75,103,80,70,80,92,0,3,0,0,0,0
venipede,30,45,59,30,39,57,0,0,1,0,0,0
whirlipede,40,55,99,40,79,47,0,0,2,0,0,0
scolipede,60,100,89,55,69,112,0,0,0,0,0,3
cottonee,40,27,60,37,50,66,0,0,0,0,0,1
whimsicott,60,67,85,77,75,116,0,0,0,0,0,2
petilil,45,35,50,70,50,30,0,0,0,1,0,0
lilligant,70,60,75,110,75,90,0,0,0,2,0,0
basculin-red-striped,70,92,65,80,55,98,0,0,0,0,0,2
sandile,50,72,35,35,35,65,0,1,0,0,0,0
krokorok,60,82,45,45,45,74,0,2,0,0,0,0
krookodile,95,117,80,65,70,92,0,3,0,0,0,0
darumaka,70,90,45,15,45,50,0,1,0,0,0,0
darmanitan-standard,105,140,55,30,55,95,0,2,0,0,0,0
maractus,75,86,67,106,67,60,0,0,0,2,0,0
dwebble,50,65,85,35,35,55,0,0,1,0,0,0
crustle,70,105,125,65,75,45,0,0,2,0,0,0
scraggy,50,75,70,35,70,48,0,1,0,0,0,0
scrafty,65,90,115,45,115,58,0,0,1,0,1,0
sigilyph,72,58,80,103,80,97,0,0,0,2,0,0
yamask,38,30,85,55,65,30,0,0,1,0,0,0
cofagrigus,58,50,145,95,105,30,0,0,2,0,0,0
tirtouga,54,78,103,53,45,22,0,0,1,0,0,0
carracosta,74,108,133,83,65,32,0,0,2,0,0,0
archen,55,112,45,74,45,70,0,1,0,0,0,0
archeops,75,140,65,112,65,110,0,2,0,0,0,0
trubbish,50,50,62,40,62,65,0,0,0,0,0,1
garbodor,80,95,82,60,82,75,0,2,0,0,0,0
zorua,40,65,40,80,40,65,0,0,0,1,0,0
zoroark,60,105,60,120,60,105,0,0,0,2,0,0
minccino,55,50,40,40,40,75,0,0,0,0,0,1
cinccino,75,95,60,65,60,115,0,0,0,0,0,2
gothita,45,30,50,55,65,45,0,0,0,0,1,0
gothorita,60,45,70,75,85,55,0,0,0,0,2,0
gothitelle,70,55,95,95,110,65,0,0,0,0,3,0
solosis,45,30,40,105,50,20,0,0,0,1,0,0
duosion,65,40,50,125,60,30,0,0,0,2,0,0
reuniclus,110,65,75,125,85,30,0,0,0,3,0,0
ducklett,62,44,50,44,50,55,1,0,0,0,0,0
swanna,75,87,63,87,63,98,0,0,0,0,0,2
vanillite,36,50,50,65,60,44,0,0,0,1,0,0
vanillish,51,65,65,80,75,59,0,0,0,2,0,0
vanilluxe,71,95,85,110,95,79,0,0,0,3,0,0
deerling,60,60,50,40,50,75,0,0,0,0,0,1
sawsbuck,80,100,70,60,70,95,0,2,0,0,0,0
emolga,55,75,60,75,60,103,0,0,0,0,0,2
karrablast,50,75,45,40,45,60,0,1,0,0,0,0
escavalier,70,135,105,60,105,20,0,2,0,0,0,0
foongus,69,55,45,55,55,15,1,0,0,0,0,0
amoonguss,114,85,70,85,80,30,2,0,0,0,0,0
frillish-male,55,40,50,65,85,40,0,0,0,0,1,0
jellicent-male,100,60,70,85,105,60,0,0,0,0,2,0
alomomola,165,75,80,40,45,65,2,0,0,0,0,0
joltik,50,47,50,57,50,65,0,0,0,0,0,1
galvantula,70,77,60,97,60,108,0,0,0,0,0,2
ferroseed,44,50,91,24,86,10,0,0,1,0,0,0
ferrothorn,74,94,131,54,116,20,0,0,2,0,0,0
klink,40,55,70,45,60,30,0,0,1,0,0,0
klang,60,80,95,70,85,50,0,0,2,0,0,0
klinklang,60,100,115,70,85,90,0,0,3,0,0,0
tynamo,35,55,40,45,40,60,0,0,0,0,0,1
eelektrik,65,85,70,75,70,40,0,2,0,0,0,0
eelektross,85,115,80,105,80,50,0,3,0,0,0,0
elgyem,55,55,55,85,55,30,0,0,0,1,0,0
beheeyem,75,75,75,125,95,40,0,0,0,2,0,0
litwick,50,30,55,65,55,20,0,0,0,1,0,0
lampent,60,40,60,95,60,55,0,0,0,2,0,0
chandelure,60,55,90,145,90,80,0,0,0,3,0,0
axew,46,87,60,30,40,57,0,1,0,0,0,0
fraxure,66,117,70,40,50,67,0,2,0,0,0,0
haxorus,76,147,90,60,70,97,0,3,0,0,0,0
cubchoo,55,70,40,60,40,40,0,1,0,0,0,0
beartic,95,130,80,70,80,50,0,2,0,0,0,0
cryogonal,80,50,50,95,135,105,0,0,0,0,2,0
shelmet,50,40,85,40,65,25,0,0,1,0,0,0
accelgor,80,70,40,100,60,145,0,0,0,0,0,2
stunfisk,109,66,84,81,99,32,2,0,0,0,0,0
mienfoo,45,85,50,55,50,65,0,1,0,0,0,0
mienshao,65,125,60,95,60,105,0,2,0,0,0,0
druddigon,77,120,90,60,90,48,0,2,0,0,0,0
golett,59,74,50,35,50,35,0,1,0,0,0,0
golurk,89,124,80,55,80,55,0,2,0,0,0,0
pawniard,45,85,70,40,40,60,0,1,0,0,0,0
bisharp,65,125,100,60,70,70,0,2,0,0,0,0
bouffalant,95,110,95,40,95,55,0,2,0,0,0,0
rufflet,70,83,50,37,50,60,0,1,0,0,0,0
braviary,100,123,75,57,75,80,0,2,0,0,0,0
vullaby,70,55,75,45,65,60,0,0,1,0,0,0
mandibuzz,110,65,105,55,95,80,0,0,0,2,0,0
heatmor,85,97,66,105,66,65,0,0,0,2,0,0
durant,58,109,112,48,48,109,0,0,2,0,0,0
deino,52,65,50,45,50,38,0,1,0,0,0,0
zweilous,72,85,70,65,70,58,0,2,0,0,0,0
hydreigon,92,105,90,125,90,98,0,0,0,3,0,0
larvesta,55,85,55,50,55,60,0,1,0,0,0,0
volcarona,85,60,65,135,105,100,0,0,0,3,0,0
cobalion,91,90,129,90,72,108,0,0,3,0,0,0
terrakion,91,129,90,72,90,108,0,3,0,0,0,0
virizion,91,90,72,90,129,108,0,0,0,0,3,0
tornadus-incarnate,79,115,70,125,80,111,0,3,0,0,0,0
thundurus-incarnate,79,115,70,125,80,111,0,3,0,0,0,0
reshiram,100,120,100,150,120,90,0,0,0,3,0,0
zekrom,100,150,120,120,100,90,0,3,0,0,0,0
landorus-incarnate,89,125,90,115,80,101,0,0,0,3,0,0
kyurem,125,130,90,130,90,95,1,1,0,1,0,0
keldeo-ordinary,91,72,90,129,90,108,0,0,0,3,0,0
meloetta-aria,100,77,77,128,128,90,0,0,0,1,1,1
genesect,71,120,95,120,95,99,0,1,0,1,0,1
chespin,56,61,65,48,45,38,0,0,1,0,0,0
quilladin,61,78,95,56,58,57,0,0,2,0,0,0
chesnaught,88,107,122,74,75,64,0,0,3,0,0,0
fennekin,40,45,40,62,60,60,0,0,0,1,0,0
braixen,59,59,58,90,70,73,0,0,0,2,0,0
delphox,75,69,72,114,100,104,0,0,0,3,0,0
froakie,41,56,40,62,44,71,0,0,0,0,0,1
frogadier,54,63,52,83,56,97,0,0,0,0,0,2
greninja,72,95,67,103,71,122,0,0,0,0,0,3
bunnelby,38,36,38,32,36,57,0,0,0,0,0,1
diggersby,85,56,77,50,77,78,2,0,0,0,0,0
fletchling,45,50,43,40,38,62,0,0,0,0,0,1
fletchinder,62,73,55,56,52,84,0,0,0,0,0,2
talonflame,78,81,71,74,69,126,0,0,0,0,0,3
scatterbug,38,35,40,27,25,35,0,0,1,0,0,0
spewpa,45,22,60,27,30,29,0,0,2,0,0,0
vivillon,80,52,50,90,50,89,1,0,0,1,0,1
litleo,62,50,58,73,54,72,0,0,0,1,0,0
pyroar-male,86,68,72,109,66,106,0,0,0,2,0,0
flabebe,44,38,39,61,79,42,0,0,0,0,1,0
floette,54,45,47,75,98,52,0,0,0,0,2,0
florges,78,65,68,112,154,75,0,0,0,0,3,0
skiddo,66,65,48,62,57,52,1,0,0,0,0,0
gogoat,123,100,62,97,81,68,2,0,0,0,0,0
pancham,67,82,62,46,48,43,0,1,0,0,0,0
pangoro,95,124,78,69,71,58,0,2,0,0,0,0
furfrou,75,80,60,65,90,102,0,0,0,0,0,1
espurr,62,48,54,63,60,68,0,0,0,0,0,1
meowstic-male,74,48,76,83,81,104,0,0,0,0,0,2
honedge,45,80,100,35,37,28,0,0,1,0,0,0
doublade,59,110,150,45,49,35,0,0,2,0,0,0
aegislash-shield,60,50,140,50,140,60,0,0,2,0,1,0
spritzee,78,52,60,63,65,23,1,0,0,0,0,0
aromatisse,101,72,72,99,89,29,2,0,0,0,0,0
swirlix,62,48,66,59,57,49,0,0,1,0,0,0
slurpuff,82,80,86,85,75,72,0,0,2,0,0,0
inkay,53,54,53,37,46,45,0,1,0,0,0,0
malamar,86,92,88,68,75,73,0,2,0,0,0,0
binacle,42,52,67,39,56,50,0,1,0,0,0,0
barbaracle,72,105,115,54,86,68,0,2,0,0,0,0
skrelp,50,60,60,60,60,30,0,0,0,0,1,0
dragalge,65,75,90,97,123,44,0,0,0,0,2,0
clauncher,50,53,62,58,63,44,0,0,0,1,0,0
clawitzer,71,73,88,120,89,59,0,0,0,2,0,0
helioptile,44,38,33,61,43,70,0,0,0,0,0,1
heliolisk,62,55,52,109,94,109,0,0,0,1,0,1
tyrunt,58,89,77,45,45,48,0,1,0,0,0,0
tyrantrum,82,121,119,69,59,71,0,2,0,0,0,0
amaura,77,59,50,67,63,46,1,0,0,0,0,0
aurorus,123,77,72,99,92,58,2,0,0,0,0,0
sylveon,95,65,65,110,130,60,0,0,0,0,2,0
hawlucha,78,92,75,74,63,118,0,2,0,0,0,0
dedenne,67,58,57,81,67,101,0,0,0,0,0,2
carbink,50,50,150,50,150,50,0,0,1,0,1,0
goomy,45,50,35,55,75,40,0,0,0,0,1,0
sliggoo,68,75,53,83,113,60,0,0,0,0,2,0
goodra,90,100,70,110,150,80,0,0,0,0,3,0
klefki,57,80,91,80,87,75,0,0,1,0,0,0
phantump,43,70,48,50,60,38,0,1,0,0,0,0
trevenant,85,110,76,65,82,56,0,2,0,0,0,0
pumpkaboo-average,49,66,70,44,55,51,0,0,1,0,0,0
gourgeist-average,65,90,122,58,75,84,0,0,2,0,0,0
bergmite,55,69,85,32,35,28,0,0,1,0,0,0
avalugg,95,117,184,44,46,28,0,0,2,0,0,0
noibat,40,30,35,45,40,55,0,0,0,0,0,1
noivern,85,70,80,97,80,123,0,0,0,0,0,2
xerneas,126,131,95,131,98,99,3,0,0,0,0,0
yveltal,126,131,95,131,98,99,3,0,0,0,0,0
zygarde-50,108,100,121,81,95,95,3,0,0,0,0,0
diancie,50,100,150,100,150,50,0,0,1,0,2,0
hoopa,80,110,60,150,130,70,0,0,0,3,0,0
volcanion,80,110,120,130,90,70,0,0,0,3,0,0
rowlet,68,55,55,50,50,42,1,0,0,0,0,0
dartrix,78,75,75,70,70,52,2,0,0,0,0,0
decidueye,78,107,75,100,100,70,0,3,0,0,0,0
litten,45,65,40,60,40,70,0,0,0,0,0,1
torracat,65,85,50,80,50,90,0,0,0,0,0,2
incineroar,95,115,90,80,90,60,0,3,0,0,0,0
popplio,50,54,54,66,56,40,0,0,0,1,0,0
brionne,60,69,69,91,81,50,0,0,0,2,0,0
primarina,80,74,74,126,116,60,0,0,0,3,0,0
pikipek,35,75,30,30,30,65,0,1,0,0,0,0
trumbeak,55,85,50,40,50,75,0,2,0,0,0,0
toucannon,80,120,75,75,75,60,0,3,0,0,0,0
yungoos,48,70,30,30,30,45,0,1,0,0,0,0
gumshoos,88,110,60,55,60,45,0,2,0,0,0,0
grubbin,47,62,45,55,45,46,0,1,0,0,0,0
charjabug,57,82,95,55,75,36,0,0,2,0,0,0
vikavolt,77,70,90,145,75,43,0,0,0,3,0,0
crabrawler,47,82,57,42,47,63,0,1,0,0,0,0
crabominable,97,132,77,62,67,43,0,2,0,0,0,0
oricorio-baile,75,70,70,98,70,93,0,0,0,2,0,0
cutiefly,40,45,40,55,40,84,0,0,0,0,0,1
ribombee,60,55,60,95,70,124,0,0,0,0,0,2
rockruff,45,65,40,30,40,60,0,1,0,0,0,0
lycanroc-midday,75,115,65,55,65,112,0,2,0,0,0,0
wishiwashi-solo,45,20,20,25,25,40,1,0,0,0,0,0
mareanie,50,53,62,43,52,45,0,0,1,0,0,0
toxapex,50,63,152,53,142,35,0,0,2,0,0,0
mudbray,70,100,70,45,55,45,0,1,0,0,0,0
mudsdale,100,125,100,55,85,35,0,2,0,0,0,0
dewpider,38,40,52,40,72,27,0,0,0,0,1,0
araquanid,68,70,92,50,132,42,0,0,0,0,2,0
fomantis,40,55,35,50,35,35,0,1,0,0,0,0
lurantis,70,105,90,80,90,45,0,2,0,0,0,0
morelull,40,35,55,65,75,15,0,0,0,0,1,0
shiinotic,60,45,80,90,100,30,0,0,0,0,2,0
salandit,48,44,40,71,40,77,0,0,0,0,0,1
salazzle,68,64,60,111,60,117,0,0,0,0,0,2
stufful,70,75,50,45,50,50,0,1,0,0,0,0
bewear,120,125,80,55,60,60,0,2,0,0,0,0
bounsweet,42,30,38,30,38,32,1,0,0,0,0,0
steenee,52,40,48,40,48,62,0,0,0,0,0,2
tsareena,72,120,98,50,98,72,0,3,0,0,0,0
comfey,51,52,90,82,110,100,0,0,0,0,2,0
oranguru,90,60,80,90,110,60,0,0,0,0,2,0
passimian,100,120,90,40,60,80,0,2,0,0,0,0
wimpod,25,35,40,20,30,80,0,0,0,0,0,1
golisopod,75,125,140,60,90,40,0,0,2,0,0,0
sandygast,55,55,80,70,45,15,0,0,1,0,0,0
palossand,85,75,110,100,75,35,0,0,2,0,0,0
pyukumuku,55,60,130,30,130,5,0,0,0,0,2,0
type-null,95,95,95,95,95,59,2,0,0,0,0,0
silvally,95,95,95,95,95,95,3,0,0,0,0,0
minior-red-meteor,60,60,100,60,100,60,0,0,1,0,1,0
komala,65,115,65,75,95,65,0,2,0,0,0,0
turtonator,60,78,135,91,85,36,0,0,2,0,0,0
togedemaru,65,98,63,40,73,96,0,2,0,0,0,0
mimikyu-disguised,55,90,80,50,105,96,0,0,0,0,2,0
bruxish,68,105,70,70,70,92,0,2,0,0,0,0
drampa,78,60,85,135,91,36,0,0,0,2,0,0
dhelmise,70,131,100,86,90,40,0,2,0,0,0,0
jangmo-o,45,55,65,45,45,45,0,0,1,0,0,0
hakamo-o,55,75,90,65,70,65,0,0,2,0,0,0
kommo-o,75,110,125,100,105,85,0,0,3,0,0,0
tapu-koko,70,115,85,95,75,130,0,0,0,0,0,3
tapu-lele,70,85,75,130,115,95,0,0,0,3,0,0
tapu-bulu,70,130,115,85,95,75,0,3,0,0,0,0
tapu-fini,70,75,115,95,130,85,0,0,0,0,3,0
cosmog,43,29,31,29,31,37,1,0,0,0,0,0
cosmoem,43,29,131,29,131,37,0,0,1,0,1,0
solgaleo,137,137,107,113,89,97,0,3,0,0,0,0
lunala,137,113,89,137,107,97,0,0,0,3,0,0
nihilego,109,53,47,127,131,103,0,0,0,0,3,0
buzzwole,107,139,139,53,53,79,0,1,2,0,0,0
pheromosa,71,137,37,137,37,151,0,0,0,0,0,3
xurkitree,83,89,71,173,71,83,0,0,0,3,0,0
celesteela,97,101,103,107,101,61,0,1,1,1,0,0
kartana,59,181,131,59,31,109,0,3,0,0,0,0
guzzlord,223,101,53,97,53,43,3,0,0,0,0,0
necrozma,97,107,101,127,89,79,0,1,0,2,0,0
magearna,80,95,115,130,115,65,0,0,0,3,0,0
marshadow,90,125,80,90,90,125,0,2,0,0,0,1
poipole,67,73,67,73,67,73,0,0,0,0,0,1
naganadel,73,73,73,127,73,121,0,0,0,3,0,0
stakataka,61,131,211,53,101,13,0,0,3,0,0,0
blacephalon,53,127,53,151,79,107,0,0,0,3,0,0
zeraora,88,112,75,102,80,143,0,0,0,0,0,3
meltan,46,65,65,55,35,34,0,1,0,0,0,0
melmetal,135,143,143,80,65,34,0,3,0,0,0,0
grookey,50,65,50,40,40,65,0,1,0,0,0,0
thwackey,70,85,70,55,60,80,0,2,0,0,0,0
rillaboom,100,125,90,60,70,85,0,3,0,0,0,0
scorbunny,50,71,40,40,40,69,0,0,0,0,0,1
raboot,65,86,60,55,60,94,0,0,0,0,0,2
cinderace,80,116,75,65,75,119,0,0,0,0,0,3
sobble,50,40,40,70,40,70,0,0,0,0,1,1
drizzile,65,60,55,95,55,90,0,0,0,2,0,0
inteleon,70,85,65,125,65,120,0,0,0,0,0,3
skwovet,70,55,55,35,35,25,1,0,0,0,0,0
greedent,120,95,95,55,75,20,2,0,0,0,0,0
rookidee,38,47,35,33,35,57,0,0,0,0,0,1
corvisquire,68,67,55,43,55,77,0,0,0,0,0,2
corviknight,98,87,105,53,85,67,0,0,3,0,0,0
blipbug,25,20,20,25,45,45,0,0,0,0,1,0
dottler,50,35,80,50,90,30,0,0,0,0,2,0
orbeetle,60,45,110,80,120,90,0,0,0,0,3,0
nickit,40,28,28,47,52,50,0,0,0,0,1,0
thievul,70,58,58,87,92,90,0,0,0,0,2,0
gossifleur,40,40,60,40,60,10,0,0,0,0,1,0
eldegoss,60,50,90,80,120,60,0,0,0,0,2,0
wooloo,42,40,55,40,45,48,0,0,1,0,0,0
dubwool,72,80,100,60,90,88,0,0,2,0,0,0
chewtle,50,64,50,38,38,44,0,1,0,0,0,0
drednaw,90,115,90,48,68,74,0,2,0,0,0,0
yamper,59,45,50,40,50,26,1,0,0,0,0,0
boltund,69,90,60,90,60,121,0,0,0,0,0,2
rolycoly,30,40,50,40,50,30,0,0,1,0,0,0
carkol,80,60,90,60,70,50,0,0,2,0,0,0
coalossal,110,80,120,80,90,30,0,0,3,0,0,0
applin,40,40,80,40,40,20,0,0,1,0,0,0
flapple,70,110,80,95,60,70,0,2,0,0,0,0
appletun,110,85,80,100,80,30,2,0,0,0,0,0
silicobra,52,57,75,35,50,46,0,0,1,0,0,0
sandaconda,72,107,125,65,70,71,0,0,2,0,0,0
cramorant,70,85,55,85,95,85,0,0,0,0,2,0
arrokuda,41,63,40,40,30,66,0,0,0,0,0,1
barraskewda,61,123,60,60,50,136,0,0,0,0,0,2
toxel,40,38,35,54,35,40,0,0,0,1,0,0
toxtricity-amped,75,98,70,114,70,75,0,0,0,2,0,0
sizzlipede,50,65,45,50,50,45,0,1,0,0,0,0
centiskorch,100,115,65,90,90,65,0,2,0,0,0,0
clobbopus,50,68,60,50,50,32,0,1,0,0,0,0
grapploct,80,118,90,70,80,42,0,2,0,0,0,0
sinistea,40,45,45,74,54,50,0,0,0,1,0,0
polteageist,60,65,65,134,114,70,0,0,0,2,0,0
hatenna,42,30,45,56,53,39,0,0,0,1,0,0
hattrem,57,40,65,86,73,49,0,0,0,2,0,0
hatterene,57,90,95,136,103,29,0,0,0,3,0,0
impidimp,45,45,30,55,40,50,0,0,0,1,0,0
morgrem,65,60,45,75,55,70,0,0,0,2,0,0
grimmsnarl,95,120,65,95,75,60,0,3,0,0,0,0
obstagoon,93,90,101,60,81,95,0,0,3,0,0,0
perrserker,70,110,100,50,60,50,0,2,0,0,0,0
cursola,60,95,50,145,130,30,0,0,0,2,0,0
sirfetchd,62,135,95,68,82,65,0,2,0,0,0,0
mr-rime,80,85,75,110,100,70,0,0,0,3,0,0
runerigus,58,95,145,50,105,30,0,0,2,0,0,0
milcery,45,40,40,50,61,34,0,0,0,0,1,0
alcremie,65,60,75,110,121,64,0,0,0,0,2,0
falinks,65,100,100,70,60,75,0,2,0,0,1,0
pincurchin,48,101,95,91,85,15,0,2,0,0,0,0
snom,30,25,35,45,30,20,0,0,0,1,0,0
frosmoth,70,65,60,125,90,65,0,0,0,2,0,0
stonjourner,100,125,135,20,20,70,0,0,2,0,0,0
eiscue-ice,75,80,110,65,90,50,0,0,2,0,0,0
indeedee-male,60,65,55,105,95,95,0,0,0,2,0,0
morpeko-full-belly,58,95,58,70,58,97,0,0,0,0,0,2
cufant,72,80,49,40,49,40,0,1,0,0,0,0
copperajah,122,130,69,80,69,30,0,2,0,0,0,0
dracozolt,90,100,90,80,70,75,0,2,0,0,0,0
arctozolt,90,100,90,90,80,55,0,2,0,0,0,0
dracovish,90,90,100,70,80,75,0,0,2,0,0,0
arctovish,90,90,100,80,90,55,0,0,2,0,0,0
duraludon,70,95,115,120,50,85,0,0,0,2,0,0
dreepy,28,60,30,40,30,82,0,0,0,0,0,1
drakloak,68,80,50,60,50,102,0,0,0,0,0,2
dragapult,88,120,75,100,75,142,0,0,0,0,0,3
zacian,92,120,115,80,115,138,0,0,0,0,0,3
zamazenta,92,120,115,80,115,138,0,0,0,0,0,3
eternatus,140,85,95,145,95,130,3,0,0,0,0,0
kubfu,60,90,60,53,50,72,0,1,0,0,0,0
urshifu-single-strike,100,130,100,63,60,97,0,3,0,0,0,0
zarude,105,120,105,70,95,105,0,3,0,0,0,0
regieleki,80,100,50,100,50,200,0,0,0,0,0,3
regidrago,200,100,50,100,50,80,3,0,0,0,0,0
glastrier,100,145,130,65,110,30,0,3,0,0,0,0
spectrier,100,65,60,145,80,130,0,0,0,3,0,0
calyrex,100,80,80,80,80,80,3,0,0,0,0,0
wyrdeer,103,105,72,105,75,65,0,1,0,1,0,0
kleavor,70,135,95,45,70,85,0,3,0,0,0,0
ursaluna,130,140,105,45,80,50,0,3,0,0,0,0
basculegion-male,120,112,65,80,75,78,3,0,0,0,0,0
sneasler,80,130,60,40,80,120,0,2,0,0,0,0
overqwil,85,115,95,65,65,85,0,2,0,0,0,0
enamorus-incarnate,74,115,70,135,80,106,0,0,0,3,0,0
sprigatito,40,61,54,45,45,65,0,0,0,0,0,1
floragato,61,80,63,60,63,83,0,0,0,0,0,2
meowscarada,76,110,70,81,70,123,0,0,0,0,0,3
fuecoco,67,45,59,63,40,36,1,0,0,0,0,0
crocalor,81,55,78,90,58,49,0,0,0,2,0,0
skeledirge,104,75,100,110,75,66,0,0,0,3,0,0
quaxly,55,65,45,50,45,50,0,1,0,0,0,0
quaxwell,70,85,65,65,60,65,0,2,0,0,0,0
quaquaval,85,120,80,85,75,85,0,3,0,0,0,0
lechonk,54,45,40,35,45,35,1,0,0,0,0,0
oinkologne-male,110,100,75,59,80,65,2,0,0,0,0,0
tarountula,35,41,45,29,40,20,0,0,1,0,0,0
spidops,60,79,92,52,86,35,0,0,2,0,0,0
nymble,33,46,40,21,25,45,0,1,0,0,0,0
lokix,71,102,78,52,55,92,0,2,0,0,0,0
pawmi,45,50,20,40,25,60,0,0,0,0,0,1
pawmo,60,75,40,50,40,85,0,0,0,0,0,2
pawmot,70,115,70,70,60,105,0,3,0,0,0,0
tandemaus,50,50,45,40,45,75,0,0,0,0,0,1
maushold-family-of-four,74,75,70,65,75,111,0,0,0,0,0,2
fidough,37,55,70,30,55,65,0,0,0,0,0,1
dachsbun,57,80,115,50,80,95,0,0,0,0,0,2
smoliv,41,35,45,58,51,30,0,0,0,1,0,0
dolliv,52,53,60,78,78,33,0,0,0,2,0,0
arboliva,78,69,90,125,109,39,0,0,0,3,0,0
squawkabilly-green-plumage,82,96,51,45,51,92,0,1,0,0,0,0
nacli,55,55,75,35,35,25,0,0,1,0,0,0
naclstack,60,60,100,35,65,35,0,0,2,0,0,0
garganacl,100,100,130,45,90,35,0,0,3,0,0,0
charcadet,40,50,40,50,40,35,0,0,0,1,0,0
armarouge,85,60,100,125,80,75,0,0,0,2,0,0
ceruledge,75,125,80,60,100,85,0,2,0,0,0,0
tadbulb,61,31,41,59,35,45,1,0,0,0,0,0
bellibolt,109,64,91,103,83,45,2,0,0,0,0,0
wattrel,40,40,35,55,40,70,0,0,0,0,0,1
kilowattrel,70,70,60,105,60,125,0,0,0,0,0,2
maschiff,60,78,60,40,51,51,0,1,0,0,0,0
mabosstiff,80,120,90,60,70,85,0,2,0,0,0,0
shroodle,40,65,35,40,35,75,0,0,0,0,0,1
grafaiai,63,95,65,80,72,110,0,0,0,0,0,2
bramblin,40,65,30,45,35,60,0,1,0,0,0,0
brambleghast,55,115,70,80,70,90,0,2,0,0,0,0
toedscool,40,40,35,50,100,70,0,0,0,0,1,0
toedscruel,80,70,65,80,120,100,0,0,0,0,2,0
klawf,70,100,115,35,55,75,0,0,2,0,0,0
capsakid,50,62,40,62,40,50,0,1,0,0,0,0
scovillain,65,108,65,108,65,75,0,2,0,0,0,0
rellor,41,50,60,31,58,30,0,0,1,0,0,0
rabsca,75,50,85,115,100,45,0,0,0,2,0,0
flittle,30,35,30,55,30,75,0,0,0,0,0,1
espathra,95,60,60,101,60,105,0,0,0,0,0,2
tinkatink,50,45,45,35,64,58,0,0,0,0,1,0
tinkatuff,65,55,55,45,82,78,0,0,0,0,2,0
tinkaton,85,75,77,70,105,94,0,0,0,0,3,0
wiglett,10,55,25,35,25,95,0,0,0,0,0,1
