pokemon,form,version_group,versions,location_area,method,levels,on_terrain_land,probability_overall,group_rate,group_pokemon,hidden_ability_possible,tera_raid_star_level,lvl_after_way_home,on_terrain_watersurface,on_terrain_underwater,on_terrain_overland,on_terrain_sky,note,probability_morning,probability_day,probability_evening,probability_night,trade_for
buizel,buizel,scarlet-violet,scarlet;violet,south-province-area-five-riverside,symbol-encounter,16 - 23,true,20,,,,,,true,,,,,,,,,
buizel,buizel,scarlet-violet,scarlet;violet,south-province-area-five-ocean,symbol-encounter,19 - 23,true,20,,,,,,true,,,,,,,,,
buizel,buizel,scarlet-violet,scarlet;violet,south-province-area-five-beach,symbol-encounter,21 - 23,true,20,,,,,,true,,,,,,,,,
buizel,buizel,scarlet-violet,scarlet;violet,south-province-area-four-riverside,symbol-encounter,16 - 20,true,20,,,,,,true,,,,,,,,,
buizel,buizel,scarlet-violet,scarlet;violet,south-province-area-four-ocean,symbol-encounter,16 - 20,true,20,,,,,,true,,,,,,,,,
buizel,buizel,scarlet-violet,scarlet;violet,south-province-area-one-riverside,symbol-encounter,2 - 8,true,20,,,,,,true,,,,,,,,,
buizel,buizel,scarlet-violet,scarlet;violet,south-province-area-one-ocean,symbol-encounter,3 - 7,true,20,,,,,,true,,,,,,,,,
buizel,buizel,scarlet-violet,scarlet;violet,south-province-area-one-beach,symbol-encounter,3 - 6,true,20,,,,,,true,,,,,,,,,
buizel,buizel,scarlet-violet,scarlet;violet,south-province-area-two-riverside,symbol-encounter,7 - 13,true,20,,,,,,true,,,,,,,,,
buizel,buizel,scarlet-violet,scarlet;violet,tagtree-thicket-riverside,symbol-encounter,26 - 30,true,20,,,,,,true,,,,,,,,,
buizel,buizel,scarlet-violet,scarlet;violet,west-paldean-sea-ocean,symbol-encounter,18 - 30,true,20,,,,,,true,,,,,,,,,
buizel,buizel,scarlet-violet,scarlet;violet,west-province-area-one-riverside,symbol-encounter,13 - 17,true,20,,,,,,true,,,,,,,,,
buizel,buizel,scarlet-violet,scarlet;violet,west-province-area-one-ocean,symbol-encounter,13 - 20,true,20,,,,,,true,,,,,,,,,
buizel,buizel,scarlet-violet,scarlet;violet,west-province-area-one-beach,symbol-encounter,13 - 16,true,20,,,,,,true,,,,,,,,,
buizel,buizel,scarlet-violet,scarlet;violet,west-province-area-one,static-encounter,,,,,,,,,,,,,,,,,,
buizel,buizel,scarlet-violet,scarlet;violet,west-province-area-two-riverside,symbol-encounter,22 - 29,true,20,,,,,,true,,,,,,,,,
buizel,buizel,scarlet-violet,scarlet;violet,west-province-area-two-ocean,symbol-encounter,26 - 29,true,20,,,,,,true,,,,,,,,,
buizel,buizel,scarlet-violet,scarlet;violet,west-province-area-two-beach,symbol-encounter,26 - 29,true,20,,,,,,true,,,,,,,,,
buizel,buizel,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,20,,,,,,2,,,,,,,,,,,
bulbasaur,bulbasaur,scarlet-violet,scarlet;violet,coastal-biome-torchlit-mountain-prairie,symbol-encounter,58 - 68,true,100,10%,bulbasaur,,,,,,,,,,,,,
bulbasaur,bulbasaur,scarlet-violet,scarlet;violet,coastal-biome-torchlit-mountain-rocky-area,symbol-encounter,58 - 68,true,30,10%,bulbasaur,,,,,,,,,,,,,
cacnea,cacnea,scarlet-violet,scarlet;violet,asado-desert-desert,symbol-encounter,20 - 24,true,90,,,,,,,,,,Only in the eastern part of the desert,,,,,
cacnea,cacnea,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,20,,,,,,2,,,,,,,,,,,
cacturne,cacturne,scarlet-violet,scarlet;violet,asado-desert,fixed-encounter,,,,,,,,,,,,,,,,,,
cacturne,cacturne,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,45,,,,,true,4,,,,,,,,,,,
camerupt,camerupt,scarlet-violet,scarlet;violet,area-zero-lower-field-rocky-area,symbol-encounter,55 - 59,true,20,100%,numel,,,,,,,,,,,,,
camerupt,camerupt,scarlet-violet,scarlet;violet,coastal-biome-torchlit-mountain-rocky-area,symbol-encounter,58 - 68,true,170,,,,,,,,,,,,,,,
camerupt,camerupt,scarlet-violet,scarlet;violet,north-province-area-two-rocky-area,symbol-encounter,49 - 52,true,20,100%,numel,,,,,,,,,,,,,
camerupt,camerupt,scarlet-violet,scarlet;violet,polar-biome-polar-plaza-cave,symbol-encounter,63 - 72,true,110,,,,,,,,,,,,,,,
camerupt,camerupt,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,75,,,,,true,5,,,,,,,,,,,
capsakid,capsakid,scarlet-violet,scarlet;violet,asado-desert-desert,symbol-encounter,19 - 26,true,30,,,,,,,,,,,,,,,
capsakid,capsakid,scarlet-violet,scarlet;violet,west-province-area-one-mountain,symbol-encounter,15 - 20,true,30,,,,,,,,,,,,,,,
capsakid,capsakid,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,20,,,,,,2,,,,,,,,,,,
carbink,carbink,scarlet-violet,scarlet;violet,crystal-pool-lake-caves-cave,symbol-encounter,25 - 33,true,10,,,,,63 - 71,,,,,,,,,,
carbink,carbink,scarlet-violet,scarlet;violet,random-around-kitakami,tera-raid-battle,45,,,,,true,4,,,,,,,,,,,
carkol,carkol,scarlet-violet,scarlet;violet,east-province-area-three-mine,symbol-encounter,25 - 29,true,60,100%,rolycoly,,,,,,,,,,,,,
carkol,carkol,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,35,,,,,true,3,,,,,,,,,,,
ceruledge,ceruledge,scarlet-violet,violet,random-around-paldea,tera-raid-battle,75,,,,,true,5,,,,,,,,,,,
ceruledge,ceruledge,scarlet-violet,violet,random-around-paldea,tera-raid-battle,90,,,,,true,6,,,,,,,,,,,
cetitan,cetitan,scarlet-violet,scarlet;violet,casseroya-lake-snowfield,symbol-encounter,52 - 56,true,10,100%,cetoddle,,,,,,,,,,,,,
cetitan,cetitan,scarlet-violet,scarlet;violet,glaseado-mountain,fixed-encounter,40,,,,,,,,,,,,,,,,,
cetitan,cetitan,scarlet-violet,scarlet;violet,north-province-area-one-snowfield,symbol-encounter,49 - 53,true,10,100%,cetoddle,,,,,,,,,,,,,
cetitan,cetitan,scarlet-violet,scarlet;violet,north-province-area-three-snowfield,symbol-encounter,45,true,10,100%,cetoddle,,,,,,,,,,,,,
cetitan,cetitan,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,75,,,,,true,5,,,,,,,,,,,
cetitan,cetitan,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,90,,,,,true,6,,,,,,,,,,,
cetoddle,cetoddle,scarlet-violet,scarlet;violet,dalizapa-passage-northern-passage-mountain,symbol-encounter,34 - 37,true,50,30%,cetoddle,,,,,,,,,,,,,
cetoddle,cetoddle,scarlet-violet,scarlet;violet,glaseado-mountain-southern-mountain-mountain,symbol-encounter,34 - 41,true,50,30%,cetoddle,,,,,,,,,,,,,
cetoddle,cetoddle,scarlet-violet,scarlet;violet,glaseado-mountain-southern-mountain-snowfield,symbol-encounter,35 - 41,true,60,30%,cetoddle,,,,,,,,,,,,,
cetoddle,cetoddle,scarlet-violet,scarlet;violet,glaseado-mountain-northern-mountain-mountain,symbol-encounter,34 - 41,true,50,30%,cetoddle,,,,,,,,,,,,,
cetoddle,cetoddle,scarlet-violet,scarlet;violet,glaseado-mountain-northern-mountain-snowfield,symbol-encounter,34 - 41,true,60,30%,cetoddle,,,,,,,,,,,,,
cetoddle,cetoddle,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,35,,,,,true,3,,,,,,,,,,,
chandelure,chandelure,scarlet-violet,scarlet;violet,random-around-kitakami,tera-raid-battle,75,,,,,true,5,,,,,,,,,,,
chandelure,chandelure,scarlet-violet,scarlet;violet,random-around-kitakami,tera-raid-battle,90,,,,,true,6,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,area-zero-upper-field-prairie,symbol-encounter,52 - 55,true,100,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,area-zero-lower-field-prairie,symbol-encounter,55,true,100,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,area-zero-small-cave-prairie,symbol-encounter,52 - 55,true,100,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,area-zero-station-no-3-cave-prairie,symbol-encounter,55,true,100,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,area-zero-waterfall-cave-prairie,symbol-encounter,55,true,100,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,area-zero-grassy-cave-prairie,symbol-encounter,55,true,100,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,dalizapa-passage-northern-passage-mountain,symbol-encounter,34 - 37,true,100,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,dalizapa-passage-western-passage-prairie,symbol-encounter,31 - 35,true,100,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,east-paldean-sea-flower,symbol-encounter,25 - 28,true,100,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,east-province-area-two-prairie,symbol-encounter,25 - 26,true,100,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,glaseado-mountain-southern-mountain-mountain,symbol-encounter,34 - 42,true,100,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,glaseado-mountain-northern-mountain-mountain,symbol-encounter,36 - 41,true,100,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,glaseado-mountain-northern-mountain-flower,symbol-encounter,38 - 41,true,100,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,north-province-area-one-mountain,symbol-encounter,46 - 53,true,100,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,north-province-area-one-flower,symbol-encounter,46 - 53,true,100,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,north-province-area-three-prairie,symbol-encounter,43 - 50,true,100,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,north-province-area-three-flower,symbol-encounter,43 - 50,true,100,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,north-province-area-two-flower,symbol-encounter,49 - 51,true,100,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,savanna-biome-prairie,symbol-encounter,55 - 67,true,40,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,savanna-biome-savanna-entrance-pairie,symbol-encounter,55 - 67,true,40,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,savanna-biome-savanna-entrance-cave,symbol-encounter,57 - 68,true,5,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,savanna-biome-northeast-savanna-prairie,symbol-encounter,55 - 67,true,40,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,savanna-biome-midwest-savanna-prairie,symbol-encounter,55 - 67,true,40,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,savanna-biome-central-plaza-cave,symbol-encounter,56 - 68,true,5,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,savanna-biome-savanna-plaza-cave,symbol-encounter,56 - 68,true,5,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,south-province-area-six-mountain,symbol-encounter,37 - 43,true,100,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,south-province-area-six-flower,symbol-encounter,38 - 43,true,100,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,tagtree-thicket-flower,symbol-encounter,28 - 31,true,100,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,west-province-area-three-prairie,symbol-encounter,28 - 35,true,100,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,west-province-area-two-prairie,symbol-encounter,25 - 29,true,100,,,,,,,,,,,,,,,
chansey,chansey,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,35,,,,,true,3,,,,,,,,,,,
charcadet,charcadet,scarlet-violet,scarlet;violet,asado-desert-rocky-area,symbol-encounter,24 - 26,true,100,,,,,,,,,,,,,,,
charcadet,charcadet,scarlet-violet,scarlet;violet,colonnade-hollow,symbol-encounter,23 - 29,true,100,,,,,,,,,,,,,,,
charcadet,charcadet,scarlet-violet,scarlet;violet,east-province-area-one-forest,symbol-encounter,17 - 23,true,100,,,,,,,,,,,,,,,
charcadet,charcadet,scarlet-violet,scarlet;violet,east-province-area-one-mountain,symbol-encounter,16 - 23,true,100,,,,,,,,,,,,,,,
charcadet,charcadet,scarlet-violet,scarlet;violet,east-province-area-one-rocky-area,symbol-encounter,16 - 23,true,100,,,,,,,,,,,,,,,
charcadet,charcadet,scarlet-violet,scarlet;violet,east-province-area-three-cave,symbol-encounter,17 - 28,true,100,,,,,,,,,,,,,,,
charcadet,charcadet,scarlet-violet,scarlet;violet,east-province-area-two-forest,symbol-encounter,19 - 23,true,100,,,,,,,,,,,,,,,
charcadet,charcadet,scarlet-violet,scarlet;violet,east-province-area-two-rocky-area,symbol-encounter,19 - 24,true,100,,,,,,,,,,,,,,,
charcadet,charcadet,scarlet-violet,scarlet;violet,south-province-area-five-mountain,symbol-encounter,16 - 23,true,100,,,,,,,,,,,,,,,
charcadet,charcadet,scarlet-violet,scarlet;violet,south-province-area-five-rocky-area,symbol-encounter,16 - 23,true,100,,,,,,,,,,,,,,,
charcadet,charcadet,scarlet-violet,scarlet;violet,south-province-area-four-forest,symbol-encounter,18 - 22,true,100,,,,,,,,,,,,,,,
charcadet,charcadet,scarlet-violet,scarlet;violet,south-province-area-four-mountain,symbol-encounter,16 - 23,true,100,,,,,,,,,,,,,,,
charcadet,charcadet,scarlet-violet,scarlet;violet,south-province-area-four-rocky-area,symbol-encounter,13 - 32,true,100,,,,,,,,,,,,,,,
charcadet,charcadet,scarlet-violet,scarlet;violet,south-province-area-three-rocky-area,symbol-encounter,13 - 17,true,100,,,,,,,,,,,,,,,
charcadet,charcadet,scarlet-violet,scarlet;violet,south-province-area-three,fixed-encounter,13 - 15,,,,,,,,,,,,,,,,,
charcadet,charcadet,scarlet-violet,scarlet;violet,tagtree-thicket-forest,symbol-encounter,25 - 32,true,100,,,,,,,,,,,,,,,
charcadet,charcadet,scarlet-violet,scarlet;violet,tagtree-thicket-rocky-area,symbol-encounter,25 - 32,true,100,,,,,,,,,,,,,,,
charcadet,charcadet,scarlet-violet,scarlet;violet,west-province-area-one-mountain,symbol-encounter,13 - 20,true,100,,,,,,,,,,,,,,,
charcadet,charcadet,scarlet-violet,scarlet;violet,west-province-area-one-rocky-area,symbol-encounter,13 - 20,true,100,,,,,,,,,,,,,,,
charcadet,charcadet,scarlet-violet,scarlet;violet,west-province-area-one-cave,symbol-encounter,"13 - 16, 18 - 20",true,100,,,,,,,,,,,,,,,
charcadet,charcadet,scarlet-violet,scarlet;violet,west-province-area-three-forest,symbol-encounter,28 - 32,true,100,,,,,,,,,,,,,,,
charcadet,charcadet,scarlet-violet,scarlet;violet,west-province-area-three-rocky-area,symbol-encounter,28 - 32,true,100,,,,,,,,,,,,,,,
charcadet,charcadet,scarlet-violet,scarlet;violet,west-province-area-two-rocky-area,symbol-encounter,24 - 28,true,100,,,,,,,,,,,,,,,
charcadet,charcadet,scarlet-violet,scarlet;violet,west-province-area-two-cave,symbol-encounter,23 - 29,true,100,,,,,,,,,,,,,,,
charcadet,charcadet,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,12,,,,,,1,,,,,,,,,,,
charcadet,charcadet,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,35,,,,,true,3,,,,,,,,,,,
charjabug,charjabug,scarlet-violet,scarlet;violet,wistful-fields-prairie,symbol-encounter,20 - 21,true,150,,,,,62 - 63,,,,,,,,,,
charjabug,charjabug,scarlet-violet,scarlet;violet,wistful-fields-rocky-area,symbol-encounter,20 - 21,true,150,,,,,62 - 63,,,,,,,,,,
charjabug,charjabug,scarlet-violet,scarlet;violet,wistful-fields-wisteria-pond-prairie,symbol-encounter,27 - 34,true,150,,,,,65 - 72,,,,,,,,,,
charjabug,charjabug,scarlet-violet,scarlet;violet,wistful-fields-wisteria-pond-rocky-area,symbol-encounter,27 - 34,true,150,,,,,65 - 72,,,,,,,,,,
charjabug,charjabug,scarlet-violet,scarlet;violet,wistful-fields-patchy-field-prairie,symbol-encounter,29 - 30,true,150,,,,,58 - 59,,,,,,,,,,
charjabug,charjabug,scarlet-violet,scarlet;violet,wistful-fields-patchy-field-rocky-area,symbol-encounter,29 - 30,true,150,,,,,58 - 59,,,,,,,,,,
charjabug,charjabug,scarlet-violet,scarlet;violet,random-around-kitakami,tera-raid-battle,35,,,,,true,3,,,,,,,,,,,
charmander,charmander,scarlet-violet,scarlet;violet,savanna-biome-savanna-entrance-pairie,symbol-encounter,55 - 67,true,100,10%,charmander,,,,,,,,Only after increasing the Savanna Biome's diversity at the League Club,,,,,
chespin,chespin,scarlet-violet,scarlet;violet,chargestone-cavern-cave,symbol-encounter,65 - 74,true,100,10%,chespin,,,,,,,,,,,,,
chespin,chespin,scarlet-violet,scarlet;violet,chargestone-cavern-volcano,symbol-encounter,65 - 74,true,10,10%,chespin,,,,,,,,Only after increasing the Canyon Biome's diversity at the League Club,,,,,
chewtle,chewtle,scarlet-violet,scarlet;violet,asado-desert-riverside,symbol-encounter,20 - 22,true,10,,,,,,true,,,,,,,,,
chewtle,chewtle,scarlet-violet,scarlet;violet,east-province-area-one-riverside,symbol-encounter,18 - 23,true,10,,,,,,true,,,,,,,,,
chewtle,chewtle,scarlet-violet,scarlet;violet,east-province-area-three-lake,symbol-encounter,24 - 26,true,10,,,,,,true,,,,,,,,,
chewtle,chewtle,scarlet-violet,scarlet;violet,east-province-area-three-riverside,symbol-encounter,23 - 26,true,10,,,,,,true,,,,,,,,,
chewtle,chewtle,scarlet-violet,scarlet;violet,east-province-area-two-riverside,symbol-encounter,19 - 23,true,10,,,,,,true,,,,,,,,,
chewtle,chewtle,scarlet-violet,scarlet;violet,fellhorn-gorge-lake,symbol-encounter,27 - 34,true,300,,,,,,true,,,,,,,,,
chewtle,chewtle,scarlet-violet,scarlet;violet,fellhorn-gorge-riverside,symbol-encounter,27 - 34,true,300,,,,,,true,,,,,,,,,
chewtle,chewtle,scarlet-violet,scarlet;violet,kitakami-wilds-lake,symbol-encounter,"30 - 39, 50 - 53",true,300,,,,,,true,,,,,,,,,
chewtle,chewtle,scarlet-violet,scarlet;violet,kitakami-wilds-riverside,symbol-encounter,30 - 39,true,300,,,,,,true,,,,,,,,,
chewtle,chewtle,scarlet-violet,scarlet;violet,mossfell-confluence-lake,symbol-encounter,19 - 25,true,300,,,,,,true,,,,,,,,,
chewtle,chewtle,scarlet-violet,scarlet;violet,mossfell-confluence-riverside,symbol-encounter,19 - 25,true,300,,,,,,true,,,,,,,,,
chewtle,chewtle,scarlet-violet,scarlet;violet,south-province-area-five-swamp,symbol-encounter,18 - 23,true,60,,,,,,true,,,,,,,,,
chewtle,chewtle,scarlet-violet,scarlet;violet,south-province-area-five-lake,symbol-encounter,17 - 21,true,10,,,,,,true,,,,,,,,,
chewtle,chewtle,scarlet-violet,scarlet;violet,south-province-area-five-riverside,symbol-encounter,16 - 23,true,10,,,,,,true,,,,,,,,,
chewtle,chewtle,scarlet-violet,scarlet;violet,south-province-area-four-lake,symbol-encounter,16 - 20,true,10,,,,,,true,,,,,,,,,
chewtle,chewtle,scarlet-violet,scarlet;violet,south-province-area-four-riverside,symbol-encounter,16 - 20,true,10,,,,,,true,,,,,,,,,
chewtle,chewtle,scarlet-violet,scarlet;violet,south-province-area-one-lake,symbol-encounter,6 - 8,true,10,,,,,,true,,,,,,,,,
chewtle,chewtle,scarlet-violet,scarlet;violet,south-province-area-two-riverside,symbol-encounter,10 - 13,true,10,,,,,,true,,,,,,,,,
chewtle,chewtle,scarlet-violet,scarlet;violet,tagtree-thicket-riverside,symbol-encounter,26,true,10,,,,,,true,,,,,,,,,
chewtle,chewtle,scarlet-violet,scarlet;violet,west-province-area-one-riverside,symbol-encounter,13 - 17,true,10,,,,,,true,,,,,,,,,
chewtle,chewtle,scarlet-violet,scarlet;violet,west-province-area-two-riverside,symbol-encounter,22 - 26,true,10,,,,,,true,,,,,,,,,
chewtle,chewtle,scarlet-violet,scarlet;violet,random-around-paldea,tera-raid-battle,12,,,,,,1,,,,,,,,,,,
chi-yu,chi-yu,scarlet-violet,scarlet;violet,firescourge-shrine,special-encounter,60,,one,,,,,,,,,,,,,,,
chien-pao,chien-pao,scarlet-violet,scarlet;violet,icerend-shrine,special-encounter,60,,one,,,,,,,,,,Never Shiny,,,,,
chikorita,chikorita,scarlet-violet,scarlet;violet,coastal-biome-prairie,symbol-encounter,58 - 68,true,100,10%,chikorita,,,,,,,,,,,,,
chikorita,chikorita,scarlet-violet,scarlet;violet,coastal-biome-desert,symbol-encounter,58 - 68,true,20,10%,chikorita,,,,,,,,,,,,,
chikorita,chikorita,scarlet-violet,scarlet;violet,coastal-biome-southeast-beach-prairie,symbol-encounter,58 - 68,true,100,10%,chikorita,,,,,,,,,,,,,
chikorita,chikorita,scarlet-violet,scarlet;violet,coastal-biome-southeast-beach-desert,symbol-encounter,58 - 68,true,20,10%,chikorita,,,,,,,,,,,,,
chikorita,chikorita,scarlet-violet,scarlet;violet,coastal-biome-torchlit-mountain-prairie,symbol-encounter,58 - 68,true,100,10%,chikorita,,,,,,,,,,,,,
chikorita,chikorita,scarlet-violet,scarlet;violet,coastal-biome-coastal-plaza-island-prairie,symbol-encounter,58 - 68,true,100,10%,chikorita,,,,,,,,,,,,,
chikorita,chikorita,scarlet-violet,scarlet;violet,coastal-biome-coastal-plaza-island-desert,symbol-encounter,58 - 68,true,20,10%,chikorita,,,,,,,,,,,,,
chimchar,chimchar,scarlet-violet,scarlet;violet,polar-biome-mountain-snowfield,symbol-encounter,62 - 71,true,100,10%,chimchar,,,,,,,,Only after increasing the Polar Biome's diversity at the League Club,,,,,
chimecho,chimecho,scarlet-violet,scarlet;violet,crystal-pool-rocky-area,symbol-encounter,25 - 33,true,30,,,,,63 - 74,,,true,true,,,,,,
chimecho,chimecho,scarlet-violet,scarlet;violet,random-around-kitakami,tera-raid-battle,45,,,,,true,4,,,,,,,,,,,
chinchou,chinchou,scarlet-violet,scarlet;violet,canyon-biome-lake,symbol-encounter,59 - 70,,500,,,,,,,true,,,,,,,,
chinchou,chinchou,scarlet-violet,scarlet;violet,canyon-biome-riverside,symbol-encounter,59 - 70,,400,,,,,,,true,,,,,,,,
chinchou,chinchou,scarlet-violet,scarlet;violet,canyon-biome-craggy-cliffs-riverside,symbol-encounter,59 - 70,,400,,,,,,,true,,,,,,,,
chinchou,chinchou,scarlet-violet,scarlet;violet,canyon-biome-nature-preserve-lake,symbol-encounter,59 - 70,,500,,,,,,,true,,,,,,,,
chinchou,chinchou,scarlet-violet,scarlet;violet,canyon-biome-nature-preserve-riverside,symbol-encounter,59 - 70,,400,,,,,,,true,,,,,,,,
chinchou,chinchou,scarlet-violet,scarlet;violet,random-around-terrarium,tera-raid-battle,12,,,,,,1,,,,,,,,,,,
chinchou,chinchou,scarlet-violet,scarlet;violet,random-around-terrarium,tera-raid-battle,35,,,,,true,3,,,,,,,,,,,
chingling,chingling,scarlet-violet,scarlet;violet,crystal-pool-rocky-area,symbol-encounter,25 - 33,true,200,,,,,63 - 74,,,true,true,,,,,,
chingling,chingling,scarlet-violet,scarlet;violet,infernal-pass-rocky-area,symbol-encounter,21 - 27,true,200,,,,,63 - 69,,,true,true,,,,,,
chingling,chingling,scarlet-violet,scarlet;violet,random-around-kitakami,tera-raid-battle,12,,,,,,1,,,,,,,,,,,
chingling,chingling,scarlet-violet,scarlet;violet,random-around-kitakami,tera-raid-battle,35,,,,,true,3,,,,,,,,,,,
cinccino,cinccino,scarlet-violet,scarlet;violet,canyon-biome-nature-preserve-prairie,symbol-encounter,59 - 70,true,20,,,,,,,,,,,,,,,
cinccino,cinccino,scarlet-violet,scarlet;violet,polar-biome-snowfield,symbol-encounter,62 - 71,true,30,,,,,,,,,,,,,,,
cinccino,cinccino,scarlet-violet,scarlet;violet,polar-biome-mountain-snowfield,symbol-encounter,62 - 71,true,30,,,,,,,,,,,,,,,
clauncher,clauncher,scarlet-violet,violet,east-paldean-sea-ocean,symbol-encounter,23 - 36,,60,,,,,,,true,,,,,,,,
clauncher,clauncher,scarlet-violet,violet,east-province-area-one-ocean,symbol-encounter,23,,60,,,,,,,true,,,,,,,,
clauncher,clauncher,scarlet-violet,violet,east-province-area-three-ocean,symbol-encounter,23 - 26,,60,,,,,,,true,,,,,,,,
clauncher,clauncher,scarlet-violet,violet,east-province-area-two-ocean,symbol-encounter,23 - 24,,60,,,,,,,true,,,,,,,,
clauncher,clauncher,scarlet-violet,violet,glaseado-mountain-northern-mountain-ocean,symbol-encounter,38 - 41,,60,,,,,,,true,,,,,,,,
clauncher,clauncher,scarlet-violet,violet,north-paldean-sea-ocean,symbol-encounter,38 - 41,,60,,,,,,,true,,,,,,,,
clauncher,clauncher,scarlet-violet,violet,south-paldean-sea-ocean,symbol-encounter,23,,60,,,,,,,true,,,,,,,,
clauncher,clauncher,scarlet-violet,violet,south-province-area-five-ocean,symbol-encounter,23,,60,,,,,,,true,,,,,,,,
clauncher,clauncher,scarlet-violet,violet,south-province-area-six-ocean,symbol-encounter,38 - 41,,60,,,,,,,true,,,,,,,,
clauncher,clauncher,scarlet-violet,violet,west-paldean-sea-ocean,symbol-encounter,23 - 41,,60,,,,,,,true,,,,,,,,
clauncher,clauncher,scarlet-violet,violet,west-province-area-two-ocean,symbol-encounter,26 - 29,,60,,,,,,,true,,,,,,,,
clauncher,clauncher,scarlet-violet,violet,random-around-paldea,tera-raid-battle,20,,,,,,2,,,,,,,,,,,
clawitzer,clawitzer,scarlet-violet,violet,casseroya-lake-ocean,symbol-encounter,49 - 56,,20,,,,,,,true,,,,,,,,
clawitzer,clawitzer,scarlet-violet,violet,glaseado-mountain-northern-mountain-ocean,symbol-encounter,38 - 41,,20,,,,,,,true,,,,,,,,
clawitzer,clawitzer,scarlet-violet,violet,north-paldean-sea-ocean,symbol-encounter,38 - 50,,20,,,,,,,true,,,,,,,,
clawitzer,clawitzer,scarlet-violet,violet,north-province-area-one-ocean,symbol-encounter,50 - 53,,20,,,,,,,true,,,,,,,,
clawitzer,clawitzer,scarlet-violet,violet,north-province-area-three-ocean,symbol-encounter,43 - 50,,20,,,,,,,true,,,,,,,,
clawitzer,clawitzer,scarlet-violet,violet,south-province-area-six-ocean,symbol-encounter,38 - 44,,20,,,,,,,true,,,,,,,,
clawitzer,clawitzer,scarlet-violet,violet,west-paldean-sea-ocean,symbol-encounter,37 - 42,,20,,,,,,,true,,,,,,,,
clawitzer,clawitzer,scarlet-violet,violet,random-around-paldea,tera-raid-battle,75,,,,,true,5,,,,,,,,,,,
clawitzer,clawitzer,scarlet-violet,violet,random-around-paldea,tera-raid-battle,90,,,,,true,6,,,,,,,,,,,
clefable,clefable,scarlet-violet,scarlet;violet,random-around-kitakami,tera-raid-battle,45,,,,,true,4,,,,,,,,,,,
clefable,clefable,scarlet-violet,scarlet;violet,random-around-kitakami,tera-raid-battle,90,,,,,true,6,,,,,,,,,,,
clefairy,clefairy,scarlet-violet,scarlet;violet,crystal-pool-rocky-area,symbol-encounter,25 - 33,true,,60%,clefairy,,,63 - 74,,,,,,0,0,0,10,
