item,version_group,version,type,subtype,location_area_pokedb,location_detail,is_repeatable,is_hidden,is_guaranteed,quantity,probability,cost_amount,currency,required_badge,unlock_condition,notes,source
nugget,xd,xd,trainer-reward,visible,,Realgam Tower (Battle CD 33 and 34 completion prizes),0,0,1,,,,,,,,bulbapedia
nugget,xd,xd,pickup,,,Pickup (Lv. 1-20),1,0,1,,,,,,,,bulbapedia
heart-scale,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
heart-scale,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
cheri-berry,colosseum,,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
cheri-berry,xd,,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
chesto-berry,colosseum,,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
chesto-berry,xd,,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
pecha-berry,colosseum,,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
pecha-berry,xd,,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
rawst-berry,colosseum,,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
rawst-berry,xd,,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
aspear-berry,colosseum,,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
aspear-berry,xd,,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
leppa-berry,colosseum,,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
leppa-berry,xd,,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
oran-berry,colosseum,,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
oran-berry,xd,,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
persim-berry,colosseum,,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
persim-berry,xd,,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
lum-berry,colosseum,colosseum,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
lum-berry,xd,xd,trainer-reward,visible,,Realgam Tower (Battle CD 24 completion prize),0,0,1,,,,,,,,bulbapedia
lum-berry,xd,xd,npc-gift,,,Reward for defeating Justy,0,0,1,,,,,,,,bulbapedia
lum-berry,xd,xd,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
sitrus-berry,colosseum,colosseum,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
sitrus-berry,xd,xd,npc-gift,,,Reward for solving Battle CD 24,0,0,1,,,,,,,,bulbapedia
sitrus-berry,xd,xd,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
sitrus-berry,xd,xd,npc-gift,,,Reward for defeating Justy,1,0,1,,,,,,,,bulbapedia
figy-berry,colosseum,,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
figy-berry,xd,,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
wiki-berry,colosseum,colosseum,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
wiki-berry,xd,xd,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
mago-berry,colosseum,,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
mago-berry,xd,,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
aguav-berry,colosseum,,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
aguav-berry,xd,,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
iapapa-berry,colosseum,,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
iapapa-berry,xd,,overworld,,,Agate Village,1,0,1,,,,,,,,bulbapedia
razz-berry,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
razz-berry,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
bluk-berry,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
bluk-berry,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
nanab-berry,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
nanab-berry,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
wepear-berry,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
wepear-berry,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
pinap-berry,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
pinap-berry,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
pomeg-berry,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
pomeg-berry,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
kelpsy-berry,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
kelpsy-berry,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
qualot-berry,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
qualot-berry,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
hondew-berry,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
hondew-berry,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
grepa-berry,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
grepa-berry,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
tamato-berry,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
tamato-berry,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
cornn-berry,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
cornn-berry,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
magost-berry,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
magost-berry,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
rabuta-berry,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
rabuta-berry,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
nomel-berry,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
nomel-berry,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
spelon-berry,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
spelon-berry,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
pamtre-berry,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
pamtre-berry,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
watmel-berry,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
watmel-berry,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
durin-berry,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
durin-berry,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
belue-berry,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
belue-berry,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
liechi-berry,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
liechi-berry,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
ganlon-berry,colosseum,,overworld,,,"Mt. Battle (15,000 Poké Coupons)",1,0,1,,,,,,,,bulbapedia
ganlon-berry,xd,,overworld,,,"Mt. Battle (15,000 Poké Coupons)",1,0,1,,,,,,,,bulbapedia
salac-berry,colosseum,colosseum,overworld,,,"Mt. Battle (15,000 Poké Coupons)",1,0,1,,,,,,,,bulbapedia
salac-berry,xd,xd,trainer-reward,visible,,Realgam Tower (Battle CD 44 and 45 completion prizes),0,0,1,,,,,,,,bulbapedia
salac-berry,xd,xd,overworld,,,"Mt. Battle (15,000 Poké Coupons)",1,0,1,,,,,,,,bulbapedia
petaya-berry,colosseum,,overworld,,,"Mt. Battle (15,000 Poké Coupons)",1,0,1,,,,,,,,bulbapedia
petaya-berry,xd,,overworld,,,"Mt. Battle (15,000 Poké Coupons)",1,0,1,,,,,,,,bulbapedia
apicot-berry,colosseum,,overworld,,,"Mt. Battle (15,000 Poké Coupons)",1,0,1,,,,,,,,bulbapedia
apicot-berry,xd,,overworld,,,"Mt. Battle (15,000 Poké Coupons)",1,0,1,,,,,,,,bulbapedia
lansat-berry,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
lansat-berry,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
starf-berry,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
starf-berry,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
bright-powder,colosseum,colosseum,overworld,,,"Mt. Battle (10,000 Poké Coupons)",1,0,1,,,,,,,,bulbapedia
bright-powder,xd,xd,overworld,,,"Mt. Battle (8,000 Poké Coupons)",1,0,1,,,,,,,,bulbapedia
white-herb,colosseum,colosseum,overworld,visible,,Prestige Precept Center (prize for defeating Justy's four junior Trainers),0,0,1,,,,,,,,bulbapedia
white-herb,colosseum,colosseum,overworld,,,"Mt. Battle (8,000 Poké Coupons)",1,0,1,,,,,,,,bulbapedia
white-herb,xd,xd,trainer-reward,visible,,"Citadark Isle (×2), Gateon Port (answer ""Yes"" to exactly one question), Realgam Tower (Battle CD 25 completion prize)",0,0,1,2,,,,,,,bulbapedia
white-herb,xd,xd,overworld,,,"Mt. Battle (6,000 Poké Coupons)",1,0,1,,,,,,,,bulbapedia
white-herb,xd,xd,pickup,,,Pickup (Lv. 41-60),1,0,1,,,,,,,,bulbapedia
macho-brace,colosseum,colosseum,overworld,visible,,Pyrite Cave,0,0,1,,,,,,,,bulbapedia
macho-brace,xd,xd,overworld,visible,,Mt. Battle (prize for first clear of Mt. Battle Area 1),0,0,1,,,,,,,,bulbapedia
exp-share,colosseum,colosseum,overworld,visible,,Agate Village,0,0,1,,,,,,,,bulbapedia
exp-share,xd,xd,npc-gift,,,Phenac City (from Mayor Trest after rescuing the city),0,0,1,,,,,,,,bulbapedia
quick-claw,colosseum,colosseum,overworld,visible,,Agate Village,0,0,1,,,,,,,,bulbapedia
quick-claw,colosseum,colosseum,overworld,,,"Mt. Battle (10,000 Poké Coupons)",1,0,1,,,,,,,,bulbapedia
quick-claw,xd,xd,overworld,visible,,Gateon Port,0,0,1,,,,,,"after answering ""No"" to all questions",,bulbapedia
quick-claw,xd,xd,overworld,,,"Mt. Battle (8,000 Poké Coupons)",1,0,1,,,,,,,,bulbapedia
soothe-bell,colosseum,colosseum,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
soothe-bell,xd,xd,overworld,visible,,ONBS (permanently missable),0,0,1,,,,,,,,bulbapedia
mental-herb,colosseum,colosseum,overworld,,,"Mt. Battle (8,000 Poké Coupons)",1,0,1,,,,,,,,bulbapedia
mental-herb,xd,xd,trainer-reward,visible,,"Gateon Port (answer ""Yes"" to exactly two questions), Realgam Tower (Battle CD 23 completion prize)",0,0,1,,,,,,,,bulbapedia
mental-herb,xd,xd,overworld,,,"Mt. Battle (6,000 Poké Coupons)",1,0,1,,,,,,,,bulbapedia
choice-band,colosseum,colosseum,overworld,,,"Mt. Battle (10,000 Poké Coupons)",1,0,1,,,,,,,,bulbapedia
choice-band,xd,xd,overworld,,,"Mt. Battle (8,000 Poké Coupons)",1,0,1,,,,,,,,bulbapedia
kings-rock,colosseum,colosseum,overworld,,,"Mt. Battle (10,000 Poké Coupons)",1,0,1,,,,,,,,bulbapedia
kings-rock,colosseum,colosseum,pickup,,,Pickup (any level),1,0,1,,,,,,,,bulbapedia
kings-rock,xd,xd,overworld,,,"Mt. Battle (8,000 Poké Coupons)",1,0,1,,,,,,,,bulbapedia
kings-rock,xd,xd,pickup,,,Pickup (Lv. 11-30),1,0,1,,,,,,,,bulbapedia
silver-powder,colosseum,colosseum,wild-pokemon,held,,Held by Shadow Ariados,0,0,1,,,,,,,,bulbapedia
silver-powder,xd,xd,wild-pokemon,held,,Held by Shadow Venomoth,0,0,1,,,,,,,,bulbapedia
amulet-coin,colosseum,colosseum,overworld,visible,,The Under,0,0,1,,,,,,requires the L-Disk,,bulbapedia
amulet-coin,xd,xd,overworld,visible,,"Gateon Port (answer ""Yes"" to all questions)",0,0,1,,,,,,,,bulbapedia
cleanse-tag,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
cleanse-tag,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
soul-dew,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
soul-dew,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
deep-sea-tooth,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
deep-sea-tooth,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
deep-sea-scale,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
deep-sea-scale,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
smoke-ball,colosseum,colosseum,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
smoke-ball,xd,xd,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
everstone,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
everstone,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
focus-band,colosseum,colosseum,overworld,,,"Mt. Battle (10,000 Poké Coupons)",1,0,1,,,,,,,,bulbapedia
focus-band,xd,xd,overworld,visible,,Pyrite Town (Pyrite Super Grand Hotel),0,0,1,,,,,,,,bulbapedia
focus-band,xd,xd,overworld,,,"Mt. Battle (8,000 Poké Coupons)",1,0,1,,,,,,,,bulbapedia
lucky-egg,colosseum,colosseum,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
lucky-egg,xd,xd,overworld,visible,,Agate Village,0,0,1,,,,,,,,bulbapedia
scope-lens,colosseum,colosseum,overworld,,,"Mt. Battle (10,000 Poké Coupons)",1,0,1,,,,,,,,bulbapedia
scope-lens,xd,xd,overworld,,,"Mt. Battle (8,000 Poké Coupons)",1,0,1,,,,,,,,bulbapedia
metal-coat,colosseum,colosseum,wild-pokemon,held,,Held by Shadow Metagross,0,0,1,,,,,,,,bulbapedia
metal-coat,xd,xd,wild-pokemon,held,,Held by Shadow Magneton,0,0,1,,,,,,,,bulbapedia
leftovers,colosseum,colosseum,overworld,,,"Mt. Battle (10,000 Poké Coupons)",1,0,1,,,,,,,,bulbapedia
leftovers,xd,xd,overworld,visible,,S.S. Libra,0,0,1,,,,,,,,bulbapedia
leftovers,xd,xd,wild-pokemon,held,,Held by Snorlax,0,0,1,,,,,,,,bulbapedia
leftovers,xd,xd,pickup,,,Pickup (Lv. 81–100),1,0,1,,,,,,,,bulbapedia
dragon-scale,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
dragon-scale,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
light-ball,colosseum,colosseum,wild-pokemon,held,,Held by Colosseum Pikachu (Pokémon Colosseum Bonus Disc) JP,0,0,1,,,,,,,,bulbapedia
light-ball,xd,xd,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
soft-sand,colosseum,colosseum,wild-pokemon,held,,Held by Shadow Piloswine,0,0,1,,,,,,,,bulbapedia
soft-sand,xd,xd,wild-pokemon,held,,Held by Shadow Dugtrio,0,0,1,,,,,,,,bulbapedia
hard-stone,colosseum,colosseum,wild-pokemon,held,,Held by Shadow Sudowoodo,0,0,1,,,,,,,,bulbapedia
hard-stone,xd,xd,wild-pokemon,held,,Held by Shadow Lunatone,0,0,1,,,,,,,,bulbapedia
miracle-seed,colosseum,colosseum,wild-pokemon,held,,Held by Shadow Bayleef,0,0,1,,,,,,,,bulbapedia
miracle-seed,xd,xd,wild-pokemon,held,,Held by Shadow Tangela,0,0,1,,,,,,,,bulbapedia
black-glasses,colosseum,colosseum,overworld,visible,,The Under Subway,0,0,1,,,,,,,,bulbapedia
black-glasses,xd,xd,wild-pokemon,held,,Held by Shadow Carvanha,0,0,1,,,,,,,,bulbapedia
magnet,colosseum,colosseum,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
magnet,xd,xd,wild-pokemon,held,,Held by Shadow Voltorb,0,0,1,,,,,,,,bulbapedia
mystic-water,colosseum,colosseum,wild-pokemon,held,,Held by Shadow Croconaw,0,0,1,,,,,,,,bulbapedia
mystic-water,xd,xd,wild-pokemon,held,,Held by Shadow Seel,0,0,1,,,,,,,,bulbapedia
sharp-beak,colosseum,colosseum,wild-pokemon,held,,Held by Shadow Skarmory,0,0,1,,,,,,,,bulbapedia
sharp-beak,xd,xd,wild-pokemon,held,,Held by Shadow Spearow,0,0,1,,,,,,,,bulbapedia
poison-barb,colosseum,colosseum,wild-pokemon,held,,Held by Shadow Qwilfish during the first battle,0,0,1,,,,,,,,bulbapedia
poison-barb,xd,xd,wild-pokemon,held,,Held by Shadow Beedrill,0,0,1,,,,,,,,bulbapedia
never-melt-ice,colosseum,colosseum,wild-pokemon,held,,Held by Shadow Delibird,0,0,1,,,,,,,,bulbapedia
never-melt-ice,xd,xd,wild-pokemon,held,,Held by Shadow Swinub,0,0,1,,,,,,,,bulbapedia
spell-tag,colosseum,colosseum,wild-pokemon,held,,Held by Shadow Misdreavus,0,0,1,,,,,,,,bulbapedia
spell-tag,xd,xd,wild-pokemon,held,,Held by Shadow Banette,0,0,1,,,,,,,,bulbapedia
twisted-spoon,colosseum,colosseum,wild-pokemon,held,,Held by Shadow Meditite,0,0,1,,,,,,,,bulbapedia
twisted-spoon,xd,xd,wild-pokemon,held,,Held by Shadow Ralts,0,0,1,,,,,,,,bulbapedia
charcoal,colosseum,colosseum,wild-pokemon,held,,Held by Shadow Quilava,0,0,1,,,,,,,,bulbapedia
charcoal,xd,xd,wild-pokemon,held,,Held by Shadow Numel,0,0,1,,,,,,,,bulbapedia
dragon-fang,colosseum,colosseum,wild-pokemon,held,,Held by Shadow Vibrava,0,0,1,,,,,,,,bulbapedia
dragon-fang,xd,xd,wild-pokemon,held,,Held by Shadow Altaria,0,0,1,,,,,,,,bulbapedia
silk-scarf,colosseum,colosseum,overworld,visible,,Agate Village,0,0,1,,,,,,,,bulbapedia
silk-scarf,xd,xd,wild-pokemon,held,,Held by Shadow Zangoose,0,0,1,,,,,,,,bulbapedia
up-grade,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
up-grade,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
shell-bell,colosseum,colosseum,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
shell-bell,xd,xd,overworld,,,"Mt. Battle (8,000 Poké Coupons)",1,0,1,,,,,,,,bulbapedia
sea-incense,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
sea-incense,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
lax-incense,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
lax-incense,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
lucky-punch,colosseum,colosseum,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
lucky-punch,xd,xd,wild-pokemon,held,,Held by Shadow Chansey,0,0,1,,,,,,,,bulbapedia
metal-powder,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
metal-powder,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
thick-club,colosseum,colosseum,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
thick-club,xd,xd,wild-pokemon,held,,Held by Marowak,0,0,1,,,,,,,,bulbapedia
stick,colosseum,colosseum,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
stick,xd,xd,wild-pokemon,held,,Held by Farfetch'd,0,0,1,,,,,,,,bulbapedia
red-scarf,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
red-scarf,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
blue-scarf,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
blue-scarf,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
pink-scarf,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
pink-scarf,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
green-scarf,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
green-scarf,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
yellow-scarf,colosseum,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
yellow-scarf,xd,,trade,trade,,Trade,1,0,1,,,,,,,,bulbapedia
lagreat-ball,colosseum,colosseum,overworld,visible,,Pyrite Bldg,0,0,1,,,,,,,,bulbapedia
lagreat-ball,colosseum,colosseum,shop,,,Outskirt Stand,1,0,1,,,,,,,,bulbapedia
lagreat-ball,xd,xd,overworld,visible,,"Cipher Lab, Pyrite Town",0,0,1,,,,,,,,bulbapedia
lagreat-ball,xd,xd,trainer-reward,visible,,Realgam Tower (Battle CD 03 and 07 completion prizes),0,0,1,,,,,,,,bulbapedia
lagreat-ball,xd,xd,shop,poke-mart,,"Gateon, Agate, Pyrite, and Phenac Poké Marts, Outskirt Stand",1,0,1,,,,,,,,bulbapedia
lagreat-ball,xd,xd,pickup,,,Pickup (Lv. 1-40),1,0,1,,,,,,,,bulbapedia
laultra-ball,colosseum,colosseum,overworld,visible,,"Pyrite Cave, Agate Village, The Under Subway, Snagem Hideout",0,0,1,,,,,,,,bulbapedia
laultra-ball,colosseum,colosseum,shop,,,Outskirt Stand,1,0,1,,,,,,after Duking's first email,,bulbapedia
laultra-ball,colosseum,colosseum,pickup,,,Pickup,1,0,1,,,,,,,,bulbapedia
laultra-ball,xd,xd,overworld,visible,,"Phenac City, Realgam Tower, Snagem Hideout, Cipher Key Lair, Citadark Isle",0,0,1,,,,,,,,bulbapedia
laultra-ball,xd,xd,trainer-reward,visible,,"Realgam Tower (Battle CD 13, 26, and 30 completion prizes)",0,0,1,,,,,,,,bulbapedia
laultra-ball,xd,xd,shop,poke-mart,,"Gateon, Agate, Pyrite, and Phenac Poké Marts, Outskirt Stand",1,0,1,,,,,,,,bulbapedia
laultra-ball,xd,xd,pickup,,,Pickup (Lv. 1-90),1,0,1,,,,,,,,bulbapedia
