pokemon,version_group,method,move,level,order,mastery
chansey,xd,level-up,egg-bomb,35,,
chansey,xd,level-up,defense-curl,41,,
chansey,xd,level-up,light-screen,49,,
chansey,xd,level-up,double-edge,57,,
chansey,xd,tutor,body-slam,0,,
chansey,xd,tutor,double-edge,0,,
chansey,xd,tutor,seismic-toss,0,,
chansey,xd,tutor,thunder-wave,0,,
chansey,xd,tutor,mimic,0,,
chansey,xd,tutor,dream-eater,0,,
chansey,xd,tutor,substitute,0,,
chansey,xd,tutor,icy-wind,0,,
chansey,xd,tutor,swagger,0,,
chansey,xd,machine,flamethrower,0,,
chansey,xd,machine,ice-beam,0,,
chansey,xd,machine,blizzard,0,,
chansey,xd,machine,hyper-beam,0,,
chansey,xd,machine,strength,0,,
chansey,xd,machine,solar-beam,0,,
chansey,xd,machine,thunderbolt,0,,
chansey,xd,machine,thunder,0,,
chansey,xd,machine,earthquake,0,,
chansey,xd,machine,toxic,0,,
chansey,xd,machine,psychic,0,,
chansey,xd,machine,double-team,0,,
chansey,xd,machine,light-screen,0,,
chansey,xd,machine,fire-blast,0,,
chansey,xd,machine,flash,0,,
chansey,xd,machine,rest,0,,
chansey,xd,machine,protect,0,,
chansey,xd,machine,sandstorm,0,,
chansey,xd,machine,attract,0,,
chansey,xd,machine,return,0,,
chansey,xd,machine,frustration,0,,
chansey,xd,machine,safeguard,0,,
chansey,xd,machine,iron-tail,0,,
chansey,xd,machine,hidden-power,0,,
chansey,xd,machine,rain-dance,0,,
chansey,xd,machine,sunny-day,0,,
chansey,xd,machine,shadow-ball,0,,
chansey,xd,machine,rock-smash,0,,
chansey,xd,machine,hail,0,,
chansey,xd,machine,facade,0,,
chansey,xd,machine,focus-punch,0,,
chansey,xd,machine,brick-break,0,,
chansey,xd,machine,skill-swap,0,,
chansey,xd,machine,snatch,0,,
chansey,xd,machine,secret-power,0,,
chansey,xd,machine,rock-tomb,0,,
chansey,xd,machine,calm-mind,0,,
chansey,xd,machine,shock-wave,0,,
chansey,xd,machine,water-pulse,0,,
chansey,xd,xd-purification,thunderbolt,0,,
chansey,xd,xd-purification,sweet-kiss,0,,
chansey,xd,xd-purification,soft-boiled,0,,
chansey,xd,xd-purification,skill-swap,0,,
tangela,colosseum,level-up,constrict,1,2,
tangela,colosseum,level-up,ingrain,1,1,
tangela,colosseum,level-up,sleep-powder,4,,
tangela,colosseum,level-up,absorb,10,,
tangela,colosseum,level-up,growth,13,,
tangela,colosseum,level-up,poison-powder,19,,
tangela,colosseum,level-up,vine-whip,22,,
tangela,colosseum,level-up,bind,28,,
tangela,colosseum,level-up,mega-drain,31,,
tangela,colosseum,level-up,stun-spore,37,,
tangela,colosseum,level-up,slam,40,,
tangela,colosseum,level-up,tickle,46,,
tangela,colosseum,machine,cut,0,,
tangela,colosseum,machine,hyper-beam,0,,
tangela,colosseum,machine,solar-beam,0,,
tangela,colosseum,machine,toxic,0,,
tangela,colosseum,machine,double-team,0,,
tangela,colosseum,machine,flash,0,,
tangela,colosseum,machine,rest,0,,
tangela,colosseum,machine,thief,0,,
tangela,colosseum,machine,protect,0,,
tangela,colosseum,machine,sludge-bomb,0,,
tangela,colosseum,machine,giga-drain,0,,
tangela,colosseum,machine,attract,0,,
tangela,colosseum,machine,return,0,,
tangela,colosseum,machine,frustration,0,,
tangela,colosseum,machine,hidden-power,0,,
tangela,colosseum,machine,sunny-day,0,,
tangela,colosseum,machine,rock-smash,0,,
tangela,colosseum,machine,facade,0,,
tangela,colosseum,machine,secret-power,0,,
tangela,colosseum,machine,bullet-seed,0,,
tangela,xd,level-up,constrict,1,2,
tangela,xd,level-up,ingrain,1,1,
tangela,xd,level-up,sleep-powder,4,,
tangela,xd,level-up,absorb,10,,
tangela,xd,level-up,growth,13,,
tangela,xd,level-up,poison-powder,19,,
tangela,xd,level-up,vine-whip,22,,
tangela,xd,level-up,bind,28,,
tangela,xd,level-up,mega-drain,31,,
tangela,xd,level-up,stun-spore,37,,
tangela,xd,level-up,slam,40,,
tangela,xd,level-up,tickle,46,,
tangela,xd,tutor,body-slam,0,,
tangela,xd,tutor,double-edge,0,,
tangela,xd,tutor,mimic,0,,
tangela,xd,tutor,substitute,0,,
tangela,xd,tutor,swagger,0,,
tangela,xd,machine,cut,0,,
tangela,xd,machine,hyper-beam,0,,
tangela,xd,machine,solar-beam,0,,
tangela,xd,machine,toxic,0,,
tangela,xd,machine,double-team,0,,
tangela,xd,machine,flash,0,,
tangela,xd,machine,rest,0,,
tangela,xd,machine,thief,0,,
tangela,xd,machine,protect,0,,
tangela,xd,machine,sludge-bomb,0,,
tangela,xd,machine,giga-drain,0,,
tangela,xd,machine,attract,0,,
tangela,xd,machine,return,0,,
tangela,xd,machine,frustration,0,,
tangela,xd,machine,hidden-power,0,,
tangela,xd,machine,sunny-day,0,,
tangela,xd,machine,rock-smash,0,,
tangela,xd,machine,facade,0,,
tangela,xd,machine,secret-power,0,,
tangela,xd,machine,bullet-seed,0,,
tangela,xd,xd-purification,solar-beam,0,,
tangela,xd,xd-purification,morning-sun,0,,
tangela,xd,xd-purification,sunny-day,0,,
tangela,xd,xd-purification,ingrain,0,,
kangaskhan,colosseum,level-up,comet-punch,1,1,
kangaskhan,colosseum,level-up,leer,1,2,
kangaskhan,colosseum,level-up,bite,7,,
kangaskhan,colosseum,level-up,tail-whip,13,,
kangaskhan,colosseum,level-up,fake-out,19,,
kangaskhan,colosseum,level-up,mega-punch,25,,
kangaskhan,colosseum,level-up,rage,31,,
kangaskhan,colosseum,level-up,endure,37,,
kangaskhan,colosseum,level-up,dizzy-punch,43,,
kangaskhan,colosseum,level-up,reversal,49,,
kangaskhan,colosseum,machine,cut,0,,
kangaskhan,colosseum,machine,roar,0,,
kangaskhan,colosseum,machine,flamethrower,0,,
kangaskhan,colosseum,machine,surf,0,,
kangaskhan,colosseum,machine,ice-beam,0,,
kangaskhan,colosseum,machine,blizzard,0,,
kangaskhan,colosseum,machine,hyper-beam,0,,
kangaskhan,colosseum,machine,strength,0,,
kangaskhan,colosseum,machine,solar-beam,0,,
kangaskhan,colosseum,machine,thunderbolt,0,,
kangaskhan,colosseum,machine,thunder,0,,
kangaskhan,colosseum,machine,earthquake,0,,
kangaskhan,colosseum,machine,dig,0,,
kangaskhan,colosseum,machine,toxic,0,,
kangaskhan,colosseum,machine,double-team,0,,
kangaskhan,colosseum,machine,fire-blast,0,,
kangaskhan,colosseum,machine,rest,0,,
kangaskhan,colosseum,machine,thief,0,,
kangaskhan,colosseum,machine,protect,0,,
kangaskhan,colosseum,machine,sandstorm,0,,
kangaskhan,colosseum,machine,attract,0,,
kangaskhan,colosseum,machine,return,0,,
kangaskhan,colosseum,machine,frustration,0,,
kangaskhan,colosseum,machine,iron-tail,0,,
kangaskhan,colosseum,machine,hidden-power,0,,
kangaskhan,colosseum,machine,rain-dance,0,,
kangaskhan,colosseum,machine,sunny-day,0,,
kangaskhan,colosseum,machine,shadow-ball,0,,
kangaskhan,colosseum,machine,rock-smash,0,,
kangaskhan,colosseum,machine,hail,0,,
kangaskhan,colosseum,machine,facade,0,,
kangaskhan,colosseum,machine,focus-punch,0,,
kangaskhan,colosseum,machine,brick-break,0,,
kangaskhan,colosseum,machine,secret-power,0,,
kangaskhan,colosseum,machine,rock-tomb,0,,
kangaskhan,colosseum,machine,aerial-ace,0,,
kangaskhan,colosseum,machine,shock-wave,0,,
kangaskhan,colosseum,machine,water-pulse,0,,
kangaskhan,xd,level-up,comet-punch,1,1,
kangaskhan,xd,level-up,leer,1,2,
kangaskhan,xd,level-up,bite,7,,
kangaskhan,xd,level-up,tail-whip,13,,
kangaskhan,xd,level-up,fake-out,19,,
kangaskhan,xd,level-up,mega-punch,25,,
kangaskhan,xd,level-up,rage,31,,
kangaskhan,xd,level-up,endure,37,,
kangaskhan,xd,level-up,dizzy-punch,43,,
kangaskhan,xd,level-up,reversal,49,,
kangaskhan,xd,tutor,body-slam,0,,
kangaskhan,xd,tutor,double-edge,0,,
kangaskhan,xd,tutor,seismic-toss,0,,
kangaskhan,xd,tutor,mimic,0,,
kangaskhan,xd,tutor,substitute,0,,
kangaskhan,xd,tutor,icy-wind,0,,
kangaskhan,xd,tutor,swagger,0,,
kangaskhan,xd,machine,cut,0,,
kangaskhan,xd,machine,roar,0,,
kangaskhan,xd,machine,flamethrower,0,,
kangaskhan,xd,machine,surf,0,,
kangaskhan,xd,machine,ice-beam,0,,
kangaskhan,xd,machine,blizzard,0,,
kangaskhan,xd,machine,hyper-beam,0,,
kangaskhan,xd,machine,strength,0,,
kangaskhan,xd,machine,solar-beam,0,,
kangaskhan,xd,machine,thunderbolt,0,,
kangaskhan,xd,machine,thunder,0,,
kangaskhan,xd,machine,earthquake,0,,
kangaskhan,xd,machine,dig,0,,
kangaskhan,xd,machine,toxic,0,,
kangaskhan,xd,machine,double-team,0,,
kangaskhan,xd,machine,fire-blast,0,,
kangaskhan,xd,machine,rest,0,,
kangaskhan,xd,machine,thief,0,,
kangaskhan,xd,machine,protect,0,,
kangaskhan,xd,machine,sandstorm,0,,
kangaskhan,xd,machine,attract,0,,
kangaskhan,xd,machine,return,0,,
kangaskhan,xd,machine,frustration,0,,
kangaskhan,xd,machine,iron-tail,0,,
kangaskhan,xd,machine,hidden-power,0,,
kangaskhan,xd,machine,rain-dance,0,,
kangaskhan,xd,machine,sunny-day,0,,
kangaskhan,xd,machine,shadow-ball,0,,
kangaskhan,xd,machine,rock-smash,0,,
kangaskhan,xd,machine,hail,0,,
kangaskhan,xd,machine,facade,0,,
kangaskhan,xd,machine,focus-punch,0,,
kangaskhan,xd,machine,brick-break,0,,
kangaskhan,xd,machine,secret-power,0,,
kangaskhan,xd,machine,rock-tomb,0,,
kangaskhan,xd,machine,aerial-ace,0,,
kangaskhan,xd,machine,shock-wave,0,,
kangaskhan,xd,machine,water-pulse,0,,
kangaskhan,xd,xd-purification,earthquake,0,,
kangaskhan,xd,xd-purification,sing,0,,
kangaskhan,xd,xd-purification,tail-whip,0,,
kangaskhan,xd,xd-purification,dizzy-punch,0,,
horsea,colosseum,level-up,bubble,1,,
horsea,colosseum,level-up,smokescreen,8,,
horsea,colosseum,level-up,leer,15,,
horsea,colosseum,level-up,water-gun,22,,
horsea,colosseum,level-up,twister,29,,
horsea,colosseum,level-up,agility,36,,
horsea,colosseum,level-up,hydro-pump,43,,
horsea,colosseum,level-up,dragon-dance,50,,
horsea,colosseum,machine,surf,0,,
horsea,colosseum,machine,ice-beam,0,,
horsea,colosseum,machine,blizzard,0,,
horsea,colosseum,machine,toxic,0,,
horsea,colosseum,machine,double-team,0,,
horsea,colosseum,machine,waterfall,0,,
horsea,colosseum,machine,rest,0,,
horsea,colosseum,machine,protect,0,,
horsea,colosseum,machine,attract,0,,
horsea,colosseum,machine,return,0,,
horsea,colosseum,machine,frustration,0,,
horsea,colosseum,machine,hidden-power,0,,
horsea,colosseum,machine,rain-dance,0,,
horsea,colosseum,machine,hail,0,,
horsea,colosseum,machine,facade,0,,
horsea,colosseum,machine,secret-power,0,,
horsea,colosseum,machine,dive,0,,
horsea,colosseum,machine,water-pulse,0,,
horsea,xd,level-up,bubble,1,,
horsea,xd,level-up,smokescreen,8,,
horsea,xd,level-up,leer,15,,
horsea,xd,level-up,water-gun,22,,
horsea,xd,level-up,twister,29,,
horsea,xd,level-up,agility,36,,
horsea,xd,level-up,hydro-pump,43,,
horsea,xd,level-up,dragon-dance,50,,
horsea,xd,tutor,double-edge,0,,
horsea,xd,tutor,mimic,0,,
horsea,xd,tutor,substitute,0,,
horsea,xd,tutor,icy-wind,0,,
horsea,xd,tutor,swagger,0,,
horsea,xd,machine,surf,0,,
horsea,xd,machine,ice-beam,0,,
horsea,xd,machine,blizzard,0,,
horsea,xd,machine,toxic,0,,
horsea,xd,machine,double-team,0,,
horsea,xd,machine,waterfall,0,,
horsea,xd,machine,rest,0,,
horsea,xd,machine,protect,0,,
horsea,xd,machine,attract,0,,
horsea,xd,machine,return,0,,
horsea,xd,machine,frustration,0,,
horsea,xd,machine,hidden-power,0,,
horsea,xd,machine,rain-dance,0,,
horsea,xd,machine,hail,0,,
horsea,xd,machine,facade,0,,
horsea,xd,machine,secret-power,0,,
horsea,xd,machine,dive,0,,
horsea,xd,machine,water-pulse,0,,
seadra,colosseum,level-up,leer,1,3,
seadra,colosseum,level-up,water-gun,1,4,
seadra,colosseum,level-up,smokescreen,1,2,
seadra,colosseum,level-up,bubble,1,1,
seadra,colosseum,level-up,smokescreen,8,,
seadra,colosseum,level-up,leer,15,,
seadra,colosseum,level-up,water-gun,22,,
seadra,colosseum,level-up,twister,29,,
seadra,colosseum,level-up,agility,40,,
seadra,colosseum,level-up,hydro-pump,51,,
seadra,colosseum,level-up,dragon-dance,62,,
seadra,colosseum,machine,surf,0,,
seadra,colosseum,machine,ice-beam,0,,
seadra,colosseum,machine,blizzard,0,,
seadra,colosseum,machine,hyper-beam,0,,
seadra,colosseum,machine,toxic,0,,
seadra,colosseum,machine,double-team,0,,
seadra,colosseum,machine,waterfall,0,,
seadra,colosseum,machine,rest,0,,
seadra,colosseum,machine,protect,0,,
seadra,colosseum,machine,attract,0,,
seadra,colosseum,machine,return,0,,
seadra,colosseum,machine,frustration,0,,
seadra,colosseum,machine,hidden-power,0,,
seadra,colosseum,machine,rain-dance,0,,
seadra,colosseum,machine,hail,0,,
seadra,colosseum,machine,facade,0,,
seadra,colosseum,machine,secret-power,0,,
seadra,colosseum,machine,dive,0,,
seadra,colosseum,machine,water-pulse,0,,
seadra,xd,level-up,leer,1,3,
seadra,xd,level-up,water-gun,1,4,
seadra,xd,level-up,smokescreen,1,2,
seadra,xd,level-up,bubble,1,1,
seadra,xd,level-up,smokescreen,8,,
seadra,xd,level-up,leer,15,,
seadra,xd,level-up,water-gun,22,,
seadra,xd,level-up,twister,29,,
seadra,xd,level-up,agility,40,,
seadra,xd,level-up,hydro-pump,51,,
seadra,xd,level-up,dragon-dance,62,,
seadra,xd,tutor,double-edge,0,,
seadra,xd,tutor,mimic,0,,
seadra,xd,tutor,substitute,0,,
seadra,xd,tutor,icy-wind,0,,
seadra,xd,tutor,swagger,0,,
seadra,xd,machine,surf,0,,
seadra,xd,machine,ice-beam,0,,
seadra,xd,machine,blizzard,0,,
seadra,xd,machine,hyper-beam,0,,
seadra,xd,machine,toxic,0,,
seadra,xd,machine,double-team,0,,
seadra,xd,machine,waterfall,0,,
seadra,xd,machine,rest,0,,
seadra,xd,machine,protect,0,,
seadra,xd,machine,attract,0,,
seadra,xd,machine,return,0,,
seadra,xd,machine,frustration,0,,
seadra,xd,machine,hidden-power,0,,
seadra,xd,machine,rain-dance,0,,
seadra,xd,machine,hail,0,,
seadra,xd,machine,facade,0,,
seadra,xd,machine,secret-power,0,,
seadra,xd,machine,dive,0,,
seadra,xd,machine,water-pulse,0,,
goldeen,colosseum,level-up,tail-whip,1,2,
goldeen,colosseum,level-up,peck,1,1,
goldeen,colosseum,level-up,water-sport,1,3,
goldeen,colosseum,level-up,supersonic,10,,
goldeen,colosseum,level-up,horn-attack,15,,
goldeen,colosseum,level-up,flail,24,,
goldeen,colosseum,level-up,fury-attack,29,,
goldeen,colosseum,level-up,waterfall,38,,
goldeen,colosseum,level-up,horn-drill,43,,
goldeen,colosseum,level-up,agility,52,,
goldeen,colosseum,machine,surf,0,,
goldeen,colosseum,machine,ice-beam,0,,
goldeen,colosseum,machine,blizzard,0,,
goldeen,colosseum,machine,toxic,0,,
goldeen,colosseum,machine,double-team,0,,
goldeen,colosseum,machine,waterfall,0,,
goldeen,colosseum,machine,rest,0,,
goldeen,colosseum,machine,protect,0,,
goldeen,colosseum,machine,attract,0,,
goldeen,colosseum,machine,return,0,,
goldeen,colosseum,machine,frustration,0,,
goldeen,colosseum,machine,hidden-power,0,,
goldeen,colosseum,machine,rain-dance,0,,
goldeen,colosseum,machine,hail,0,,
goldeen,colosseum,machine,facade,0,,
goldeen,colosseum,machine,secret-power,0,,
goldeen,colosseum,machine,dive,0,,
goldeen,colosseum,machine,water-pulse,0,,
goldeen,xd,level-up,tail-whip,1,2,
goldeen,xd,level-up,peck,1,1,
goldeen,xd,level-up,water-sport,1,3,
goldeen,xd,level-up,supersonic,10,,
goldeen,xd,level-up,horn-attack,15,,
goldeen,xd,level-up,flail,24,,
goldeen,xd,level-up,fury-attack,29,,
goldeen,xd,level-up,waterfall,38,,
goldeen,xd,level-up,horn-drill,43,,
goldeen,xd,level-up,agility,52,,
goldeen,xd,tutor,double-edge,0,,
goldeen,xd,tutor,mimic,0,,
goldeen,xd,tutor,substitute,0,,
goldeen,xd,tutor,icy-wind,0,,
goldeen,xd,tutor,swagger,0,,
goldeen,xd,machine,surf,0,,
goldeen,xd,machine,ice-beam,0,,
goldeen,xd,machine,blizzard,0,,
goldeen,xd,machine,toxic,0,,
goldeen,xd,machine,double-team,0,,
goldeen,xd,machine,waterfall,0,,
goldeen,xd,machine,rest,0,,
goldeen,xd,machine,protect,0,,
goldeen,xd,machine,attract,0,,
goldeen,xd,machine,return,0,,
goldeen,xd,machine,frustration,0,,
goldeen,xd,machine,hidden-power,0,,
goldeen,xd,machine,rain-dance,0,,
goldeen,xd,machine,hail,0,,
goldeen,xd,machine,facade,0,,
goldeen,xd,machine,secret-power,0,,
goldeen,xd,machine,dive,0,,
goldeen,xd,machine,water-pulse,0,,
seaking,colosseum,level-up,tail-whip,1,2,
seaking,colosseum,level-up,supersonic,1,4,
seaking,colosseum,level-up,peck,1,1,
seaking,colosseum,level-up,water-sport,1,3,
seaking,colosseum,level-up,supersonic,10,,
seaking,colosseum,level-up,horn-attack,15,,
seaking,colosseum,level-up,flail,24,,
seaking,colosseum,level-up,fury-attack,29,,
seaking,colosseum,level-up,waterfall,41,,
seaking,colosseum,level-up,horn-drill,49,,
seaking,colosseum,level-up,agility,61,,
seaking,colosseum,machine,surf,0,,
seaking,colosseum,machine,ice-beam,0,,
seaking,colosseum,machine,blizzard,0,,
seaking,colosseum,machine,hyper-beam,0,,
seaking,colosseum,machine,toxic,0,,
seaking,colosseum,machine,double-team,0,,
seaking,colosseum,machine,waterfall,0,,
seaking,colosseum,machine,rest,0,,
seaking,colosseum,machine,protect,0,,
seaking,colosseum,machine,attract,0,,
seaking,colosseum,machine,return,0,,
seaking,colosseum,machine,frustration,0,,
seaking,colosseum,machine,hidden-power,0,,
seaking,colosseum,machine,rain-dance,0,,
seaking,colosseum,machine,hail,0,,
seaking,colosseum,machine,facade,0,,
seaking,colosseum,machine,secret-power,0,,
seaking,colosseum,machine,dive,0,,
seaking,colosseum,machine,water-pulse,0,,
seaking,xd,level-up,tail-whip,1,2,
seaking,xd,level-up,supersonic,1,4,
seaking,xd,level-up,peck,1,1,
seaking,xd,level-up,water-sport,1,3,
seaking,xd,level-up,supersonic,10,,
seaking,xd,level-up,horn-attack,15,,
seaking,xd,level-up,flail,24,,
seaking,xd,level-up,fury-attack,29,,
seaking,xd,level-up,waterfall,41,,
seaking,xd,level-up,horn-drill,49,,
seaking,xd,level-up,agility,61,,
seaking,xd,tutor,double-edge,0,,
seaking,xd,tutor,mimic,0,,
seaking,xd,tutor,substitute,0,,
seaking,xd,tutor,icy-wind,0,,
seaking,xd,tutor,swagger,0,,
seaking,xd,machine,surf,0,,
seaking,xd,machine,ice-beam,0,,
seaking,xd,machine,blizzard,0,,
seaking,xd,machine,hyper-beam,0,,
seaking,xd,machine,toxic,0,,
seaking,xd,machine,double-team,0,,
seaking,xd,machine,waterfall,0,,
seaking,xd,machine,rest,0,,
seaking,xd,machine,protect,0,,
seaking,xd,machine,attract,0,,
seaking,xd,machine,return,0,,
seaking,xd,machine,frustration,0,,
seaking,xd,machine,hidden-power,0,,
seaking,xd,machine,rain-dance,0,,
seaking,xd,machine,hail,0,,
seaking,xd,machine,facade,0,,
seaking,xd,machine,secret-power,0,,
seaking,xd,machine,dive,0,,
seaking,xd,machine,water-pulse,0,,
staryu,colosseum,level-up,tackle,1,1,
staryu,colosseum,level-up,harden,1,2,
staryu,colosseum,level-up,water-gun,6,,
staryu,colosseum,level-up,rapid-spin,10,,
staryu,colosseum,level-up,recover,15,,
staryu,colosseum,level-up,camouflage,19,,
staryu,colosseum,level-up,swift,24,,
staryu,colosseum,level-up,bubble-beam,28,,
staryu,colosseum,level-up,minimize,33,,
staryu,colosseum,level-up,light-screen,37,,
staryu,colosseum,level-up,cosmic-power,42,,
staryu,colosseum,level-up,hydro-pump,46,,
staryu,colosseum,machine,surf,0,,
staryu,colosseum,machine,ice-beam,0,,
staryu,colosseum,machine,blizzard,0,,
staryu,colosseum,machine,thunderbolt,0,,
staryu,colosseum,machine,thunder,0,,
staryu,colosseum,machine,toxic,0,,
staryu,colosseum,machine,psychic,0,,
staryu,colosseum,machine,double-team,0,,
staryu,colosseum,machine,light-screen,0,,
staryu,colosseum,machine,reflect,0,,
staryu,colosseum,machine,waterfall,0,,
staryu,colosseum,machine,flash,0,,
staryu,colosseum,machine,rest,0,,
staryu,colosseum,machine,protect,0,,
staryu,colosseum,machine,return,0,,
staryu,colosseum,machine,frustration,0,,
staryu,colosseum,machine,hidden-power,0,,
staryu,colosseum,machine,rain-dance,0,,
staryu,colosseum,machine,hail,0,,
staryu,colosseum,machine,facade,0,,
staryu,colosseum,machine,secret-power,0,,
staryu,colosseum,machine,dive,0,,
staryu,colosseum,machine,water-pulse,0,,
staryu,xd,level-up,tackle,1,1,
staryu,xd,level-up,harden,1,2,
staryu,xd,level-up,water-gun,6,,
staryu,xd,level-up,rapid-spin,10,,
staryu,xd,level-up,recover,15,,
staryu,xd,level-up,camouflage,19,,
staryu,xd,level-up,swift,24,,
staryu,xd,level-up,bubble-beam,28,,
staryu,xd,level-up,minimize,33,,
staryu,xd,level-up,light-screen,37,,
staryu,xd,level-up,cosmic-power,42,,
staryu,xd,level-up,hydro-pump,46,,
staryu,xd,tutor,double-edge,0,,
staryu,xd,tutor,thunder-wave,0,,
staryu,xd,tutor,mimic,0,,
staryu,xd,tutor,substitute,0,,
staryu,xd,tutor,icy-wind,0,,
staryu,xd,tutor,swagger,0,,
staryu,xd,machine,surf,0,,
staryu,xd,machine,ice-beam,0,,
staryu,xd,machine,blizzard,0,,
staryu,xd,machine,thunderbolt,0,,
staryu,xd,machine,thunder,0,,
staryu,xd,machine,toxic,0,,
staryu,xd,machine,psychic,0,,
staryu,xd,machine,double-team,0,,
staryu,xd,machine,light-screen,0,,
staryu,xd,machine,reflect,0,,
staryu,xd,machine,waterfall,0,,
staryu,xd,machine,flash,0,,
staryu,xd,machine,rest,0,,
staryu,xd,machine,protect,0,,
staryu,xd,machine,return,0,,
staryu,xd,machine,frustration,0,,
staryu,xd,machine,hidden-power,0,,
staryu,xd,machine,rain-dance,0,,
staryu,xd,machine,hail,0,,
staryu,xd,machine,facade,0,,
staryu,xd,machine,secret-power,0,,
staryu,xd,machine,dive,0,,
staryu,xd,machine,water-pulse,0,,
starmie,colosseum,level-up,water-gun,1,1,
starmie,colosseum,level-up,recover,1,3,
starmie,colosseum,level-up,swift,1,4,
starmie,colosseum,level-up,rapid-spin,1,2,
starmie,colosseum,level-up,confuse-ray,33,,
starmie,colosseum,machine,surf,0,,
starmie,colosseum,machine,ice-beam,0,,
starmie,colosseum,machine,blizzard,0,,
starmie,colosseum,machine,hyper-beam,0,,
starmie,colosseum,machine,thunderbolt,0,,
starmie,colosseum,machine,thunder,0,,
starmie,colosseum,machine,toxic,0,,
starmie,colosseum,machine,psychic,0,,
starmie,colosseum,machine,double-team,0,,
starmie,colosseum,machine,light-screen,0,,
starmie,colosseum,machine,reflect,0,,
starmie,colosseum,machine,waterfall,0,,
starmie,colosseum,machine,flash,0,,
starmie,colosseum,machine,rest,0,,
starmie,colosseum,machine,protect,0,,
starmie,colosseum,machine,return,0,,
starmie,colosseum,machine,frustration,0,,
starmie,colosseum,machine,hidden-power,0,,
starmie,colosseum,machine,rain-dance,0,,
starmie,colosseum,machine,hail,0,,
starmie,colosseum,machine,facade,0,,
starmie,colosseum,machine,skill-swap,0,,
starmie,colosseum,machine,secret-power,0,,
starmie,colosseum,machine,dive,0,,
starmie,colosseum,machine,water-pulse,0,,
starmie,xd,level-up,water-gun,1,1,
starmie,xd,level-up,recover,1,3,
starmie,xd,level-up,swift,1,4,
starmie,xd,level-up,rapid-spin,1,2,
starmie,xd,level-up,confuse-ray,33,,
starmie,xd,tutor,double-edge,0,,
starmie,xd,tutor,thunder-wave,0,,
starmie,xd,tutor,mimic,0,,
starmie,xd,tutor,dream-eater,0,,
starmie,xd,tutor,substitute,0,,
starmie,xd,tutor,nightmare,0,,
starmie,xd,tutor,icy-wind,0,,
starmie,xd,tutor,swagger,0,,
starmie,xd,machine,surf,0,,
starmie,xd,machine,ice-beam,0,,
starmie,xd,machine,blizzard,0,,
starmie,xd,machine,hyper-beam,0,,
starmie,xd,machine,thunderbolt,0,,
starmie,xd,machine,thunder,0,,
starmie,xd,machine,toxic,0,,
starmie,xd,machine,psychic,0,,
starmie,xd,machine,double-team,0,,
starmie,xd,machine,light-screen,0,,
starmie,xd,machine,reflect,0,,
starmie,xd,machine,waterfall,0,,
starmie,xd,machine,flash,0,,
starmie,xd,machine,rest,0,,
starmie,xd,machine,protect,0,,
starmie,xd,machine,return,0,,
starmie,xd,machine,frustration,0,,
starmie,xd,machine,hidden-power,0,,
starmie,xd,machine,rain-dance,0,,
starmie,xd,machine,hail,0,,
starmie,xd,machine,facade,0,,
starmie,xd,machine,skill-swap,0,,
starmie,xd,machine,secret-power,0,,
starmie,xd,machine,dive,0,,
starmie,xd,machine,water-pulse,0,,
starmie,xd,xd-purification,waterfall,0,,
starmie,xd,xd-purification,refresh,0,,
starmie,xd,xd-purification,ice-beam,0,,
starmie,xd,xd-purification,recover,0,,
mr-mime,colosseum,level-up,barrier,1,,
mr-mime,colosseum,level-up,confusion,5,,
mr-mime,colosseum,level-up,substitute,9,,
mr-mime,colosseum,level-up,meditate,13,,
mr-mime,colosseum,level-up,double-slap,17,,
mr-mime,colosseum,level-up,light-screen,21,1,
mr-mime,colosseum,level-up,reflect,21,2,
mr-mime,colosseum,level-up,encore,25,,
mr-mime,colosseum,level-up,psybeam,29,,
mr-mime,colosseum,level-up,recycle,33,,
mr-mime,colosseum,level-up,trick,37,,
mr-mime,colosseum,level-up,role-play,41,,
mr-mime,colosseum,level-up,psychic,45,,
mr-mime,colosseum,level-up,baton-pass,49,,
mr-mime,colosseum,level-up,safeguard,53,,
mr-mime,colosseum,machine,hyper-beam,0,,
mr-mime,colosseum,machine,solar-beam,0,,
mr-mime,colosseum,machine,thunderbolt,0,,
mr-mime,colosseum,machine,thunder,0,,
mr-mime,colosseum,machine,toxic,0,,
mr-mime,colosseum,machine,psychic,0,,
mr-mime,colosseum,machine,double-team,0,,
mr-mime,colosseum,machine,light-screen,0,,
mr-mime,colosseum,machine,reflect,0,,
mr-mime,colosseum,machine,flash,0,,
mr-mime,colosseum,machine,rest,0,,
mr-mime,colosseum,machine,thief,0,,
mr-mime,colosseum,machine,protect,0,,
mr-mime,colosseum,machine,attract,0,,
mr-mime,colosseum,machine,return,0,,
mr-mime,colosseum,machine,frustration,0,,
mr-mime,colosseum,machine,safeguard,0,,
mr-mime,colosseum,machine,hidden-power,0,,
mr-mime,colosseum,machine,rain-dance,0,,
mr-mime,colosseum,machine,sunny-day,0,,
mr-mime,colosseum,machine,shadow-ball,0,,
mr-mime,colosseum,machine,torment,0,,
mr-mime,colosseum,machine,facade,0,,
mr-mime,colosseum,machine,focus-punch,0,,
mr-mime,colosseum,machine,taunt,0,,
mr-mime,colosseum,machine,brick-break,0,,
mr-mime,colosseum,machine,skill-swap,0,,
mr-mime,colosseum,machine,snatch,0,,
