id,evolved_species,trigger,version_group,is_default,trigger_item,minimum_level,gender,location,held_item,time_of_day,known_move,known_move_type,minimum_happiness,minimum_beauty,minimum_affection,relative_physical_stats,party_species,party_type,trade_species,needs_overworld_rain,turn_upside_down,needs_multiplayer,near_special_rock,region,base_form,evolved_form,used_move,minimum_move_count,minimum_steps,minimum_damage_taken
282,560,level-up,black-white,1,,39,,,,,,,,,,,,,,0,0,0,0,,,,,,,
283,563,level-up,black-white,1,,34,,,,,,,,,,,,,,0,0,0,0,,,,,,,
284,565,level-up,black-white,1,,37,,,,,,,,,,,,,,0,0,0,0,,,,,,,
285,567,level-up,black-white,1,,37,,,,,,,,,,,,,,0,0,0,0,,,,,,,
286,569,level-up,black-white,1,,36,,,,,,,,,,,,,,0,0,0,0,,,,,,,
287,571,level-up,black-white,1,,30,,,,,,,,,,,,,,0,0,0,0,,,,,,,
288,573,use-item,black-white,1,shiny-stone,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
289,575,level-up,black-white,1,,32,,,,,,,,,,,,,,0,0,0,0,,,,,,,
290,576,level-up,black-white,1,,41,,,,,,,,,,,,,,0,0,0,0,,,,,,,
291,578,level-up,black-white,1,,32,,,,,,,,,,,,,,0,0,0,0,,,,,,,
292,579,level-up,black-white,1,,41,,,,,,,,,,,,,,0,0,0,0,,,,,,,
293,581,level-up,black-white,1,,35,,,,,,,,,,,,,,0,0,0,0,,,,,,,
294,583,level-up,black-white,1,,35,,,,,,,,,,,,,,0,0,0,0,,,,,,,
295,584,level-up,black-white,1,,47,,,,,,,,,,,,,,0,0,0,0,,,,,,,
296,586,level-up,black-white,1,,34,,,,,,,,,,,,,,0,0,0,0,,,,,,,
297,589,trade,black-white,1,,,,,,,,,,,,,,,616,0,0,0,0,,,,,,,
298,591,level-up,black-white,1,,39,,,,,,,,,,,,,,0,0,0,0,,,,,,,
299,593,level-up,black-white,1,,40,,,,,,,,,,,,,,0,0,0,0,,,,,,,
300,596,level-up,black-white,1,,36,,,,,,,,,,,,,,0,0,0,0,,,,,,,
301,598,level-up,black-white,1,,40,,,,,,,,,,,,,,0,0,0,0,,,,,,,
302,600,level-up,black-white,1,,38,,,,,,,,,,,,,,0,0,0,0,,,,,,,
303,601,level-up,black-white,1,,49,,,,,,,,,,,,,,0,0,0,0,,,,,,,
304,603,level-up,black-white,1,,39,,,,,,,,,,,,,,0,0,0,0,,,,,,,
305,604,use-item,black-white,1,thunder-stone,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
306,606,level-up,black-white,1,,42,,,,,,,,,,,,,,0,0,0,0,,,,,,,
307,608,level-up,black-white,1,,41,,,,,,,,,,,,,,0,0,0,0,,,,,,,
308,609,use-item,black-white,1,dusk-stone,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
309,611,level-up,black-white,1,,38,,,,,,,,,,,,,,0,0,0,0,,,,,,,
310,612,level-up,black-white,1,,48,,,,,,,,,,,,,,0,0,0,0,,,,,,,
311,614,level-up,black-white,1,,37,,,,,,,,,,,,,,0,0,0,0,,,,,,,
312,617,trade,black-white,1,,,,,,,,,,,,,,,588,0,0,0,0,,,,,,,
313,620,level-up,black-white,1,,50,,,,,,,,,,,,,,0,0,0,0,,,,,,,
314,623,level-up,black-white,1,,43,,,,,,,,,,,,,,0,0,0,0,,,,,,,
315,625,level-up,black-white,1,,52,,,,,,,,,,,,,,0,0,0,0,,,,,,,
316,628,level-up,black-white,1,,54,,,,,,,,,,,,,,0,0,0,0,,,,,,,
317,630,level-up,black-white,1,,54,,,,,,,,,,,,,,0,0,0,0,,,,,,,
318,634,level-up,black-white,1,,50,,,,,,,,,,,,,,0,0,0,0,,,,,,,
319,635,level-up,black-white,1,,64,,,,,,,,,,,,,,0,0,0,0,,,,,,,
320,637,level-up,black-white,1,,59,,,,,,,,,,,,,,0,0,0,0,,,,,,,
321,350,trade,black-white,1,,,,,prism-scale,,,,,,,,,,,0,0,0,0,,,,,,,
322,462,level-up,black-white,0,,,,chargestone-cave,,,,,,,,,,,,0,0,0,0,,,,,,,
323,476,level-up,black-white,0,,,,chargestone-cave,,,,,,,,,,,,0,0,0,0,,,,,,,
324,470,level-up,black-white,0,,,,pinwheel-forest,,,,,,,,,,,,0,0,0,1,,eevee,,,,,
325,471,level-up,black-white,0,,,,twist-mountain,,,,,,,,,,,,0,0,0,1,,eevee,,,,,
327,683,trade,black-white,1,,,,,sachet,,,,,,,,,,,0,0,0,0,,,,,,,
328,662,level-up,x-y,1,,17,,,,,,,,,,,,,,0,0,0,0,,,,,,,
329,709,trade,x-y,1,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
330,663,level-up,x-y,1,,35,,,,,,,,,,,,,,0,0,0,0,,,,,,,
331,654,level-up,x-y,1,,16,,,,,,,,,,,,,,0,0,0,0,,,,,,,
332,687,level-up,x-y,1,,30,,,,,,,,,,,,,,0,1,0,0,,,,,,,
333,655,level-up,x-y,1,,36,,,,,,,,,,,,,,0,0,0,0,,,,,,,
334,651,level-up,x-y,1,,16,,,,,,,,,,,,,,0,0,0,0,,,,,,,
335,693,level-up,x-y,1,,37,,,,,,,,,,,,,,0,0,0,0,,,,,,,
336,652,level-up,x-y,1,,36,,,,,,,,,,,,,,0,0,0,0,,,,,,,
337,657,level-up,x-y,1,,16,,,,,,,,,,,,,,0,0,0,0,,,,,,,
338,658,level-up,x-y,1,,36,,,,,,,,,,,,,,0,0,0,0,,,,,,,
339,680,level-up,x-y,1,,35,,,,,,,,,,,,,,0,0,0,0,,,,,,,
340,705,level-up,x-y,1,,40,,,,,,,,,,,,,,0,0,0,0,,,,,,,
341,666,level-up,x-y,1,,12,,,,,,,,,,,,,,0,0,0,0,,,,,,,
342,665,level-up,x-y,1,,9,,,,,,,,,,,,,,0,0,0,0,,,,,,,
343,689,level-up,x-y,1,,39,,,,,,,,,,,,,,0,0,0,0,,,,,,,
344,711,trade,x-y,1,,,,,,,,,,,,,,,,0,0,0,0,,pumpkaboo-average,gourgeist-average,,,,
345,660,level-up,x-y,1,,20,,,,,,,,,,,,,,0,0,0,0,,,,,,,
346,670,level-up,x-y,1,,19,,,,,,,,,,,,,,0,0,0,0,,,,,,,
347,671,use-item,x-y,1,shiny-stone,,,,,,,,,,,,,,,0,0,0,0,,floette-red,,,,,
348,681,use-item,x-y,1,dusk-stone,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
349,675,level-up,x-y,1,,32,,,,,,,,,,,,dark,,0,0,0,0,,,,,,,
350,685,trade,x-y,1,,,,,whipped-dream,,,,,,,,,,,0,0,0,0,,,,,,,
351,691,level-up,x-y,1,,48,,,,,,,,,,,,,,0,0,0,0,,,,,,,
352,697,level-up,x-y,1,,39,,,,day,,,,,,,,,,0,0,0,0,,,,,,,
353,699,level-up,x-y,1,,39,,,,night,,,,,,,,,,0,0,0,0,,,,,,,
354,713,level-up,x-y,1,,37,,,,,,,,,,,,,,0,0,0,0,,,,,,,
355,695,use-item,x-y,1,sun-stone,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
356,668,level-up,x-y,1,,35,,,,,,,,,,,,,,0,0,0,0,,,,,,,
357,673,level-up,x-y,1,,32,,,,,,,,,,,,,,0,0,0,0,,,,,,,
358,706,level-up,x-y,1,,50,,,,,,,,,,,,,,1,0,0,0,,,,,,,
359,715,level-up,x-y,1,,48,,,,,,,,,,,,,,0,0,0,0,,,,,,,
360,678,level-up,x-y,1,,25,,,,,,,,,,,,,,0,0,0,0,,,,,,,
361,700,level-up,x-y,0,,,,,,,,fairy,,,2,,,,,0,0,0,0,,eevee,,,,,
362,462,level-up,x-y,0,,,,kalos-route-13,,,,,,,,,,,,0,0,0,0,,,,,,,
363,470,level-up,x-y,0,,,,kalos-route-20,,,,,,,,,,,,0,0,0,1,,eevee,,,,,
364,471,level-up,x-y,0,,,,frost-cavern,,,,,,,,,,,,0,0,0,1,,eevee,,,,,
365,476,level-up,x-y,0,,,,kalos-route-13,,,,,,,,,,,,0,0,0,0,,,,,,,
366,462,level-up,sun-moon,0,,,,blush-mountain,,,,,,,,,,,,0,0,0,0,,,,,,,
367,105,level-up,sun-moon,1,,28,,,,night,,,,,,,,,,0,0,0,0,alola,,furfrou-heart,,,,
368,462,level-up,sun-moon,0,,,,vast-poni-canyon,,,,,,,,,,,,0,0,0,0,,,,,,,
369,476,level-up,sun-moon,0,,,,blush-mountain,,,,,,,,,,,,0,0,0,0,,,,,,,
370,476,level-up,sun-moon,0,,,,vast-poni-canyon,,,,,,,,,,,,0,0,0,0,,,,,,,
371,738,level-up,sun-moon,0,,,,vast-poni-canyon,,,,,,,,,,,,0,0,0,0,,,,,,,
373,723,level-up,sun-moon,1,,17,,,,,,,,,,,,,,0,0,0,0,,,,,,,
374,724,level-up,sun-moon,1,,34,,,,,,,,,,,,,,0,0,0,0,,,,,,,
375,726,level-up,sun-moon,1,,17,,,,,,,,,,,,,,0,0,0,0,,,,,,,
376,727,level-up,sun-moon,1,,34,,,,,,,,,,,,,,0,0,0,0,,,,,,,
377,729,level-up,sun-moon,1,,17,,,,,,,,,,,,,,0,0,0,0,,,,,,,
378,730,level-up,sun-moon,1,,34,,,,,,,,,,,,,,0,0,0,0,,,,,,,
379,732,level-up,sun-moon,1,,14,,,,,,,,,,,,,,0,0,0,0,,,,,,,
380,733,level-up,sun-moon,1,,28,,,,,,,,,,,,,,0,0,0,0,,,,,,,
381,735,level-up,sun-moon,1,,20,,,,day,,,,,,,,,,0,0,0,0,,,,,,,
382,737,level-up,sun-moon,1,,20,,,,,,,,,,,,,,0,0,0,0,,,,,,,
383,738,level-up,sun-moon,0,,,,blush-mountain,,,,,,,,,,,,0,0,0,0,,,,,,,
384,740,level-up,sun-moon,0,,,,mount-lanakila,,,,,,,,,,,,0,0,0,0,,,,,,,
385,743,level-up,sun-moon,1,,25,,,,,,,,,,,,,,0,0,0,0,,,,,,,
386,745,level-up,sun-moon,1,,25,,,,day,,,,,,,,,,0,0,0,0,,rockruff,lycanroc-midday,,,,
387,745,level-up,sun-moon,1,,25,,,,night,,,,,,,,,,0,0,0,0,,rockruff,pumpkaboo-small,,,,
388,748,level-up,sun-moon,1,,38,,,,,,,,,,,,,,0,0,0,0,,,,,,,
389,750,level-up,sun-moon,1,,30,,,,,,,,,,,,,,0,0,0,0,,,,,,,
390,752,level-up,sun-moon,1,,22,,,,,,,,,,,,,,0,0,0,0,,,,,,,
391,754,level-up,sun-moon,1,,34,,,,day,,,,,,,,,,0,0,0,0,,,,,,,
392,756,level-up,sun-moon,1,,24,,,,,,,,,,,,,,0,0,0,0,,,,,,,
393,758,level-up,sun-moon,1,,33,female,,,,,,,,,,,,,0,0,0,0,,,,,,,
394,760,level-up,sun-moon,1,,27,,,,,,,,,,,,,,0,0,0,0,,,,,,,
395,762,level-up,sun-moon,1,,18,,,,,,,,,,,,,,0,0,0,0,,,,,,,
396,763,level-up,sun-moon,1,,,,,,,stomp,,,,,,,,,0,0,0,0,,,,,,,
397,768,level-up,sun-moon,1,,30,,,,,,,,,,,,,,0,0,0,0,,,,,,,
398,770,level-up,sun-moon,1,,42,,,,,,,,,,,,,,0,0,0,0,,,,,,,
399,773,level-up,sun-moon,1,,,,,,,,,160,,,,,,,0,0,0,0,,,,,,,
400,783,level-up,sun-moon,1,,35,,,,,,,,,,,,,,0,0,0,0,,,,,,,
401,784,level-up,sun-moon,1,,45,,,,,,,,,,,,,,0,0,0,0,,,,,,,
402,790,level-up,sun-moon,1,,43,,,,,,,,,,,,,,0,0,0,0,,,,,,,
403,791,level-up,sun-moon,1,,53,,,,,,,,,,,,,,0,0,0,0,,,,,,,
404,792,level-up,sun-moon,1,,53,,,,,,,,,,,,,,0,0,0,0,,,,,,,
405,804,level-up,ultra-sun-ultra-moon,1,,,,,,,dragon-pulse,,,,,,,,,0,0,0,0,,,,,,,
406,462,use-item,sword-shield,1,thunder-stone,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
407,470,use-item,sword-shield,1,leaf-stone,,,,,,,,,,,,,,,0,0,0,0,,eevee,,,,,
408,471,use-item,sword-shield,1,ice-stone,,,,,,,,,,,,,,,0,0,0,0,,eevee,,,,,
409,700,level-up,sword-shield,1,,,,,,,,fairy,160,,,,,,,0,0,0,0,,eevee,,,,,
410,738,use-item,sword-shield,1,thunder-stone,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
411,811,level-up,sword-shield,1,,16,,,,,,,,,,,,,,0,0,0,0,,,,,,,
412,812,level-up,sword-shield,1,,35,,,,,,,,,,,,,,0,0,0,0,,,,,,,
413,814,level-up,sword-shield,1,,16,,,,,,,,,,,,,,0,0,0,0,,,,,,,
414,815,level-up,sword-shield,1,,35,,,,,,,,,,,,,,0,0,0,0,,,,,,,
415,817,level-up,sword-shield,1,,16,,,,,,,,,,,,,,0,0,0,0,,,,,,,
416,818,level-up,sword-shield,1,,35,,,,,,,,,,,,,,0,0,0,0,,,,,,,
417,820,level-up,sword-shield,1,,24,,,,,,,,,,,,,,0,0,0,0,,,,,,,
418,822,level-up,sword-shield,1,,18,,,,,,,,,,,,,,0,0,0,0,,,,,,,
419,823,level-up,sword-shield,1,,38,,,,,,,,,,,,,,0,0,0,0,,,,,,,
420,825,level-up,sword-shield,1,,10,,,,,,,,,,,,,,0,0,0,0,,,,,,,
421,826,level-up,sword-shield,1,,30,,,,,,,,,,,,,,0,0,0,0,,,,,,,
422,828,level-up,sword-shield,1,,18,,,,,,,,,,,,,,0,0,0,0,,,,,,,
423,830,level-up,sword-shield,1,,20,,,,,,,,,,,,,,0,0,0,0,,,,,,,
424,832,level-up,sword-shield,1,,24,,,,,,,,,,,,,,0,0,0,0,,,,,,,
425,834,level-up,sword-shield,1,,22,,,,,,,,,,,,,,0,0,0,0,,,,,,,
426,836,level-up,sword-shield,1,,25,,,,,,,,,,,,,,0,0,0,0,,,,,,,
427,838,level-up,sword-shield,1,,18,,,,,,,,,,,,,,0,0,0,0,,,,,,,
428,839,level-up,sword-shield,1,,34,,,,,,,,,,,,,,0,0,0,0,,,,,,,
429,841,use-item,sword-shield,1,tart-apple,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
430,842,use-item,sword-shield,1,sweet-apple,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
431,844,level-up,sword-shield,1,,36,,,,,,,,,,,,,,0,0,0,0,,,,,,,
432,847,level-up,sword-shield,1,,26,,,,,,,,,,,,,,0,0,0,0,,,,,,,
433,849,level-up,sword-shield,1,,30,,,,,,,,,,,,,,0,0,0,0,,,,,,,
434,851,level-up,sword-shield,1,,28,,,,,,,,,,,,,,0,0,0,0,,,,,,,
435,853,level-up,sword-shield,1,,,,,,,taunt,,,,,,,,,0,0,0,0,,,,,,,
436,855,use-item,sword-shield,1,cracked-pot,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
437,857,level-up,sword-shield,1,,32,,,,,,,,,,,,,,0,0,0,0,,,,,,,
438,858,level-up,sword-shield,1,,42,,,,,,,,,,,,,,0,0,0,0,,,,,,,
439,860,level-up,sword-shield,1,,32,,,,,,,,,,,,,,0,0,0,0,,,,,,,
440,861,level-up,sword-shield,1,,42,,,,,,,,,,,,,,0,0,0,0,,,,,,,
441,869,spin,sword-shield,1,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
442,873,level-up,sword-shield,1,,,,,,night,,,160,,,,,,,0,0,0,0,,,,,,,
443,879,level-up,sword-shield,1,,34,,,,,,,,,,,,,,0,0,0,0,,,,,,,
444,886,level-up,sword-shield,1,,50,,,,,,,,,,,,,,0,0,0,0,,,,,,,
445,887,level-up,sword-shield,1,,60,,,,,,,,,,,,,,0,0,0,0,,,,,,,
446,892,tower-of-darkness,the-isle-of-armor,0,,,,,,,,,,,,,,,,0,0,0,0,,,urshifu-single-strike,,,,
447,892,tower-of-waters,the-isle-of-armor,0,,,,,,,,,,,,,,,,0,0,0,0,,,salamence-mega,,,,
448,28,use-item,the-isle-of-armor,1,ice-stone,,,,,,,,,,,,,,,0,0,0,0,,vivillon-ocean,vivillon-jungle,,,,
449,38,use-item,the-isle-of-armor,1,ice-stone,,,,,,,,,,,,,,,0,0,0,0,,flabebe-yellow,flabebe-orange,,,,
450,53,level-up,sun-moon,1,,,,,,,,,160,,,,,,,0,0,0,0,,floette-yellow,floette-orange,,,,
451,863,level-up,sword-shield,1,,28,,,,,,,,,,,,,,0,0,0,0,,vivillon-fancy,,,,,
452,80,use-item,the-isle-of-armor,1,galarica-cuff,,,,,,,,,,,,,,,0,0,0,0,,latias-mega,latios-mega,,,,
453,199,use-item,the-isle-of-armor,1,galarica-wreath,,,,,,,,,,,,,,,0,0,0,0,,latias-mega,sharpedo-mega,,,,
454,865,three-critical-hits,sword-shield,1,,,,,,,,,,,,,,,,0,0,0,0,,swampert-mega,,,,,
455,866,level-up,sword-shield,1,,42,,,,,,,,,,,,,,0,0,0,0,,sableye-mega,,,,,
456,864,level-up,sword-shield,1,,38,,,,,,,,,,,,,,0,0,0,0,,slowbro-mega,,,,,
457,862,level-up,sword-shield,1,,35,,,,night,,,,,,,,,,0,0,0,0,,pidgeot-mega,,,,,
458,555,use-item,sword-shield,1,ice-stone,,,,,,,,,,,,,,,0,0,0,0,,glalie-mega,diancie-mega,,,,
459,867,take-damage,sword-shield,1,,,,,,,,,,,,,,,,0,0,0,0,,kyogre-primal,,,,,49
460,745,level-up,sun-moon,1,,25,,,,dusk,,,,,,,,,,0,0,0,0,,gardevoir-mega,mawile-mega,,,,
461,20,level-up,sun-moon,1,,20,,,,night,,,,,,,,,,0,0,0,0,,vivillon-elegant,vivillon-modern,,,,
462,899,agile-style-move,legends-arceus,1,,,,,,,,,,,,,,,,0,0,0,0,,,,psyshield-bash,20,,
463,900,use-item,legends-arceus,1,black-augurite,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
464,901,use-item,legends-arceus,1,peat-block,,,,,full-moon,,,,,,,,,,0,0,0,0,,,,,,,
465,902,recoil-damage,legends-arceus,1,,,,,,,,,,,,,,,,0,0,0,0,,silvally-dark,,,,,294
466,903,level-up,legends-arceus,1,,,,,razor-claw,day,,,,,,,,,,0,0,0,0,,silvally-ground,,,,,
467,904,strong-style-move,legends-arceus,0,,,,,,,,,,,,,,,,0,0,0,0,,silvally-poison,,barb-barrage,20,,
468,907,level-up,scarlet-violet,1,,16,,,,,,,,,,,,,,0,0,0,0,,,,,,,
469,908,level-up,scarlet-violet,1,,36,,,,,,,,,,,,,,0,0,0,0,,,,,,,
470,910,level-up,scarlet-violet,1,,16,,,,,,,,,,,,,,0,0,0,0,,,,,,,
471,911,level-up,scarlet-violet,1,,36,,,,,,,,,,,,,,0,0,0,0,,,,,,,
472,913,level-up,scarlet-violet,1,,16,,,,,,,,,,,,,,0,0,0,0,,,,,,,
473,914,level-up,scarlet-violet,1,,36,,,,,,,,,,,,,,0,0,0,0,,,,,,,
474,916,level-up,scarlet-violet,1,,18,,,,,,,,,,,,,,0,0,0,0,,,,,,,
475,918,level-up,scarlet-violet,1,,15,,,,,,,,,,,,,,0,0,0,0,,,,,,,
476,920,level-up,scarlet-violet,1,,24,,,,,,,,,,,,,,0,0,0,0,,,,,,,
477,922,level-up,scarlet-violet,1,,18,,,,,,,,,,,,,,0,0,0,0,,,,,,,
478,923,level-up,scarlet-violet,1,,,,,,,,,,,,,,,,0,0,0,0,,,,,,1000,
479,925,other,scarlet-violet,1,,25,,,,,,,,,,,,,,0,0,0,0,,,,,,,
480,927,level-up,scarlet-violet,1,,26,,,,,,,,,,,,,,0,0,0,0,,,,,,,
481,929,level-up,scarlet-violet,1,,25,,,,,,,,,,,,,,0,0,0,0,,,,,,,
482,930,level-up,scarlet-violet,1,,35,,,,,,,,,,,,,,0,0,0,0,,,,,,,
483,933,level-up,scarlet-violet,1,,24,,,,,,,,,,,,,,0,0,0,0,,,,,,,
484,934,level-up,scarlet-violet,1,,38,,,,,,,,,,,,,,0,0,0,0,,,,,,,
485,936,use-item,scarlet-violet,1,auspicious-armor,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
486,937,use-item,scarlet-violet,1,malicious-armor,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
487,939,use-item,scarlet-violet,1,thunder-stone,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
488,941,level-up,scarlet-violet,1,,25,,,,,,,,,,,,,,0,0,0,0,,,,,,,
489,943,level-up,scarlet-violet,1,,30,,,,,,,,,,,,,,0,0,0,0,,,,,,,
490,945,level-up,scarlet-violet,1,,28,,,,,,,,,,,,,,0,0,0,0,,,,,,,
491,947,level-up,scarlet-violet,1,,,,,,,,,,,,,,,,0,0,0,0,,,,,,1000,
492,949,level-up,scarlet-violet,1,,30,,,,,,,,,,,,,,0,0,0,0,,,,,,,
493,952,use-item,scarlet-violet,1,fire-stone,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
494,954,level-up,scarlet-violet,1,,,,,,,,,,,,,,,,0,0,0,0,,,,,,1000,
495,956,level-up,scarlet-violet,1,,35,,,,,,,,,,,,,,0,0,0,0,,,,,,,
496,958,level-up,scarlet-violet,1,,24,,,,,,,,,,,,,,0,0,0,0,,,,,,,
497,959,level-up,scarlet-violet,1,,38,,,,,,,,,,,,,,0,0,0,0,,,,,,,
498,961,level-up,scarlet-violet,1,,26,,,,,,,,,,,,,,0,0,0,0,,,,,,,
499,964,level-up,scarlet-violet,1,,38,,,,,,,,,,,,,,0,0,1,0,,,,,,,
500,966,level-up,scarlet-violet,1,,40,,,,,,,,,,,,,,0,0,0,0,,,,,,,
501,970,level-up,scarlet-violet,1,,35,,,,,,,,,,,,,,0,0,0,0,,,,,,,
502,972,level-up,scarlet-violet,1,,30,,,,night,,,,,,,,,,0,0,0,0,,,,,,,
503,975,use-item,scarlet-violet,1,ice-stone,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
504,979,use-move,scarlet-violet,1,,,,,,,,,,,,,,,,0,0,0,0,,,,rage-fist,20,,
505,980,level-up,scarlet-violet,1,,20,,,,,,,,,,,,,,0,0,0,0,,minior-indigo-meteor,,,,,
506,981,level-up,scarlet-violet,1,,,,,,,twin-beam,,,,,,,,,0,0,0,0,,,,,,,
507,982,level-up,scarlet-violet,1,,,,,,,hyper-drill,,,,,,,,,0,0,0,0,,,,,,,
508,983,three-defeated-bisharp,scarlet-violet,1,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
509,997,level-up,scarlet-violet,1,,35,,,,,,,,,,,,,,0,0,0,0,,,,,,,
510,998,level-up,scarlet-violet,1,,54,,,,,,,,,,,,,,0,0,0,0,,,,,,,
511,1000,gimmighoul-coins,scarlet-violet,1,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
512,740,use-item,scarlet-violet,1,ice-stone,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
514,476,use-item,scarlet-violet,1,thunder-stone,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
515,904,level-up,scarlet-violet,1,,,,,,,barb-barrage,,,,,,,,,0,0,0,0,,silvally-poison,,,,,
516,904,use-move,legends-za,0,,,,,,,,,,,,,,,,0,0,0,0,,silvally-poison,,barb-barrage,20,,
517,26,use-item,sun-moon,1,thunder-stone,,,,,,,,,,,,,,,0,0,0,0,alola,pikachu,vivillon-sun,,,,
518,51,level-up,sun-moon,1,,26,,,,,,,,,,,,,,0,0,0,0,,flabebe-blue,flabebe-white,,,,
519,75,level-up,sun-moon,1,,25,,,,,,,,,,,,,,0,0,0,0,,floette-blue,floette-white,,,,
520,76,trade,sun-moon,1,,,,,,,,,,,,,,,,0,0,0,0,,floette-white,florges-yellow,,,,
521,89,level-up,sun-moon,1,,38,,,,,,,,,,,,,,0,0,0,0,,florges-orange,florges-blue,,,,
522,103,use-item,sun-moon,1,leaf-stone,,,,,,,,,,,,,,,0,0,0,0,alola,,florges-white,,,,
523,59,use-item,legends-arceus,1,fire-stone,,,,,,,,,,,,,,,0,0,0,0,,wishiwashi-school,lurantis-totem,,,,
524,101,use-item,legends-arceus,1,leaf-stone,,,,,,,,,,,,,,,0,0,0,0,,salazzle-totem,silvally-fighting,,,,
525,156,level-up,legends-arceus,0,,17,,,,,,,,,,,,,,0,0,0,0,hisui,,,,,,
526,157,level-up,legends-arceus,1,,36,,,,,,,,,,,,,,0,0,0,0,hisui,,silvally-flying,,,,
527,503,level-up,legends-arceus,1,,36,,,,,,,,,,,,,,0,0,0,0,hisui,,silvally-rock,,,,
528,549,use-item,legends-arceus,1,sun-stone,,,,,,,,,,,,,,,0,0,0,0,hisui,,silvally-bug,,,,
529,571,level-up,legends-arceus,1,,30,,,,,,,,,,,,,,0,0,0,0,,silvally-ghost,silvally-steel,,,,
530,628,level-up,legends-arceus,1,,54,,,,,,,,,,,,,,0,0,0,0,hisui,,silvally-fire,,,,
531,705,level-up,legends-arceus,1,,40,,,,,,,,,,,,,,0,0,0,0,hisui,,silvally-water,,,,
532,706,level-up,legends-arceus,1,,50,,,,,,,,,,,,,,1,0,0,0,,silvally-water,silvally-grass,,,,
533,713,level-up,legends-arceus,1,,37,,,,,,,,,,,,,,0,0,0,0,hisui,,silvally-electric,,,,
534,724,level-up,legends-arceus,1,,36,,,,,,,,,,,,,,0,0,0,0,hisui,,silvally-psychic,,,,
535,78,level-up,sword-shield,1,,40,,,,,,,,,,,,,,0,0,0,0,,vivillon-poke-ball,floette-eternal,,,,
536,110,level-up,sword-shield,1,,35,,,,,,,,,,,,,,0,0,0,0,galar,,sceptile-mega,,,,
537,122,level-up,sword-shield,1,,,,,,,mimic,,,,,,,,,0,0,0,0,galar,,sableye-mega,,,,
538,264,level-up,sword-shield,1,,20,,,,,,,,,,,,,,0,0,0,0,,steelix-mega,pidgeot-mega,,,,
539,892,use-item,scarlet-violet,1,scroll-of-darkness,,,,,,,,,,,,,,,0,0,0,0,,,urshifu-single-strike,,,,
540,892,use-item,scarlet-violet,1,scroll-of-waters,,,,,,,,,,,,,,,0,0,0,0,,,salamence-mega,,,,
541,1011,use-item,the-teal-mask,1,syrupy-apple,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
542,1018,use-item,the-indigo-disk,1,metal-alloy,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
543,1019,level-up,the-indigo-disk,1,,,,,,,dragon-cheer,,,,,,,,,0,0,0,0,,,,,,,
544,1013,use-item,the-teal-mask,1,unremarkable-teacup,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
545,1013,use-item,the-teal-mask,1,masterpiece-teacup,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
546,462,level-up,omega-ruby-alpha-sapphire,0,,,,new-mauville,,,,,,,,,,,,0,0,0,0,,,,,,,
547,476,level-up,omega-ruby-alpha-sapphire,0,,,,new-mauville,,,,,,,,,,,,0,0,0,0,,,,,,,
548,470,level-up,omega-ruby-alpha-sapphire,0,,,,petalburg-woods,,,,,,,,,,,,0,0,0,1,,eevee,,,,,
549,471,level-up,omega-ruby-alpha-sapphire,0,,,,shoal-cave,,,,,,,,,,,,0,0,0,1,,eevee,,,,,
550,470,level-up,sun-moon,0,,,,lush-jungle,,,,,,,,,,,,0,0,0,1,,eevee,,,,,
551,471,level-up,sun-moon,0,,,,mount-lanakila,,,,,,,,,,,,0,0,0,1,,eevee,,,,,
552,855,use-item,sword-shield,1,chipped-pot,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
553,350,level-up,omega-ruby-alpha-sapphire,0,,,,,,,,,,170,,,,,,0,0,0,0,,,,,,,
554,711,trade,x-y,1,,,,,,,,,,,,,,,,0,0,0,0,,unown-question,castform-snowy,,,,
555,711,trade,x-y,1,,,,,,,,,,,,,,,,0,0,0,0,,castform-sunny,deoxys-attack,,,,
