species,form,version_group,version,language,flavor_text
461,,legends-arceus,legends-arceus,en,"This species corners prey as a pack, under the guidance of
a leader. Weavile displays increased cunning, leading me to
speculate that its evolution caused further brain development."
462,,legends-arceus,legends-arceus,en,"I theorize that a special magnetic field influenced this Pokémon,
changing its molecular structure and causing it to evolve. It emits
strange radio waves toward space from its antenna."
463,,legends-arceus,legends-arceus,en,"Its tongue can extend and contract freely, and it is capable of
reaching lengths over 10 times Lickilicky's height. Beware of the
saliva, as it contains corrosive elements."
464,,legends-arceus,legends-arceus,en,"This Pokémon evolved through use of a curious item. Its rocklike
hide is composed of a mysterious substance and can withstand a
blow from a masterwork sword with nary a scratch."
465,,legends-arceus,legends-arceus,en,"Draped with long vines, it resembles a shrub in appearance.
It swings bundles of vines as though they were arms, wrapping
them around prey to ensnare them."
466,,legends-arceus,legends-arceus,en,"Its evolution was induced by an unusual item, and its electrical
output rises along with its heart rate. From its tails, it can
unleash an electric current measuring 20,000 volts."
467,,legends-arceus,legends-arceus,en,"Use of a strange item caused this Pokémon to evolve. Fireballs
launched from the ends of its tubelike arms are hot enough to
melt an iron pot in an instant."
468,,legends-arceus,legends-arceus,en,"Scant few have ever sighted this Pokémon. After studying what
literature remains, I am certain Togekiss will reveal itself when
peace reigns in the land."
469,,legends-arceus,legends-arceus,en,"Extremely violent. When hunting, it wastes none of its energy,
aiming only for prey's most vulnerable spots. Any who manage
to tame this Pokémon must be of incredible bravery."
470,,legends-arceus,legends-arceus,en,"Cells similar to those of plants have been found in its fur.
Its hard tail can fell a large tree with one stroke, and the tail's
sharpness exceeds even that of a sword crafted by a master."
471,,legends-arceus,legends-arceus,en,"Glaceon is able to lower its body temperature very quickly.
It freezes the atmosphere, creating diamond dust that glitters
like gems while it flutters and dances around."
472,,legends-arceus,legends-arceus,en,"It glides soundlessly on pitch-black wings and sinks sharp fangs
into the throat of its prey. It takes on a look of satisfaction once
it has entirely drained its prey of blood."
473,,legends-arceus,legends-arceus,en,"This species reached its zenith during the period known as the
ice age. I suspect that Hisui's frigid climate is in harmony with
Mamoswine's constitution, thus awakening hidden potential."
474,,legends-arceus,legends-arceus,en,"A curious item induced this evolution. The Pokémon's offensive
capabilities have greatly increased, but the strangeness of its
behavior has magnified in equal measure. This worries me."
475,,legends-arceus,legends-arceus,en,"The blades extending from its elbows are sharper than the
finest swords. Its swordsmanship, albeit self-taught, is
astonishingly impressive."
476,,legends-arceus,legends-arceus,en,"It is able to emit powerful magnetism, allowing it control over
the iron sand that forms its luscious mustache. Using this iron
sand, Probopass forms hard stones with which it smites its prey."
477,,legends-arceus,legends-arceus,en,"Comes to those whose lives have come to an end and escorts
their souls to the afterlife. Known to mistakenly take the souls of
those who yet have life left in them, albeit rarely."
478,,legends-arceus,legends-arceus,en,"A Pokémon inhabited by the soul of a woman who died bearing
a grudge in the snowy mountains. Legends of Froslass placing
deathly curses on misbehaving men send shivers down my spine."
479,,legends-arceus,legends-arceus,en,"This bizarre Pokémon appears to be a will-o'-the-wisp powered
by electricity. Be wary, as Rotom is both smart and mischievous."
480,,legends-arceus,legends-arceus,en,"A Pokémon feared but also respected for stealing away the
memories of evildoers. I have found records that suggest Uxie
holds dominion over knowledge."
481,,legends-arceus,legends-arceus,en,"Known as the Being of Emotion. In legend, this Pokémon was
feared, as any who showed disrespect would have their
emotions thrown into disarray."
482,,legends-arceus,legends-arceus,en,"The dreaded Being of Willpower. Legends tell of this Pokémon
manipulating the will of its adversaries and turning them into
puppets of its own."
483,,legends-arceus,legends-arceus,en,"This Pokémon is revered as a deity in Hisuian legend. The birth
of Dialga was what caused the vast river of time to begin
flowing in our world."
484,,legends-arceus,legends-arceus,en,"This Pokémon is feared as a deity in Hisuian legend. The birth
of Palkia was what caused the walls of our world to disappear,
creating a sky that spans for infinity."
485,,legends-arceus,legends-arceus,en,"Stories tell of this Pokémon being birthed from the boiling
magma within Mount Coronet. Its molten-steel body holds
many mysteries."
486,,legends-arceus,legends-arceus,en,"According to legend, Regigigas pulled landmasses together and
bound them with rope to create the continent of Hisui. Though I
have my doubts, the story could well contain a shred of truth."
487,,legends-arceus,legends-arceus,en,"There is one Hisuian verse that tells of a powerful light creating
a deep shadow. I imagine that this deep shadow is Giratina."
488,,legends-arceus,legends-arceus,en,"Cresselia is reminiscent of the crescent moon. It leaves a brilliant
line of light in its wake as it flies across the night sky. I daresay
it resembles the heavenly maiden who created the Milky Way."
489,,legends-arceus,legends-arceus,en,"Can be seen floating offshore during seasons when the seas are
warm. Its azure body blends in with the ocean waters—logic
suggests this is a defense mechanism against natural predators."
490,,legends-arceus,legends-arceus,en,"Rumored to migrate across the oceans and visit Hisui's coastal
waters only rarely. Although Manaphy resembles Phione, it is
also quite different. The relation between the two is unclear."
491,,legends-arceus,legends-arceus,en,"On a moonless night, a strange incident occurred in which every
one of a village's inhabitants suffered nightmares. The villagers
attested that Darkrai appeared before them in these nightmares."
492,,legends-arceus,legends-arceus,en,"When the turning of seasons brings the cruel winter to its end
and the joyous people give thanks to the heavens, Shaymin
appears and covers the withered land with flowers."
493,,legends-arceus,legends-arceus,en,"It is the heavenly fount from which pours the light that shines
across Hisui. Its luminance guides and protects all Pokémon.
Hisuian mythology states that Arceus is the creator of all things."
501,,legends-arceus,legends-arceus,en,"This Pokémon from the Unova region uses the shell on its belly
as a weapon to cut down its foes. Thus, I've conferred upon this
shell the name ”scalchop”."
502,,legends-arceus,legends-arceus,en,"Its exquisite double-scalchop technique is likely the result of
daily training, and it can send even masters of the blade fleeing
in defeat."
503,,legends-arceus,legends-arceus,en,"Hard of heart and deft of blade, this rare form of Samurott is
a product of the Pokémon's evolution in the region of Hisui. Its
turbulent blows crash into foes like ceaseless pounding waves."
548,,legends-arceus,legends-arceus,en,"The leaves on its head are highly valued for medicinal purposes.
Dry the leaves in the sun, boil them, and then drink the bitter
decoction for remarkably effective relief from fatigue."
549,,legends-arceus,legends-arceus,en,"I suspect that its well-developed legs are the result of a life
spent on mountains covered in deep snow. The scent it exudes
from its flower crown heartens those in proximity."
550,,legends-arceus,legends-arceus,en,"Though it differs from other Basculin in several respects,
including demeanor—this one is gentle—I have categorized
it as a regional form given the vast array of shared qualities."
570,,legends-arceus,legends-arceus,en,"A once-departed soul, returned to life in Hisui. Derives power
from resentment, which rises as energy atop its head and takes
on the forms of foes. In this way, Zorua vents lingering malice."
571,,legends-arceus,legends-arceus,en,"With its disheveled white fur, it looks like an embodiment of
death. Heedless of its own safety, Zoroark attacks its nemeses
with a bitter energy so intense, it lacerates Zoroark's own body."
627,,legends-arceus,legends-arceus,en,"Its chick-like looks belie its hotheadedness. It challenges its
parents at every opportunity, desperate to prove its strength."
628,,legends-arceus,legends-arceus,en,"Screaming a bloodcurdling battle cry, this huge and ferocious
bird Pokémon goes out on the hunt. It blasts lakes with shock
waves, then scoops up any prey that float to the water's surface."
641,,legends-arceus,legends-arceus,en,"This storm-stirring Pokémon is said to cause the seasons to
turn by whipping up the air. I suspect its humanlike form to be
a false one."
642,,legends-arceus,legends-arceus,en,"They say this wielder of electricity has waged war with its
nemesis, Tornadus, since time immemorial. The lightning bolts
it hurls pierce the very earth and enrich the soil."
645,,legends-arceus,legends-arceus,en,"When the incarnations of wind and of lightning clash, Landorus
arrives to quell the conflict. After the tempests and thunderbolts
abate, the land is sure to be blessed with bountiful harvests."
700,,legends-arceus,legends-arceus,en,"It emits a soothing aura from its ribbon-shaped organs. It wraps
these appendages around quarrelers to instantly restore calm to
the situation."
704,,legends-arceus,legends-arceus,en,"Goomy hides away in the shade of trees, where it's nice and
humid. If the slime coating its body dries out, the Pokémon
instantly becomes lethargic."
705,,legends-arceus,legends-arceus,en,"A creature given to melancholy. I suspect its metallic shell
developed as a result of the mucus on its skin reacting with
the iron in Hisui's water."
706,,legends-arceus,legends-arceus,en,"Able to freely control the hardness of its metallic shell.
It loathes solitude and is extremely clingy—it will fume and
run riot if those dearest to it ever leave its side."
712,,legends-arceus,legends-arceus,en,"Lives on mountains blanketed in perennial snow. It freezes water
vapor in the air to make the ice helmet that it dons for defense."
713,,legends-arceus,legends-arceus,en,"The armor of ice covering its lower jaw puts steel to shame and
can shatter rocks with ease. This Pokémon barrels along steep
mountain paths, cleaving through the deep snow."
722,,legends-arceus,legends-arceus,en,"Flies noiselessly on delicate wings. It has mastered the art of
deftly launching dagger-sharp feathers from those same wings."
723,,legends-arceus,legends-arceus,en,"Regularly basks in sunlight to gather power—presumably due to
the frigid climate. Nonetheless, the edges of the blade quills set
into its wings are keen as ever."
724,,legends-arceus,legends-arceus,en,"The air stored inside the rachises of Decidueye's feathers
insulates the Pokémon against Hisui's extreme cold. This is
firm proof that evolution can be influenced by environment."
899,,legends-arceus,legends-arceus,en,"The black orbs shine with an uncanny light when the Pokémon is
erecting invisible barriers. The fur shed from its beard retains
heat well and is a highly useful material for winter clothing."
900,,legends-arceus,legends-arceus,en,"A violent creature that fells towering trees with its crude axes
and shields itself with hard stone. If one should chance upon
this Pokémon in the wilds, one's only recourse is to flee."
901,,legends-arceus,legends-arceus,en,"I believe it was Hisui's swampy terrain that gave Ursaluna its
burly physique and newfound capacity to manipulate peat
at will."
902,,legends-arceus,legends-arceus,en,"Clads itself in the souls of comrades that perished before
fulfilling their goals of journeying upstream. No other species
throughout all Hisui's rivers is Basculegion's equal."
903,,legends-arceus,legends-arceus,en,"Because of Sneasler's virulent poison and daunting physical
prowess, no other species could hope to best it on the frozen
highlands. Preferring solitude, this species does not form packs."
904,,legends-arceus,legends-arceus,en,"Its lancelike spikes and savage temperament have earned it the
nickname ”sea fiend.” It slurps up poison to nourish itself."
905,,legends-arceus,legends-arceus,en,"When it flies to this land from across the sea, the bitter winter
comes to an end. According to legend, this Pokémon's love
gives rise to the budding of fresh life across Hisui."
59,arcanine-hisui,legends-arceus,legends-arceus,en,"Snaps at its foes with fangs cloaked in blazing flame. Despite its bulk, it deftly feints every which way, leading opponents on a deceptively merry chase as it all but dances around them."
713,avalugg-hisui,legends-arceus,legends-arceus,en,"The armor of ice covering its lower jaw puts steel to shame and can shatter rocks with ease. This Pokémon barrels along steep mountain paths, cleaving through the deep snow."
550,basculin-white-striped,legends-arceus,legends-arceus,en,"Though it differs from other Basculin in several respects, including demeanor—this one is gentle—I have categorized it as a regional form given the vast array of shared qualities."
628,braviary-hisui,legends-arceus,legends-arceus,en,"Screaming a bloodcurdling battle cry, this huge and ferocious bird Pokémon goes out on the hunt. It blasts lakes with shock waves, then scoops up any prey that float to the water's surface."
724,decidueye-hisui,legends-arceus,legends-arceus,en,The air stored inside the rachises of Decidueye's feathers insulates the Pokémon against Hisui's extreme cold. This is firm proof that evolution can be influenced by environment.
483,dialga-origin,legends-arceus,legends-arceus,en,Radiant light caused Dialga to take on a form bearing a striking resemblance to the creator Pokémon. Dialga now wields such colossal strength that one must conclude this is its true form.
101,electrode-hisui,legends-arceus,legends-arceus,en,"The tissue on the surface of its body is curiously similar in composition to an Apricorn. When irritated, this Pokémon lets loose an electric current equal to 20 lightning bolts."
905,enamorus-therian,legends-arceus,legends-arceus,en,"A different guise from its feminine humanoid form. From the clouds, it descends upon those who treat any form of life with disrespect and metes out wrathful, ruthless punishment."
487,giratina-origin,legends-arceus,legends-arceus,en,"Giratina loses its legs upon changing into this form. I believe this Pokémon must hail from a world where the heavens and the earth are as one, though I have no way of proving it."
706,goodra-hisui,legends-arceus,legends-arceus,en,Able to freely control the hardness of its metallic shell. It loathes solitude and is extremely clingy—it will fume and run riot if those dearest to it ever leave its side.
58,growlithe-hisui,legends-arceus,legends-arceus,en,They patrol their territory in pairs. I believe the igneous rock components in the fur of this species are the result of volcanic activity in its habitat.
645,landorus-therian,legends-arceus,legends-arceus,en,"Landorus soars through the sky in this form, bestowing plentiful harvests upon the land and earning the people's reverence. It can traverse the whole of Hisui in a mere couple of hours."
549,lilligant-hisui,legends-arceus,legends-arceus,en,I suspect that its well-developed legs are the result of a life spent on mountains covered in deep snow. The scent it exudes from its flower crown heartens those in proximity.
38,ninetales-alola,legends-arceus,legends-arceus,en,Dwells on sacred peaks perpetually covered in snow. Said to appear to virtuous people who have lost their way on mountain paths—it then guides them back down to the mountain's base.
484,palkia-origin,legends-arceus,legends-arceus,en,It soars across the sky in a form that greatly resembles the creator of all things. Perhaps this imitation of appearance is Palkia's strategy for gaining Arceus's powers.
211,qwilfish-hisui,legends-arceus,legends-arceus,en,"Fishers detest this troublesome Pokémon because it sprays poison from its spines, getting it everywhere. A different form of Qwilfish lives in other regions."
479,rotom-fan,legends-arceus,legends-arceus,en,"A form in which Rotom lurks within a mysterious contraption. The contraption's purpose is unknown. A bothersome Pokémon, causing trouble by stirring up powerful winds."
479,rotom-frost,legends-arceus,legends-arceus,en,"A form in which Rotom lurks within a bizarre cupboard. The cupboard's composition is unknown. A bothersome Pokémon, causing trouble by frosting everything over."
479,rotom-heat,legends-arceus,legends-arceus,en,"A form in which Rotom lurks within a strange cauldron. The cauldron's origin is unknown. A bothersome Pokémon, causing trouble with the flames it spits."
479,rotom-mow,legends-arceus,legends-arceus,en,"A form in which Rotom lurks within a misshapen wheelbarrow. The wheelbarrow's mechanisms are bizarre. It's a bothersome Pokémon, causing trouble by mowing down grass and trees."
479,rotom-wash,legends-arceus,legends-arceus,en,"A form in which Rotom lurks within an odd bureau. The bureau's purpose is unknown. A bothersome Pokémon, causing trouble by splashing cold water everywhere."
503,samurott-hisui,legends-arceus,legends-arceus,en,"Hard of heart and deft of blade, this rare form of Samurott is a product of the Pokémon's evolution in the region of Hisui. Its turbulent blows crash into foes like ceaseless pounding waves."
492,shaymin-sky,legends-arceus,legends-arceus,en,"Upon taking in the scent of a particular rare flower, Shaymin is enveloped in light, and its tiny body transforms. I took a whiff of the flower myself, but alas, my body remained unchanged."
705,sliggoo-hisui,legends-arceus,legends-arceus,en,A creature given to melancholy. I suspect its metallic shell developed as a result of the mucus on its skin reacting with the iron in Hisui's water.
215,sneasel-hisui,legends-arceus,legends-arceus,en,"Its sturdy, curved claws are ideal for traversing precipitous cliffs. From the tips of these claws drips a venom that infiltrates the nerves of any prey caught in Sneasel's grasp."
642,thundurus-therian,legends-arceus,legends-arceus,en,"Quick as a flash, it materializes out of nowhere. It pulverizes foes into nothingness with showers of devastatingly powerful lightning bolts launched from the string of orbs on its tail."
641,tornadus-therian,legends-arceus,legends-arceus,en,"An example of what is known as a “form change,” though I suspect this strange avian guise to be Tornadus's true form. Tornadus has been sighted crossing the ocean while in this form."
157,typhlosion-hisui,legends-arceus,legends-arceus,en,"Said to purify lost, forsaken souls with its flames and guide them to the afterlife. I believe its form has been influenced by the energy of the sacred mountain towering at Hisui's center."
100,voltorb-hisui,legends-arceus,legends-arceus,en,"An enigmatic Pokémon that happens to bear a resemblance to a Poké Ball. When excited, it discharges the electric current it has stored in its belly, then lets out a great, uproarious laugh."
37,vulpix-alola,legends-arceus,legends-arceus,en,These Pokémon live in packs in the snowy mountains and defend themselves with icy breath. I suspect this species changed its form to adapt to the frigid climate.
413,,legends-arceus,legends-arceus,en,"The cloak—fashioned from plant matter—has merged with the Pokémon and is now part of the body, like fur or skin. I suspect this fusion is an effect of the energy involved in evolution."
413,wormadam-sandy,legends-arceus,legends-arceus,en,"Its earthen skin is reasonably hard—it has no problem repelling a Starly's pecking, at least."
413,wormadam-trash,legends-arceus,legends-arceus,en,"Its body, composed of refuse, blends in to the scenery so much as to be inconspicuous. This seems to be the perfect way for the Pokémon to evade the detection of predators."
571,zoroark-hisui,legends-arceus,legends-arceus,en,"With its disheveled white fur, it looks like an embodiment of death. Heedless of its own safety, Zoroark attacks its nemeses with a bitter energy so intense, it lacerates Zoroark's own body."
570,zorua-hisui,legends-arceus,legends-arceus,en,"A once-departed soul, returned to life in Hisui. Derives power from resentment, which rises as energy atop its head and takes on the forms of foes. In this way, Zorua vents lingering malice."
