species,identifier,generation,evolves_from_species,evolution_chain_id,color,shape,habitat,gender_rate,percent_male,capture_rate,hatch_counter,has_gender_differences,growth_rate,forms_switchable,is_legendary,is_mythical,is_baby,is_ultra_beast,is_paradox,is_fossil,is_first_partner,origin_region,order,conquest_order
229,houndoom,2,228,118,black,quadruped,rough-terrain,4,50,45,20,1,slow,1,0,0,0,0,0,0,0,johto,262,
230,kingdra,2,117,54,blue,blob,sea,4,50,45,20,0,medium,0,0,0,0,0,0,0,0,johto,134,
231,phanpy,2,,119,blue,quadruped,rough-terrain,4,50,120,20,0,medium,0,0,0,0,0,0,0,0,johto,263,
232,donphan,2,231,119,gray,quadruped,rough-terrain,4,50,60,20,1,medium,0,0,0,0,0,0,0,0,johto,264,
233,porygon2,2,137,68,red,legs,urban,-1,,45,20,0,medium,0,0,0,0,0,0,0,0,johto,167,
234,stantler,2,,120,brown,quadruped,forest,4,50,45,20,0,slow,0,0,0,0,0,0,0,0,johto,265,
235,smeargle,2,,121,white,upright,urban,4,50,45,20,0,fast,0,0,0,0,0,0,0,0,johto,266,
236,tyrogue,2,,47,purple,humanoid,urban,0,100,75,25,0,medium,0,0,0,1,0,0,0,0,johto,115,
237,hitmontop,2,236,47,brown,upright,urban,0,100,45,25,0,medium,0,0,0,0,0,0,0,0,johto,118,
238,smoochum,2,,59,pink,humanoid,urban,8,0,45,25,0,medium,0,0,0,1,0,0,0,0,johto,143,
239,elekid,2,,60,yellow,humanoid,grassland,2,75,45,25,0,medium,0,0,0,1,0,0,0,0,johto,145,
240,magby,2,,61,red,upright,mountain,2,75,45,25,0,medium,0,0,0,1,0,0,0,0,johto,148,
241,miltank,2,,122,pink,upright,grassland,8,0,45,20,0,slow,0,0,0,0,0,0,0,0,johto,267,
242,blissey,2,113,51,pink,humanoid,urban,8,0,30,40,0,fast,0,0,0,0,0,0,0,0,johto,128,
243,raikou,2,,123,yellow,quadruped,grassland,-1,,3,80,0,slow,0,1,0,0,0,0,0,0,johto,268,
244,entei,2,,124,brown,quadruped,grassland,-1,,3,80,0,slow,0,1,0,0,0,0,0,0,johto,269,
245,suicune,2,,125,blue,quadruped,grassland,-1,,3,80,0,slow,0,1,0,0,0,0,0,0,johto,270,
246,larvitar,2,,126,green,upright,mountain,4,50,45,40,0,slow,0,0,0,0,0,0,0,0,johto,271,79
247,pupitar,2,246,126,gray,squiggle,mountain,4,50,45,40,0,slow,0,0,0,0,0,0,0,0,johto,272,80
248,tyranitar,2,247,126,green,upright,mountain,4,50,45,40,0,slow,1,0,0,0,0,0,0,0,johto,273,81
249,lugia,2,,127,white,wings,rare,-1,,3,120,0,slow,0,1,0,0,0,0,0,0,johto,274,
250,ho-oh,2,,128,red,wings,rare,-1,,3,120,0,slow,0,1,0,0,0,0,0,0,johto,275,
251,celebi,2,,129,green,humanoid,forest,-1,,45,120,0,medium-slow,0,0,1,0,0,0,0,0,johto,276,
252,treecko,3,,130,green,upright,forest,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,1,hoenn,277,130
253,grovyle,3,252,130,green,upright,forest,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,hoenn,278,131
254,sceptile,3,253,130,green,upright,forest,1,87.5,45,20,0,medium-slow,1,0,0,0,0,0,0,0,hoenn,279,132
255,torchic,3,,131,red,legs,grassland,1,87.5,45,20,1,medium-slow,0,0,0,0,0,0,0,1,hoenn,280,
256,combusken,3,255,131,red,upright,grassland,1,87.5,45,20,1,medium-slow,0,0,0,0,0,0,0,0,hoenn,281,
257,blaziken,3,256,131,red,upright,grassland,1,87.5,45,20,1,medium-slow,1,0,0,0,0,0,0,0,hoenn,282,
258,mudkip,3,,132,blue,quadruped,waters-edge,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,1,hoenn,283,
259,marshtomp,3,258,132,blue,upright,waters-edge,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,hoenn,284,
260,swampert,3,259,132,blue,upright,waters-edge,1,87.5,45,20,0,medium-slow,1,0,0,0,0,0,0,0,hoenn,285,
261,poochyena,3,,133,gray,quadruped,grassland,4,50,255,15,0,medium,0,0,0,0,0,0,0,0,hoenn,286,
262,mightyena,3,261,133,gray,quadruped,grassland,4,50,127,15,0,medium,0,0,0,0,0,0,0,0,hoenn,287,
263,zigzagoon,3,,134,brown,quadruped,grassland,4,50,255,15,0,medium,0,0,0,0,0,0,0,0,hoenn,288,
264,linoone,3,263,134,white,quadruped,grassland,4,50,90,15,0,medium,0,0,0,0,0,0,0,0,hoenn,289,
265,wurmple,3,,135,red,armor,forest,4,50,255,15,0,medium,0,0,0,0,0,0,0,0,hoenn,290,
266,silcoon,3,265,135,white,ball,forest,4,50,120,15,0,medium,0,0,0,0,0,0,0,0,hoenn,291,
267,beautifly,3,266,135,yellow,bug-wings,forest,4,50,45,15,1,medium,0,0,0,0,0,0,0,0,hoenn,292,
268,cascoon,3,265,135,purple,ball,forest,4,50,120,15,0,medium,0,0,0,0,0,0,0,0,hoenn,293,
269,dustox,3,268,135,green,bug-wings,forest,4,50,45,15,1,medium,0,0,0,0,0,0,0,0,hoenn,294,
270,lotad,3,,136,green,armor,waters-edge,4,50,255,15,0,medium-slow,0,0,0,0,0,0,0,0,hoenn,295,
271,lombre,3,270,136,green,humanoid,waters-edge,4,50,120,15,0,medium-slow,0,0,0,0,0,0,0,0,hoenn,296,
272,ludicolo,3,271,136,green,humanoid,waters-edge,4,50,45,15,1,medium-slow,0,0,0,0,0,0,0,0,hoenn,297,
273,seedot,3,,137,brown,legs,forest,4,50,255,15,0,medium-slow,0,0,0,0,0,0,0,0,hoenn,298,
274,nuzleaf,3,273,137,brown,humanoid,forest,4,50,120,15,1,medium-slow,0,0,0,0,0,0,0,0,hoenn,299,
275,shiftry,3,274,137,brown,humanoid,forest,4,50,45,15,1,medium-slow,0,0,0,0,0,0,0,0,hoenn,300,
276,taillow,3,,138,blue,wings,grassland,4,50,200,15,0,medium-slow,0,0,0,0,0,0,0,0,hoenn,301,
277,swellow,3,276,138,blue,wings,grassland,4,50,45,15,0,medium-slow,0,0,0,0,0,0,0,0,hoenn,302,
278,wingull,3,,139,white,wings,sea,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,hoenn,303,
279,pelipper,3,278,139,yellow,wings,sea,4,50,45,20,0,medium,0,0,0,0,0,0,0,0,hoenn,304,
280,ralts,3,,140,white,humanoid,urban,4,50,235,20,0,slow,0,0,0,0,0,0,0,0,hoenn,305,9
281,kirlia,3,280,140,white,humanoid,urban,4,50,120,20,0,slow,0,0,0,0,0,0,0,0,hoenn,306,10
282,gardevoir,3,281,140,white,humanoid,urban,4,50,45,20,0,slow,1,0,0,0,0,0,0,0,hoenn,307,11
283,surskit,3,,141,blue,armor,waters-edge,4,50,200,15,0,medium,0,0,0,0,0,0,0,0,hoenn,309,
284,masquerain,3,283,141,blue,bug-wings,waters-edge,4,50,75,15,0,medium,0,0,0,0,0,0,0,0,hoenn,310,
285,shroomish,3,,142,brown,legs,forest,4,50,255,15,0,fast-then-very-slow,0,0,0,0,0,0,0,0,hoenn,311,
286,breloom,3,285,142,green,upright,forest,4,50,90,15,0,fast-then-very-slow,0,0,0,0,0,0,0,0,hoenn,312,
287,slakoth,3,,143,brown,quadruped,forest,4,50,255,15,0,slow,0,0,0,0,0,0,0,0,hoenn,313,
288,vigoroth,3,287,143,white,upright,forest,4,50,120,15,0,slow,0,0,0,0,0,0,0,0,hoenn,314,
289,slaking,3,288,143,brown,humanoid,forest,4,50,45,15,0,slow,0,0,0,0,0,0,0,0,hoenn,315,
290,nincada,3,,144,gray,armor,forest,4,50,255,15,0,slow-then-very-fast,0,0,0,0,0,0,0,0,hoenn,316,
291,ninjask,3,290,144,yellow,bug-wings,forest,4,50,120,15,0,slow-then-very-fast,0,0,0,0,0,0,0,0,hoenn,317,
292,shedinja,3,290,144,brown,blob,forest,-1,,45,15,0,slow-then-very-fast,0,0,0,0,0,0,0,0,hoenn,318,
293,whismur,3,,145,pink,upright,cave,4,50,190,20,0,medium-slow,0,0,0,0,0,0,0,0,hoenn,319,
294,loudred,3,293,145,blue,upright,cave,4,50,120,20,0,medium-slow,0,0,0,0,0,0,0,0,hoenn,320,
295,exploud,3,294,145,blue,upright,cave,4,50,45,20,0,medium-slow,0,0,0,0,0,0,0,0,hoenn,321,
296,makuhita,3,,146,yellow,humanoid,mountain,2,75,180,20,0,fast-then-very-slow,0,0,0,0,0,0,0,0,hoenn,322,
297,hariyama,3,296,146,brown,humanoid,mountain,2,75,200,20,0,fast-then-very-slow,0,0,0,0,0,0,0,0,hoenn,323,
298,azurill,3,,90,blue,legs,waters-edge,6,25,150,10,0,fast,0,0,0,1,0,0,0,0,hoenn,211,
299,nosepass,3,,147,gray,humanoid,cave,4,50,255,20,0,medium,0,0,0,0,0,0,0,0,hoenn,324,
300,skitty,3,,148,pink,quadruped,forest,6,25,255,15,0,fast,0,0,0,0,0,0,0,0,hoenn,326,
301,delcatty,3,300,148,purple,quadruped,forest,6,25,60,15,0,fast,0,0,0,0,0,0,0,0,hoenn,327,
302,sableye,3,,149,purple,humanoid,cave,4,50,45,25,0,medium-slow,1,0,0,0,0,0,0,0,hoenn,328,
303,mawile,3,,150,black,humanoid,cave,4,50,45,20,0,fast,1,0,0,0,0,0,0,0,hoenn,329,
304,aron,3,,151,gray,quadruped,mountain,4,50,180,35,0,slow,0,0,0,0,0,0,0,0,hoenn,330,149
305,lairon,3,304,151,gray,quadruped,mountain,4,50,90,35,0,slow,0,0,0,0,0,0,0,0,hoenn,331,150
306,aggron,3,305,151,gray,upright,mountain,4,50,45,35,0,slow,1,0,0,0,0,0,0,0,hoenn,332,151
307,meditite,3,,152,blue,humanoid,mountain,4,50,180,20,1,medium,0,0,0,0,0,0,0,0,hoenn,333,
308,medicham,3,307,152,red,humanoid,mountain,4,50,90,20,1,medium,1,0,0,0,0,0,0,0,hoenn,334,
309,electrike,3,,153,green,quadruped,grassland,4,50,120,20,0,slow,0,0,0,0,0,0,0,0,hoenn,335,
310,manectric,3,309,153,yellow,quadruped,grassland,4,50,45,20,0,slow,1,0,0,0,0,0,0,0,hoenn,336,
311,plusle,3,,154,yellow,upright,grassland,4,50,200,20,0,medium,0,0,0,0,0,0,0,0,hoenn,337,
312,minun,3,,155,yellow,upright,grassland,4,50,200,20,0,medium,0,0,0,0,0,0,0,0,hoenn,338,
313,volbeat,3,,156,gray,upright,forest,0,100,150,15,0,slow-then-very-fast,0,0,0,0,0,0,0,0,hoenn,339,
314,illumise,3,,157,purple,humanoid,forest,8,0,150,15,0,fast-then-very-slow,0,0,0,0,0,0,0,0,hoenn,340,
315,roselia,3,406,158,green,humanoid,grassland,4,50,150,20,1,medium-slow,0,0,0,0,0,0,0,0,hoenn,342,
316,gulpin,3,,159,green,arms,grassland,4,50,225,20,1,fast-then-very-slow,0,0,0,0,0,0,0,0,hoenn,344,
317,swalot,3,316,159,purple,arms,grassland,4,50,75,20,1,fast-then-very-slow,0,0,0,0,0,0,0,0,hoenn,345,
318,carvanha,3,,160,red,fish,sea,4,50,225,20,0,slow,0,0,0,0,0,0,0,0,hoenn,346,
319,sharpedo,3,318,160,blue,fish,sea,4,50,60,20,0,slow,1,0,0,0,0,0,0,0,hoenn,347,
320,wailmer,3,,161,blue,fish,sea,4,50,125,40,0,fast-then-very-slow,0,0,0,0,0,0,0,0,hoenn,348,
321,wailord,3,320,161,blue,fish,sea,4,50,60,40,0,fast-then-very-slow,0,0,0,0,0,0,0,0,hoenn,349,
322,numel,3,,162,yellow,quadruped,mountain,4,50,255,20,1,medium,0,0,0,0,0,0,0,0,hoenn,350,
323,camerupt,3,322,162,red,quadruped,mountain,4,50,150,20,1,medium,1,0,0,0,0,0,0,0,hoenn,351,
324,torkoal,3,,163,brown,quadruped,mountain,4,50,90,20,0,medium,0,0,0,0,0,0,0,0,hoenn,352,
325,spoink,3,,164,black,arms,mountain,4,50,255,20,0,fast,0,0,0,0,0,0,0,0,hoenn,353,
326,grumpig,3,325,164,purple,upright,mountain,4,50,60,20,0,fast,0,0,0,0,0,0,0,0,hoenn,354,
327,spinda,3,,165,brown,upright,mountain,4,50,255,15,0,fast,0,0,0,0,0,0,0,0,hoenn,355,
328,trapinch,3,,166,brown,armor,rough-terrain,4,50,255,20,0,medium-slow,0,0,0,0,0,0,0,0,hoenn,356,
329,vibrava,3,328,166,green,bug-wings,rough-terrain,4,50,120,20,0,medium-slow,0,0,0,0,0,0,0,0,hoenn,357,
330,flygon,3,329,166,green,wings,rough-terrain,4,50,45,20,0,medium-slow,0,0,0,0,0,0,0,0,hoenn,358,
331,cacnea,3,,167,green,humanoid,rough-terrain,4,50,190,20,0,medium-slow,0,0,0,0,0,0,0,0,hoenn,359,
332,cacturne,3,331,167,green,humanoid,rough-terrain,4,50,60,20,1,medium-slow,0,0,0,0,0,0,0,0,hoenn,360,
333,swablu,3,,168,blue,wings,forest,4,50,255,20,0,slow-then-very-fast,0,0,0,0,0,0,0,0,hoenn,361,
334,altaria,3,333,168,blue,wings,forest,4,50,45,20,0,slow-then-very-fast,1,0,0,0,0,0,0,0,hoenn,362,
335,zangoose,3,,169,white,upright,grassland,4,50,90,20,0,slow-then-very-fast,0,0,0,0,0,0,0,0,hoenn,363,
336,seviper,3,,170,black,squiggle,grassland,4,50,90,20,0,fast-then-very-slow,0,0,0,0,0,0,0,0,hoenn,364,
337,lunatone,3,,171,yellow,ball,cave,-1,,45,25,0,fast,0,0,0,0,0,0,0,0,hoenn,365,
338,solrock,3,,172,red,ball,cave,-1,,45,25,0,fast,0,0,0,0,0,0,0,0,hoenn,366,
339,barboach,3,,173,gray,fish,waters-edge,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,hoenn,367,
340,whiscash,3,339,173,blue,fish,waters-edge,4,50,75,20,0,medium,0,0,0,0,0,0,0,0,hoenn,368,
341,corphish,3,,174,red,armor,waters-edge,4,50,205,15,0,fast-then-very-slow,0,0,0,0,0,0,0,0,hoenn,369,
342,crawdaunt,3,341,174,red,armor,waters-edge,4,50,155,15,0,fast-then-very-slow,0,0,0,0,0,0,0,0,hoenn,370,
343,baltoy,3,,175,brown,arms,rough-terrain,-1,,255,20,0,medium,0,0,0,0,0,0,0,0,hoenn,371,
344,claydol,3,343,175,black,arms,rough-terrain,-1,,90,20,0,medium,0,0,0,0,0,0,0,0,hoenn,372,
345,lileep,3,,176,purple,blob,sea,1,87.5,45,30,0,slow-then-very-fast,0,0,0,0,0,0,1,0,hoenn,373,
346,cradily,3,345,176,green,blob,sea,1,87.5,45,30,0,slow-then-very-fast,0,0,0,0,0,0,1,0,hoenn,374,
347,anorith,3,,177,gray,armor,waters-edge,1,87.5,45,30,0,slow-then-very-fast,0,0,0,0,0,0,1,0,hoenn,375,171
348,armaldo,3,347,177,gray,upright,waters-edge,1,87.5,45,30,0,slow-then-very-fast,0,0,0,0,0,0,1,0,hoenn,376,172
349,feebas,3,,178,brown,fish,waters-edge,4,50,255,20,0,slow-then-very-fast,0,0,0,0,0,0,0,0,hoenn,377,
350,milotic,3,349,178,pink,squiggle,waters-edge,4,50,60,20,1,slow-then-very-fast,0,0,0,0,0,0,0,0,hoenn,378,
351,castform,3,,179,gray,ball,grassland,4,50,45,25,0,medium,1,0,0,0,0,0,0,0,hoenn,379,
352,kecleon,3,,180,green,upright,forest,4,50,200,20,0,medium-slow,0,0,0,0,0,0,0,0,hoenn,380,
353,shuppet,3,,181,black,ball,urban,4,50,225,25,0,fast,0,0,0,0,0,0,0,0,hoenn,381,
354,banette,3,353,181,black,upright,urban,4,50,45,25,0,fast,1,0,0,0,0,0,0,0,hoenn,382,
355,duskull,3,,182,black,arms,forest,4,50,190,25,0,fast,0,0,0,0,0,0,0,0,hoenn,383,69
356,dusclops,3,355,182,black,humanoid,forest,4,50,90,25,0,fast,0,0,0,0,0,0,0,0,hoenn,384,70
357,tropius,3,,183,green,quadruped,forest,4,50,200,25,0,slow,0,0,0,0,0,0,0,0,hoenn,386,
358,chimecho,3,433,184,blue,arms,grassland,4,50,45,25,0,fast,0,0,0,0,0,0,0,0,hoenn,388,53
359,absol,3,,185,white,quadruped,mountain,4,50,30,25,0,medium-slow,1,0,0,0,0,0,0,0,hoenn,389,
360,wynaut,3,,100,blue,upright,cave,4,50,125,20,0,medium,0,0,0,1,0,0,0,0,hoenn,232,
361,snorunt,3,,186,gray,humanoid,cave,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,hoenn,390,93
362,glalie,3,361,186,gray,ball,cave,4,50,75,20,0,medium,1,0,0,0,0,0,0,0,hoenn,391,94
363,spheal,3,,187,blue,fish,sea,4,50,255,20,0,medium-slow,0,0,0,0,0,0,0,0,hoenn,393,60
364,sealeo,3,363,187,blue,fish,sea,4,50,120,20,0,medium-slow,0,0,0,0,0,0,0,0,hoenn,394,61
365,walrein,3,364,187,blue,quadruped,sea,4,50,45,20,0,medium-slow,0,0,0,0,0,0,0,0,hoenn,395,62
366,clamperl,3,,188,blue,ball,sea,4,50,255,20,0,slow-then-very-fast,0,0,0,0,0,0,0,0,hoenn,396,
367,huntail,3,366,188,blue,squiggle,sea,4,50,60,20,0,slow-then-very-fast,0,0,0,0,0,0,0,0,hoenn,397,
368,gorebyss,3,366,188,pink,squiggle,sea,4,50,60,20,0,slow-then-very-fast,0,0,0,0,0,0,0,0,hoenn,398,
369,relicanth,3,,189,gray,fish,sea,1,87.5,25,40,1,slow,0,0,0,0,0,0,0,0,hoenn,399,
370,luvdisc,3,,190,pink,fish,sea,6,25,225,20,0,fast,0,0,0,0,0,0,0,0,hoenn,400,
371,bagon,3,,191,blue,humanoid,rough-terrain,4,50,45,40,0,slow,0,0,0,0,0,0,0,0,hoenn,401,
372,shelgon,3,371,191,white,quadruped,rough-terrain,4,50,45,40,0,slow,0,0,0,0,0,0,0,0,hoenn,402,
373,salamence,3,372,191,blue,quadruped,rough-terrain,4,50,45,40,0,slow,1,0,0,0,0,0,0,0,hoenn,403,
374,beldum,3,,192,blue,blob,rough-terrain,-1,,3,40,0,slow,0,0,0,0,0,0,0,0,hoenn,404,82
375,metang,3,374,192,blue,arms,rough-terrain,-1,,3,40,0,slow,0,0,0,0,0,0,0,0,hoenn,405,83
376,metagross,3,375,192,blue,heads,rough-terrain,-1,,3,40,0,slow,1,0,0,0,0,0,0,0,hoenn,406,84
377,regirock,3,,193,brown,humanoid,cave,-1,,3,80,0,slow,0,1,0,0,0,0,0,0,hoenn,407,
378,regice,3,,194,blue,humanoid,cave,-1,,3,80,0,slow,0,1,0,0,0,0,0,0,hoenn,408,
379,registeel,3,,195,gray,humanoid,cave,-1,,3,80,0,slow,0,1,0,0,0,0,0,0,hoenn,409,193
380,latias,3,,196,red,wings,waters-edge,8,0,3,120,0,slow,1,1,0,0,0,0,0,0,hoenn,410,
381,latios,3,,197,blue,wings,waters-edge,0,100,3,120,0,slow,1,1,0,0,0,0,0,0,hoenn,411,
382,kyogre,3,,198,blue,fish,sea,-1,,3,120,0,slow,1,1,0,0,0,0,0,0,hoenn,412,
383,groudon,3,,199,red,upright,rough-terrain,-1,,3,120,0,slow,1,1,0,0,0,0,0,0,hoenn,413,194
384,rayquaza,3,,200,green,squiggle,rare,-1,,45,120,0,slow,1,1,0,0,0,0,0,0,hoenn,414,200
385,jirachi,3,,201,yellow,humanoid,mountain,-1,,3,120,0,slow,0,0,1,0,0,0,0,0,hoenn,415,
386,deoxys,3,,202,red,humanoid,rare,-1,,3,120,0,slow,1,0,1,0,0,0,0,0,hoenn,416,
387,turtwig,4,,203,green,quadruped,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,1,sinnoh,417,
388,grotle,4,387,203,green,quadruped,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,sinnoh,418,
389,torterra,4,388,203,green,quadruped,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,sinnoh,419,
390,chimchar,4,,204,brown,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,1,sinnoh,420,115
391,monferno,4,390,204,brown,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,sinnoh,421,116
392,infernape,4,391,204,brown,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,sinnoh,422,117
393,piplup,4,,205,blue,humanoid,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,1,sinnoh,423,133
394,prinplup,4,393,205,blue,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,sinnoh,424,134
395,empoleon,4,394,205,blue,upright,,1,87.5,45,20,0,medium-slow,0,0,0,0,0,0,0,0,sinnoh,425,135
396,starly,4,,206,brown,wings,,4,50,255,15,1,medium-slow,0,0,0,0,0,0,0,0,sinnoh,426,26
397,staravia,4,396,206,brown,wings,,4,50,120,15,1,medium-slow,0,0,0,0,0,0,0,0,sinnoh,427,27
398,staraptor,4,397,206,brown,wings,,4,50,45,15,1,medium-slow,0,0,0,0,0,0,0,0,sinnoh,428,28
399,bidoof,4,,207,brown,quadruped,,4,50,255,15,1,medium,0,0,0,0,0,0,0,0,sinnoh,429,29
400,bibarel,4,399,207,brown,upright,,4,50,127,15,1,medium,0,0,0,0,0,0,0,0,sinnoh,430,30
401,kricketot,4,,208,red,humanoid,,4,50,255,15,1,medium-slow,0,0,0,0,0,0,0,0,sinnoh,431,
402,kricketune,4,401,208,red,bug-wings,,4,50,45,15,1,medium-slow,0,0,0,0,0,0,0,0,sinnoh,432,
403,shinx,4,,209,blue,quadruped,,4,50,235,20,1,medium-slow,0,0,0,0,0,0,0,0,sinnoh,433,34
404,luxio,4,403,209,blue,quadruped,,4,50,120,20,1,medium-slow,0,0,0,0,0,0,0,0,sinnoh,434,35
405,luxray,4,404,209,blue,quadruped,,4,50,45,20,1,medium-slow,0,0,0,0,0,0,0,0,sinnoh,435,36
406,budew,4,,158,green,humanoid,,4,50,255,20,0,medium-slow,0,0,0,1,0,0,0,0,sinnoh,341,
407,roserade,4,315,158,green,humanoid,,4,50,75,20,1,medium-slow,0,0,0,0,0,0,0,0,sinnoh,343,
408,cranidos,4,,211,blue,upright,,1,87.5,45,30,0,slow-then-very-fast,0,0,0,0,0,0,1,0,sinnoh,436,
409,rampardos,4,408,211,blue,upright,,1,87.5,45,30,0,slow-then-very-fast,0,0,0,0,0,0,1,0,sinnoh,437,
410,shieldon,4,,212,gray,quadruped,,1,87.5,45,30,0,slow-then-very-fast,0,0,0,0,0,0,1,0,sinnoh,438,163
411,bastiodon,4,410,212,gray,quadruped,,1,87.5,45,30,0,slow-then-very-fast,0,0,0,0,0,0,1,0,sinnoh,439,164
412,burmy,4,,213,green,blob,,4,50,120,15,0,medium,1,0,0,0,0,0,0,0,sinnoh,440,
413,wormadam,4,412,213,green,blob,,8,0,45,15,0,medium,0,0,0,0,0,0,0,0,sinnoh,441,
414,mothim,4,412,213,yellow,bug-wings,,0,100,45,15,0,medium,0,0,0,0,0,0,0,0,sinnoh,442,
415,combee,4,,214,yellow,heads,,1,87.5,120,15,1,medium-slow,0,0,0,0,0,0,0,0,sinnoh,443,
416,vespiquen,4,415,214,yellow,bug-wings,,8,0,45,15,0,medium-slow,0,0,0,0,0,0,0,0,sinnoh,444,
417,pachirisu,4,,215,white,quadruped,,4,50,200,10,1,medium,0,0,0,0,0,0,0,0,sinnoh,445,
418,buizel,4,,216,brown,quadruped,,4,50,190,20,1,medium,0,0,0,0,0,0,0,0,sinnoh,446,
419,floatzel,4,418,216,brown,quadruped,,4,50,75,20,1,medium,0,0,0,0,0,0,0,0,sinnoh,447,
420,cherubi,4,,217,pink,heads,,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,sinnoh,448,
421,cherrim,4,420,217,purple,legs,,4,50,75,20,0,medium,1,0,0,0,0,0,0,0,sinnoh,449,
422,shellos,4,,218,purple,squiggle,,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,sinnoh,450,
423,gastrodon,4,422,218,purple,squiggle,,4,50,75,20,0,medium,0,0,0,0,0,0,0,0,sinnoh,451,
424,ambipom,4,190,93,purple,upright,,4,50,45,20,1,fast,0,0,0,0,0,0,0,0,sinnoh,220,
425,drifloon,4,,219,purple,arms,,4,50,125,30,0,fast-then-very-slow,0,0,0,0,0,0,0,0,sinnoh,452,167
426,drifblim,4,425,219,purple,arms,,4,50,60,30,0,fast-then-very-slow,0,0,0,0,0,0,0,0,sinnoh,453,168
427,buneary,4,,220,brown,upright,,4,50,190,20,0,medium,0,0,0,0,0,0,0,0,sinnoh,454,
428,lopunny,4,427,220,brown,upright,,4,50,60,20,0,medium,1,0,0,0,0,0,0,0,sinnoh,455,
429,mismagius,4,200,98,purple,ball,,4,50,45,25,0,fast,0,0,0,0,0,0,0,0,sinnoh,230,184
430,honchkrow,4,198,97,black,wings,,4,50,30,20,0,medium-slow,0,0,0,0,0,0,0,0,sinnoh,228,
431,glameow,4,,221,gray,quadruped,,6,25,190,20,0,fast,0,0,0,0,0,0,0,0,sinnoh,456,
432,purugly,4,431,221,gray,quadruped,,6,25,75,20,0,fast,0,0,0,0,0,0,0,0,sinnoh,457,
433,chingling,4,,184,yellow,humanoid,,4,50,120,25,0,fast,0,0,0,1,0,0,0,0,sinnoh,387,52
434,stunky,4,,223,purple,quadruped,,4,50,225,20,0,medium,0,0,0,0,0,0,0,0,sinnoh,458,
435,skuntank,4,434,223,purple,quadruped,,4,50,60,20,0,medium,0,0,0,0,0,0,0,0,sinnoh,459,
436,bronzor,4,,224,green,ball,,-1,,255,20,0,medium,0,0,0,0,0,0,0,0,sinnoh,460,
437,bronzong,4,436,224,green,arms,,-1,,90,20,0,medium,0,0,0,0,0,0,0,0,sinnoh,461,
438,bonsly,4,,91,brown,legs,,4,50,255,20,0,medium,0,0,0,1,0,0,0,0,sinnoh,214,
439,mime-jr,4,,57,pink,humanoid,,4,50,145,25,0,medium,0,0,0,1,0,0,0,0,sinnoh,139,
440,happiny,4,,51,pink,humanoid,,8,0,130,40,0,fast,0,0,0,1,0,0,0,0,sinnoh,126,
441,chatot,4,,228,black,wings,,4,50,30,20,0,medium-slow,0,0,0,0,0,0,0,0,sinnoh,462,
442,spiritomb,4,,229,purple,blob,,4,50,100,30,0,medium,0,0,0,0,0,0,0,0,sinnoh,463,187
443,gible,4,,230,blue,upright,,4,50,45,40,1,slow,0,0,0,0,0,0,0,0,sinnoh,464,85
444,gabite,4,443,230,blue,upright,,4,50,45,40,1,slow,0,0,0,0,0,0,0,0,sinnoh,465,86
445,garchomp,4,444,230,blue,upright,,4,50,45,40,1,slow,1,0,0,0,0,0,0,0,sinnoh,466,87
446,munchlax,4,,72,black,humanoid,,1,87.5,50,40,0,slow,0,0,0,1,0,0,0,0,sinnoh,174,178
447,riolu,4,,232,blue,upright,,1,87.5,75,25,0,medium-slow,0,0,0,1,0,0,0,0,sinnoh,467,50
448,lucario,4,447,232,blue,upright,,1,87.5,45,25,0,medium-slow,1,0,0,0,0,0,0,0,sinnoh,468,51
449,hippopotas,4,,233,brown,quadruped,,4,50,140,30,1,slow,0,0,0,0,0,0,0,0,sinnoh,469,
450,hippowdon,4,449,233,brown,quadruped,,4,50,60,30,1,slow,0,0,0,0,0,0,0,0,sinnoh,470,
451,skorupi,4,,234,purple,armor,,4,50,120,20,0,slow,0,0,0,0,0,0,0,0,sinnoh,471,156
452,drapion,4,451,234,purple,armor,,4,50,45,20,0,slow,0,0,0,0,0,0,0,0,sinnoh,472,157
453,croagunk,4,,235,blue,humanoid,,4,50,140,10,1,medium,0,0,0,0,0,0,0,0,sinnoh,473,88
454,toxicroak,4,453,235,blue,humanoid,,4,50,75,20,1,medium,0,0,0,0,0,0,0,0,sinnoh,474,89
