item,generation,game_index
mental-herb,7,219
mental-herb,8,219
mental-herb,9,219
choice-band,3,186
choice-band,4,220
choice-band,5,220
choice-band,6,220
choice-band,7,220
choice-band,8,220
choice-band,9,220
kings-rock,2,82
kings-rock,2,221
kings-rock,3,187
kings-rock,4,221
kings-rock,5,221
kings-rock,6,221
kings-rock,7,221
kings-rock,8,221
kings-rock,9,221
silver-powder,2,88
silver-powder,3,188
silver-powder,4,222
silver-powder,5,222
silver-powder,6,222
silver-powder,7,222
silver-powder,8,222
silver-powder,9,222
amulet-coin,2,91
amulet-coin,3,189
amulet-coin,4,223
amulet-coin,5,223
amulet-coin,6,223
amulet-coin,7,223
amulet-coin,8,223
amulet-coin,9,223
cleanse-tag,2,94
cleanse-tag,3,190
cleanse-tag,4,224
cleanse-tag,5,224
cleanse-tag,6,224
cleanse-tag,7,224
cleanse-tag,8,224
cleanse-tag,9,224
soul-dew,3,191
soul-dew,4,225
soul-dew,5,225
soul-dew,6,225
soul-dew,7,225
soul-dew,8,225
soul-dew,9,225
deep-sea-tooth,3,192
deep-sea-tooth,4,226
deep-sea-tooth,5,226
deep-sea-tooth,5,227
deep-sea-tooth,6,226
deep-sea-tooth,7,226
deep-sea-tooth,8,226
deep-sea-tooth,9,226
deep-sea-scale,3,193
deep-sea-scale,4,227
deep-sea-scale,5,227
deep-sea-scale,6,227
deep-sea-scale,7,227
deep-sea-scale,8,227
deep-sea-scale,9,227
smoke-ball,2,106
smoke-ball,3,194
smoke-ball,4,228
smoke-ball,5,228
smoke-ball,6,228
smoke-ball,7,228
smoke-ball,8,228
smoke-ball,9,228
everstone,2,112
everstone,3,195
everstone,4,229
everstone,5,229
everstone,6,229
everstone,7,229
everstone,8,229
everstone,9,229
focus-band,2,119
focus-band,3,196
focus-band,4,230
focus-band,5,230
focus-band,6,230
focus-band,7,230
focus-band,8,230
focus-band,9,230
lucky-egg,2,126
lucky-egg,3,197
lucky-egg,4,231
lucky-egg,5,231
lucky-egg,6,231
lucky-egg,7,231
lucky-egg,8,231
lucky-egg,9,231
scope-lens,2,140
scope-lens,3,198
scope-lens,4,232
scope-lens,5,232
scope-lens,6,232
scope-lens,7,232
scope-lens,8,232
scope-lens,9,232
metal-coat,2,143
metal-coat,3,199
metal-coat,4,233
metal-coat,5,233
metal-coat,6,233
metal-coat,7,233
metal-coat,8,233
metal-coat,9,233
leftovers,2,146
leftovers,3,200
leftovers,4,234
leftovers,5,234
leftovers,6,234
leftovers,7,234
leftovers,8,234
leftovers,9,234
dragon-scale,2,151
dragon-scale,3,201
dragon-scale,4,235
dragon-scale,5,235
dragon-scale,6,235
dragon-scale,7,235
dragon-scale,8,235
dragon-scale,9,235
light-ball,2,163
light-ball,3,202
light-ball,4,236
light-ball,5,236
light-ball,6,236
light-ball,7,236
light-ball,8,236
light-ball,9,236
soft-sand,2,76
soft-sand,3,203
soft-sand,4,237
soft-sand,5,237
soft-sand,6,237
soft-sand,7,237
soft-sand,8,237
soft-sand,9,237
hard-stone,2,125
hard-stone,3,204
hard-stone,4,238
hard-stone,5,238
hard-stone,6,238
hard-stone,7,238
hard-stone,8,238
hard-stone,9,238
miracle-seed,2,117
miracle-seed,3,205
miracle-seed,4,239
miracle-seed,5,239
miracle-seed,6,239
miracle-seed,7,239
miracle-seed,8,239
miracle-seed,9,239
black-glasses,2,102
black-glasses,3,206
black-glasses,4,240
black-glasses,5,240
black-glasses,6,240
black-glasses,7,240
black-glasses,8,240
black-glasses,9,240
black-belt,2,98
black-belt,3,207
black-belt,4,241
black-belt,5,241
black-belt,6,241
black-belt,7,241
black-belt,8,241
black-belt,9,241
magnet,2,108
magnet,3,208
magnet,4,242
magnet,5,242
magnet,6,242
magnet,7,242
magnet,8,242
magnet,9,242
mystic-water,2,95
mystic-water,3,209
mystic-water,4,243
mystic-water,5,243
mystic-water,6,243
mystic-water,7,243
mystic-water,8,243
mystic-water,9,243
sharp-beak,2,77
sharp-beak,3,210
sharp-beak,4,244
sharp-beak,5,244
sharp-beak,6,244
sharp-beak,7,244
sharp-beak,8,244
sharp-beak,9,244
poison-barb,2,81
poison-barb,3,211
poison-barb,4,245
poison-barb,5,245
poison-barb,6,245
poison-barb,7,245
poison-barb,8,245
poison-barb,9,245
never-melt-ice,2,107
never-melt-ice,3,212
never-melt-ice,4,246
never-melt-ice,5,246
never-melt-ice,6,246
never-melt-ice,7,246
never-melt-ice,8,246
never-melt-ice,9,246
spell-tag,2,113
spell-tag,3,213
spell-tag,4,247
spell-tag,5,247
spell-tag,6,247
spell-tag,7,247
spell-tag,8,247
spell-tag,9,247
twisted-spoon,2,96
twisted-spoon,3,214
twisted-spoon,4,248
twisted-spoon,5,248
twisted-spoon,6,248
twisted-spoon,7,248
twisted-spoon,8,248
twisted-spoon,9,248
charcoal,2,138
charcoal,3,215
charcoal,4,249
charcoal,5,249
charcoal,6,249
charcoal,7,249
charcoal,8,249
charcoal,9,249
dragon-fang,2,144
dragon-fang,3,216
dragon-fang,4,250
dragon-fang,5,250
dragon-fang,6,250
dragon-fang,7,250
dragon-fang,8,250
dragon-fang,9,250
silk-scarf,2,104
silk-scarf,3,217
silk-scarf,4,251
silk-scarf,5,251
silk-scarf,6,251
silk-scarf,7,251
silk-scarf,8,251
silk-scarf,9,251
up-grade,2,172
up-grade,3,218
up-grade,4,252
up-grade,5,252
up-grade,6,252
up-grade,7,252
up-grade,8,252
up-grade,9,252
shell-bell,3,219
shell-bell,4,253
shell-bell,5,253
shell-bell,6,253
shell-bell,7,253
shell-bell,8,253
shell-bell,9,253
sea-incense,3,220
sea-incense,4,254
sea-incense,5,254
sea-incense,6,254
sea-incense,7,254
sea-incense,8,254
sea-incense,9,254
lax-incense,3,221
lax-incense,4,255
lax-incense,5,255
lax-incense,6,255
lax-incense,7,255
lax-incense,8,255
lax-incense,9,255
lucky-punch,2,30
lucky-punch,3,222
lucky-punch,4,256
lucky-punch,5,256
lucky-punch,6,256
lucky-punch,7,256
lucky-punch,8,256
lucky-punch,9,256
metal-powder,2,35
metal-powder,3,223
metal-powder,4,257
metal-powder,5,257
metal-powder,6,257
metal-powder,7,257
metal-powder,8,257
metal-powder,9,257
thick-club,2,118
thick-club,3,224
thick-club,4,258
thick-club,5,258
thick-club,6,258
thick-club,7,258
thick-club,8,258
thick-club,9,258
stick,2,105
stick,3,225
stick,4,259
stick,5,259
stick,6,259
stick,7,259
stick,8,259
stick,9,259
red-scarf,3,254
red-scarf,4,260
red-scarf,5,260
red-scarf,6,260
red-scarf,7,260
red-scarf,8,260
red-scarf,9,260
blue-scarf,3,255
blue-scarf,4,261
blue-scarf,5,261
blue-scarf,6,261
blue-scarf,7,261
blue-scarf,8,261
blue-scarf,9,261
pink-scarf,3,256
pink-scarf,4,262
pink-scarf,5,262
pink-scarf,6,262
pink-scarf,7,262
pink-scarf,8,262
pink-scarf,9,262
green-scarf,3,257
green-scarf,4,263
green-scarf,5,263
green-scarf,6,263
green-scarf,7,263
green-scarf,8,263
green-scarf,9,263
yellow-scarf,3,258
yellow-scarf,4,264
yellow-scarf,5,264
yellow-scarf,6,264
yellow-scarf,7,264
yellow-scarf,8,264
yellow-scarf,9,264
wide-lens,4,265
wide-lens,5,265
wide-lens,6,265
wide-lens,7,265
wide-lens,8,265
wide-lens,9,265
muscle-band,4,266
muscle-band,5,266
muscle-band,6,266
muscle-band,7,266
muscle-band,8,266
muscle-band,9,266
wise-glasses,4,267
wise-glasses,5,267
wise-glasses,6,267
wise-glasses,7,267
wise-glasses,8,267
wise-glasses,9,267
expert-belt,4,268
expert-belt,5,268
expert-belt,6,268
expert-belt,7,268
expert-belt,8,268
expert-belt,9,268
light-clay,4,269
light-clay,5,269
light-clay,6,269
light-clay,7,269
light-clay,8,269
light-clay,9,269
life-orb,4,270
life-orb,5,270
life-orb,6,270
life-orb,7,270
life-orb,8,270
life-orb,9,270
power-herb,4,271
power-herb,5,271
power-herb,6,271
power-herb,7,271
power-herb,8,271
power-herb,9,271
toxic-orb,4,272
toxic-orb,5,272
toxic-orb,6,272
toxic-orb,7,272
toxic-orb,8,272
toxic-orb,9,272
flame-orb,4,273
flame-orb,5,273
flame-orb,6,273
flame-orb,7,273
flame-orb,8,273
flame-orb,9,273
quick-powder,4,274
quick-powder,5,274
quick-powder,6,274
quick-powder,7,274
quick-powder,8,274
quick-powder,9,274
focus-sash,4,275
focus-sash,5,275
focus-sash,6,275
focus-sash,7,275
focus-sash,8,275
focus-sash,9,275
zoom-lens,4,276
zoom-lens,5,276
zoom-lens,6,276
zoom-lens,7,276
zoom-lens,8,276
zoom-lens,9,276
metronome,4,277
metronome,5,277
metronome,6,277
metronome,7,277
metronome,8,277
metronome,9,277
iron-ball,4,278
iron-ball,5,278
iron-ball,6,278
iron-ball,7,278
iron-ball,8,278
iron-ball,9,278
lagging-tail,4,279
lagging-tail,5,279
lagging-tail,6,279
lagging-tail,7,279
lagging-tail,8,279
lagging-tail,9,279
destiny-knot,4,280
destiny-knot,5,280
destiny-knot,6,280
destiny-knot,7,280
destiny-knot,8,280
destiny-knot,9,280
black-sludge,4,281
black-sludge,5,281
black-sludge,6,281
black-sludge,7,281
black-sludge,8,281
black-sludge,9,281
icy-rock,4,282
icy-rock,5,282
icy-rock,6,282
icy-rock,7,282
icy-rock,8,282
icy-rock,9,282
smooth-rock,4,283
smooth-rock,5,283
smooth-rock,6,283
smooth-rock,7,283
smooth-rock,8,283
smooth-rock,9,283
heat-rock,4,284
heat-rock,5,284
heat-rock,6,284
heat-rock,7,284
heat-rock,8,284
heat-rock,9,284
damp-rock,4,285
damp-rock,5,285
damp-rock,6,285
damp-rock,7,285
damp-rock,8,285
damp-rock,9,285
grip-claw,4,286
grip-claw,5,286
grip-claw,6,286
grip-claw,7,286
grip-claw,8,286
grip-claw,9,286
choice-scarf,4,287
choice-scarf,5,287
choice-scarf,6,287
choice-scarf,7,287
choice-scarf,8,287
choice-scarf,9,287
sticky-barb,4,288
sticky-barb,5,288
sticky-barb,6,288
sticky-barb,7,288
sticky-barb,8,288
sticky-barb,9,288
power-bracer,4,289
power-bracer,5,289
power-bracer,6,289
power-bracer,7,289
power-bracer,8,289
power-bracer,9,289
power-belt,4,290
power-belt,5,290
power-belt,6,290
power-belt,7,290
power-belt,8,290
power-belt,9,290
power-lens,4,291
power-lens,5,291
power-lens,6,291
power-lens,7,291
power-lens,8,291
power-lens,9,291
power-band,4,292
power-band,5,292
power-band,6,292
power-band,7,292
power-band,8,292
power-band,9,292
power-anklet,4,293
power-anklet,5,293
power-anklet,6,293
power-anklet,7,293
power-anklet,8,293
power-anklet,9,293
power-weight,4,294
power-weight,5,294
power-weight,6,294
power-weight,7,294
power-weight,8,294
power-weight,9,294
shed-shell,4,295
shed-shell,5,295
shed-shell,6,295
shed-shell,7,295
shed-shell,8,295
shed-shell,9,295
big-root,4,296
big-root,5,296
big-root,6,296
big-root,7,296
big-root,8,296
big-root,9,296
choice-specs,4,297
choice-specs,5,297
choice-specs,6,297
choice-specs,7,297
choice-specs,8,297
choice-specs,9,297
flame-plate,4,298
flame-plate,5,298
flame-plate,6,298
flame-plate,7,298
flame-plate,8,298
flame-plate,9,298
splash-plate,4,299
splash-plate,5,299
splash-plate,6,299
splash-plate,7,299
splash-plate,8,299
splash-plate,9,299
zap-plate,4,300
zap-plate,5,300
zap-plate,6,300
zap-plate,7,300
zap-plate,8,300
zap-plate,9,300
meadow-plate,4,301
meadow-plate,5,301
meadow-plate,6,301
meadow-plate,7,301
meadow-plate,8,301
meadow-plate,9,301
icicle-plate,4,302
icicle-plate,5,302
icicle-plate,6,302
icicle-plate,7,302
icicle-plate,8,302
icicle-plate,9,302
fist-plate,4,303
fist-plate,5,303
fist-plate,6,303
fist-plate,7,303
fist-plate,8,303
fist-plate,9,303
toxic-plate,4,304
toxic-plate,5,304
toxic-plate,6,304
toxic-plate,7,304
toxic-plate,8,304
toxic-plate,9,304
earth-plate,4,305
earth-plate,5,305
earth-plate,6,305
earth-plate,7,305
earth-plate,8,305
earth-plate,9,305
sky-plate,4,306
sky-plate,5,306
sky-plate,6,306
sky-plate,7,306
sky-plate,8,306
sky-plate,9,306
mind-plate,4,307
mind-plate,5,307
mind-plate,6,307
mind-plate,7,307
mind-plate,8,307
mind-plate,9,307
insect-plate,4,308
insect-plate,5,308
insect-plate,6,308
insect-plate,7,308
insect-plate,8,308
insect-plate,9,308
stone-plate,4,309
stone-plate,5,309
stone-plate,6,309
stone-plate,7,309
stone-plate,8,309
stone-plate,9,309
spooky-plate,4,310
spooky-plate,5,310
spooky-plate,6,310
spooky-plate,7,310
spooky-plate,8,310
spooky-plate,9,310
draco-plate,4,311
draco-plate,5,311
draco-plate,6,311
draco-plate,7,311
draco-plate,8,311
draco-plate,9,311
dread-plate,4,312
dread-plate,5,312
dread-plate,6,312
dread-plate,7,312
dread-plate,8,312
dread-plate,9,312
iron-plate,4,313
iron-plate,5,313
iron-plate,6,313
iron-plate,7,313
iron-plate,8,313
iron-plate,9,313
odd-incense,4,314
odd-incense,5,314
odd-incense,6,314
odd-incense,7,314
odd-incense,8,314
odd-incense,9,314
rock-incense,4,315
rock-incense,5,315
rock-incense,6,315
rock-incense,7,315
rock-incense,8,315
rock-incense,9,315
full-incense,4,316
full-incense,5,316
full-incense,6,316
full-incense,7,316
full-incense,8,316
full-incense,9,316
wave-incense,4,317
wave-incense,5,317
wave-incense,6,317
wave-incense,7,317
wave-incense,8,317
wave-incense,9,317
rose-incense,4,318
rose-incense,5,318
rose-incense,6,318
rose-incense,7,318
rose-incense,8,318
rose-incense,9,318
luck-incense,4,319
luck-incense,5,319
luck-incense,6,319
luck-incense,7,319
luck-incense,8,319
luck-incense,9,319
pure-incense,4,320
pure-incense,5,320
pure-incense,6,320
pure-incense,7,320
pure-incense,8,320
pure-incense,9,320
protector,4,321
protector,5,321
protector,6,321
protector,7,321
protector,8,321
protector,9,321
electirizer,4,322
electirizer,5,322
electirizer,6,322
electirizer,7,322
electirizer,8,322
electirizer,9,322
magmarizer,4,323
magmarizer,5,323
magmarizer,6,323
magmarizer,7,323
magmarizer,8,323
magmarizer,9,323
dubious-disc,4,324
dubious-disc,5,324
dubious-disc,6,324
dubious-disc,7,324
dubious-disc,8,324
dubious-disc,9,324
reaper-cloth,4,325
reaper-cloth,5,325
reaper-cloth,6,325
reaper-cloth,7,325
reaper-cloth,8,325
reaper-cloth,9,325
razor-claw,4,326
razor-claw,5,326
razor-claw,6,326
razor-claw,7,326
razor-claw,8,326
razor-claw,9,326
razor-fang,4,327
razor-fang,5,327
razor-fang,6,327
razor-fang,7,327
razor-fang,8,327
razor-fang,9,327
tm01,1,201
tm01,2,191
tm01,3,289
tm01,4,328
tm01,5,328
tm01,6,328
tm01,7,328
tm01,8,328
tm01,9,328
tm02,1,202
tm02,2,192
tm02,3,290
tm02,4,329
tm02,5,329
tm02,6,329
tm02,7,329
tm02,8,329
tm02,9,329
tm03,1,203
tm03,2,193
tm03,3,291
tm03,4,330
tm03,5,330
tm03,6,330
tm03,7,330
tm03,8,330
tm03,9,330
tm04,1,204
tm04,2,194
tm04,3,292
tm04,4,331
tm04,5,331
tm04,6,331
tm04,7,331
tm04,8,331
tm04,9,331
tm05,1,205
tm05,2,196
tm05,3,293
tm05,4,332
tm05,5,332
tm05,6,332
tm05,7,332
tm05,8,332
tm05,9,332
tm06,1,206
tm06,2,197
tm06,3,294
tm06,4,333
tm06,5,333
tm06,6,333
tm06,7,333
tm06,8,333
tm06,9,333
tm07,1,207
tm07,2,198
tm07,3,295
tm07,4,334
tm07,5,334
tm07,6,334
tm07,7,334
tm07,8,334
tm07,9,334
tm08,1,208
tm08,2,199
tm08,3,296
tm08,4,335
tm08,5,335
tm08,6,335
tm08,7,335
tm08,8,335
tm08,9,335
tm09,1,209
tm09,2,200
tm09,3,297
tm09,4,336
tm09,5,336
tm09,6,336
tm09,7,336
tm09,8,336
tm09,9,336
tm10,1,210
tm10,2,201
tm10,3,298
tm10,4,337
tm10,5,337
tm10,6,337
tm10,7,337
tm10,8,337
tm10,9,337
tm11,1,211
tm11,2,202
tm11,3,299
tm11,4,338
tm11,5,338
tm11,6,338
tm11,7,338
tm11,8,338
tm11,9,338
tm12,1,212
tm12,2,203
tm12,3,300
tm12,4,339
tm12,5,339
tm12,6,339
tm12,7,339
tm12,8,339
tm12,9,339
tm13,1,213
tm13,2,204
tm13,3,301
tm13,4,340
tm13,5,340
tm13,6,340
tm13,7,340
tm13,8,340
tm13,9,340
tm14,1,214
tm14,2,205
tm14,3,302
tm14,4,341
tm14,5,341
tm14,6,341
tm14,7,341
tm14,8,341
tm14,9,341
tm15,1,215
tm15,2,206
tm15,3,303
tm15,4,342
tm15,5,342
tm15,6,342
tm15,7,342
tm15,8,342
tm15,9,342
tm16,1,216
tm16,2,207
tm16,3,304
tm16,4,343
tm16,5,343
tm16,6,343
tm16,7,343
tm16,8,343
tm16,9,343
tm17,1,217
tm17,2,208
tm17,3,305
tm17,4,344
tm17,5,344
tm17,6,344
tm17,7,344
tm17,8,344
tm17,9,344
tm18,1,218
tm18,2,209
tm18,3,306
tm18,4,345
tm18,5,345
tm18,6,345
tm18,7,345
tm18,8,345
tm18,9,345
tm19,1,219
tm19,2,210
tm19,3,307
tm19,4,346
tm19,5,346
tm19,6,346
tm19,7,346
tm19,8,346
tm19,9,346
tm20,1,220
tm20,2,211
tm20,3,308
tm20,4,347
tm20,5,347
tm20,6,347
tm20,7,347
tm20,8,347
tm20,9,347
tm21,1,221
tm21,2,212
tm21,3,309
tm21,4,348
tm21,5,348
tm21,6,348
tm21,7,348
tm21,8,348
tm21,9,348
tm22,1,222
tm22,2,213
tm22,3,310
tm22,4,349
tm22,5,349
tm22,6,349
tm22,7,349
tm22,8,349
tm22,9,349
tm23,1,223
tm23,2,214
tm23,3,311
tm23,4,350
tm23,5,350
tm23,6,350
tm23,7,350
tm23,8,350
tm23,9,350
tm24,1,224
tm24,2,215
tm24,3,312
tm24,4,351
tm24,5,351
tm24,6,351
tm24,7,351
tm24,8,351
tm24,9,351
tm25,1,225
tm25,2,216
tm25,3,313
tm25,4,352
tm25,5,352
tm25,6,352
tm25,7,352
tm25,8,352
tm25,9,352
tm26,1,226
tm26,2,217
tm26,3,314
tm26,4,353
tm26,5,353
tm26,6,353
tm26,7,353
tm26,8,353
tm26,9,353
tm27,1,227
tm27,2,218
tm27,3,315
tm27,4,354
tm27,5,354
tm27,6,354
tm27,7,354
tm27,8,354
tm27,9,354
tm28,1,228
tm28,2,219
tm28,3,316
tm28,4,355
tm28,5,355
tm28,6,355
tm28,7,355
tm28,8,355
tm28,9,355
tm29,1,229
tm29,2,221
tm29,3,317
tm29,4,356
tm29,5,356
tm29,6,356
tm29,7,356
tm29,8,356
tm29,9,356
tm30,1,230
tm30,2,222
tm30,3,318
tm30,4,357
tm30,5,357
tm30,6,357
tm30,7,357
tm30,8,357
tm30,9,357
tm31,1,231
tm31,2,223
tm31,3,319
tm31,4,358
tm31,5,358
tm31,6,358
tm31,7,358
tm31,8,358
tm31,9,358
tm32,1,232
tm32,2,224
tm32,3,320
tm32,4,359
tm32,5,359
tm32,6,359
tm32,7,359
tm32,8,359
tm32,9,359
tm33,1,233
tm33,2,225
tm33,3,321
tm33,4,360
tm33,5,360
tm33,6,360
tm33,7,360
tm33,8,360
tm33,9,360
tm34,1,234
tm34,2,226
tm34,3,322
tm34,4,361
tm34,5,361
tm34,6,361
tm34,7,361
tm34,8,361
tm34,9,361
tm35,1,235
tm35,2,227
tm35,3,323
tm35,4,362
tm35,5,362
tm35,6,362
tm35,7,362
tm35,8,362
tm35,9,362
tm36,1,236
tm36,2,228
tm36,3,324
tm36,4,363
tm36,5,363
tm36,6,363
tm36,7,363
tm36,8,363
tm36,9,363
tm37,1,237
tm37,2,229
tm37,3,325
tm37,4,364
tm37,5,364
tm37,6,364
tm37,7,364
tm37,8,364
tm37,9,364
tm38,1,238
tm38,2,230
tm38,3,326
tm38,4,365
tm38,5,365
tm38,6,365
tm38,7,365
tm38,8,365
tm38,9,365
tm39,1,239
tm39,2,231
tm39,3,327
tm39,4,366
tm39,5,366
tm39,6,366
tm39,7,366
tm39,8,366
tm39,9,366
tm40,1,240
tm40,2,232
tm40,3,328
tm40,4,367
tm40,5,367
tm40,6,367
tm40,7,367
tm40,8,367
tm40,9,367
tm41,1,241
tm41,2,233
tm41,3,329
tm41,4,368
tm41,5,368
tm41,6,368
tm41,7,368
tm41,8,368
tm41,9,368
tm42,1,242
tm42,2,234
tm42,3,330
tm42,4,369
tm42,5,369
tm42,6,369
tm42,7,369
tm42,8,369
tm42,9,369
tm43,1,243
tm43,2,235
tm43,3,331
tm43,4,370
tm43,5,370
tm43,6,370
tm43,7,370
tm43,8,370
tm43,9,370
tm44,1,244
tm44,2,236
tm44,3,332
tm44,4,371
tm44,5,371
tm44,6,371
tm44,7,371
tm44,8,371
tm44,9,371
tm45,1,245
tm45,2,237
tm45,3,333
tm45,4,372
tm45,5,372
tm45,6,372
tm45,7,372
tm45,8,372
tm45,9,372
tm46,1,246
tm46,2,238
tm46,3,334
tm46,4,373
tm46,5,373
tm46,6,373
tm46,7,373
tm46,8,373
tm46,9,373
tm47,1,247
tm47,2,239
tm47,3,335
tm47,4,374
tm47,5,374
tm47,6,374
tm47,7,374
tm47,8,374
tm47,9,374
tm48,1,248
tm48,2,240
tm48,3,336
tm48,4,375
tm48,5,375
tm48,6,375
tm48,7,375
tm48,8,375
tm48,9,375
tm49,1,249
tm49,2,241
tm49,3,337
tm49,4,376
tm49,5,376
tm49,6,376
tm49,7,376
tm49,8,376
tm49,9,376
tm50,1,250
tm50,2,242
tm50,3,338
tm50,4,377
tm50,5,377
tm50,6,377
tm50,7,377
tm50,8,377
tm50,9,377
tm51,1,251
tm51,4,378
tm51,5,378
tm51,6,378
tm51,7,378
tm51,8,378
tm51,9,378
tm52,1,252
tm52,4,379
tm52,5,379
tm52,6,379
tm52,7,379
tm52,8,379
tm52,9,379
tm53,1,253
tm53,4,380
tm53,5,380
tm53,6,380
tm53,7,380
tm53,8,380
tm53,9,380
tm54,1,254
tm54,4,381
tm54,5,381
tm54,6,381
tm54,7,381
tm54,8,381
tm54,9,381
tm55,1,255
tm55,4,382
tm55,5,382
tm55,6,382
tm55,7,382
tm55,8,382
tm55,9,382
tm56,4,383
tm56,5,383
tm56,6,383
tm56,7,383
tm56,8,383
tm56,9,383
tm57,4,384
tm57,5,384
tm57,6,384
tm57,7,384
tm57,8,384
tm57,9,384
tm58,4,385
tm58,5,385
tm58,6,385
tm58,7,385
tm58,8,385
tm58,9,385
tm59,4,386
tm59,5,386
tm59,6,386
tm59,7,386
tm59,8,386
tm59,9,386
tm60,4,387
tm60,5,387
tm60,6,387
tm60,7,387
tm60,8,387
tm60,9,387
tm61,4,388
tm61,5,388
tm61,6,388
tm61,7,388
tm61,8,388
tm61,9,388
tm62,4,389
tm62,5,389
tm62,6,389
tm62,7,389
tm62,8,389
tm62,9,389
tm63,4,390
tm63,5,390
tm63,6,390
tm63,7,390
tm63,8,390
tm63,9,390
tm64,4,391
tm64,5,391
tm64,6,391
tm64,7,391
tm64,8,391
tm64,9,391
tm65,4,392
tm65,5,392
tm65,6,392
tm65,7,392
tm65,8,392
tm65,9,392
tm66,4,393
tm66,5,393
tm66,6,393
tm66,7,393
tm66,8,393
tm66,9,393
tm67,4,394
tm67,5,394
tm67,6,394
tm67,7,394
tm67,8,394
tm67,9,394
tm68,4,395
tm68,5,395
tm68,6,395
tm68,7,395
tm68,8,395
tm68,9,395
tm69,4,396
tm69,5,396
tm69,6,396
tm69,7,396
tm69,8,396
tm69,9,396
tm70,4,397
tm70,5,397
tm70,6,397
tm70,7,397
tm70,8,397
tm70,9,397
tm71,4,398
tm71,5,398
tm71,6,398
tm71,7,398
tm71,8,398
tm71,9,398
tm72,4,399
tm72,5,399
tm72,6,399
tm72,7,399
tm72,8,399
tm72,9,399
tm73,4,400
tm73,5,400
tm73,6,400
tm73,7,400
tm73,8,400
tm73,9,400
tm74,4,401
tm74,5,401
tm74,6,401
tm74,7,401
tm74,8,401
tm74,9,401
tm75,4,402
tm75,5,402
tm75,6,402
tm75,7,402
tm75,8,402
tm75,9,402
tm76,4,403
tm76,5,403
tm76,6,403
tm76,7,403
tm76,8,403
tm76,9,403
tm77,4,404
tm77,5,404
tm77,6,404
tm77,7,404
tm77,8,404
tm77,9,404
tm78,4,405
tm78,5,405
tm78,6,405
tm78,7,405
tm78,8,405
tm78,9,405
tm79,4,406
tm79,5,406
tm79,6,406
tm79,7,406
tm79,8,406
tm79,9,406
tm80,4,407
tm80,5,407
tm80,6,407
tm80,7,407
tm80,8,407
tm80,9,407
tm81,4,408
tm81,5,408
tm81,6,408
tm81,7,408
tm81,8,408
tm81,9,408
tm82,4,409
tm82,5,409
tm82,6,409
tm82,7,409
tm82,8,409
tm82,9,409
tm83,4,410
tm83,5,410
tm83,6,410
tm83,7,410
tm83,8,410
tm83,9,410
tm84,4,411
tm84,5,411
tm84,6,411
tm84,7,411
tm84,8,411
tm84,9,411
tm85,4,412
tm85,5,412
tm85,6,412
tm85,7,412
tm85,8,412
tm85,9,412
tm86,4,413
tm86,5,413
tm86,6,413
tm86,7,413
tm86,8,413
tm86,9,413
tm87,4,414
tm87,5,414
tm87,6,414
tm87,7,414
tm87,8,414
tm87,9,414
tm88,4,415
tm88,5,415
tm88,6,415
tm88,7,415
tm88,8,415
tm88,9,415
tm89,4,416
tm89,5,416
tm89,6,416
tm89,7,416
tm89,8,416
tm89,9,416
tm90,4,417
tm90,5,417
tm90,6,417
tm90,7,417
tm90,8,417
tm90,9,417
tm91,4,418
tm91,5,418
tm91,6,418
tm91,7,418
tm91,8,418
tm91,9,418
tm92,4,419
tm92,5,419
tm92,6,419
tm92,7,419
tm92,8,419
tm92,9,419
hm01,1,196
hm01,2,243
hm01,3,339
hm01,4,420
hm01,5,420
hm01,6,420
hm01,7,420
hm01,8,420
hm01,9,420
hm02,1,197
hm02,2,244
hm02,3,340
hm02,4,421
hm02,5,421
hm02,6,421
hm02,7,421
hm02,8,421
hm02,9,421
hm03,1,198
hm03,2,245
hm03,3,341
hm03,4,422
hm03,5,422
hm03,6,422
hm03,7,422
hm03,8,422
hm03,9,422
hm04,1,199
hm04,2,246
hm04,3,342
hm04,4,423
hm04,5,423
hm04,6,423
hm04,7,423
hm04,8,423
hm04,9,423
hm05,1,200
hm05,2,247
hm05,3,343
hm05,4,424
hm05,5,424
hm05,6,424
hm05,7,424
hm05,8,424
hm05,9,424
hm06,2,248
hm06,3,344
hm06,4,425
hm06,5,425
hm06,6,425
hm06,7,425
hm06,8,425
hm06,9,425
hm07,2,249
hm07,3,345
hm07,4,426
hm07,6,737
hm07,7,737
hm07,8,737
hm07,9,737
hm08,2,250
hm08,3,346
hm08,4,427
explorer-kit,4,428
explorer-kit,5,428
explorer-kit,6,428
explorer-kit,7,428
explorer-kit,8,428
explorer-kit,9,428
loot-sack,4,429
loot-sack,5,429
loot-sack,6,429
loot-sack,7,429
loot-sack,8,429
loot-sack,9,429
rule-book,4,430
rule-book,5,430
rule-book,6,430
rule-book,7,430
rule-book,8,430
rule-book,9,430
poke-radar,4,431
poke-radar,5,431
poke-radar,6,431
poke-radar,7,431
poke-radar,8,431
poke-radar,9,431
point-card,4,432
point-card,5,432
point-card,6,432
point-card,7,432
point-card,8,432
point-card,9,432
journal,4,433
journal,5,433
journal,6,433
journal,7,433
journal,8,433
journal,9,433
seal-case,4,434
seal-case,5,434
seal-case,6,434
seal-case,7,434
seal-case,8,434
fashion-case,4,435
fashion-case,5,435
fashion-case,6,435
fashion-case,7,435
fashion-case,8,435
fashion-case,9,435
seal-bag,4,436
