version_group,machine,machine_number,move
omega-ruby-alpha-sapphire,tm41,41,torment
sun-moon,tm41,41,torment
ultra-sun-ultra-moon,tm41,41,torment
lets-go-pikachu-lets-go-eevee,tm41,41,earthquake
sword-shield,tm41,41,helping-hand
red-blue,tm42,42,dream-eater
yellow,tm42,42,dream-eater
gold-silver,tm42,42,dream-eater
crystal,tm42,42,dream-eater
ruby-sapphire,tm42,42,facade
emerald,tm42,42,facade
firered-leafgreen,tm42,42,facade
diamond-pearl,tm42,42,facade
platinum,tm42,42,facade
heartgold-soulsilver,tm42,42,facade
black-white,tm42,42,facade
black-2-white-2,tm42,42,facade
x-y,tm42,42,facade
omega-ruby-alpha-sapphire,tm42,42,facade
sun-moon,tm42,42,facade
ultra-sun-ultra-moon,tm42,42,facade
lets-go-pikachu-lets-go-eevee,tm42,42,self-destruct
sword-shield,tm42,42,revenge
red-blue,tm43,43,sky-attack
yellow,tm43,43,sky-attack
gold-silver,tm43,43,detect
crystal,tm43,43,detect
ruby-sapphire,tm43,43,secret-power
emerald,tm43,43,secret-power
firered-leafgreen,tm43,43,secret-power
diamond-pearl,tm43,43,secret-power
platinum,tm43,43,secret-power
heartgold-soulsilver,tm43,43,secret-power
black-white,tm43,43,flame-charge
black-2-white-2,tm43,43,flame-charge
x-y,tm43,43,flame-charge
omega-ruby-alpha-sapphire,tm43,43,flame-charge
sun-moon,tm43,43,flame-charge
ultra-sun-ultra-moon,tm43,43,flame-charge
lets-go-pikachu-lets-go-eevee,tm43,43,shadow-ball
sword-shield,tm43,43,brick-break
red-blue,tm44,44,rest
yellow,tm44,44,rest
gold-silver,tm44,44,rest
crystal,tm44,44,rest
ruby-sapphire,tm44,44,rest
emerald,tm44,44,rest
firered-leafgreen,tm44,44,rest
diamond-pearl,tm44,44,rest
platinum,tm44,44,rest
heartgold-soulsilver,tm44,44,rest
black-white,tm44,44,rest
black-2-white-2,tm44,44,rest
x-y,tm44,44,rest
omega-ruby-alpha-sapphire,tm44,44,rest
sun-moon,tm44,44,rest
ultra-sun-ultra-moon,tm44,44,rest
lets-go-pikachu-lets-go-eevee,tm44,44,play-rough
sword-shield,tm44,44,imprison
red-blue,tm45,45,thunder-wave
yellow,tm45,45,thunder-wave
gold-silver,tm45,45,attract
crystal,tm45,45,attract
ruby-sapphire,tm45,45,attract
emerald,tm45,45,attract
firered-leafgreen,tm45,45,attract
diamond-pearl,tm45,45,attract
platinum,tm45,45,attract
heartgold-soulsilver,tm45,45,attract
black-white,tm45,45,attract
black-2-white-2,tm45,45,attract
x-y,tm45,45,attract
omega-ruby-alpha-sapphire,tm45,45,attract
sun-moon,tm45,45,attract
ultra-sun-ultra-moon,tm45,45,attract
lets-go-pikachu-lets-go-eevee,tm45,45,solar-beam
sword-shield,tm45,45,dive
red-blue,tm46,46,psywave
yellow,tm46,46,psywave
gold-silver,tm46,46,thief
crystal,tm46,46,thief
ruby-sapphire,tm46,46,thief
emerald,tm46,46,thief
firered-leafgreen,tm46,46,thief
diamond-pearl,tm46,46,thief
platinum,tm46,46,thief
heartgold-soulsilver,tm46,46,thief
black-white,tm46,46,thief
black-2-white-2,tm46,46,thief
x-y,tm46,46,thief
omega-ruby-alpha-sapphire,tm46,46,thief
sun-moon,tm46,46,thief
ultra-sun-ultra-moon,tm46,46,thief
lets-go-pikachu-lets-go-eevee,tm46,46,fire-blast
sword-shield,tm46,46,weather-ball
red-blue,tm47,47,explosion
yellow,tm47,47,explosion
gold-silver,tm47,47,steel-wing
crystal,tm47,47,steel-wing
ruby-sapphire,tm47,47,steel-wing
emerald,tm47,47,steel-wing
firered-leafgreen,tm47,47,steel-wing
diamond-pearl,tm47,47,steel-wing
platinum,tm47,47,steel-wing
heartgold-soulsilver,tm47,47,steel-wing
black-white,tm47,47,low-sweep
black-2-white-2,tm47,47,low-sweep
x-y,tm47,47,low-sweep
omega-ruby-alpha-sapphire,tm47,47,low-sweep
sun-moon,tm47,47,low-sweep
ultra-sun-ultra-moon,tm47,47,low-sweep
lets-go-pikachu-lets-go-eevee,tm47,47,surf
sword-shield,tm47,47,fake-tears
red-blue,tm48,48,rock-slide
yellow,tm48,48,rock-slide
gold-silver,tm48,48,fire-punch
crystal,tm48,48,fire-punch
ruby-sapphire,tm48,48,skill-swap
emerald,tm48,48,skill-swap
firered-leafgreen,tm48,48,skill-swap
diamond-pearl,tm48,48,skill-swap
platinum,tm48,48,skill-swap
heartgold-soulsilver,tm48,48,skill-swap
black-white,tm48,48,round
black-2-white-2,tm48,48,round
x-y,tm48,48,round
omega-ruby-alpha-sapphire,tm48,48,round
sun-moon,tm48,48,round
ultra-sun-ultra-moon,tm48,48,round
lets-go-pikachu-lets-go-eevee,tm48,48,hyper-beam
sword-shield,tm48,48,rock-tomb
red-blue,tm49,49,tri-attack
yellow,tm49,49,tri-attack
gold-silver,tm49,49,fury-cutter
crystal,tm49,49,fury-cutter
ruby-sapphire,tm49,49,snatch
emerald,tm49,49,snatch
firered-leafgreen,tm49,49,snatch
diamond-pearl,tm49,49,snatch
platinum,tm49,49,snatch
heartgold-soulsilver,tm49,49,snatch
black-white,tm49,49,echoed-voice
black-2-white-2,tm49,49,echoed-voice
x-y,tm49,49,echoed-voice
omega-ruby-alpha-sapphire,tm49,49,echoed-voice
sun-moon,tm49,49,echoed-voice
ultra-sun-ultra-moon,tm49,49,echoed-voice
lets-go-pikachu-lets-go-eevee,tm49,49,superpower
sword-shield,tm49,49,sand-tomb
red-blue,tm50,50,substitute
yellow,tm50,50,substitute
gold-silver,tm50,50,nightmare
crystal,tm50,50,nightmare
ruby-sapphire,tm50,50,overheat
emerald,tm50,50,overheat
firered-leafgreen,tm50,50,overheat
diamond-pearl,tm50,50,overheat
platinum,tm50,50,overheat
heartgold-soulsilver,tm50,50,overheat
black-white,tm50,50,overheat
black-2-white-2,tm50,50,overheat
x-y,tm50,50,overheat
omega-ruby-alpha-sapphire,tm50,50,overheat
sun-moon,tm50,50,overheat
ultra-sun-ultra-moon,tm50,50,overheat
lets-go-pikachu-lets-go-eevee,tm50,50,roost
sword-shield,tm50,50,bullet-seed
diamond-pearl,tm51,51,roost
platinum,tm51,51,roost
heartgold-soulsilver,tm51,51,roost
black-white,tm51,51,ally-switch
black-2-white-2,tm51,51,ally-switch
x-y,tm51,51,steel-wing
omega-ruby-alpha-sapphire,tm51,51,steel-wing
sun-moon,tm51,51,steel-wing
ultra-sun-ultra-moon,tm51,51,steel-wing
lets-go-pikachu-lets-go-eevee,tm51,51,blizzard
sword-shield,tm51,51,icicle-spear
diamond-pearl,tm52,52,focus-blast
platinum,tm52,52,focus-blast
heartgold-soulsilver,tm52,52,focus-blast
black-white,tm52,52,focus-blast
black-2-white-2,tm52,52,focus-blast
x-y,tm52,52,focus-blast
omega-ruby-alpha-sapphire,tm52,52,focus-blast
sun-moon,tm52,52,focus-blast
ultra-sun-ultra-moon,tm52,52,focus-blast
lets-go-pikachu-lets-go-eevee,tm52,52,sludge-bomb
sword-shield,tm52,52,bounce
diamond-pearl,tm53,53,energy-ball
platinum,tm53,53,energy-ball
heartgold-soulsilver,tm53,53,energy-ball
black-white,tm53,53,energy-ball
black-2-white-2,tm53,53,energy-ball
x-y,tm53,53,energy-ball
omega-ruby-alpha-sapphire,tm53,53,energy-ball
sun-moon,tm53,53,energy-ball
ultra-sun-ultra-moon,tm53,53,energy-ball
lets-go-pikachu-lets-go-eevee,tm53,53,mega-drain
sword-shield,tm53,53,mud-shot
diamond-pearl,tm54,54,false-swipe
platinum,tm54,54,false-swipe
heartgold-soulsilver,tm54,54,false-swipe
black-white,tm54,54,false-swipe
black-2-white-2,tm54,54,false-swipe
x-y,tm54,54,false-swipe
omega-ruby-alpha-sapphire,tm54,54,false-swipe
sun-moon,tm54,54,false-swipe
ultra-sun-ultra-moon,tm54,54,false-swipe
lets-go-pikachu-lets-go-eevee,tm54,54,flash-cannon
sword-shield,tm54,54,rock-blast
diamond-pearl,tm55,55,brine
platinum,tm55,55,brine
heartgold-soulsilver,tm55,55,brine
black-white,tm55,55,scald
black-2-white-2,tm55,55,scald
x-y,tm55,55,scald
omega-ruby-alpha-sapphire,tm55,55,scald
sun-moon,tm55,55,scald
ultra-sun-ultra-moon,tm55,55,scald
lets-go-pikachu-lets-go-eevee,tm55,55,ice-beam
sword-shield,tm55,55,brine
diamond-pearl,tm56,56,fling
platinum,tm56,56,fling
heartgold-soulsilver,tm56,56,fling
black-white,tm56,56,fling
black-2-white-2,tm56,56,fling
x-y,tm56,56,fling
omega-ruby-alpha-sapphire,tm56,56,fling
sun-moon,tm56,56,fling
ultra-sun-ultra-moon,tm56,56,fling
lets-go-pikachu-lets-go-eevee,tm56,56,stealth-rock
sword-shield,tm56,56,u-turn
diamond-pearl,tm57,57,charge-beam
platinum,tm57,57,charge-beam
heartgold-soulsilver,tm57,57,charge-beam
black-white,tm57,57,charge-beam
black-2-white-2,tm57,57,charge-beam
x-y,tm57,57,charge-beam
omega-ruby-alpha-sapphire,tm57,57,charge-beam
sun-moon,tm57,57,charge-beam
ultra-sun-ultra-moon,tm57,57,charge-beam
lets-go-pikachu-lets-go-eevee,tm57,57,pay-day
sword-shield,tm57,57,payback
diamond-pearl,tm58,58,endure
platinum,tm58,58,endure
heartgold-soulsilver,tm58,58,endure
black-white,tm58,58,sky-drop
black-2-white-2,tm58,58,sky-drop
x-y,tm58,58,sky-drop
omega-ruby-alpha-sapphire,tm58,58,sky-drop
sun-moon,tm58,58,sky-drop
ultra-sun-ultra-moon,tm58,58,sky-drop
lets-go-pikachu-lets-go-eevee,tm58,58,drill-run
sword-shield,tm58,58,assurance
diamond-pearl,tm59,59,dragon-pulse
platinum,tm59,59,dragon-pulse
heartgold-soulsilver,tm59,59,dragon-pulse
black-white,tm59,59,incinerate
black-2-white-2,tm59,59,incinerate
x-y,tm59,59,incinerate
omega-ruby-alpha-sapphire,tm59,59,incinerate
sun-moon,tm59,59,brutal-swing
ultra-sun-ultra-moon,tm59,59,brutal-swing
lets-go-pikachu-lets-go-eevee,tm59,59,dream-eater
sword-shield,tm59,59,fling
diamond-pearl,tm60,60,drain-punch
platinum,tm60,60,drain-punch
heartgold-soulsilver,tm60,60,drain-punch
black-white,tm60,60,quash
black-2-white-2,tm60,60,quash
x-y,tm60,60,quash
omega-ruby-alpha-sapphire,tm60,60,quash
sun-moon,tm60,60,quash
ultra-sun-ultra-moon,tm60,60,quash
lets-go-pikachu-lets-go-eevee,tm60,60,megahorn
sword-shield,tm60,60,power-swap
diamond-pearl,tm61,61,will-o-wisp
platinum,tm61,61,will-o-wisp
heartgold-soulsilver,tm61,61,will-o-wisp
black-white,tm61,61,will-o-wisp
black-2-white-2,tm61,61,will-o-wisp
x-y,tm61,61,will-o-wisp
omega-ruby-alpha-sapphire,tm61,61,will-o-wisp
sun-moon,tm61,61,will-o-wisp
ultra-sun-ultra-moon,tm61,61,will-o-wisp
sword-shield,tm61,61,guard-swap
diamond-pearl,tm62,62,silver-wind
platinum,tm62,62,silver-wind
heartgold-soulsilver,tm62,62,silver-wind
black-white,tm62,62,acrobatics
black-2-white-2,tm62,62,acrobatics
x-y,tm62,62,acrobatics
omega-ruby-alpha-sapphire,tm62,62,acrobatics
sun-moon,tm62,62,acrobatics
ultra-sun-ultra-moon,tm62,62,acrobatics
sword-shield,tm62,62,speed-swap
diamond-pearl,tm63,63,embargo
platinum,tm63,63,embargo
heartgold-soulsilver,tm63,63,embargo
black-white,tm63,63,embargo
black-2-white-2,tm63,63,embargo
x-y,tm63,63,embargo
omega-ruby-alpha-sapphire,tm63,63,embargo
sun-moon,tm63,63,embargo
ultra-sun-ultra-moon,tm63,63,embargo
sword-shield,tm63,63,drain-punch
diamond-pearl,tm64,64,explosion
platinum,tm64,64,explosion
heartgold-soulsilver,tm64,64,explosion
black-white,tm64,64,explosion
black-2-white-2,tm64,64,explosion
x-y,tm64,64,explosion
omega-ruby-alpha-sapphire,tm64,64,explosion
sun-moon,tm64,64,explosion
ultra-sun-ultra-moon,tm64,64,explosion
sword-shield,tm64,64,avalanche
diamond-pearl,tm65,65,shadow-claw
platinum,tm65,65,shadow-claw
heartgold-soulsilver,tm65,65,shadow-claw
black-white,tm65,65,shadow-claw
black-2-white-2,tm65,65,shadow-claw
x-y,tm65,65,shadow-claw
omega-ruby-alpha-sapphire,tm65,65,shadow-claw
sun-moon,tm65,65,shadow-claw
ultra-sun-ultra-moon,tm65,65,shadow-claw
sword-shield,tm65,65,shadow-claw
diamond-pearl,tm66,66,payback
platinum,tm66,66,payback
heartgold-soulsilver,tm66,66,payback
black-white,tm66,66,payback
black-2-white-2,tm66,66,payback
x-y,tm66,66,payback
omega-ruby-alpha-sapphire,tm66,66,payback
sun-moon,tm66,66,payback
ultra-sun-ultra-moon,tm66,66,payback
sword-shield,tm66,66,thunder-fang
diamond-pearl,tm67,67,recycle
platinum,tm67,67,recycle
heartgold-soulsilver,tm67,67,recycle
black-white,tm67,67,retaliate
black-2-white-2,tm67,67,retaliate
x-y,tm67,67,retaliate
omega-ruby-alpha-sapphire,tm67,67,retaliate
sun-moon,tm67,67,smart-strike
ultra-sun-ultra-moon,tm67,67,smart-strike
sword-shield,tm67,67,ice-fang
diamond-pearl,tm68,68,giga-impact
platinum,tm68,68,giga-impact
heartgold-soulsilver,tm68,68,giga-impact
black-white,tm68,68,giga-impact
black-2-white-2,tm68,68,giga-impact
x-y,tm68,68,giga-impact
omega-ruby-alpha-sapphire,tm68,68,giga-impact
sun-moon,tm68,68,giga-impact
ultra-sun-ultra-moon,tm68,68,giga-impact
sword-shield,tm68,68,fire-fang
diamond-pearl,tm69,69,rock-polish
platinum,tm69,69,rock-polish
heartgold-soulsilver,tm69,69,rock-polish
black-white,tm69,69,rock-polish
black-2-white-2,tm69,69,rock-polish
x-y,tm69,69,rock-polish
omega-ruby-alpha-sapphire,tm69,69,rock-polish
sun-moon,tm69,69,rock-polish
ultra-sun-ultra-moon,tm69,69,rock-polish
sword-shield,tm69,69,psycho-cut
diamond-pearl,tm70,70,flash
platinum,tm70,70,flash
heartgold-soulsilver,tm70,70,flash
black-white,tm70,70,flash
black-2-white-2,tm70,70,flash
x-y,tm70,70,flash
omega-ruby-alpha-sapphire,tm70,70,flash
sun-moon,tm70,70,aurora-veil
ultra-sun-ultra-moon,tm70,70,aurora-veil
sword-shield,tm70,70,trick-room
diamond-pearl,tm71,71,stone-edge
platinum,tm71,71,stone-edge
heartgold-soulsilver,tm71,71,stone-edge
black-white,tm71,71,stone-edge
black-2-white-2,tm71,71,stone-edge
x-y,tm71,71,stone-edge
omega-ruby-alpha-sapphire,tm71,71,stone-edge
sun-moon,tm71,71,stone-edge
ultra-sun-ultra-moon,tm71,71,stone-edge
sword-shield,tm71,71,wonder-room
diamond-pearl,tm72,72,avalanche
platinum,tm72,72,avalanche
heartgold-soulsilver,tm72,72,avalanche
black-white,tm72,72,volt-switch
black-2-white-2,tm72,72,volt-switch
x-y,tm72,72,volt-switch
omega-ruby-alpha-sapphire,tm72,72,volt-switch
sun-moon,tm72,72,volt-switch
ultra-sun-ultra-moon,tm72,72,volt-switch
sword-shield,tm72,72,magic-room
diamond-pearl,tm73,73,thunder-wave
platinum,tm73,73,thunder-wave
heartgold-soulsilver,tm73,73,thunder-wave
black-white,tm73,73,thunder-wave
black-2-white-2,tm73,73,thunder-wave
x-y,tm73,73,thunder-wave
omega-ruby-alpha-sapphire,tm73,73,thunder-wave
sun-moon,tm73,73,thunder-wave
ultra-sun-ultra-moon,tm73,73,thunder-wave
sword-shield,tm73,73,cross-poison
diamond-pearl,tm74,74,gyro-ball
platinum,tm74,74,gyro-ball
heartgold-soulsilver,tm74,74,gyro-ball
black-white,tm74,74,gyro-ball
black-2-white-2,tm74,74,gyro-ball
x-y,tm74,74,gyro-ball
omega-ruby-alpha-sapphire,tm74,74,gyro-ball
sun-moon,tm74,74,gyro-ball
ultra-sun-ultra-moon,tm74,74,gyro-ball
sword-shield,tm74,74,venoshock
diamond-pearl,tm75,75,swords-dance
platinum,tm75,75,swords-dance
heartgold-soulsilver,tm75,75,swords-dance
black-white,tm75,75,swords-dance
black-2-white-2,tm75,75,swords-dance
x-y,tm75,75,swords-dance
omega-ruby-alpha-sapphire,tm75,75,swords-dance
sun-moon,tm75,75,swords-dance
ultra-sun-ultra-moon,tm75,75,swords-dance
sword-shield,tm75,75,low-sweep
diamond-pearl,tm76,76,stealth-rock
platinum,tm76,76,stealth-rock
heartgold-soulsilver,tm76,76,stealth-rock
black-white,tm76,76,struggle-bug
black-2-white-2,tm76,76,struggle-bug
x-y,tm76,76,struggle-bug
omega-ruby-alpha-sapphire,tm76,76,struggle-bug
sun-moon,tm76,76,fly
ultra-sun-ultra-moon,tm76,76,fly
sword-shield,tm76,76,round
diamond-pearl,tm77,77,psych-up
platinum,tm77,77,psych-up
heartgold-soulsilver,tm77,77,psych-up
black-white,tm77,77,psych-up
black-2-white-2,tm77,77,psych-up
x-y,tm77,77,psych-up
omega-ruby-alpha-sapphire,tm77,77,psych-up
sun-moon,tm77,77,psych-up
ultra-sun-ultra-moon,tm77,77,psych-up
sword-shield,tm77,77,hex
diamond-pearl,tm78,78,captivate
platinum,tm78,78,captivate
heartgold-soulsilver,tm78,78,captivate
black-white,tm78,78,bulldoze
black-2-white-2,tm78,78,bulldoze
x-y,tm78,78,bulldoze
omega-ruby-alpha-sapphire,tm78,78,bulldoze
sun-moon,tm78,78,bulldoze
ultra-sun-ultra-moon,tm78,78,bulldoze
sword-shield,tm78,78,acrobatics
diamond-pearl,tm79,79,dark-pulse
platinum,tm79,79,dark-pulse
heartgold-soulsilver,tm79,79,dark-pulse
black-white,tm79,79,frost-breath
black-2-white-2,tm79,79,frost-breath
x-y,tm79,79,frost-breath
omega-ruby-alpha-sapphire,tm79,79,frost-breath
sun-moon,tm79,79,frost-breath
ultra-sun-ultra-moon,tm79,79,frost-breath
sword-shield,tm79,79,retaliate
diamond-pearl,tm80,80,rock-slide
platinum,tm80,80,rock-slide
heartgold-soulsilver,tm80,80,rock-slide
black-white,tm80,80,rock-slide
black-2-white-2,tm80,80,rock-slide
x-y,tm80,80,rock-slide
omega-ruby-alpha-sapphire,tm80,80,rock-slide
sun-moon,tm80,80,rock-slide
ultra-sun-ultra-moon,tm80,80,rock-slide
sword-shield,tm80,80,volt-switch
diamond-pearl,tm81,81,x-scissor
platinum,tm81,81,x-scissor
heartgold-soulsilver,tm81,81,x-scissor
black-white,tm81,81,x-scissor
black-2-white-2,tm81,81,x-scissor
x-y,tm81,81,x-scissor
omega-ruby-alpha-sapphire,tm81,81,x-scissor
sun-moon,tm81,81,x-scissor
ultra-sun-ultra-moon,tm81,81,x-scissor
sword-shield,tm81,81,bulldoze
diamond-pearl,tm82,82,sleep-talk
platinum,tm82,82,sleep-talk
heartgold-soulsilver,tm82,82,sleep-talk
black-white,tm82,82,dragon-tail
black-2-white-2,tm82,82,dragon-tail
x-y,tm82,82,dragon-tail
omega-ruby-alpha-sapphire,tm82,82,dragon-tail
sun-moon,tm82,82,dragon-tail
ultra-sun-ultra-moon,tm82,82,dragon-tail
sword-shield,tm82,82,electroweb
diamond-pearl,tm83,83,natural-gift
platinum,tm83,83,natural-gift
heartgold-soulsilver,tm83,83,natural-gift
black-white,tm83,83,work-up
black-2-white-2,tm83,83,work-up
x-y,tm83,83,infestation
omega-ruby-alpha-sapphire,tm83,83,infestation
sun-moon,tm83,83,infestation
ultra-sun-ultra-moon,tm83,83,infestation
sword-shield,tm83,83,razor-shell
diamond-pearl,tm84,84,poison-jab
platinum,tm84,84,poison-jab
heartgold-soulsilver,tm84,84,poison-jab
black-white,tm84,84,poison-jab
black-2-white-2,tm84,84,poison-jab
x-y,tm84,84,poison-jab
omega-ruby-alpha-sapphire,tm84,84,poison-jab
sun-moon,tm84,84,poison-jab
ultra-sun-ultra-moon,tm84,84,poison-jab
sword-shield,tm84,84,tail-slap
diamond-pearl,tm85,85,dream-eater
platinum,tm85,85,dream-eater
heartgold-soulsilver,tm85,85,dream-eater
black-white,tm85,85,dream-eater
black-2-white-2,tm85,85,dream-eater
x-y,tm85,85,dream-eater
omega-ruby-alpha-sapphire,tm85,85,dream-eater
sun-moon,tm85,85,dream-eater
ultra-sun-ultra-moon,tm85,85,dream-eater
sword-shield,tm85,85,snarl
diamond-pearl,tm86,86,grass-knot
platinum,tm86,86,grass-knot
heartgold-soulsilver,tm86,86,grass-knot
black-white,tm86,86,grass-knot
black-2-white-2,tm86,86,grass-knot
x-y,tm86,86,grass-knot
omega-ruby-alpha-sapphire,tm86,86,grass-knot
sun-moon,tm86,86,grass-knot
ultra-sun-ultra-moon,tm86,86,grass-knot
sword-shield,tm86,86,phantom-force
diamond-pearl,tm87,87,swagger
platinum,tm87,87,swagger
heartgold-soulsilver,tm87,87,swagger
black-white,tm87,87,swagger
black-2-white-2,tm87,87,swagger
x-y,tm87,87,swagger
omega-ruby-alpha-sapphire,tm87,87,swagger
sun-moon,tm87,87,swagger
ultra-sun-ultra-moon,tm87,87,swagger
sword-shield,tm87,87,draining-kiss
diamond-pearl,tm88,88,pluck
platinum,tm88,88,pluck
heartgold-soulsilver,tm88,88,pluck
black-white,tm88,88,pluck
black-2-white-2,tm88,88,pluck
x-y,tm88,88,sleep-talk
omega-ruby-alpha-sapphire,tm88,88,sleep-talk
sun-moon,tm88,88,sleep-talk
ultra-sun-ultra-moon,tm88,88,sleep-talk
sword-shield,tm88,88,grassy-terrain
diamond-pearl,tm89,89,u-turn
platinum,tm89,89,u-turn
heartgold-soulsilver,tm89,89,u-turn
black-white,tm89,89,u-turn
black-2-white-2,tm89,89,u-turn
x-y,tm89,89,u-turn
omega-ruby-alpha-sapphire,tm89,89,u-turn
sun-moon,tm89,89,u-turn
ultra-sun-ultra-moon,tm89,89,u-turn
sword-shield,tm89,89,misty-terrain
diamond-pearl,tm90,90,substitute
platinum,tm90,90,substitute
heartgold-soulsilver,tm90,90,substitute
black-white,tm90,90,substitute
black-2-white-2,tm90,90,substitute
x-y,tm90,90,substitute
omega-ruby-alpha-sapphire,tm90,90,substitute
sun-moon,tm90,90,substitute
ultra-sun-ultra-moon,tm90,90,substitute
sword-shield,tm90,90,electric-terrain
diamond-pearl,tm91,91,flash-cannon
platinum,tm91,91,flash-cannon
heartgold-soulsilver,tm91,91,flash-cannon
black-white,tm91,91,flash-cannon
black-2-white-2,tm91,91,flash-cannon
x-y,tm91,91,flash-cannon
omega-ruby-alpha-sapphire,tm91,91,flash-cannon
sun-moon,tm91,91,flash-cannon
ultra-sun-ultra-moon,tm91,91,flash-cannon
sword-shield,tm91,91,psychic-terrain
diamond-pearl,tm92,92,trick-room
platinum,tm92,92,trick-room
heartgold-soulsilver,tm92,92,trick-room
black-white,tm92,92,trick-room
black-2-white-2,tm92,92,trick-room
x-y,tm92,92,trick-room
omega-ruby-alpha-sapphire,tm92,92,trick-room
sun-moon,tm92,92,trick-room
ultra-sun-ultra-moon,tm92,92,trick-room
sword-shield,tm92,92,mystical-fire
black-white,tm93,93,wild-charge
black-2-white-2,tm93,93,wild-charge
x-y,tm93,93,wild-charge
omega-ruby-alpha-sapphire,tm93,93,wild-charge
sun-moon,tm93,93,wild-charge
ultra-sun-ultra-moon,tm93,93,wild-charge
sword-shield,tm93,93,eerie-impulse
black-white,tm94,94,rock-smash
black-2-white-2,tm94,94,rock-smash
x-y,tm94,94,rock-smash
omega-ruby-alpha-sapphire,tm94,94,secret-power
sun-moon,tm94,94,surf
ultra-sun-ultra-moon,tm94,94,surf
sword-shield,tm94,94,false-swipe
black-white,tm95,95,snarl
black-2-white-2,tm95,95,snarl
x-y,tm95,95,snarl
omega-ruby-alpha-sapphire,tm95,95,snarl
sun-moon,tm95,95,snarl
ultra-sun-ultra-moon,tm95,95,snarl
sword-shield,tm95,95,air-slash
x-y,tm96,96,nature-power
omega-ruby-alpha-sapphire,tm96,96,nature-power
sun-moon,tm96,96,nature-power
ultra-sun-ultra-moon,tm96,96,nature-power
sword-shield,tm96,96,smart-strike
x-y,tm97,97,dark-pulse
omega-ruby-alpha-sapphire,tm97,97,dark-pulse
sun-moon,tm97,97,dark-pulse
ultra-sun-ultra-moon,tm97,97,dark-pulse
sword-shield,tm97,97,brutal-swing
x-y,tm98,98,power-up-punch
omega-ruby-alpha-sapphire,tm98,98,power-up-punch
sun-moon,tm98,98,waterfall
ultra-sun-ultra-moon,tm98,98,waterfall
sword-shield,tm98,98,stomping-tantrum
x-y,tm99,99,dazzling-gleam
omega-ruby-alpha-sapphire,tm99,99,dazzling-gleam
sun-moon,tm99,99,dazzling-gleam
ultra-sun-ultra-moon,tm99,99,dazzling-gleam
sword-shield,tm99,99,breaking-swipe
x-y,tm100,100,confide
omega-ruby-alpha-sapphire,tm100,100,confide
sun-moon,tm100,100,confide
ultra-sun-ultra-moon,tm100,100,confide
sword-shield,tr00,100,swords-dance
red-blue,hm01,101,cut
yellow,hm01,101,cut
gold-silver,hm01,101,cut
crystal,hm01,101,cut
ruby-sapphire,hm01,101,cut
emerald,hm01,101,cut
firered-leafgreen,hm01,101,cut
diamond-pearl,hm01,101,cut
platinum,hm01,101,cut
heartgold-soulsilver,hm01,101,cut
black-white,hm01,101,cut
black-2-white-2,hm01,101,cut
x-y,hm01,101,cut
omega-ruby-alpha-sapphire,hm01,101,cut
sword-shield,tr01,101,body-slam
red-blue,hm02,102,fly
yellow,hm02,102,fly
gold-silver,hm02,102,fly
crystal,hm02,102,fly
ruby-sapphire,hm02,102,fly
emerald,hm02,102,fly
firered-leafgreen,hm02,102,fly
diamond-pearl,hm02,102,fly
platinum,hm02,102,fly
heartgold-soulsilver,hm02,102,fly
black-white,hm02,102,fly
black-2-white-2,hm02,102,fly
x-y,hm02,102,fly
omega-ruby-alpha-sapphire,hm02,102,fly
sword-shield,tr02,102,flamethrower
red-blue,hm03,103,surf
yellow,hm03,103,surf
gold-silver,hm03,103,surf
crystal,hm03,103,surf
ruby-sapphire,hm03,103,surf
emerald,hm03,103,surf
firered-leafgreen,hm03,103,surf
diamond-pearl,hm03,103,surf
platinum,hm03,103,surf
heartgold-soulsilver,hm03,103,surf
black-white,hm03,103,surf
black-2-white-2,hm03,103,surf
x-y,hm03,103,surf
omega-ruby-alpha-sapphire,hm03,103,surf
sword-shield,tr03,103,hydro-pump
red-blue,hm04,104,strength
yellow,hm04,104,strength
gold-silver,hm04,104,strength
crystal,hm04,104,strength
ruby-sapphire,hm04,104,strength
emerald,hm04,104,strength
firered-leafgreen,hm04,104,strength
diamond-pearl,hm04,104,strength
platinum,hm04,104,strength
heartgold-soulsilver,hm04,104,strength
black-white,hm04,104,strength
black-2-white-2,hm04,104,strength
x-y,hm04,104,strength
omega-ruby-alpha-sapphire,hm04,104,strength
sword-shield,tr04,104,surf
red-blue,hm05,105,flash
yellow,hm05,105,flash
gold-silver,hm05,105,flash
crystal,hm05,105,flash
ruby-sapphire,hm05,105,flash
emerald,hm05,105,flash
firered-leafgreen,hm05,105,flash
diamond-pearl,hm05,105,defog
platinum,hm05,105,defog
heartgold-soulsilver,hm05,105,whirlpool
black-white,hm05,105,waterfall
black-2-white-2,hm05,105,waterfall
x-y,hm05,105,waterfall
omega-ruby-alpha-sapphire,hm05,105,waterfall
sword-shield,tr05,105,ice-beam
gold-silver,hm06,106,whirlpool
crystal,hm06,106,whirlpool
ruby-sapphire,hm06,106,rock-smash
emerald,hm06,106,rock-smash
firered-leafgreen,hm06,106,rock-smash
diamond-pearl,hm06,106,rock-smash
platinum,hm06,106,rock-smash
heartgold-soulsilver,hm06,106,rock-smash
black-white,hm06,106,dive
black-2-white-2,hm06,106,dive
omega-ruby-alpha-sapphire,hm06,106,rock-smash
sword-shield,tr06,106,blizzard
