species,name_en,name_ja,name_ja_hrkt,name_ja_roma,name_fr,name_de,name_es,name_es_419,name_it,name_ko,name_ko_latn,name_zh_hant,name_zh_hans,name_zh_latn
157,Typhlosion,バクフーン,バクフーン,Bakphoon,Typhlosion,Tornupto,Typhlosion,Typhlosion,Typhlosion,블레이범,Beulleibeom,火爆獸,火暴兽,Huǒbàoshòu
158,Totodile,ワニノコ,ワニノコ,Waninoko,Kaiminus,Karnimani,Totodile,Totodile,Totodile,리아코,Riako,小鋸鱷,小锯鳄,Xiǎojù'è
159,Croconaw,アリゲイツ,アリゲイツ,Alligates,Crocrodil,Tyracroc,Croconaw,Croconaw,Croconaw,엘리게이,Elligei,藍鱷,蓝鳄,Lán'è
160,Feraligatr,オーダイル,オーダイル,Ordile,Aligatueur,Impergator,Feraligatr,Feraligatr,Feraligatr,장크로다일,Jangkeurodail,大力鱷,大力鳄,Dàlì'è
161,Sentret,オタチ,オタチ,Otachi,Fouinette,Wiesor,Sentret,Sentret,Sentret,꼬리선,Kkoriseon,尾立,尾立,Wěilì
162,Furret,オオタチ,オオタチ,Ootachi,Fouinar,Wiesenior,Furret,Furret,Furret,다꼬리,Dakkori,大尾立,大尾立,Dàwěilì
163,Hoothoot,ホーホー,ホーホー,Hoho,Hoothoot,Hoothoot,Hoothoot,Hoothoot,Hoothoot,부우부,Buubu,咕咕,咕咕,Gūgū
164,Noctowl,ヨルノズク,ヨルノズク,Yorunozuku,Noarfang,Noctuh,Noctowl,Noctowl,Noctowl,야부엉,Yabueong,貓頭夜鷹,猫头夜鹰,Māotóuyèyīng
165,Ledyba,レディバ,レディバ,Rediba,Coxy,Ledyba,Ledyba,Ledyba,Ledyba,레디바,Rediba,芭瓢蟲,芭瓢虫,Bāpiáochóng
166,Ledian,レディアン,レディアン,Redian,Coxyclaque,Ledian,Ledian,Ledian,Ledian,레디안,Redian,安瓢蟲,安瓢虫,Ānpiáochóng
167,Spinarak,イトマル,イトマル,Itomaru,Mimigal,Webarak,Spinarak,Spinarak,Spinarak,페이검,Peigeom,圓絲蛛,圆丝蛛,Yuánsīzhū
168,Ariados,アリアドス,アリアドス,Ariados,Migalos,Ariados,Ariados,Ariados,Ariados,아리아도스,Ariadoseu,阿利多斯,阿利多斯,Ālìduōsī
169,Crobat,クロバット,クロバット,Crobat,Nostenfer,Iksbat,Crobat,Crobat,Crobat,크로뱃,Keurobaet,叉字蝠,叉字蝠,Chāzìfú
170,Chinchou,チョンチー,チョンチー,Chonchie,Loupio,Lampi,Chinchou,Chinchou,Chinchou,초라기,Choragi,燈籠魚,灯笼鱼,Dēnglóngyú
171,Lanturn,ランターン,ランターン,Lantern,Lanturn,Lanturn,Lanturn,Lanturn,Lanturn,랜턴,Raenteon,電燈怪,电灯怪,Diàndēngguài
172,Pichu,ピチュー,ピチュー,Pichu,Pichu,Pichu,Pichu,Pichu,Pichu,피츄,Pichyu,皮丘,皮丘,Píqiū
173,Cleffa,ピィ,ピィ,Py,Mélo,Pii,Cleffa,Cleffa,Cleffa,삐,Ppi,皮寶寶,皮宝宝,Píbǎobao
174,Igglybuff,ププリン,ププリン,Pupurin,Toudoudou,Fluffeluff,Igglybuff,Igglybuff,Igglybuff,푸푸린,Pupurin,寶寶丁,宝宝丁,Bǎobaodīng
175,Togepi,トゲピー,トゲピー,Togepy,Togepi,Togepi,Togepi,Togepi,Togepi,토게피,Togepi,波克比,波克比,Bōkèbǐ
176,Togetic,トゲチック,トゲチック,Togechick,Togetic,Togetic,Togetic,Togetic,Togetic,토게틱,Togetik,波克基古,波克基古,Bōkèjīgǔ
177,Natu,ネイティ,ネイティ,Naty,Natu,Natu,Natu,Natu,Natu,네이티,Neiti,天然雀,天然雀,Tiānránquè
178,Xatu,ネイティオ,ネイティオ,Natio,Xatu,Xatu,Xatu,Xatu,Xatu,네이티오,Neitio,天然鳥,天然鸟,Tiānránniǎo
179,Mareep,メリープ,メリープ,Merriep,Wattouat,Voltilamm,Mareep,Mareep,Mareep,메리프,Meripeu,咩利羊,咩利羊,Miēlìyáng
180,Flaaffy,モココ,モココ,Mokoko,Lainergie,Waaty,Flaaffy,Flaaffy,Flaaffy,보송송,Bosongsong,茸茸羊,茸茸羊,Róngróngyáng
181,Ampharos,デンリュウ,デンリュウ,Denryu,Pharamp,Ampharos,Ampharos,Ampharos,Ampharos,전룡,Jeonnyong,電龍,电龙,Diànlóng
182,Bellossom,キレイハナ,キレイハナ,Kireihana,Joliflor,Blubella,Bellossom,Bellossom,Bellossom,아르코,Areuko,美麗花,美丽花,Měilìhuā
183,Marill,マリル,マリル,Maril,Marill,Marill,Marill,Marill,Marill,마릴,Maril,瑪力露,玛力露,Mǎlìlù
184,Azumarill,マリルリ,マリルリ,Marilli,Azumarill,Azumarill,Azumarill,Azumarill,Azumarill,마릴리,Marilli,瑪力露麗,玛力露丽,Mǎlìlùlì
185,Sudowoodo,ウソッキー,ウソッキー,Usokkie,Simularbre,Mogelbaum,Sudowoodo,Sudowoodo,Sudowoodo,꼬지모,Kkojimo,樹才怪,树才怪,Shùcáiguài
186,Politoed,ニョロトノ,ニョロトノ,Nyorotono,Tarpaud,Quaxo,Politoed,Politoed,Politoed,왕구리,Wangguri,蚊香蛙皇,蚊香蛙皇,Wénxiāngwāhuáng
187,Hoppip,ハネッコ,ハネッコ,Hanecco,Granivol,Hoppspross,Hoppip,Hoppip,Hoppip,통통코,Tongtongko,毽子草,毽子草,Jiànzǐcǎo
188,Skiploom,ポポッコ,ポポッコ,Popocco,Floravol,Hubelupf,Skiploom,Skiploom,Skiploom,두코,Duko,毽子花,毽子花,Jiànzǐhuā
189,Jumpluff,ワタッコ,ワタッコ,Watacco,Cotovol,Papungha,Jumpluff,Jumpluff,Jumpluff,솜솜코,Somsomko,毽子棉,毽子棉,Jiànzǐmián
190,Aipom,エイパム,エイパム,Eipam,Capumain,Griffel,Aipom,Aipom,Aipom,에이팜,Eipam,長尾怪手,长尾怪手,Chángwěiguàishǒu
191,Sunkern,ヒマナッツ,ヒマナッツ,Himanuts,Tournegrin,Sonnkern,Sunkern,Sunkern,Sunkern,해너츠,Haeneocheu,向日種子,向日种子,Xiàngrìzhǒngzǐ
192,Sunflora,キマワリ,キマワリ,Kimawari,Héliatronc,Sonnflora,Sunflora,Sunflora,Sunflora,해루미,Haerumi,向日花怪,向日花怪,Xiàngrìhuāguài
193,Yanma,ヤンヤンマ,ヤンヤンマ,Yanyanma,Yanma,Yanma,Yanma,Yanma,Yanma,왕자리,Wangjari,蜻蜻蜓,蜻蜻蜓,Qīngqīngtíng
194,Wooper,ウパー,ウパー,Upah,Axoloto,Felino,Wooper,Wooper,Wooper,우파,Upa,烏波,乌波,Wūbō
195,Quagsire,ヌオー,ヌオー,Nuoh,Maraiste,Morlord,Quagsire,Quagsire,Quagsire,누오,Nuo,沼王,沼王,Zhǎowáng
196,Espeon,エーフィ,エーフィ,Eifie,Mentali,Psiana,Espeon,Espeon,Espeon,에브이,Ebeui,太陽伊布,太阳伊布,Tàiyángyībù
197,Umbreon,ブラッキー,ブラッキー,Bracky,Noctali,Nachtara,Umbreon,Umbreon,Umbreon,블래키,Beullaeki,月亮伊布,月亮伊布,Yuèliàngyībù
198,Murkrow,ヤミカラス,ヤミカラス,Yamikarasu,Cornèbre,Kramurx,Murkrow,Murkrow,Murkrow,니로우,Nirou,黑暗鴉,黑暗鸦,Hēi'ànyā
199,Slowking,ヤドキング,ヤドキング,Yadoking,Roigada,Laschoking,Slowking,Slowking,Slowking,야도킹,Yadoking,呆呆王,呆呆王,Dāidāiwáng
200,Misdreavus,ムウマ,ムウマ,Muma,Feuforêve,Traunfugil,Misdreavus,Misdreavus,Misdreavus,무우마,Muuma,夢妖,梦妖,Mèngyāo
201,Unown,アンノーン,アンノーン,Unknown,Zarbi,Icognito,Unown,Unown,Unown,안농,Annong,未知圖騰,未知图腾,Wèizhītúténg
202,Wobbuffet,ソーナンス,ソーナンス,Sonans,Qulbutoké,Woingenau,Wobbuffet,Wobbuffet,Wobbuffet,마자용,Majayong,果然翁,果然翁,Guǒránwēng
203,Girafarig,キリンリキ,キリンリキ,Kirinriki,Girafarig,Girafarig,Girafarig,Girafarig,Girafarig,키링키,Kiringki,麒麟奇,麒麟奇,Qílínqí
204,Pineco,クヌギダマ,クヌギダマ,Kunugidama,Pomdepik,Tannza,Pineco,Pineco,Pineco,피콘,Pikon,榛果球,榛果球,Zhēnguǒqiú
205,Forretress,フォレトス,フォレトス,Foretos,Foretress,Forstellka,Forretress,Forretress,Forretress,쏘콘,Ssokon,佛烈托斯,佛烈托斯,Fúliètuōsī
206,Dunsparce,ノコッチ,ノコッチ,Nokocchi,Insolourdo,Dummisel,Dunsparce,Dunsparce,Dunsparce,노고치,Nogochi,土龍弟弟,土龙弟弟,Tǔlóngdìdì
207,Gligar,グライガー,グライガー,Gliger,Scorplane,Skorgla,Gligar,Gligar,Gligar,글라이거,Geullaigeo,天蠍,天蝎,Tiānxiē
208,Steelix,ハガネール,ハガネール,Haganeil,Steelix,Stahlos,Steelix,Steelix,Steelix,강철톤,Gangcheolton,大鋼蛇,大钢蛇,Dàgāngshé
209,Snubbull,ブルー,ブルー,Bulu,Snubbull,Snubbull,Snubbull,Snubbull,Snubbull,블루,Beullu,布魯,布鲁,Bùlú
210,Granbull,グランブル,グランブル,Granbulu,Granbull,Granbull,Granbull,Granbull,Granbull,그랑블루,Geurangbeullu,布魯皇,布鲁皇,Bùlǔhuáng
211,Qwilfish,ハリーセン,ハリーセン,Harysen,Qwilfish,Baldorfish,Qwilfish,Qwilfish,Qwilfish,침바루,Chimbaru,千針魚,千针鱼,Qiānzhēnyú
212,Scizor,ハッサム,ハッサム,Hassam,Cizayox,Scherox,Scizor,Scizor,Scizor,핫삼,Hatsam,巨鉗螳螂,巨钳螳螂,Jùqiántángláng
213,Shuckle,ツボツボ,ツボツボ,Tsubotsubo,Caratroc,Pottrott,Shuckle,Shuckle,Shuckle,단단지,Dandanji,壺壺,壶壶,Húhú
214,Heracross,ヘラクロス,ヘラクロス,Heracros,Scarhino,Skaraborn,Heracross,Heracross,Heracross,헤라크로스,Herakeuroseu,赫拉克羅斯,赫拉克罗斯,Hèlākèluósī
215,Sneasel,ニューラ,ニューラ,Nyula,Farfuret,Sniebel,Sneasel,Sneasel,Sneasel,포푸니,Popuni,狃拉,狃拉,Niǔlā
216,Teddiursa,ヒメグマ,ヒメグマ,Himeguma,Teddiursa,Teddiursa,Teddiursa,Teddiursa,Teddiursa,깜지곰,Kkamjigom,熊寶寶,熊宝宝,Xióngbǎobao
217,Ursaring,リングマ,リングマ,Ringuma,Ursaring,Ursaring,Ursaring,Ursaring,Ursaring,링곰,Ringgom,圈圈熊,圈圈熊,Quānquānxióng
218,Slugma,マグマッグ,マグマッグ,Magmag,Limagma,Schneckmag,Slugma,Slugma,Slugma,마그마그,Mageumageu,熔岩蟲,熔岩虫,Róngyánchóng
219,Magcargo,マグカルゴ,マグカルゴ,Magcargot,Volcaropod,Magcargo,Magcargo,Magcargo,Magcargo,마그카르고,Mageukareugo,熔岩蝸牛,熔岩蜗牛,Róngyánguāniú
220,Swinub,ウリムー,ウリムー,Urimoo,Marcacrin,Quiekel,Swinub,Swinub,Swinub,꾸꾸리,Kkukkuri,小山豬,小山猪,Xiǎoshānzhū
221,Piloswine,イノムー,イノムー,Inomoo,Cochignon,Keifel,Piloswine,Piloswine,Piloswine,메꾸리,Mekkuri,長毛豬,长毛猪,Chángmáozhū
222,Corsola,サニーゴ,サニーゴ,Sunnygo,Corayon,Corasonn,Corsola,Corsola,Corsola,코산호,Kosanho,太陽珊瑚,太阳珊瑚,Tàiyángshānhú
223,Remoraid,テッポウオ,テッポウオ,Teppouo,Rémoraid,Remoraid,Remoraid,Remoraid,Remoraid,총어,Chongeo,鐵炮魚,铁炮鱼,Tiěpàoyú
224,Octillery,オクタン,オクタン,Okutank,Octillery,Octillery,Octillery,Octillery,Octillery,대포무노,Daepomuno,章魚桶,章鱼桶,Zhāngyútǒng
225,Delibird,デリバード,デリバード,Delibird,Cadoizo,Botogel,Delibird,Delibird,Delibird,딜리버드,Dillibeodeu,信使鳥,信使鸟,Xìnshǐniǎo
226,Mantine,マンタイン,マンタイン,Mantain,Démanta,Mantax,Mantine,Mantine,Mantine,만타인,Mantain,巨翅飛魚,巨翅飞鱼,Jùchìfēiyú
227,Skarmory,エアームド,エアームド,Airmd,Airmure,Panzaeron,Skarmory,Skarmory,Skarmory,무장조,Mujangjo,盔甲鳥,盔甲鸟,Kuījiǎniǎo
228,Houndour,デルビル,デルビル,Delvil,Malosse,Hunduster,Houndour,Houndour,Houndour,델빌,Delbil,戴魯比,戴鲁比,Dàilǔbǐ
229,Houndoom,ヘルガー,ヘルガー,Hellgar,Démolosse,Hundemon,Houndoom,Houndoom,Houndoom,헬가,Helga,黑魯加,黑鲁加,Hēilǔjiā
230,Kingdra,キングドラ,キングドラ,Kingdra,Hyporoi,Seedraking,Kingdra,Kingdra,Kingdra,킹드라,Kingdeura,刺龍王,刺龙王,Cìlóngwáng
231,Phanpy,ゴマゾウ,ゴマゾウ,Gomazou,Phanpy,Phanpy,Phanpy,Phanpy,Phanpy,코코리,Kokori,小小象,小小象,Xiǎoxiǎoxiàng
232,Donphan,ドンファン,ドンファン,Donfan,Donphan,Donphan,Donphan,Donphan,Donphan,코리갑,Korigap,頓甲,顿甲,Dùnjiǎ
233,Porygon2,ポリゴン２,ポリゴン２,Porygon2,Porygon2,Porygon2,Porygon2,Porygon2,Porygon2,폴리곤2,Polligontu,多邊獸Ⅱ,多边兽２型,Duōbiānshòu-II
234,Stantler,オドシシ,オドシシ,Odoshishi,Cerfrousse,Damhirplex,Stantler,Stantler,Stantler,노라키,Noraki,驚角鹿,惊角鹿,Jīngjiǎolù
235,Smeargle,ドーブル,ドーブル,Doble,Queulorior,Farbeagle,Smeargle,Smeargle,Smeargle,루브도,Rubeudo,圖圖犬,图图犬,Tútúquǎn
236,Tyrogue,バルキー,バルキー,Balkie,Debugant,Rabauz,Tyrogue,Tyrogue,Tyrogue,배루키,Baeruki,無畏小子,无畏小子,Wúwèixiǎozi
237,Hitmontop,カポエラー,カポエラー,Kapoerer,Kapoera,Kapoera,Hitmontop,Hitmontop,Hitmontop,카포에라,Kapoera,戰舞郎,战舞郎,Zhànwǔláng
238,Smoochum,ムチュール,ムチュール,Muchul,Lippouti,Kussilla,Smoochum,Smoochum,Smoochum,뽀뽀라,Ppoppora,迷唇娃,迷唇娃,Míchúnwá
239,Elekid,エレキッド,エレキッド,Elekid,Élekid,Elekid,Elekid,Elekid,Elekid,에레키드,Erekideu,電擊怪,电击怪,Diànjíguài
240,Magby,ブビィ,ブビィ,Buby,Magby,Magby,Magby,Magby,Magby,마그비,Mageubi,鴨嘴寶寶,鸭嘴宝宝,Yāzuǐbǎobao
241,Miltank,ミルタンク,ミルタンク,Miltank,Écrémeuh,Miltank,Miltank,Miltank,Miltank,밀탱크,Miltaengkeu,大奶罐,大奶罐,Dànǎiguàn
242,Blissey,ハピナス,ハピナス,Happinas,Leuphorie,Heiteira,Blissey,Blissey,Blissey,해피너스,Haepineoseu,幸福蛋,幸福蛋,Xìngfúdàn
243,Raikou,ライコウ,ライコウ,Raikou,Raikou,Raikou,Raikou,Raikou,Raikou,라이코,Raiko,雷公,雷公,Léigōng
244,Entei,エンテイ,エンテイ,Entei,Entei,Entei,Entei,Entei,Entei,앤테이,Aentei,炎帝,炎帝,Yándì
245,Suicune,スイクン,スイクン,Suicune,Suicune,Suicune,Suicune,Suicune,Suicune,스이쿤,Seuikun,水君,水君,Shuǐjūn
246,Larvitar,ヨーギラス,ヨーギラス,Yogiras,Embrylex,Larvitar,Larvitar,Larvitar,Larvitar,애버라스,Aebeoraseu,幼基拉斯,幼基拉斯,Yòujīlāsī
247,Pupitar,サナギラス,サナギラス,Sanagiras,Ymphect,Pupitar,Pupitar,Pupitar,Pupitar,데기라스,Degiraseu,沙基拉斯,沙基拉斯,Shājīlāsī
248,Tyranitar,バンギラス,バンギラス,Bangiras,Tyranocif,Despotar,Tyranitar,Tyranitar,Tyranitar,마기라스,Magiraseu,班基拉斯,班基拉斯,Bānjīlāsī
249,Lugia,ルギア,ルギア,Lugia,Lugia,Lugia,Lugia,Lugia,Lugia,루기아,Rugia,洛奇亞,洛奇亚,Luòqíyǎ
250,Ho-Oh,ホウオウ,ホウオウ,Houou,Ho-Oh,Ho-Oh,Ho-Oh,Ho-Oh,Ho-Oh,칠색조,Chilsaekjo,鳳王,凤王,Fèngwáng
251,Celebi,セレビィ,セレビィ,Celebi,Celebi,Celebi,Celebi,Celebi,Celebi,세레비,Serebi,時拉比,时拉比,Shílābǐ
252,Treecko,キモリ,キモリ,Kimori,Arcko,Geckarbor,Treecko,Treecko,Treecko,나무지기,Namujigi,木守宮,木守宫,Mùshǒugōng
253,Grovyle,ジュプトル,ジュプトル,Juptile,Massko,Reptain,Grovyle,Grovyle,Grovyle,나무돌이,Namudori,森林蜥蜴,森林蜥蜴,Sēnlínxīyì
254,Sceptile,ジュカイン,ジュカイン,Jukain,Jungko,Gewaldro,Sceptile,Sceptile,Sceptile,나무킹,Namuking,蜥蜴王,蜥蜴王,Xīyìwáng
255,Torchic,アチャモ,アチャモ,Achamo,Poussifeu,Flemmli,Torchic,Torchic,Torchic,아차모,Achamo,火稚雞,火稚鸡,Huǒzhìjī
256,Combusken,ワカシャモ,ワカシャモ,Wakasyamo,Galifeu,Jungglut,Combusken,Combusken,Combusken,영치코,Yeongchiko,力壯雞,力壮鸡,Lìzhuàngjī
257,Blaziken,バシャーモ,バシャーモ,Bursyamo,Braségali,Lohgock,Blaziken,Blaziken,Blaziken,번치코,Beonchiko,火焰雞,火焰鸡,Huǒyànjī
258,Mudkip,ミズゴロウ,ミズゴロウ,Mizugorou,Gobou,Hydropi,Mudkip,Mudkip,Mudkip,물짱이,Muljjangi,水躍魚,水跃鱼,Shuǐyuèyú
259,Marshtomp,ヌマクロー,ヌマクロー,Numacraw,Flobio,Moorabbel,Marshtomp,Marshtomp,Marshtomp,늪짱이,Neupjjangi,沼躍魚,沼跃鱼,Zhǎoyuèyú
260,Swampert,ラグラージ,ラグラージ,Laglarge,Laggron,Sumpex,Swampert,Swampert,Swampert,대짱이,Daejjangi,巨沼怪,巨沼怪,Jùzhǎoguài
261,Poochyena,ポチエナ,ポチエナ,Pochiena,Medhyèna,Fiffyen,Poochyena,Poochyena,Poochyena,포챠나,Pochyana,土狼犬,土狼犬,Tǔlángquǎn
262,Mightyena,グラエナ,グラエナ,Graena,Grahyèna,Magnayen,Mightyena,Mightyena,Mightyena,그라에나,Geuraena,大狼犬,大狼犬,Dàlángquǎn
263,Zigzagoon,ジグザグマ,ジグザグマ,Jiguzaguma,Zigzaton,Zigzachs,Zigzagoon,Zigzagoon,Zigzagoon,지그제구리,Jigeujeguri,蛇紋熊,蛇纹熊,Shéwénxióng
264,Linoone,マッスグマ,マッスグマ,Massuguma,Linéon,Geradaks,Linoone,Linoone,Linoone,직구리,Jikguri,直衝熊,直冲熊,Zhíchōngxióng
265,Wurmple,ケムッソ,ケムッソ,Kemusso,Chenipotte,Waumpel,Wurmple,Wurmple,Wurmple,개무소,Gaemuso,刺尾蟲,刺尾虫,Cìwěichóng
266,Silcoon,カラサリス,カラサリス,Karasalis,Armulys,Schaloko,Silcoon,Silcoon,Silcoon,실쿤,Silkun,甲殼繭,甲壳茧,Jiǎkéjiǎn
267,Beautifly,アゲハント,アゲハント,Agehunt,Charmillon,Papinella,Beautifly,Beautifly,Beautifly,뷰티플라이,Byutipeullai,狩獵鳳蝶,狩猎凤蝶,Shòulièfèngdié
268,Cascoon,マユルド,マユルド,Mayuld,Blindalys,Panekon,Cascoon,Cascoon,Cascoon,카스쿤,Kaseukun,盾甲繭,盾甲茧,Dùnjiǎjiǎn
269,Dustox,ドクケイル,ドクケイル,Dokucale,Papinox,Pudox,Dustox,Dustox,Dustox,독케일,Dokkeil,毒粉蛾,毒粉蛾,Dúfěn'é
270,Lotad,ハスボー,ハスボー,Hassboh,Nénupiot,Loturzel,Lotad,Lotad,Lotad,연꽃몬,Yeonkkonmon,蓮葉童子,莲叶童子,Liányètóngzǐ
271,Lombre,ハスブレロ,ハスブレロ,Hasubrero,Lombre,Lombrero,Lombre,Lombre,Lombre,로토스,Rotoseu,蓮帽小童,莲帽小童,Liánmàoxiǎotóng
272,Ludicolo,ルンパッパ,ルンパッパ,Runpappa,Ludicolo,Kappalores,Ludicolo,Ludicolo,Ludicolo,로파파,Ropapa,樂天河童,乐天河童,Lètiānhétóng
273,Seedot,タネボー,タネボー,Taneboh,Grainipiot,Samurzel,Seedot,Seedot,Seedot,도토링,Dotoring,橡實果,橡实果,Xiàngshíguǒ
274,Nuzleaf,コノハナ,コノハナ,Konohana,Pifeuil,Blanas,Nuzleaf,Nuzleaf,Nuzleaf,잎새코,Ipsaeko,長鼻葉,长鼻叶,Chángbíyè
275,Shiftry,ダーテング,ダーテング,Dirteng,Tengalice,Tengulist,Shiftry,Shiftry,Shiftry,다탱구,Dataenggu,狡猾天狗,狡猾天狗,Jiǎohuátiāngǒu
276,Taillow,スバメ,スバメ,Subame,Nirondelle,Schwalbini,Taillow,Taillow,Taillow,테일로,Teillo,傲骨燕,傲骨燕,Àogǔyàn
277,Swellow,オオスバメ,オオスバメ,Ohsubame,Hélédelle,Schwalboss,Swellow,Swellow,Swellow,스왈로,Seuwallo,大王燕,大王燕,Dàwángyàn
278,Wingull,キャモメ,キャモメ,Camome,Goélise,Wingull,Wingull,Wingull,Wingull,갈모매,Galmomae,長翅鷗,长翅鸥,Chángchì'ōu
279,Pelipper,ペリッパー,ペリッパー,Pelipper,Bekipan,Pelipper,Pelipper,Pelipper,Pelipper,패리퍼,Paeripeo,大嘴鷗,大嘴鸥,Dàzuǐ'ōu
280,Ralts,ラルトス,ラルトス,Ralts,Tarsal,Trasla,Ralts,Ralts,Ralts,랄토스,Raltoseu,拉魯拉絲,拉鲁拉丝,Lālǔlāsī
281,Kirlia,キルリア,キルリア,Kirlia,Kirlia,Kirlia,Kirlia,Kirlia,Kirlia,킬리아,Killia,奇魯莉安,奇鲁莉安,Qílǔlì'ān
282,Gardevoir,サーナイト,サーナイト,Sirnight,Gardevoir,Guardevoir,Gardevoir,Gardevoir,Gardevoir,가디안,Gadian,沙奈朵,沙奈朵,Shānàiduǒ
283,Surskit,アメタマ,アメタマ,Ametama,Arakdo,Gehweiher,Surskit,Surskit,Surskit,비구술,Bigusul,溜溜糖球,溜溜糖球,Liūliūtángqiú
284,Masquerain,アメモース,アメモース,Amemoth,Maskadra,Maskeregen,Masquerain,Masquerain,Masquerain,비나방,Binabang,雨翅蛾,雨翅蛾,Yǔchì'é
285,Shroomish,キノココ,キノココ,Kinococo,Balignon,Knilz,Shroomish,Shroomish,Shroomish,버섯꼬,Beoseotkko,蘑蘑菇,蘑蘑菇,Mómógū
286,Breloom,キノガッサ,キノガッサ,Kinogassa,Chapignon,Kapilz,Breloom,Breloom,Breloom,버섯모,Beoseonmo,斗笠菇,斗笠菇,Dǒulìgū
287,Slakoth,ナマケロ,ナマケロ,Namakero,Parecool,Bummelz,Slakoth,Slakoth,Slakoth,게을로,Geeullo,懶人獺,懒人獭,Lǎnréntà
288,Vigoroth,ヤルキモノ,ヤルキモノ,Yarukimono,Vigoroth,Muntier,Vigoroth,Vigoroth,Vigoroth,발바로,Balbaro,過動猿,过动猿,Guòdòngyuán
289,Slaking,ケッキング,ケッキング,Kekking,Monaflèmit,Letarking,Slaking,Slaking,Slaking,게을킹,Geeulking,請假王,请假王,Qǐngjiàwáng
290,Nincada,ツチニン,ツチニン,Tutinin,Ningale,Nincada,Nincada,Nincada,Nincada,토중몬,Tojungmon,土居忍士,土居忍士,Tǔjūrěnshì
291,Ninjask,テッカニン,テッカニン,Tekkanin,Ninjask,Ninjask,Ninjask,Ninjask,Ninjask,아이스크,Aiseukeu,鐵面忍者,铁面忍者,Tiěmiànrěnzhě
292,Shedinja,ヌケニン,ヌケニン,Nukenin,Munja,Ninjatom,Shedinja,Shedinja,Shedinja,껍질몬,Kkeopjilmon,脫殼忍者,脱壳忍者,Tuōkérěnzhě
293,Whismur,ゴニョニョ,ゴニョニョ,Gonyonyo,Chuchmur,Flurmel,Whismur,Whismur,Whismur,소곤룡,Sogonnyong,咕妞妞,咕妞妞,Gūniūniū
294,Loudred,ドゴーム,ドゴーム,Dogohmb,Ramboum,Krakeelo,Loudred,Loudred,Loudred,노공룡,Nogongnyong,吼爆彈,吼爆弹,Hǒubàodàn
295,Exploud,バクオング,バクオング,Bakuong,Brouhabam,Krawumms,Exploud,Exploud,Exploud,폭음룡,Pogeumnyong,爆音怪,爆音怪,Bàoyīnguài
296,Makuhita,マクノシタ,マクノシタ,Makunoshita,Makuhita,Makuhita,Makuhita,Makuhita,Makuhita,마크탕,Makeutang,幕下力士,幕下力士,Mùxiàlìshì
297,Hariyama,ハリテヤマ,ハリテヤマ,Hariteyama,Hariyama,Hariyama,Hariyama,Hariyama,Hariyama,하리뭉,Harimung,鐵掌力士,铁掌力士,Tiězhǎnglìshì
298,Azurill,ルリリ,ルリリ,Ruriri,Azurill,Azurill,Azurill,Azurill,Azurill,루리리,Ruriri,露力麗,露力丽,Lùlìlì
299,Nosepass,ノズパス,ノズパス,Nosepass,Tarinor,Nasgnet,Nosepass,Nosepass,Nosepass,코코파스,Kokopaseu,朝北鼻,朝北鼻,Cháoběibí
300,Skitty,エネコ,エネコ,Eneco,Skitty,Eneco,Skitty,Skitty,Skitty,에나비,Enabi,向尾喵,向尾喵,Xiàngwěimiāo
301,Delcatty,エネコロロ,エネコロロ,Enekororo,Delcatty,Enekoro,Delcatty,Delcatty,Delcatty,델케티,Delketi,優雅貓,优雅猫,Yōuyǎmāo
302,Sableye,ヤミラミ,ヤミラミ,Yamirami,Ténéfix,Zobiris,Sableye,Sableye,Sableye,깜까미,Kkamkkami,勾魂眼,勾魂眼,Gōuhúnyǎn
303,Mawile,クチート,クチート,Kucheat,Mysdibule,Flunkifer,Mawile,Mawile,Mawile,입치트,Ipchiteu,大嘴娃,大嘴娃,Dàzuǐwá
304,Aron,ココドラ,ココドラ,Cokodora,Galekid,Stollunior,Aron,Aron,Aron,가보리,Gabori,可可多拉,可可多拉,Kěkěduōlā
305,Lairon,コドラ,コドラ,Kodora,Galegon,Stollrak,Lairon,Lairon,Lairon,갱도라,Gaengdora,可多拉,可多拉,Kěduōlā
306,Aggron,ボスゴドラ,ボスゴドラ,Bossgodora,Galeking,Stolloss,Aggron,Aggron,Aggron,보스로라,Boseurora,波士可多拉,波士可多拉,Bōshìkěduōlā
307,Meditite,アサナン,アサナン,Asanan,Méditikka,Meditie,Meditite,Meditite,Meditite,요가랑,Yogarang,瑪沙那,玛沙那,Mǎshānà
308,Medicham,チャーレム,チャーレム,Charem,Charmina,Meditalis,Medicham,Medicham,Medicham,요가램,Yogaraem,恰雷姆,恰雷姆,Qiàléimǔ
309,Electrike,ラクライ,ラクライ,Rakurai,Dynavolt,Frizelbliz,Electrike,Electrike,Electrike,썬더라이,Sseondeorai,落雷獸,落雷兽,Luòléishòu
310,Manectric,ライボルト,ライボルト,Livolt,Élecsprint,Voltenso,Manectric,Manectric,Manectric,썬더볼트,Sseondeobolteu,雷電獸,雷电兽,Léidiànshòu
311,Plusle,プラスル,プラスル,Prasle,Posipi,Plusle,Plusle,Plusle,Plusle,플러시,Peulleosi,正電拍拍,正电拍拍,Zhèngdiànpāipāi
312,Minun,マイナン,マイナン,Minun,Négapi,Minun,Minun,Minun,Minun,마이농,Mainong,負電拍拍,负电拍拍,Fùdiànpāipāi
