pokemon,version_group,version,item,rarity
koffing,black-white,black,smoke-ball,5
koffing,black-white,white,smoke-ball,5
koffing,black-2-white-2,black-2,smoke-ball,5
koffing,black-2-white-2,white-2,smoke-ball,5
koffing,x-y,x,smoke-ball,5
koffing,x-y,y,smoke-ball,5
koffing,omega-ruby-alpha-sapphire,omega-ruby,smoke-ball,5
koffing,omega-ruby-alpha-sapphire,alpha-sapphire,smoke-ball,5
koffing,sun-moon,sun,smoke-ball,5
koffing,sun-moon,moon,smoke-ball,5
koffing,ultra-sun-ultra-moon,ultra-sun,smoke-ball,5
koffing,ultra-sun-ultra-moon,ultra-moon,smoke-ball,5
weezing,ruby-sapphire,ruby,smoke-ball,5
weezing,ruby-sapphire,sapphire,smoke-ball,5
weezing,emerald,emerald,smoke-ball,5
weezing,diamond-pearl,diamond,smoke-ball,5
weezing,diamond-pearl,pearl,smoke-ball,5
weezing,platinum,platinum,smoke-ball,5
weezing,heartgold-soulsilver,heartgold,smoke-ball,5
weezing,heartgold-soulsilver,soulsilver,smoke-ball,5
weezing,black-white,black,smoke-ball,5
weezing,black-white,white,smoke-ball,5
weezing,black-2-white-2,black-2,smoke-ball,5
weezing,black-2-white-2,white-2,smoke-ball,5
weezing,x-y,x,smoke-ball,5
weezing,x-y,y,smoke-ball,5
weezing,omega-ruby-alpha-sapphire,omega-ruby,smoke-ball,5
weezing,omega-ruby-alpha-sapphire,alpha-sapphire,smoke-ball,5
weezing,sun-moon,sun,smoke-ball,5
weezing,sun-moon,moon,smoke-ball,5
weezing,ultra-sun-ultra-moon,ultra-sun,smoke-ball,5
weezing,ultra-sun-ultra-moon,ultra-moon,smoke-ball,5
chansey,ruby-sapphire,ruby,lucky-egg,5
chansey,ruby-sapphire,sapphire,lucky-egg,5
chansey,emerald,emerald,lucky-egg,5
chansey,firered-leafgreen,firered,lucky-egg,5
chansey,firered-leafgreen,leafgreen,lucky-egg,5
chansey,diamond-pearl,diamond,oval-stone,50
chansey,diamond-pearl,diamond,lucky-egg,5
chansey,diamond-pearl,pearl,oval-stone,50
chansey,diamond-pearl,pearl,lucky-egg,5
chansey,platinum,platinum,oval-stone,50
chansey,platinum,platinum,lucky-egg,5
chansey,heartgold-soulsilver,heartgold,oval-stone,50
chansey,heartgold-soulsilver,heartgold,lucky-egg,5
chansey,heartgold-soulsilver,soulsilver,oval-stone,50
chansey,heartgold-soulsilver,soulsilver,lucky-egg,5
chansey,black-white,black,lucky-egg,5
chansey,black-white,black,lucky-punch,50
chansey,black-white,white,lucky-egg,5
chansey,black-white,white,lucky-punch,50
chansey,black-2-white-2,black-2,lucky-egg,5
chansey,black-2-white-2,black-2,lucky-punch,50
chansey,black-2-white-2,white-2,lucky-egg,5
chansey,black-2-white-2,white-2,lucky-punch,50
chansey,x-y,x,lucky-egg,5
chansey,x-y,x,lucky-punch,50
chansey,x-y,y,lucky-egg,5
chansey,x-y,y,lucky-punch,50
chansey,omega-ruby-alpha-sapphire,omega-ruby,lucky-egg,5
chansey,omega-ruby-alpha-sapphire,omega-ruby,lucky-punch,50
chansey,omega-ruby-alpha-sapphire,alpha-sapphire,lucky-egg,5
chansey,omega-ruby-alpha-sapphire,alpha-sapphire,lucky-punch,50
chansey,sun-moon,sun,lucky-punch,50
chansey,sun-moon,moon,lucky-punch,50
chansey,ultra-sun-ultra-moon,ultra-sun,lucky-punch,50
chansey,ultra-sun-ultra-moon,ultra-moon,lucky-punch,50
horsea,ruby-sapphire,ruby,dragon-scale,5
horsea,ruby-sapphire,sapphire,dragon-scale,5
horsea,emerald,emerald,dragon-scale,5
horsea,diamond-pearl,diamond,dragon-scale,5
horsea,diamond-pearl,pearl,dragon-scale,5
horsea,platinum,platinum,dragon-scale,5
horsea,heartgold-soulsilver,heartgold,dragon-scale,5
horsea,heartgold-soulsilver,soulsilver,dragon-scale,5
horsea,black-white,black,dragon-scale,5
horsea,black-white,white,dragon-scale,5
horsea,black-2-white-2,black-2,dragon-scale,5
horsea,black-2-white-2,white-2,dragon-scale,5
horsea,x-y,x,dragon-scale,5
horsea,x-y,y,dragon-scale,5
horsea,omega-ruby-alpha-sapphire,omega-ruby,dragon-scale,5
horsea,omega-ruby-alpha-sapphire,alpha-sapphire,dragon-scale,5
horsea,sun-moon,sun,dragon-scale,5
horsea,sun-moon,moon,dragon-scale,5
horsea,ultra-sun-ultra-moon,ultra-sun,dragon-scale,5
horsea,ultra-sun-ultra-moon,ultra-moon,dragon-scale,5
seadra,ruby-sapphire,ruby,dragon-scale,5
seadra,ruby-sapphire,sapphire,dragon-scale,5
seadra,emerald,emerald,dragon-scale,5
seadra,diamond-pearl,diamond,dragon-scale,5
seadra,diamond-pearl,pearl,dragon-scale,5
seadra,platinum,platinum,dragon-scale,5
seadra,heartgold-soulsilver,heartgold,dragon-scale,5
seadra,heartgold-soulsilver,soulsilver,dragon-scale,5
seadra,black-white,black,dragon-scale,5
seadra,black-white,white,dragon-scale,5
seadra,black-2-white-2,black-2,dragon-scale,5
seadra,black-2-white-2,white-2,dragon-scale,5
seadra,x-y,x,dragon-scale,5
seadra,x-y,y,dragon-scale,5
seadra,omega-ruby-alpha-sapphire,omega-ruby,dragon-scale,5
seadra,omega-ruby-alpha-sapphire,alpha-sapphire,dragon-scale,5
seadra,sun-moon,sun,dragon-scale,5
seadra,sun-moon,moon,dragon-scale,5
seadra,ultra-sun-ultra-moon,ultra-sun,dragon-scale,5
seadra,ultra-sun-ultra-moon,ultra-moon,dragon-scale,5
goldeen,omega-ruby-alpha-sapphire,omega-ruby,mystic-water,5
goldeen,omega-ruby-alpha-sapphire,alpha-sapphire,mystic-water,5
goldeen,sun-moon,sun,mystic-water,5
goldeen,sun-moon,moon,mystic-water,5
goldeen,ultra-sun-ultra-moon,ultra-sun,mystic-water,5
goldeen,ultra-sun-ultra-moon,ultra-moon,mystic-water,5
seaking,omega-ruby-alpha-sapphire,omega-ruby,mystic-water,5
seaking,omega-ruby-alpha-sapphire,alpha-sapphire,mystic-water,5
seaking,sun-moon,sun,mystic-water,5
seaking,sun-moon,moon,mystic-water,5
seaking,ultra-sun-ultra-moon,ultra-sun,mystic-water,5
seaking,ultra-sun-ultra-moon,ultra-moon,mystic-water,5
staryu,ruby-sapphire,ruby,stardust,50
staryu,ruby-sapphire,ruby,star-piece,5
staryu,ruby-sapphire,sapphire,stardust,50
staryu,ruby-sapphire,sapphire,star-piece,5
staryu,emerald,emerald,stardust,50
staryu,emerald,emerald,star-piece,5
staryu,firered-leafgreen,firered,stardust,50
staryu,firered-leafgreen,firered,star-piece,5
staryu,firered-leafgreen,leafgreen,stardust,50
staryu,firered-leafgreen,leafgreen,star-piece,5
staryu,diamond-pearl,diamond,stardust,50
staryu,diamond-pearl,diamond,star-piece,5
staryu,diamond-pearl,pearl,stardust,50
staryu,diamond-pearl,pearl,star-piece,5
staryu,platinum,platinum,stardust,50
staryu,platinum,platinum,star-piece,5
staryu,heartgold-soulsilver,heartgold,stardust,50
staryu,heartgold-soulsilver,heartgold,star-piece,5
staryu,heartgold-soulsilver,soulsilver,stardust,50
staryu,heartgold-soulsilver,soulsilver,star-piece,5
staryu,black-white,black,stardust,50
staryu,black-white,black,star-piece,5
staryu,black-white,white,stardust,50
staryu,black-white,white,star-piece,5
staryu,black-2-white-2,black-2,stardust,50
staryu,black-2-white-2,black-2,star-piece,5
staryu,black-2-white-2,white-2,stardust,50
staryu,black-2-white-2,white-2,star-piece,5
staryu,x-y,x,stardust,50
staryu,x-y,x,star-piece,5
staryu,x-y,y,stardust,50
staryu,x-y,y,star-piece,5
staryu,omega-ruby-alpha-sapphire,omega-ruby,stardust,50
staryu,omega-ruby-alpha-sapphire,omega-ruby,star-piece,5
staryu,omega-ruby-alpha-sapphire,alpha-sapphire,stardust,50
staryu,omega-ruby-alpha-sapphire,alpha-sapphire,star-piece,5
staryu,sun-moon,sun,stardust,50
staryu,sun-moon,sun,star-piece,5
staryu,sun-moon,moon,stardust,50
staryu,sun-moon,moon,star-piece,5
staryu,ultra-sun-ultra-moon,ultra-sun,stardust,50
staryu,ultra-sun-ultra-moon,ultra-sun,star-piece,5
staryu,ultra-sun-ultra-moon,ultra-moon,stardust,50
staryu,ultra-sun-ultra-moon,ultra-moon,star-piece,5
starmie,ruby-sapphire,ruby,stardust,50
starmie,ruby-sapphire,ruby,star-piece,5
starmie,ruby-sapphire,sapphire,stardust,50
starmie,ruby-sapphire,sapphire,star-piece,5
starmie,emerald,emerald,stardust,50
starmie,emerald,emerald,star-piece,5
starmie,firered-leafgreen,firered,stardust,50
starmie,firered-leafgreen,firered,star-piece,5
starmie,firered-leafgreen,leafgreen,stardust,50
starmie,firered-leafgreen,leafgreen,star-piece,5
starmie,diamond-pearl,diamond,stardust,50
starmie,diamond-pearl,diamond,star-piece,5
starmie,diamond-pearl,pearl,stardust,50
starmie,diamond-pearl,pearl,star-piece,5
starmie,platinum,platinum,stardust,50
starmie,platinum,platinum,star-piece,5
starmie,heartgold-soulsilver,heartgold,stardust,50
starmie,heartgold-soulsilver,heartgold,star-piece,5
starmie,heartgold-soulsilver,soulsilver,stardust,50
starmie,heartgold-soulsilver,soulsilver,star-piece,5
starmie,black-white,black,stardust,50
starmie,black-white,black,star-piece,5
starmie,black-white,white,stardust,50
starmie,black-white,white,star-piece,5
starmie,black-2-white-2,black-2,stardust,50
starmie,black-2-white-2,black-2,star-piece,5
starmie,black-2-white-2,white-2,stardust,50
starmie,black-2-white-2,white-2,star-piece,5
starmie,x-y,x,stardust,50
starmie,x-y,x,star-piece,5
starmie,x-y,y,stardust,50
starmie,x-y,y,star-piece,5
starmie,omega-ruby-alpha-sapphire,omega-ruby,stardust,50
starmie,omega-ruby-alpha-sapphire,omega-ruby,star-piece,5
starmie,omega-ruby-alpha-sapphire,alpha-sapphire,stardust,50
starmie,omega-ruby-alpha-sapphire,alpha-sapphire,star-piece,5
starmie,sun-moon,sun,stardust,50
starmie,sun-moon,sun,star-piece,5
starmie,sun-moon,moon,stardust,50
starmie,sun-moon,moon,star-piece,5
starmie,ultra-sun-ultra-moon,ultra-sun,stardust,50
starmie,ultra-sun-ultra-moon,ultra-sun,star-piece,5
starmie,ultra-sun-ultra-moon,ultra-moon,stardust,50
starmie,ultra-sun-ultra-moon,ultra-moon,star-piece,5
mr-mime,ruby-sapphire,ruby,leppa-berry,5
mr-mime,ruby-sapphire,sapphire,leppa-berry,5
mr-mime,emerald,emerald,leppa-berry,5
mr-mime,diamond-pearl,diamond,leppa-berry,5
mr-mime,diamond-pearl,pearl,leppa-berry,5
mr-mime,platinum,platinum,leppa-berry,5
mr-mime,heartgold-soulsilver,heartgold,leppa-berry,5
mr-mime,heartgold-soulsilver,soulsilver,leppa-berry,5
mr-mime,black-white,black,leppa-berry,5
mr-mime,black-white,white,leppa-berry,5
jynx,ruby-sapphire,ruby,aspear-berry,100
jynx,ruby-sapphire,sapphire,aspear-berry,100
jynx,emerald,emerald,aspear-berry,100
jynx,diamond-pearl,diamond,aspear-berry,100
jynx,diamond-pearl,pearl,aspear-berry,100
jynx,platinum,platinum,aspear-berry,100
jynx,heartgold-soulsilver,heartgold,aspear-berry,100
jynx,heartgold-soulsilver,soulsilver,aspear-berry,100
jynx,black-white,black,aspear-berry,100
jynx,black-white,white,aspear-berry,100
jynx,black-2-white-2,black-2,aspear-berry,100
jynx,black-2-white-2,white-2,aspear-berry,100
electabuzz,diamond-pearl,diamond,electirizer,50
electabuzz,diamond-pearl,pearl,electirizer,5
electabuzz,platinum,platinum,electirizer,50
electabuzz,omega-ruby-alpha-sapphire,omega-ruby,electirizer,5
electabuzz,omega-ruby-alpha-sapphire,alpha-sapphire,electirizer,5
electabuzz,sun-moon,sun,electirizer,5
electabuzz,sun-moon,moon,electirizer,5
electabuzz,ultra-sun-ultra-moon,ultra-sun,electirizer,5
electabuzz,ultra-sun-ultra-moon,ultra-moon,electirizer,5
magmar,ruby-sapphire,ruby,rawst-berry,100
magmar,ruby-sapphire,sapphire,rawst-berry,100
magmar,emerald,emerald,rawst-berry,100
magmar,diamond-pearl,diamond,magmarizer,5
magmar,diamond-pearl,pearl,magmarizer,50
magmar,platinum,platinum,magmarizer,50
magmar,omega-ruby-alpha-sapphire,omega-ruby,magmarizer,5
magmar,omega-ruby-alpha-sapphire,alpha-sapphire,magmarizer,5
magmar,sun-moon,sun,magmarizer,5
magmar,sun-moon,moon,magmarizer,5
magmar,ultra-sun-ultra-moon,ultra-sun,magmarizer,5
magmar,ultra-sun-ultra-moon,ultra-moon,magmarizer,5
lapras,x-y,x,mystic-water,100
lapras,x-y,y,mystic-water,100
lapras,omega-ruby-alpha-sapphire,omega-ruby,mystic-water,100
lapras,omega-ruby-alpha-sapphire,alpha-sapphire,mystic-water,100
lapras,sun-moon,sun,mystic-water,5
lapras,sun-moon,moon,mystic-water,5
lapras,ultra-sun-ultra-moon,ultra-sun,mystic-water,5
lapras,ultra-sun-ultra-moon,ultra-moon,mystic-water,5
ditto,ruby-sapphire,ruby,metal-powder,5
ditto,ruby-sapphire,sapphire,metal-powder,5
ditto,emerald,emerald,metal-powder,5
ditto,firered-leafgreen,firered,metal-powder,5
ditto,firered-leafgreen,leafgreen,metal-powder,5
ditto,diamond-pearl,diamond,metal-powder,5
ditto,diamond-pearl,diamond,quick-powder,50
ditto,diamond-pearl,pearl,metal-powder,5
ditto,diamond-pearl,pearl,quick-powder,50
ditto,platinum,platinum,metal-powder,5
ditto,platinum,platinum,quick-powder,50
ditto,heartgold-soulsilver,heartgold,metal-powder,5
ditto,heartgold-soulsilver,heartgold,quick-powder,50
ditto,heartgold-soulsilver,soulsilver,metal-powder,5
ditto,heartgold-soulsilver,soulsilver,quick-powder,50
ditto,black-white,black,metal-powder,5
ditto,black-white,black,quick-powder,50
ditto,black-white,white,metal-powder,5
ditto,black-white,white,quick-powder,50
ditto,black-2-white-2,black-2,metal-powder,5
ditto,black-2-white-2,black-2,quick-powder,50
ditto,black-2-white-2,white-2,metal-powder,5
ditto,black-2-white-2,white-2,quick-powder,50
ditto,x-y,x,metal-powder,5
ditto,x-y,x,quick-powder,50
ditto,x-y,y,metal-powder,5
ditto,x-y,y,quick-powder,50
ditto,omega-ruby-alpha-sapphire,omega-ruby,metal-powder,5
ditto,omega-ruby-alpha-sapphire,omega-ruby,quick-powder,50
ditto,omega-ruby-alpha-sapphire,alpha-sapphire,metal-powder,5
ditto,omega-ruby-alpha-sapphire,alpha-sapphire,quick-powder,50
ditto,sun-moon,sun,metal-powder,5
ditto,sun-moon,sun,quick-powder,50
ditto,sun-moon,moon,metal-powder,5
ditto,sun-moon,moon,quick-powder,50
ditto,ultra-sun-ultra-moon,ultra-sun,metal-powder,5
ditto,ultra-sun-ultra-moon,ultra-sun,quick-powder,50
ditto,ultra-sun-ultra-moon,ultra-moon,metal-powder,5
ditto,ultra-sun-ultra-moon,ultra-moon,quick-powder,50
snorlax,ruby-sapphire,ruby,leftovers,100
snorlax,ruby-sapphire,sapphire,leftovers,100
snorlax,emerald,emerald,leftovers,100
snorlax,firered-leafgreen,firered,chesto-berry,100
snorlax,firered-leafgreen,leafgreen,chesto-berry,100
snorlax,diamond-pearl,diamond,leftovers,100
snorlax,diamond-pearl,pearl,leftovers,100
snorlax,platinum,platinum,leftovers,100
snorlax,heartgold-soulsilver,heartgold,leftovers,100
snorlax,heartgold-soulsilver,soulsilver,leftovers,100
snorlax,black-white,black,leftovers,100
snorlax,black-white,white,leftovers,100
snorlax,black-2-white-2,black-2,leftovers,100
snorlax,black-2-white-2,white-2,leftovers,100
snorlax,x-y,x,leftovers,100
snorlax,x-y,y,leftovers,100
snorlax,omega-ruby-alpha-sapphire,omega-ruby,leftovers,100
snorlax,omega-ruby-alpha-sapphire,alpha-sapphire,leftovers,100
snorlax,sun-moon,sun,leftovers,5
snorlax,sun-moon,moon,leftovers,5
snorlax,ultra-sun-ultra-moon,ultra-sun,leftovers,5
snorlax,ultra-sun-ultra-moon,ultra-moon,leftovers,5
dratini,ruby-sapphire,ruby,dragon-scale,5
dratini,ruby-sapphire,sapphire,dragon-scale,5
dratini,emerald,emerald,dragon-scale,5
dratini,diamond-pearl,diamond,dragon-scale,5
dratini,diamond-pearl,pearl,dragon-scale,5
dratini,platinum,platinum,dragon-scale,5
dratini,heartgold-soulsilver,heartgold,dragon-scale,5
dratini,heartgold-soulsilver,soulsilver,dragon-scale,5
dratini,black-white,black,dragon-scale,5
dratini,black-white,white,dragon-scale,5
dratini,black-2-white-2,black-2,dragon-scale,5
dratini,black-2-white-2,white-2,dragon-scale,5
dratini,x-y,x,dragon-scale,5
dratini,x-y,y,dragon-scale,5
dratini,omega-ruby-alpha-sapphire,omega-ruby,dragon-scale,5
dratini,omega-ruby-alpha-sapphire,alpha-sapphire,dragon-scale,5
dratini,sun-moon,sun,dragon-scale,5
dratini,sun-moon,moon,dragon-scale,5
dratini,ultra-sun-ultra-moon,ultra-sun,dragon-scale,5
dratini,ultra-sun-ultra-moon,ultra-moon,dragon-scale,5
dragonair,ruby-sapphire,ruby,dragon-scale,5
dragonair,ruby-sapphire,sapphire,dragon-scale,5
dragonair,emerald,emerald,dragon-scale,5
dragonair,firered-leafgreen,firered,dragon-fang,5
dragonair,firered-leafgreen,leafgreen,dragon-fang,5
dragonair,diamond-pearl,diamond,dragon-scale,5
dragonair,diamond-pearl,pearl,dragon-scale,5
dragonair,platinum,platinum,dragon-scale,5
dragonair,heartgold-soulsilver,heartgold,dragon-scale,5
dragonair,heartgold-soulsilver,soulsilver,dragon-scale,5
dragonair,black-white,black,dragon-scale,5
dragonair,black-white,white,dragon-scale,5
dragonair,black-2-white-2,black-2,dragon-scale,5
dragonair,black-2-white-2,white-2,dragon-scale,5
dragonair,x-y,x,dragon-scale,5
dragonair,x-y,y,dragon-scale,5
dragonair,omega-ruby-alpha-sapphire,omega-ruby,dragon-scale,5
dragonair,omega-ruby-alpha-sapphire,alpha-sapphire,dragon-scale,5
dragonair,sun-moon,sun,dragon-scale,5
dragonair,sun-moon,moon,dragon-scale,5
dragonair,ultra-sun-ultra-moon,ultra-sun,dragon-scale,5
dragonair,ultra-sun-ultra-moon,ultra-moon,dragon-scale,5
dragonite,ruby-sapphire,ruby,dragon-scale,5
dragonite,ruby-sapphire,sapphire,dragon-scale,5
dragonite,emerald,emerald,dragon-scale,5
dragonite,firered-leafgreen,firered,dragon-fang,5
dragonite,firered-leafgreen,leafgreen,dragon-fang,5
dragonite,diamond-pearl,diamond,dragon-scale,5
dragonite,diamond-pearl,pearl,dragon-scale,5
dragonite,platinum,platinum,dragon-scale,5
dragonite,heartgold-soulsilver,heartgold,dragon-scale,5
dragonite,heartgold-soulsilver,soulsilver,dragon-scale,5
dragonite,black-white,black,dragon-scale,5
dragonite,black-white,white,dragon-scale,5
dragonite,black-2-white-2,black-2,dragon-scale,5
dragonite,black-2-white-2,white-2,dragon-scale,5
dragonite,x-y,x,dragon-scale,5
dragonite,x-y,y,dragon-scale,5
dragonite,omega-ruby-alpha-sapphire,omega-ruby,dragon-scale,5
dragonite,omega-ruby-alpha-sapphire,alpha-sapphire,dragon-scale,5
dragonite,sun-moon,sun,dragon-scale,5
dragonite,sun-moon,moon,dragon-scale,5
dragonite,ultra-sun-ultra-moon,ultra-sun,dragon-scale,5
dragonite,ultra-sun-ultra-moon,ultra-moon,dragon-scale,5
mew,ruby-sapphire,ruby,lum-berry,100
mew,ruby-sapphire,sapphire,lum-berry,100
mew,emerald,emerald,lum-berry,100
mew,diamond-pearl,diamond,lum-berry,100
mew,diamond-pearl,pearl,lum-berry,100
mew,platinum,platinum,lum-berry,100
mew,heartgold-soulsilver,heartgold,lum-berry,100
mew,heartgold-soulsilver,soulsilver,lum-berry,100
mew,black-white,black,lum-berry,100
mew,black-white,white,lum-berry,100
mew,black-2-white-2,black-2,lum-berry,100
mew,black-2-white-2,white-2,lum-berry,100
mew,x-y,x,lum-berry,100
mew,x-y,y,lum-berry,100
mew,omega-ruby-alpha-sapphire,omega-ruby,lum-berry,100
mew,omega-ruby-alpha-sapphire,alpha-sapphire,lum-berry,100
mew,sun-moon,sun,lum-berry,5
mew,sun-moon,moon,lum-berry,5
mew,ultra-sun-ultra-moon,ultra-sun,lum-berry,5
mew,ultra-sun-ultra-moon,ultra-moon,lum-berry,5
chikorita,firered-leafgreen,firered,lum-berry,100
chikorita,firered-leafgreen,leafgreen,lum-berry,100
sentret,ruby-sapphire,ruby,oran-berry,5
sentret,ruby-sapphire,sapphire,oran-berry,5
sentret,emerald,emerald,oran-berry,5
sentret,firered-leafgreen,firered,oran-berry,5
sentret,firered-leafgreen,leafgreen,oran-berry,5
sentret,diamond-pearl,diamond,oran-berry,5
sentret,diamond-pearl,pearl,oran-berry,5
sentret,platinum,platinum,oran-berry,5
sentret,heartgold-soulsilver,heartgold,oran-berry,5
sentret,heartgold-soulsilver,soulsilver,oran-berry,5
sentret,black-white,black,oran-berry,5
sentret,black-white,white,oran-berry,5
sentret,black-2-white-2,black-2,oran-berry,5
sentret,black-2-white-2,white-2,oran-berry,5
furret,ruby-sapphire,ruby,oran-berry,50
furret,ruby-sapphire,ruby,sitrus-berry,5
furret,ruby-sapphire,sapphire,oran-berry,50
furret,ruby-sapphire,sapphire,sitrus-berry,5
furret,emerald,emerald,oran-berry,50
furret,emerald,emerald,sitrus-berry,5
furret,firered-leafgreen,firered,oran-berry,50
furret,firered-leafgreen,firered,sitrus-berry,5
furret,firered-leafgreen,leafgreen,oran-berry,50
furret,firered-leafgreen,leafgreen,sitrus-berry,5
furret,diamond-pearl,diamond,oran-berry,50
furret,diamond-pearl,diamond,sitrus-berry,5
furret,diamond-pearl,pearl,oran-berry,50
furret,diamond-pearl,pearl,sitrus-berry,5
furret,platinum,platinum,oran-berry,50
furret,platinum,platinum,sitrus-berry,5
furret,heartgold-soulsilver,heartgold,oran-berry,50
furret,heartgold-soulsilver,heartgold,sitrus-berry,5
furret,heartgold-soulsilver,soulsilver,oran-berry,50
furret,heartgold-soulsilver,soulsilver,sitrus-berry,5
furret,black-white,black,oran-berry,50
furret,black-white,black,sitrus-berry,5
furret,black-white,white,oran-berry,50
furret,black-white,white,sitrus-berry,5
furret,black-2-white-2,black-2,oran-berry,50
furret,black-2-white-2,black-2,sitrus-berry,5
furret,black-2-white-2,white-2,oran-berry,50
furret,black-2-white-2,white-2,sitrus-berry,5
chinchou,ruby-sapphire,ruby,yellow-shard,5
chinchou,ruby-sapphire,sapphire,yellow-shard,5
chinchou,emerald,emerald,yellow-shard,5
chinchou,firered-leafgreen,firered,yellow-shard,5
chinchou,firered-leafgreen,leafgreen,yellow-shard,5
chinchou,diamond-pearl,diamond,deep-sea-scale,5
chinchou,diamond-pearl,pearl,deep-sea-scale,5
chinchou,platinum,platinum,deep-sea-scale,5
chinchou,heartgold-soulsilver,heartgold,deep-sea-scale,5
chinchou,heartgold-soulsilver,soulsilver,deep-sea-scale,5
chinchou,black-white,black,deep-sea-scale,5
chinchou,black-white,white,deep-sea-scale,5
chinchou,black-2-white-2,black-2,deep-sea-scale,5
chinchou,black-2-white-2,white-2,deep-sea-scale,5
chinchou,x-y,x,deep-sea-scale,5
chinchou,x-y,y,deep-sea-scale,5
chinchou,omega-ruby-alpha-sapphire,omega-ruby,deep-sea-scale,5
chinchou,omega-ruby-alpha-sapphire,alpha-sapphire,deep-sea-scale,5
chinchou,sun-moon,sun,deep-sea-scale,5
chinchou,sun-moon,moon,deep-sea-scale,5
chinchou,ultra-sun-ultra-moon,ultra-sun,deep-sea-scale,5
chinchou,ultra-sun-ultra-moon,ultra-moon,deep-sea-scale,5
lanturn,ruby-sapphire,ruby,yellow-shard,5
lanturn,ruby-sapphire,sapphire,yellow-shard,5
lanturn,emerald,emerald,yellow-shard,5
lanturn,firered-leafgreen,firered,yellow-shard,5
lanturn,firered-leafgreen,leafgreen,yellow-shard,5
lanturn,diamond-pearl,diamond,deep-sea-scale,5
lanturn,diamond-pearl,pearl,deep-sea-scale,5
lanturn,platinum,platinum,deep-sea-scale,5
lanturn,heartgold-soulsilver,heartgold,deep-sea-scale,5
lanturn,heartgold-soulsilver,soulsilver,deep-sea-scale,5
lanturn,black-white,black,deep-sea-scale,5
lanturn,black-white,white,deep-sea-scale,5
lanturn,black-2-white-2,black-2,deep-sea-scale,5
lanturn,black-2-white-2,white-2,deep-sea-scale,5
lanturn,x-y,x,deep-sea-scale,5
lanturn,x-y,y,deep-sea-scale,5
lanturn,omega-ruby-alpha-sapphire,omega-ruby,deep-sea-scale,5
lanturn,omega-ruby-alpha-sapphire,alpha-sapphire,deep-sea-scale,5
lanturn,sun-moon,sun,deep-sea-scale,5
lanturn,sun-moon,moon,deep-sea-scale,5
lanturn,ultra-sun-ultra-moon,ultra-sun,deep-sea-scale,5
lanturn,ultra-sun-ultra-moon,ultra-moon,deep-sea-scale,5
pichu,ruby-sapphire,ruby,oran-berry,5
pichu,ruby-sapphire,sapphire,oran-berry,5
pichu,emerald,emerald,oran-berry,5
pichu,diamond-pearl,diamond,oran-berry,5
pichu,diamond-pearl,pearl,oran-berry,5
pichu,platinum,platinum,oran-berry,5
pichu,heartgold-soulsilver,heartgold,oran-berry,5
pichu,heartgold-soulsilver,soulsilver,oran-berry,5
pichu,black-white,black,oran-berry,50
pichu,black-white,white,oran-berry,50
cleffa,ruby-sapphire,ruby,moon-stone,5
cleffa,ruby-sapphire,ruby,leppa-berry,50
cleffa,ruby-sapphire,sapphire,moon-stone,5
cleffa,ruby-sapphire,sapphire,leppa-berry,50
cleffa,emerald,emerald,moon-stone,5
cleffa,emerald,emerald,leppa-berry,50
cleffa,firered-leafgreen,firered,moon-stone,5
cleffa,firered-leafgreen,leafgreen,moon-stone,5
cleffa,diamond-pearl,diamond,moon-stone,5
cleffa,diamond-pearl,diamond,leppa-berry,50
cleffa,diamond-pearl,pearl,moon-stone,5
cleffa,diamond-pearl,pearl,leppa-berry,50
cleffa,platinum,platinum,moon-stone,5
cleffa,platinum,platinum,leppa-berry,50
cleffa,heartgold-soulsilver,heartgold,moon-stone,5
cleffa,heartgold-soulsilver,heartgold,leppa-berry,50
cleffa,heartgold-soulsilver,soulsilver,moon-stone,5
cleffa,heartgold-soulsilver,soulsilver,leppa-berry,50
cleffa,black-white,black,moon-stone,5
cleffa,black-white,black,leppa-berry,50
cleffa,black-white,black,comet-shard,1
cleffa,black-white,white,moon-stone,5
cleffa,black-white,white,leppa-berry,50
cleffa,black-white,white,comet-shard,1
cleffa,black-2-white-2,black-2,moon-stone,5
cleffa,black-2-white-2,black-2,leppa-berry,50
cleffa,black-2-white-2,black-2,comet-shard,1
cleffa,black-2-white-2,white-2,moon-stone,5
cleffa,black-2-white-2,white-2,leppa-berry,50
cleffa,black-2-white-2,white-2,comet-shard,1
cleffa,x-y,x,moon-stone,5
cleffa,x-y,y,moon-stone,5
cleffa,omega-ruby-alpha-sapphire,omega-ruby,moon-stone,5
cleffa,omega-ruby-alpha-sapphire,alpha-sapphire,moon-stone,5
cleffa,sun-moon,sun,moon-stone,5
cleffa,sun-moon,moon,moon-stone,5
cleffa,ultra-sun-ultra-moon,ultra-sun,moon-stone,5
cleffa,ultra-sun-ultra-moon,ultra-moon,moon-stone,5
igglybuff,firered-leafgreen,firered,oran-berry,50
igglybuff,firered-leafgreen,leafgreen,oran-berry,50
bellossom,omega-ruby-alpha-sapphire,omega-ruby,absorb-bulb,5
bellossom,omega-ruby-alpha-sapphire,alpha-sapphire,absorb-bulb,5
bellossom,sun-moon,sun,absorb-bulb,5
bellossom,sun-moon,moon,absorb-bulb,5
bellossom,ultra-sun-ultra-moon,ultra-sun,absorb-bulb,5
bellossom,ultra-sun-ultra-moon,ultra-moon,absorb-bulb,5
