form,generation,game_index
ursaring,3,0
ursaring,4,0
ursaring,5,0
ursaring,6,0
ursaring,7,0
slugma,2,0
slugma,3,0
slugma,4,0
slugma,5,0
slugma,6,0
slugma,7,0
magcargo,2,0
magcargo,3,0
magcargo,4,0
magcargo,5,0
magcargo,6,0
magcargo,7,0
swinub,2,0
swinub,3,0
swinub,4,0
swinub,5,0
swinub,6,0
swinub,7,0
swinub,8,0
piloswine,2,0
piloswine,3,0
piloswine,4,0
piloswine,5,0
piloswine,6,0
piloswine,7,0
piloswine,8,0
corsola,2,0
corsola,3,0
corsola,4,0
corsola,5,0
corsola,6,0
corsola,7,0
corsola,8,0
remoraid,2,0
remoraid,3,0
remoraid,4,0
remoraid,5,0
remoraid,6,0
remoraid,7,0
remoraid,8,0
octillery,2,0
octillery,3,0
octillery,4,0
octillery,5,0
octillery,6,0
octillery,7,0
octillery,8,0
delibird,2,0
delibird,3,0
delibird,4,0
delibird,5,0
delibird,6,0
delibird,7,0
delibird,8,0
mantine,2,0
mantine,3,0
mantine,4,0
mantine,5,0
mantine,6,0
mantine,7,0
mantine,8,0
skarmory,2,0
skarmory,3,0
skarmory,4,0
skarmory,5,0
skarmory,6,0
skarmory,7,0
skarmory,8,0
houndour,2,0
houndour,3,0
houndour,4,0
houndour,5,0
houndour,6,0
houndour,7,0
houndoom,2,0
houndoom,3,0
houndoom,4,0
houndoom,5,0
houndoom,6,0
houndoom,7,0
kingdra,2,0
kingdra,3,0
kingdra,4,0
kingdra,5,0
kingdra,6,0
kingdra,7,0
kingdra,8,0
phanpy,2,0
phanpy,3,0
phanpy,4,0
phanpy,5,0
phanpy,6,0
phanpy,7,0
donphan,2,0
donphan,3,0
donphan,4,0
donphan,5,0
donphan,6,0
donphan,7,0
porygon2,2,0
porygon2,3,0
porygon2,4,0
porygon2,5,0
porygon2,6,0
porygon2,7,0
porygon2,8,0
stantler,2,0
stantler,3,0
stantler,4,0
stantler,5,0
stantler,6,0
stantler,7,0
smeargle,2,0
smeargle,3,0
smeargle,4,0
smeargle,5,0
smeargle,6,0
smeargle,7,0
tyrogue,2,0
tyrogue,3,0
tyrogue,4,0
tyrogue,5,0
tyrogue,6,0
tyrogue,7,0
tyrogue,8,0
hitmontop,2,0
hitmontop,3,0
hitmontop,4,0
hitmontop,5,0
hitmontop,6,0
hitmontop,7,0
hitmontop,8,0
smoochum,2,0
smoochum,3,0
smoochum,4,0
smoochum,5,0
smoochum,6,0
smoochum,7,0
smoochum,8,0
elekid,2,0
elekid,3,0
elekid,4,0
elekid,5,0
elekid,6,0
elekid,7,0
elekid,8,0
magby,2,0
magby,3,0
magby,4,0
magby,5,0
magby,6,0
magby,7,0
magby,8,0
miltank,2,0
miltank,3,0
miltank,4,0
miltank,5,0
miltank,6,0
miltank,7,0
miltank,8,0
blissey,2,0
blissey,3,0
blissey,4,0
blissey,5,0
blissey,6,0
blissey,7,0
blissey,8,0
raikou,2,0
raikou,3,0
raikou,4,0
raikou,5,0
raikou,6,0
raikou,7,0
raikou,8,0
entei,2,0
entei,3,0
entei,4,0
entei,5,0
entei,6,0
entei,7,0
entei,8,0
suicune,2,0
suicune,3,0
suicune,4,0
suicune,5,0
suicune,6,0
suicune,7,0
suicune,8,0
larvitar,2,0
larvitar,3,0
larvitar,4,0
larvitar,5,0
larvitar,6,0
larvitar,7,0
larvitar,8,0
pupitar,2,0
pupitar,3,0
pupitar,4,0
pupitar,5,0
pupitar,6,0
pupitar,7,0
pupitar,8,0
tyranitar,2,0
tyranitar,3,0
tyranitar,4,0
tyranitar,5,0
tyranitar,6,0
tyranitar,7,0
tyranitar,8,0
lugia,2,0
lugia,3,0
lugia,4,0
lugia,5,0
lugia,6,0
lugia,7,0
lugia,8,0
ho-oh,2,0
ho-oh,3,0
ho-oh,4,0
ho-oh,5,0
ho-oh,6,0
ho-oh,7,0
ho-oh,8,0
celebi,2,0
celebi,3,0
celebi,4,0
celebi,5,0
celebi,6,0
celebi,7,0
celebi,8,0
treecko,3,0
treecko,4,0
treecko,5,0
treecko,6,0
treecko,7,0
treecko,8,0
grovyle,3,0
grovyle,4,0
grovyle,5,0
grovyle,6,0
grovyle,7,0
grovyle,8,0
sceptile,3,0
sceptile,4,0
sceptile,5,0
sceptile,6,0
sceptile,7,0
sceptile,8,0
torchic,3,0
torchic,4,0
torchic,5,0
torchic,6,0
torchic,7,0
torchic,8,0
combusken,3,0
combusken,4,0
combusken,5,0
combusken,6,0
combusken,7,0
combusken,8,0
blaziken,3,0
blaziken,4,0
blaziken,5,0
blaziken,6,0
blaziken,7,0
blaziken,8,0
mudkip,3,0
mudkip,4,0
mudkip,5,0
mudkip,6,0
mudkip,7,0
mudkip,8,0
marshtomp,3,0
marshtomp,4,0
marshtomp,5,0
marshtomp,6,0
marshtomp,7,0
marshtomp,8,0
swampert,3,0
swampert,4,0
swampert,5,0
swampert,6,0
swampert,7,0
swampert,8,0
poochyena,3,0
poochyena,4,0
poochyena,5,0
poochyena,6,0
poochyena,7,0
mightyena,3,0
mightyena,4,0
mightyena,5,0
mightyena,6,0
mightyena,7,0
zigzagoon,3,0
zigzagoon,4,0
zigzagoon,5,0
zigzagoon,6,0
zigzagoon,7,0
zigzagoon,8,0
linoone,3,0
linoone,4,0
linoone,5,0
linoone,6,0
linoone,7,0
linoone,8,0
wurmple,3,0
wurmple,4,0
wurmple,5,0
wurmple,6,0
wurmple,7,0
silcoon,3,0
silcoon,4,0
silcoon,5,0
silcoon,6,0
silcoon,7,0
beautifly,3,0
beautifly,4,0
beautifly,5,0
beautifly,6,0
beautifly,7,0
cascoon,3,0
cascoon,4,0
cascoon,5,0
cascoon,6,0
cascoon,7,0
dustox,3,0
dustox,4,0
dustox,5,0
dustox,6,0
dustox,7,0
lotad,3,0
lotad,4,0
lotad,5,0
lotad,6,0
lotad,7,0
lotad,8,0
lombre,3,0
lombre,4,0
lombre,5,0
lombre,6,0
lombre,7,0
lombre,8,0
ludicolo,3,0
ludicolo,4,0
ludicolo,5,0
ludicolo,6,0
ludicolo,7,0
ludicolo,8,0
seedot,3,0
seedot,4,0
seedot,5,0
seedot,6,0
seedot,7,0
seedot,8,0
nuzleaf,3,0
nuzleaf,4,0
nuzleaf,5,0
nuzleaf,6,0
nuzleaf,7,0
nuzleaf,8,0
shiftry,3,0
shiftry,4,0
shiftry,5,0
shiftry,6,0
shiftry,7,0
shiftry,8,0
taillow,3,0
taillow,4,0
taillow,5,0
taillow,6,0
taillow,7,0
swellow,3,0
swellow,4,0
swellow,5,0
swellow,6,0
swellow,7,0
wingull,3,0
wingull,4,0
wingull,5,0
wingull,6,0
wingull,7,0
wingull,8,0
pelipper,3,0
pelipper,4,0
pelipper,5,0
pelipper,6,0
pelipper,7,0
pelipper,8,0
ralts,3,0
ralts,4,0
ralts,5,0
ralts,6,0
ralts,7,0
ralts,8,0
kirlia,3,0
kirlia,4,0
kirlia,5,0
kirlia,6,0
kirlia,7,0
kirlia,8,0
gardevoir,3,0
gardevoir,4,0
gardevoir,5,0
gardevoir,6,0
gardevoir,7,0
gardevoir,8,0
surskit,3,0
surskit,4,0
surskit,5,0
surskit,6,0
surskit,7,0
masquerain,3,0
masquerain,4,0
masquerain,5,0
masquerain,6,0
masquerain,7,0
shroomish,3,0
shroomish,4,0
shroomish,5,0
shroomish,6,0
shroomish,7,0
breloom,3,0
breloom,4,0
breloom,5,0
breloom,6,0
breloom,7,0
slakoth,3,0
slakoth,4,0
slakoth,5,0
slakoth,6,0
slakoth,7,0
vigoroth,3,0
vigoroth,4,0
vigoroth,5,0
vigoroth,6,0
vigoroth,7,0
slaking,3,0
slaking,4,0
slaking,5,0
slaking,6,0
slaking,7,0
nincada,3,0
nincada,4,0
nincada,5,0
nincada,6,0
nincada,7,0
nincada,8,0
ninjask,3,0
ninjask,4,0
ninjask,5,0
ninjask,6,0
ninjask,7,0
ninjask,8,0
shedinja,3,0
shedinja,4,0
shedinja,5,0
shedinja,6,0
shedinja,7,0
shedinja,8,0
whismur,3,0
whismur,4,0
whismur,5,0
whismur,6,0
whismur,7,0
whismur,8,0
loudred,3,0
loudred,4,0
loudred,5,0
loudred,6,0
loudred,7,0
loudred,8,0
exploud,3,0
exploud,4,0
exploud,5,0
exploud,6,0
exploud,7,0
exploud,8,0
makuhita,3,0
makuhita,4,0
makuhita,5,0
makuhita,6,0
makuhita,7,0
hariyama,3,0
hariyama,4,0
hariyama,5,0
hariyama,6,0
hariyama,7,0
azurill,3,0
azurill,4,0
azurill,5,0
azurill,6,0
azurill,7,0
azurill,8,0
nosepass,3,0
nosepass,4,0
nosepass,5,0
nosepass,6,0
nosepass,7,0
skitty,3,0
skitty,4,0
skitty,5,0
skitty,6,0
skitty,7,0
delcatty,3,0
delcatty,4,0
delcatty,5,0
delcatty,6,0
delcatty,7,0
sableye,3,0
sableye,4,0
sableye,5,0
sableye,6,0
sableye,7,0
sableye,8,0
mawile,3,0
mawile,4,0
mawile,5,0
mawile,6,0
mawile,7,0
mawile,8,0
aron,3,0
aron,4,0
aron,5,0
aron,6,0
aron,7,0
aron,8,0
lairon,3,0
lairon,4,0
lairon,5,0
lairon,6,0
lairon,7,0
lairon,8,0
aggron,3,0
aggron,4,0
aggron,5,0
aggron,6,0
aggron,7,0
aggron,8,0
meditite,3,0
meditite,4,0
meditite,5,0
meditite,6,0
meditite,7,0
medicham,3,0
medicham,4,0
medicham,5,0
medicham,6,0
medicham,7,0
electrike,3,0
electrike,4,0
electrike,5,0
electrike,6,0
electrike,7,0
electrike,8,0
manectric,3,0
manectric,4,0
manectric,5,0
manectric,6,0
manectric,7,0
manectric,8,0
plusle,3,0
plusle,4,0
plusle,5,0
plusle,6,0
plusle,7,0
minun,3,0
minun,4,0
minun,5,0
minun,6,0
minun,7,0
volbeat,3,0
volbeat,4,0
volbeat,5,0
volbeat,6,0
volbeat,7,0
illumise,3,0
illumise,4,0
illumise,5,0
illumise,6,0
illumise,7,0
roselia,3,0
roselia,4,0
roselia,5,0
roselia,6,0
roselia,7,0
roselia,8,0
gulpin,3,0
gulpin,4,0
gulpin,5,0
gulpin,6,0
gulpin,7,0
swalot,3,0
swalot,4,0
swalot,5,0
swalot,6,0
swalot,7,0
carvanha,3,0
carvanha,4,0
carvanha,5,0
carvanha,6,0
carvanha,7,0
carvanha,8,0
sharpedo,3,0
sharpedo,4,0
sharpedo,5,0
sharpedo,6,0
sharpedo,7,0
sharpedo,8,0
wailmer,3,0
wailmer,4,0
wailmer,5,0
wailmer,6,0
wailmer,7,0
wailmer,8,0
wailord,3,0
wailord,4,0
wailord,5,0
wailord,6,0
wailord,7,0
wailord,8,0
numel,3,0
numel,4,0
numel,5,0
numel,6,0
numel,7,0
camerupt,3,0
camerupt,4,0
camerupt,5,0
camerupt,6,0
camerupt,7,0
torkoal,3,0
torkoal,4,0
torkoal,5,0
torkoal,6,0
torkoal,7,0
torkoal,8,0
spoink,3,0
spoink,4,0
spoink,5,0
spoink,6,0
spoink,7,0
grumpig,3,0
grumpig,4,0
grumpig,5,0
grumpig,6,0
grumpig,7,0
spinda,3,0
spinda,4,0
spinda,5,0
spinda,6,0
spinda,7,0
trapinch,3,0
trapinch,4,0
trapinch,5,0
trapinch,6,0
trapinch,7,0
trapinch,8,0
vibrava,3,0
vibrava,4,0
vibrava,5,0
vibrava,6,0
vibrava,7,0
vibrava,8,0
flygon,3,0
flygon,4,0
flygon,5,0
flygon,6,0
flygon,7,0
flygon,8,0
cacnea,3,0
cacnea,4,0
cacnea,5,0
cacnea,6,0
cacnea,7,0
cacturne,3,0
cacturne,4,0
cacturne,5,0
cacturne,6,0
cacturne,7,0
swablu,3,0
swablu,4,0
swablu,5,0
swablu,6,0
swablu,7,0
swablu,8,0
altaria,3,0
altaria,4,0
altaria,5,0
altaria,6,0
altaria,7,0
altaria,8,0
zangoose,3,0
zangoose,4,0
zangoose,5,0
zangoose,6,0
zangoose,7,0
seviper,3,0
seviper,4,0
seviper,5,0
seviper,6,0
seviper,7,0
lunatone,3,0
lunatone,4,0
lunatone,5,0
lunatone,6,0
lunatone,7,0
lunatone,8,0
solrock,3,0
solrock,4,0
solrock,5,0
solrock,6,0
solrock,7,0
solrock,8,0
barboach,3,0
barboach,4,0
barboach,5,0
barboach,6,0
barboach,7,0
barboach,8,0
whiscash,3,0
whiscash,4,0
whiscash,5,0
whiscash,6,0
whiscash,7,0
whiscash,8,0
corphish,3,0
corphish,4,0
corphish,5,0
corphish,6,0
corphish,7,0
corphish,8,0
crawdaunt,3,0
crawdaunt,4,0
crawdaunt,5,0
crawdaunt,6,0
crawdaunt,7,0
crawdaunt,8,0
baltoy,3,0
baltoy,4,0
baltoy,5,0
baltoy,6,0
baltoy,7,0
baltoy,8,0
claydol,3,0
claydol,4,0
claydol,5,0
claydol,6,0
claydol,7,0
claydol,8,0
lileep,3,0
lileep,4,0
lileep,5,0
lileep,6,0
lileep,7,0
lileep,8,0
cradily,3,0
cradily,4,0
cradily,5,0
cradily,6,0
cradily,7,0
cradily,8,0
anorith,3,0
anorith,4,0
anorith,5,0
anorith,6,0
anorith,7,0
anorith,8,0
armaldo,3,0
armaldo,4,0
armaldo,5,0
armaldo,6,0
armaldo,7,0
armaldo,8,0
feebas,3,0
feebas,4,0
feebas,5,0
feebas,6,0
feebas,7,0
feebas,8,0
milotic,3,0
milotic,4,0
milotic,5,0
milotic,6,0
milotic,7,0
milotic,8,0
castform,3,0
castform,4,0
castform,5,0
castform,6,0
castform,7,0
kecleon,3,0
kecleon,4,0
kecleon,5,0
kecleon,6,0
kecleon,7,0
shuppet,3,0
shuppet,4,0
shuppet,5,0
shuppet,6,0
shuppet,7,0
banette,3,0
banette,4,0
banette,5,0
banette,6,0
banette,7,0
duskull,3,0
duskull,4,0
duskull,5,0
duskull,6,0
duskull,7,0
duskull,8,0
dusclops,3,0
dusclops,4,0
dusclops,5,0
dusclops,6,0
dusclops,7,0
dusclops,8,0
tropius,3,0
tropius,4,0
tropius,5,0
tropius,6,0
tropius,7,0
chimecho,3,0
chimecho,4,0
chimecho,5,0
chimecho,6,0
chimecho,7,0
absol,3,0
absol,4,0
absol,5,0
absol,6,0
absol,7,0
absol,8,0
wynaut,3,0
wynaut,4,0
wynaut,5,0
wynaut,6,0
wynaut,7,0
wynaut,8,0
snorunt,3,0
snorunt,4,0
snorunt,5,0
snorunt,6,0
snorunt,7,0
snorunt,8,0
glalie,3,0
glalie,4,0
glalie,5,0
glalie,6,0
glalie,7,0
glalie,8,0
spheal,3,0
spheal,4,0
spheal,5,0
spheal,6,0
spheal,7,0
spheal,8,0
sealeo,3,0
sealeo,4,0
sealeo,5,0
sealeo,6,0
sealeo,7,0
sealeo,8,0
walrein,3,0
walrein,4,0
walrein,5,0
walrein,6,0
walrein,7,0
walrein,8,0
clamperl,3,0
clamperl,4,0
clamperl,5,0
clamperl,6,0
clamperl,7,0
huntail,3,0
huntail,4,0
huntail,5,0
huntail,6,0
huntail,7,0
gorebyss,3,0
gorebyss,4,0
gorebyss,5,0
gorebyss,6,0
gorebyss,7,0
relicanth,3,0
relicanth,4,0
relicanth,5,0
relicanth,6,0
relicanth,7,0
relicanth,8,0
luvdisc,3,0
luvdisc,4,0
luvdisc,5,0
luvdisc,6,0
luvdisc,7,0
bagon,3,0
bagon,4,0
bagon,5,0
bagon,6,0
bagon,7,0
bagon,8,0
shelgon,3,0
shelgon,4,0
shelgon,5,0
shelgon,6,0
shelgon,7,0
shelgon,8,0
salamence,3,0
salamence,4,0
salamence,5,0
salamence,6,0
salamence,7,0
salamence,8,0
beldum,3,0
beldum,4,0
beldum,5,0
beldum,6,0
beldum,7,0
beldum,8,0
metang,3,0
metang,4,0
metang,5,0
metang,6,0
metang,7,0
metang,8,0
metagross,3,0
metagross,4,0
metagross,5,0
metagross,6,0
metagross,7,0
metagross,8,0
regirock,3,0
regirock,4,0
regirock,5,0
regirock,6,0
regirock,7,0
regirock,8,0
regice,3,0
regice,4,0
regice,5,0
regice,6,0
regice,7,0
regice,8,0
registeel,3,0
registeel,4,0
registeel,5,0
registeel,6,0
registeel,7,0
registeel,8,0
latias,3,0
latias,4,0
latias,5,0
latias,6,0
latias,7,0
latias,8,0
latios,3,0
latios,4,0
latios,5,0
latios,6,0
latios,7,0
latios,8,0
kyogre,3,0
kyogre,4,0
kyogre,5,0
kyogre,6,0
kyogre,7,0
kyogre,8,0
groudon,3,0
groudon,4,0
groudon,5,0
groudon,6,0
groudon,7,0
groudon,8,0
rayquaza,3,0
rayquaza,4,0
rayquaza,5,0
rayquaza,6,0
rayquaza,7,0
rayquaza,8,0
jirachi,3,0
jirachi,4,0
jirachi,5,0
jirachi,6,0
jirachi,7,0
jirachi,8,0
deoxys-normal,3,0
deoxys-normal,4,0
deoxys-normal,5,0
deoxys-normal,6,0
deoxys-normal,7,0
turtwig,4,0
turtwig,5,0
turtwig,6,0
turtwig,7,0
grotle,4,0
grotle,5,0
grotle,6,0
grotle,7,0
torterra,4,0
torterra,5,0
torterra,6,0
torterra,7,0
chimchar,4,0
chimchar,5,0
chimchar,6,0
chimchar,7,0
monferno,4,0
monferno,5,0
monferno,6,0
monferno,7,0
infernape,4,0
infernape,5,0
infernape,6,0
infernape,7,0
piplup,4,0
piplup,5,0
piplup,6,0
piplup,7,0
prinplup,4,0
prinplup,5,0
prinplup,6,0
prinplup,7,0
empoleon,4,0
empoleon,5,0
empoleon,6,0
empoleon,7,0
starly,4,0
starly,5,0
starly,6,0
starly,7,0
staravia,4,0
staravia,5,0
staravia,6,0
staravia,7,0
staraptor,4,0
staraptor,5,0
staraptor,6,0
staraptor,7,0
bidoof,4,0
bidoof,5,0
bidoof,6,0
bidoof,7,0
bibarel,4,0
bibarel,5,0
bibarel,6,0
bibarel,7,0
kricketot,4,0
kricketot,5,0
kricketot,6,0
kricketot,7,0
kricketune,4,0
kricketune,5,0
kricketune,6,0
kricketune,7,0
shinx,4,0
shinx,5,0
shinx,6,0
shinx,7,0
shinx,8,0
luxio,4,0
luxio,5,0
luxio,6,0
luxio,7,0
luxio,8,0
luxray,4,0
luxray,5,0
luxray,6,0
luxray,7,0
luxray,8,0
budew,4,0
budew,5,0
budew,6,0
budew,7,0
budew,8,0
roserade,4,0
roserade,5,0
roserade,6,0
roserade,7,0
roserade,8,0
cranidos,4,0
cranidos,5,0
cranidos,6,0
cranidos,7,0
rampardos,4,0
rampardos,5,0
rampardos,6,0
rampardos,7,0
shieldon,4,0
shieldon,5,0
shieldon,6,0
shieldon,7,0
bastiodon,4,0
bastiodon,5,0
bastiodon,6,0
bastiodon,7,0
burmy-plant,4,0
burmy-plant,5,0
burmy-plant,6,0
burmy-plant,7,0
wormadam-plant,4,0
wormadam-plant,5,0
wormadam-plant,6,0
wormadam-plant,7,0
mothim-plant,4,0
mothim-plant,5,0
mothim-plant,6,0
mothim-plant,7,0
combee,4,0
combee,5,0
combee,6,0
combee,7,0
combee,8,0
vespiquen,4,0
vespiquen,5,0
vespiquen,6,0
vespiquen,7,0
vespiquen,8,0
pachirisu,4,0
pachirisu,5,0
pachirisu,6,0
pachirisu,7,0
buizel,4,0
buizel,5,0
buizel,6,0
buizel,7,0
floatzel,4,0
floatzel,5,0
floatzel,6,0
floatzel,7,0
cherubi,4,0
cherubi,5,0
cherubi,6,0
cherubi,7,0
cherubi,8,0
cherrim-overcast,4,0
cherrim-overcast,5,0
cherrim-overcast,6,0
cherrim-overcast,7,0
cherrim-overcast,8,0
shellos-west,4,0
shellos-west,5,0
shellos-west,6,0
shellos-west,7,0
shellos-west,8,0
gastrodon-west,4,0
gastrodon-west,5,0
gastrodon-west,6,0
gastrodon-west,7,0
gastrodon-west,8,0
ambipom,4,0
ambipom,5,0
ambipom,6,0
ambipom,7,0
drifloon,4,0
drifloon,5,0
drifloon,6,0
drifloon,7,0
drifloon,8,0
drifblim,4,0
drifblim,5,0
drifblim,6,0
drifblim,7,0
drifblim,8,0
buneary,4,0
buneary,5,0
buneary,6,0
buneary,7,0
buneary,8,0
lopunny,4,0
lopunny,5,0
lopunny,6,0
lopunny,7,0
lopunny,8,0
mismagius,4,0
mismagius,5,0
mismagius,6,0
mismagius,7,0
honchkrow,4,0
honchkrow,5,0
honchkrow,6,0
honchkrow,7,0
glameow,4,0
glameow,5,0
glameow,6,0
glameow,7,0
purugly,4,0
purugly,5,0
purugly,6,0
purugly,7,0
chingling,4,0
chingling,5,0
chingling,6,0
chingling,7,0
stunky,4,0
stunky,5,0
stunky,6,0
stunky,7,0
stunky,8,0
skuntank,4,0
skuntank,5,0
skuntank,6,0
skuntank,7,0
skuntank,8,0
bronzor,4,0
bronzor,5,0
bronzor,6,0
bronzor,7,0
bronzor,8,0
bronzong,4,0
bronzong,5,0
bronzong,6,0
bronzong,7,0
bronzong,8,0
bonsly,4,0
bonsly,5,0
bonsly,6,0
bonsly,7,0
bonsly,8,0
mime-jr,4,0
mime-jr,5,0
mime-jr,6,0
mime-jr,7,0
mime-jr,8,0
happiny,4,0
happiny,5,0
happiny,6,0
happiny,7,0
happiny,8,0
chatot,4,0
chatot,5,0
chatot,6,0
chatot,7,0
spiritomb,4,0
spiritomb,5,0
spiritomb,6,0
spiritomb,7,0
spiritomb,8,0
gible,4,0
gible,5,0
gible,6,0
gible,7,0
gible,8,0
gabite,4,0
gabite,5,0
gabite,6,0
gabite,7,0
gabite,8,0
garchomp,4,0
garchomp,5,0
garchomp,6,0
garchomp,7,0
garchomp,8,0
munchlax,4,0
munchlax,5,0
munchlax,6,0
munchlax,7,0
munchlax,8,0
riolu,4,0
riolu,5,0
riolu,6,0
riolu,7,0
riolu,8,0
lucario,4,0
lucario,5,0
lucario,6,0
lucario,7,0
lucario,8,0
hippopotas,4,0
hippopotas,5,0
hippopotas,6,0
hippopotas,7,0
hippopotas,8,0
hippowdon,4,0
hippowdon,5,0
hippowdon,6,0
hippowdon,7,0
hippowdon,8,0
skorupi,4,0
skorupi,5,0
skorupi,6,0
skorupi,7,0
skorupi,8,0
drapion,4,0
drapion,5,0
drapion,6,0
drapion,7,0
drapion,8,0
croagunk,4,0
croagunk,5,0
croagunk,6,0
croagunk,7,0
croagunk,8,0
toxicroak,4,0
toxicroak,5,0
toxicroak,6,0
toxicroak,7,0
toxicroak,8,0
carnivine,4,0
carnivine,5,0
carnivine,6,0
carnivine,7,0
finneon,4,0
finneon,5,0
finneon,6,0
finneon,7,0
lumineon,4,0
lumineon,5,0
lumineon,6,0
lumineon,7,0
mantyke,4,0
mantyke,5,0
mantyke,6,0
mantyke,7,0
mantyke,8,0
snover,4,0
snover,5,0
snover,6,0
snover,7,0
snover,8,0
abomasnow,4,0
abomasnow,5,0
abomasnow,6,0
abomasnow,7,0
abomasnow,8,0
weavile,4,0
weavile,5,0
weavile,6,0
weavile,7,0
weavile,8,0
magnezone,4,0
magnezone,5,0
magnezone,6,0
magnezone,7,0
magnezone,8,0
lickilicky,4,0
lickilicky,5,0
lickilicky,6,0
lickilicky,7,0
lickilicky,8,0
rhyperior,4,0
rhyperior,5,0
rhyperior,6,0
rhyperior,7,0
rhyperior,8,0
tangrowth,4,0
tangrowth,5,0
tangrowth,6,0
tangrowth,7,0
tangrowth,8,0
electivire,4,0
electivire,5,0
electivire,6,0
electivire,7,0
electivire,8,0
magmortar,4,0
magmortar,5,0
magmortar,6,0
magmortar,7,0
magmortar,8,0
togekiss,4,0
togekiss,5,0
togekiss,6,0
togekiss,7,0
togekiss,8,0
yanmega,4,0
yanmega,5,0
yanmega,6,0
yanmega,7,0
leafeon,4,0
leafeon,5,0
leafeon,6,0
leafeon,7,0
leafeon,8,0
glaceon,4,0
glaceon,5,0
glaceon,6,0
glaceon,7,0
glaceon,8,0
gliscor,4,0
gliscor,5,0
gliscor,6,0
gliscor,7,0
mamoswine,4,0
mamoswine,5,0
mamoswine,6,0
mamoswine,7,0
mamoswine,8,0
porygon-z,4,0
porygon-z,5,0
porygon-z,6,0
porygon-z,7,0
porygon-z,8,0
gallade,4,0
gallade,5,0
gallade,6,0
gallade,7,0
gallade,8,0
probopass,4,0
probopass,5,0
probopass,6,0
probopass,7,0
dusknoir,4,0
dusknoir,5,0
dusknoir,6,0
dusknoir,7,0
dusknoir,8,0
froslass,4,0
froslass,5,0
froslass,6,0
froslass,7,0
froslass,8,0
rotom,4,0
rotom,5,0
rotom,6,0
rotom,7,0
rotom,8,0
uxie,4,0
uxie,5,0
uxie,6,0
uxie,7,0
uxie,8,0
mesprit,4,0
mesprit,5,0
mesprit,6,0
mesprit,7,0
mesprit,8,0
azelf,4,0
azelf,5,0
azelf,6,0
azelf,7,0
azelf,8,0
dialga,4,0
dialga,5,0
dialga,6,0
dialga,7,0
dialga,8,0
palkia,4,0
palkia,5,0
palkia,6,0
palkia,7,0
palkia,8,0
heatran,4,0
heatran,5,0
heatran,6,0
heatran,7,0
heatran,8,0
regigigas,4,0
regigigas,5,0
regigigas,6,0
regigigas,7,0
regigigas,8,0
giratina-altered,4,0
giratina-altered,5,0
giratina-altered,6,0
giratina-altered,7,0
giratina-altered,8,0
cresselia,4,0
cresselia,5,0
cresselia,6,0
cresselia,7,0
cresselia,8,0
phione,4,0
phione,5,0
phione,6,0
phione,7,0
manaphy,4,0
manaphy,5,0
manaphy,6,0
manaphy,7,0
darkrai,4,0
darkrai,5,0
darkrai,6,0
darkrai,7,0
shaymin-land,4,0
shaymin-land,5,0
shaymin-land,6,0
shaymin-land,7,0
arceus-normal,4,0
arceus-normal,5,0
arceus-normal,6,0
arceus-normal,7,0
victini,5,0
victini,6,0
victini,7,0
victini,8,0
snivy,5,0
snivy,6,0
snivy,7,0
servine,5,0
servine,6,0
servine,7,0
serperior,5,0
serperior,6,0
serperior,7,0
tepig,5,0
tepig,6,0
tepig,7,0
pignite,5,0
pignite,6,0
pignite,7,0
emboar,5,0
emboar,6,0
emboar,7,0
oshawott,5,0
oshawott,6,0
oshawott,7,0
dewott,5,0
dewott,6,0
dewott,7,0
samurott,5,0
samurott,6,0
samurott,7,0
patrat,5,0
patrat,6,0
patrat,7,0
watchog,5,0
watchog,6,0
watchog,7,0
lillipup,5,0
lillipup,6,0
lillipup,7,0
lillipup,8,0
herdier,5,0
herdier,6,0
herdier,7,0
herdier,8,0
stoutland,5,0
stoutland,6,0
stoutland,7,0
stoutland,8,0
purrloin,5,0
purrloin,6,0
purrloin,7,0
purrloin,8,0
liepard,5,0
liepard,6,0
liepard,7,0
liepard,8,0
pansage,5,0
pansage,6,0
pansage,7,0
simisage,5,0
simisage,6,0
simisage,7,0
pansear,5,0
pansear,6,0
pansear,7,0
simisear,5,0
simisear,6,0
simisear,7,0
panpour,5,0
panpour,6,0
panpour,7,0
simipour,5,0
simipour,6,0
simipour,7,0
munna,5,0
munna,6,0
munna,7,0
munna,8,0
musharna,5,0
musharna,6,0
musharna,7,0
musharna,8,0
pidove,5,0
pidove,6,0
pidove,7,0
pidove,8,0
tranquill,5,0
tranquill,6,0
tranquill,7,0
tranquill,8,0
unfezant,5,0
unfezant,6,0
unfezant,7,0
unfezant,8,0
blitzle,5,0
blitzle,6,0
blitzle,7,0
zebstrika,5,0
zebstrika,6,0
zebstrika,7,0
roggenrola,5,0
roggenrola,6,0
roggenrola,7,0
roggenrola,8,0
boldore,5,0
boldore,6,0
boldore,7,0
boldore,8,0
gigalith,5,0
gigalith,6,0
gigalith,7,0
gigalith,8,0
woobat,5,0
woobat,6,0
woobat,7,0
woobat,8,0
swoobat,5,0
swoobat,6,0
swoobat,7,0
swoobat,8,0
drilbur,5,0
drilbur,6,0
drilbur,7,0
drilbur,8,0
excadrill,5,0
excadrill,6,0
excadrill,7,0
excadrill,8,0
audino,5,0
audino,6,0
audino,7,0
audino,8,0
timburr,5,0
timburr,6,0
timburr,7,0
