id,location,area,game_index,name_en,name_fr,name_de
326,mt-moon,b1f,0,Mount Moon (B1F),Mont Sélénite (1er s-sol),Mondberg (1.UG)
327,mt-moon,b2f,0,Mount Moon (B2F),Mont Sélénite (2e s-sol),Mondberg (2.UG)
328,rock-tunnel,b2f,0,Rock Tunnel (B2F),Grotte (2e s-sol),Felstunnel (2.UG)
329,kanto-route-23,,0,Road 23,Route 23,Route 23
330,kanto-power-plant,,0,Power Plant,Centrale,Kraftwerk
331,kanto-victory-road-2,1f,0,Victory Road 2 (1F),Route Victoire 2 (RdC),Siegesstraße 2 (EG)
332,kanto-victory-road-2,2f,0,Victory Road 2 (2F),Route Victoire 2 (1er ét.),Siegesstraße 2 (1.OG)
333,kanto-victory-road-2,3f,0,Victory Road 2 (3F),Route Victoire 2 (2e ét.),Siegesstraße 2 (2.OG)
334,pokemon-tower,1f,0,Pokemon Tower (1F),Tour Pokémon (RdC),Pokémon-Turm (EG)
335,pokemon-tower,2f,0,Pokemon Tower (2F),Tour Pokémon (1er ét.),Pokémon-Turm (1.OG)
336,pokemon-tower,3f,0,Pokemon Tower (3F),Tour Pokémon (2e ét.),Pokémon-Turm (2.OG)
337,pokemon-tower,4f,0,Pokemon Tower (4F),Tour Pokémon (3e ét.),Pokémon-Turm (3.OG)
338,pokemon-tower,5f,0,Pokemon Tower (5F),Tour Pokémon (4e ét.),Pokémon-Turm (4.OG)
339,pokemon-tower,6f,0,Pokemon Tower (6F),Tour Pokémon (5e ét.),Pokémon-Turm (5.OG)
340,pokemon-tower,7f,0,Pokemon Tower (7F),Tour Pokémon (6e ét.),Pokémon-Turm (6.OG)
341,pokemon-mansion,1f,0,Pokemon Mansion (1F),Manoir Pokémon (RdC),Pokémon-Haus (EG)
342,pokemon-mansion,2f,0,Pokemon Mansion (2F),Manoir Pokémon (1er ét.),Pokémon-Haus (1.OG)
343,pokemon-mansion,3f,0,Pokemon Mansion (3F),Manoir Pokémon (2e ét.),Pokémon-Haus (2.OG)
344,pokemon-mansion,b1f,0,Pokemon Mansion (B1F),Manoir Pokémon (sous-sol),Pokémon-Haus (1.UG)
345,kanto-safari-zone,middle,0,Safari Zone (middle),Parc Safari (centre),Safari-Zone (mitte)
346,kanto-safari-zone,area-1-east,0,"Safari Zone (Area 1, east)","Parc Safari (Zone 1, est)","Safari-Zone (Areal 1, Osten)"
347,kanto-safari-zone,area-2-north,0,"Safari Zone (Area 2, north)","Parc Safari (Zone 2, nord)","Safari-Zone (Areal 2, Norden)"
348,kanto-safari-zone,area-3-west,0,"Safari Zone (Area 3, west)","Parc Safari (Zone 3, ouest)","Safari-Zone (Areal 3, Westen)"
349,vermilion-city,ss-anne-dock,0,S.S. Anne dock,Pont de l'Océane,Hafen von Orania City
350,petalburg-city,,0,Petalburg City,Clémenti-Ville,Blütenburg City
351,slateport-city,,1,Slateport City,Poivressel,Graphitport City
352,lilycove-city,,2,Lilycove City,Nénucrique,Seegrasulb City
353,mossdeep-city,,3,Mossdeep City,Algatia,Moosbach City
354,sootopolis-city,,4,Sootopolis City,Atalanopolis,Xeneroville
355,ever-grande-city,,5,Ever Grande City,Éternara,Prachtpolis City
356,meteor-falls,,6,Meteor Falls,Site Météore,Meteorfälle
357,meteor-falls,back,7,Meteor Falls (back),Site Météore (arrière),Meteorfälle (rückseite)
358,meteor-falls,b1f,8,Meteor Falls (B1F),Site Météore (sous-sol),Meteorfälle (1.UG)
359,meteor-falls,backsmall-room,9,Meteor Falls (back/small room),Site Météore (petite salle),Meteorfälle (kleiner Raum)
360,rusturf-tunnel,,10,Rusturf Tunnel,Tunnel Mérazon,Metaflurtunnel
361,granite-cave,1f,11,Granite Cave (1F),Grotte Granite (RdC),Granithöhle (EG)
362,granite-cave,b1f,12,Granite Cave (B1F),Grotte Granite (1er s-sol),Granithöhle (1.UG)
363,granite-cave,b2f,13,Granite Cave (B2F),Grotte Granite (2e s-sol),Granithöhle (2.UG)
364,granite-cave,1fsmall-room,14,Granite Cave (1F/small room),"Grotte Granite (RdC, petite salle)","Granithöhle (EG, kleiner Raum)"
365,petalburg-woods,,15,Petalburg Woods,Bois Clémenti,Blütenburgwald
366,jagged-pass,,16,Jagged Pass,Sentier Sinuroc,Steilpass
367,fiery-path,,17,Fiery Path,Chemin Ardent,Feuriger Pfad
368,mt-pyre,1f,18,Mount Pyre (1F),Mont Mémoria (RdC),Pyroberg (EG)
369,mt-pyre,2f,19,Mount Pyre (2F),Mont Mémoria (1er ét.),Pyroberg (1.OG)
370,mt-pyre,3f,20,Mount Pyre (3F),Mont Mémoria (2e ét.),Pyroberg (2.OG)
371,mt-pyre,4f,21,Mount Pyre (4F),Mont Mémoria (3e ét.),Pyroberg (3.OG)
372,mt-pyre,5f,22,Mount Pyre (5F),Mont Mémoria (4e ét.),Pyroberg (4.OG)
373,mt-pyre,6f,23,Mount Pyre (6F),Mont Mémoria (5e ét.),Pyroberg (5.OG)
374,mt-pyre,outside,24,Mount Pyre (outside),Mont Mémoria (extérieur),Pyroberg (außen)
375,mt-pyre,summit,25,Mount Pyre (summit),Mont Mémoria (sommet),Pyroberg (Gipfel)
376,seafloor-cavern,,26,Seafloor Cavern,Caverne Fondmer,Tiefseehöhle
377,cave-of-origin,entrance,35,Cave of Origin (entrance),Grotte Origine (entrée),Urzeithöhle (Eingang)
378,cave-of-origin,1f,36,Cave of Origin (1F),Grotte Origine (RdC),Urzeithöhle (EG)
379,cave-of-origin,b1f,37,Cave of Origin (B1F),Grotte Origine (1er s-sol),Urzeithöhle (1.UG)
380,cave-of-origin,b2f,38,Cave of Origin (B2F),Grotte Origine (2e s-sol),Urzeithöhle (2.UG)
381,cave-of-origin,b3f,39,Cave of Origin (B3F),Grotte Origine (3e s-sol),Urzeithöhle (3.UG)
382,hoenn-victory-road,1f,40,Victory Road (1F),Route Victoire (RdC),Siegesstraße (EG)
383,hoenn-victory-road,b1f,41,Victory Road (B1F),Route Victoire (1er s-sol),Siegesstraße (1.UG)
384,hoenn-victory-road,b2f,42,Victory Road (B2F),Route Victoire (2e s-sol),Siegesstraße (2.UG)
385,shoal-cave,high-tide,43,Shoal Cave,Grotte Tréfonds,Küstenhöhle
386,shoal-cave,b1f,47,Shoal Cave (B1F),Grotte Tréfonds (sous-sol),Brandungshöhle (1.UG)
387,new-mauville,entrance,48,New Mauville (entrance),New Lavandia (entrée),Neu Malvenfroh (Eingang)
388,new-mauville,,49,New Mauville,New Lavandia,Neu Malvenfroh
389,abandoned-ship,,50,Abandoned Ship,Épave,Schiffswrack
390,sky-pillar,1f,52,Sky Pillar (1F),Pilier Céleste (RdC),Himmelsturm (EG)
391,sky-pillar,3f,53,Sky Pillar (3F),Pilier Céleste (2e ét.),Himmelsturm (2.OG)
392,sky-pillar,5f,54,Sky Pillar (5F),Pilier Céleste (4e ét.),Himmelsturm (4.OG)
393,hoenn-route-101,,55,Road 101,Route 101,Route 101
394,hoenn-route-102,,56,Road 102,Route 102,Route 102
395,hoenn-route-103,,57,Road 103,Route 103,Route 103
396,hoenn-route-104,,58,Road 104,Route 104,Route 104
397,hoenn-route-105,,59,Road 105,Route 105,Route 105
398,hoenn-route-106,,60,Road 106,Route 106,Route 106
399,hoenn-route-107,,61,Road 107,Route 107,Route 107
400,hoenn-route-108,,62,Road 108,Route 108,Route 108
401,hoenn-route-109,,63,Road 109,Route 109,Route 109
402,hoenn-route-110,,64,Road 110,Route 110,Route 110
403,hoenn-route-111,,65,Road 111,Route 111,Route 111
404,hoenn-route-112,,66,Road 112,Route 112,Route 112
405,hoenn-route-113,,67,Road 113,Route 113,Route 113
406,hoenn-route-114,,68,Road 114,Route 114,Route 114
407,hoenn-route-115,,69,Road 115,Route 115,Route 115
408,hoenn-route-116,,70,Road 116,Route 116,Route 116
409,hoenn-route-117,,71,Road 117,Route 117,Route 117
410,hoenn-route-118,,72,Road 118,Route 118,Route 118
411,hoenn-route-119,,73,Road 119,Route 119,Route 119
412,hoenn-route-120,,74,Road 120,Route 120,Route 120
413,hoenn-route-121,,75,Road 121,Route 121,Route 121
414,hoenn-route-122,,76,Road 122,Route 122,Route 122
415,hoenn-route-123,,77,Road 123,Route 123,Route 123
416,hoenn-route-124,,78,Road 124,Route 124,Route 124
417,hoenn-route-124,underwater,95,Road 124 (underwater),Route 124 (sous l'eau),Route 124 (unterwasser)
418,hoenn-route-125,,79,Road 125,Route 125,Route 125
419,hoenn-route-126,,80,Road 126,Route 126,Route 126
420,hoenn-route-126,underwater,96,Road 126 (underwater),Route 126 (sous l'eau),Route 126 (unterwasser)
421,hoenn-route-127,,81,Road 127,Route 127,Route 127
422,hoenn-route-128,,82,Road 128,Route 128,Route 128
423,hoenn-route-129,,83,Road 129,Route 129,Route 129
424,hoenn-route-130,,84,Road 130,Route 130,Route 130
425,hoenn-route-131,,85,Road 131,Route 131,Route 131
426,hoenn-route-132,,86,Road 132,Route 132,Route 132
427,hoenn-route-133,,87,Road 133,Route 133,Route 133
428,hoenn-route-134,,88,Road 134,Route 134,Route 134
429,hoenn-safari-zone,nwmach-bike-area,89,Safari Zone (NW/mach bike area),Parc Safari (nord-ouest),Safari-Zone (Nord-Westen)
430,hoenn-safari-zone,neacro-bike-area,90,Safari Zone (NE/acro bike area),Parc Safari (nord-est),Safari-Zone (Nord-Osten)
431,hoenn-safari-zone,sw,91,Safari Zone (SW),Parc Safari (sud-ouest),Safari-Zone (Süd-Westen)
432,hoenn-safari-zone,se,92,Safari Zone (SE),Parc Safari (sud-est),Safari-Zone (Süd-Osten)
433,dewford-town,,93,Dewford Town,Myokara,Faustauhaven
434,pacifidlog-town,,94,Pacifidlog Town,Pacifiville,Floßbrunn
435,hoenn-safari-zone,expansion-south,97,Safari Zone (expansion south),Parc Safari (ext. sud à l’est),Safari-Zone (Südliche Erweiterung)
436,hoenn-safari-zone,expansion-north,98,Safari Zone (expansion north),Parc Safari (ext. nord à l’est),Safari-Zone (Nördliche Erweiterung)
437,magma-hideout,,99,Magma Hideout,Planque Magma,Team Magmas Versteck
438,mirage-tower,,107,Mirage Tower,Tour Mirage,Wunderturm
439,desert-underpass,,111,Desert Underpass,Voie du Désert,Wüstentunnel
440,artisan-cave,,112,Artisan Cave,Grotte Atelier,Höhlenatelier
441,hoenn-altering-cave,,114,Altering Cave,Grotte Métamo,Wandelhöhle
450,monean-chamber,,0,Monean Chamber,Chambre Anemune,Einamon-Kammer
451,liptoo-chamber,,1,Liptoo Chamber,Chambre Deulipe,Pezwulp-Kammer
452,weepth-chamber,,2,Weepth Chamber,Chambre Prois,Dreiecke-Kammer
453,dilford-chamber,,3,Dilford Chamber,Chambre Jonquatre,Vierzisse-Kammer
454,scufib-chamber,,4,Scufib Chamber,Chambre Hibicinq,Fünibisku-Kammer
455,rixy-chamber,,5,Rixy Chamber,Chambre Irix,Lilechs-Kammer
456,viapos-chamber,,6,Viapos Chamber,Chambre Poinsept,Sieborbia-Kammer
461,ss-anne,,11,S.S. Anne,L'Océane,MS Anne
488,mt-ember,,40,Mount Ember,Mont Braise,Glutberg
489,mt-ember,cave,41,Mount Ember (cave),Mont Braise (caverne),Glutberg (Höhle)
490,mt-ember,inside,42,Mount Ember (inside),Mont Braise (intérieur),Glutberg (innen)
491,mt-ember,1f-cave-behind-team-rocket,44,"Mount Ember (1F, cave behind team rocket)","Mont Braise (RdC, caverne derrière Team Rocket)","Glutberg (EG, Höhle hinter Team Rocket)"
492,mt-ember,b1f,45,Mount Ember (B1F),Mont Braise (1er s-sol),Glutberg (1.UG)
493,mt-ember,b2f,46,Mount Ember (B2F),Mont Braise (2e s-sol),Glutberg (2.UG)
494,mt-ember,b3f,47,Mount Ember (B3F),Mont Braise (3e s-sol),Glutberg (3.UG)
495,berry-forest,,50,Berry Forest,Bois Baies,Beerenforst
496,icefall-cave,entrance,51,Icefall Cave (entrance),Grotte de Glace (entrée),Eiskaskadenhöhle (Eingang)
497,icefall-cave,1f,52,Icefall Cave (1F),Grotte de Glace (RdC),Eiskaskadenhöhle (EG)
498,icefall-cave,b1f,53,Icefall Cave (B1F),Grotte de Glace (sous-sol),Eiskaskadenhöhle (1.UG)
499,icefall-cave,waterfall,54,Icefall Cave (waterfall),Grotte de Glace (cascade),Eiskaskadenhöhle (Wasserfall)
500,pattern-bush,,55,Pattern Bush,Forbuissons,Musterbuschwald
501,lost-cave,room-1,56,Lost Cave (room 1),Grotte Perdue (salle 1),Verlorene Höhle (Raum 1)
502,lost-cave,room-2,57,Lost Cave (room 2),Grotte Perdue (salle 2),Verlorene Höhle (Raum 2)
503,lost-cave,room-3,58,Lost Cave (room 3),Grotte Perdue (salle 3),Verlorene Höhle (Raum 3)
504,lost-cave,room-4,59,Lost Cave (room 4),Grotte Perdue (salle 4),Verlorene Höhle (Raum 4)
505,lost-cave,room-5,60,Lost Cave (room 5),Grotte Perdue (salle 5),Verlorene Höhle (Raum 5)
506,lost-cave,room-6,61,Lost Cave (room 6),Grotte Perdue (salle 6),Verlorene Höhle (Raum 6)
507,lost-cave,room-7,62,Lost Cave (room 7),Grotte Perdue (salle 7),Verlorene Höhle (Raum 7)
508,lost-cave,room-8,63,Lost Cave (room 8),Grotte Perdue (salle 8),Verlorene Höhle (Raum 8)
509,lost-cave,room-9,64,Lost Cave (room 9),Grotte Perdue (salle 9),Verlorene Höhle (Raum 9)
510,lost-cave,room-10,65,Lost Cave (room 10),Grotte Perdue (salle 10),Verlorene Höhle (Raum 10)
511,lost-cave,item-rooms,66,Lost Cave (item rooms),Grotte Perdue (salle des objets),Verlorene Höhle (Item Raum)
512,kindle-road,,70,Kindle Road,Route Tison,Glühweg
513,treasure-beach,,71,Treasure Beach,Plage Trésor,Schatzgestade
514,cape-brink,,72,Cape Brink,Cap Falaise,Kap Kante
515,bond-bridge,,73,Bond Bridge,Pont du Lien,Bundbrücke
516,three-isle-port,,74,Three Isle Port,Port Ile 3,Tri-Eiland Hafen
517,resort-gorgeous,,75,Resort Gorgeous,Camp de Vacances,Ferienparadies
518,water-labyrinth,,76,Water Labyrinth,Labyrinthe d'O,Wasserirrgarten
519,five-isle-meadow,,77,Five Isle Meadow,Pré Ile 5,Eiland 5-Weide
520,memorial-pillar,,78,Memorial Pillar,Mémorial,Gedenksäule
521,outcast-island,,79,Outcast Island,Ile du Lointain,Fern-Eiland
522,green-path,,80,Green Path,Chemin Vert,Grüner Pfad
523,water-path,,81,Water Path,Agualcanal,Wasserweg
524,ruin-valley,,82,Ruin Valley,Vallée Ruine,Ruinental
525,trainer-tower,,83,Trainer Tower,Tour Dresseurs,Trainerturm
526,canyon-entrance,,84,Canyon Entrance,Entrée du Canyon,Schluchteingang
527,sevault-canyon,,85,Sevault Canyon,Canyon Sesor,7-Schatzschlucht
528,tanoby-ruins,,86,Tanoby Ruins,Ruines Tanoby,Tanibo-Ruinen
561,one-island,,120,One Island,Ile 1,Eiland Eins
562,four-island,,121,Four Island,Ile 4,Eiland Vier
563,five-island,,122,Five Island,Ile 5,Eiland Fünf
564,kanto-altering-cave,a,123,Altering Cave (A),Grotte Métamo (A),Wandelhöhle (A)
565,kanto-altering-cave,b,124,Altering Cave (B),Grotte Métamo (B),Wandelhöhle (B)
566,kanto-altering-cave,c,125,Altering Cave (C),Grotte Métamo (C),Wandelhöhle (C)
567,kanto-altering-cave,d,126,Altering Cave (D),Grotte Métamo (D),Wandelhöhle (D)
568,kanto-altering-cave,e,127,Altering Cave (E),Grotte Métamo (E),Wandelhöhle (E)
569,kanto-altering-cave,f,128,Altering Cave (F),Grotte Métamo (F),Wandelhöhle (F)
570,kanto-altering-cave,g,129,Altering Cave (G),Grotte Métamo (G),Wandelhöhle (G)
571,kanto-altering-cave,h,130,Altering Cave (H),Grotte Métamo (H),Wandelhöhle (H)
572,kanto-altering-cave,i,131,Altering Cave (I),Grotte Métamo (I),Wandelhöhle (I)
576,striaton-city,,0,Striaton City,Ogoesse,Orion City
577,driftveil-city,,1,Driftveil City,Port Yoneuve,Marea City
578,icirrus-city,,2,Icirrus City,Flocombe,Nevaio City
579,dreamyard,,3,Dreamyard,Vestiges du Rêve,Traumbrache
580,dreamyard,b1f,4,Dreamyard (B1F),Vestiges du Rêve (sous-sol),Traumbrache (1.UG)
581,pinwheel-forest,outside,5,Pinwheel Forest (outside),Forêt d'Empoigne (extérieur),Ewigenwald (außen)
582,pinwheel-forest,inside,6,Pinwheel Forest (inside),Forêt d'Empoigne (intérieur),Ewigenwald (innen)
583,desert-resort,entrance,7,Desert Resort (entrance),Désert Délassant (entrée),Wüstenresort (Eingang)
584,desert-resort,,8,Desert Resort,Désert Délassant,Wüstenresort
585,relic-castle,a,9,Relic Castle (A),Château Enfoui (A),Relikt-Schloss (A)
586,relic-castle,b,11,Relic Castle (B),Château Enfoui (B),Relikt-Schloss (B)
587,relic-castle,c,15,Relic Castle (C),Château Enfoui (C),Relikt-Schloss (C)
588,relic-castle,d,30,Relic Castle (D),Château Enfoui (D),Relikt-Schloss (D)
589,cold-storage,,40,Cold Storage,Hangar Frigorifique,Tiefkühlcontainer
590,chargestone-cave,1f,41,Chargestone Cave (1F),Grotte Électrolithe (RdC),Elektrolithhöhle (EG)
591,chargestone-cave,b1f,42,Chargestone Cave (B1F),Grotte Électrolithe (1er s-sol),Elektrolithhöhle (1.UG)
592,chargestone-cave,b2f,43,Chargestone Cave (B2F),Grotte Électrolithe (2e s-sol),Elektrolithhöhle (2.UG)
593,twist-mountain,b1f-3f,44,Twist Mountain,Mont Foré,Wendelberg
594,dragonspiral-tower,entrance,48,Dragonspiral Tower (entrance),Tour Dragospire (entrée),Drachenstiege (Eingang)
595,dragonspiral-tower,outside,49,Dragonspiral Tower (outside),Tour Dragospire (extérieur),Drachenstiege outside
596,dragonspiral-tower,1f,50,Dragonspiral Tower (1F),Tour Dragospire (RdC),Drachenstiege (EG)
597,dragonspiral-tower,2f,51,Dragonspiral Tower (2F),Tour Dragospire (1er ét.),Drachenstiege (1.OG)
598,unova-victory-road,outside,52,Victory Road (outside),Route Victoire (extérieur),Siegesstraße outside
599,unova-victory-road,unknown-area-53,53,Victory Road (unknown area 53),Route Victoire (zone inconnue 53),Siegesstraße (unbekannter Bereich 53)
600,unova-victory-road,unknown-area-54,54,Victory Road (unknown area 54),Route Victoire (zone inconnue 54),Siegesstraße (unbekannter Bereich 54)
601,unova-victory-road,unknown-area-55,55,Victory Road (unknown area 55),Route Victoire (zone inconnue 55),Siegesstraße (unbekannter Bereich 55)
602,unova-victory-road,4f-middle-room,56,Victory Road (4f Middle Room),Route Victoire (zone inconnue 56),Siegesstraße (unbekannter Bereich 56)
603,unova-victory-road,unknown-area-57,57,Victory Road (unknown area 57),Route Victoire (zone inconnue 57),Siegesstraße (unbekannter Bereich 57)
604,unova-victory-road,1f-unknown-room,58,Victory Road (unknown area 58),Route Victoire (zone inconnue 58),Siegesstraße (unbekannter Bereich 58)
605,unova-victory-road,unknown-area-59,59,Victory Road (unknown area 59),Route Victoire (zone inconnue 59),Siegesstraße (unbekannter Bereich 59)
606,unova-victory-road,unknown-area-60,60,Victory Road (unknown area 60),Route Victoire (zone inconnue 60),Siegesstraße (unbekannter Bereich 60)
607,unova-victory-road,unknown-area-61,61,Victory Road (unknown area 61),Route Victoire (zone inconnue 61),Siegesstraße (unbekannter Bereich 61)
608,unova-victory-road,unknown-area-62,62,Victory Road (unknown area 62),Route Victoire (zone inconnue 62),Siegesstraße (unbekannter Bereich 62)
609,unova-victory-road,unknown-area-63,63,Victory Road (unknown area 63),Route Victoire (zone inconnue 63),Siegesstraße (unbekannter Bereich 63)
610,unova-victory-road,unknown-area-64,64,Victory Road (unknown area 64),Route Victoire (zone inconnue 64),Siegesstraße (unbekannter Bereich 64)
611,unova-victory-road,unknown-area-65,65,Victory Road (unknown area 65),Route Victoire (zone inconnue 65),Siegesstraße (unbekannter Bereich 65)
612,unova-victory-road,unknown-area-66,66,Victory Road (unknown area 66),Route Victoire (zone inconnue 66),Siegesstraße (unbekannter Bereich 66)
613,trial-chamber,,67,Trial Chamber,Salle Épreuve,Kammer der Prüfung
614,giant-chasm,outside,68,Giant Chasm (outside),Grotte Cyclopéenne (extérieur),Riesengrotte (außen)
615,giant-chasm,,69,Giant Chasm,Grotte Cyclopéenne,Riesengrotte
616,giant-chasm,forest,70,Giant Chasm (forest),Grotte Cyclopéenne (forêt),Riesengrotte (Wald)
617,giant-chasm,forest-cave,71,Giant Chasm (forest cave),Grotte Cyclopéenne (caverne-forêt),Riesengrotte (Höhle im Wald)
618,p2-laboratory,,72,P2 Laboratory,Labo P2,P2-Labor
619,undella-bay,,73,Undella Bay,Baie Vaguelone,Bucht von Ondula
620,driftveil-drawbridge,,74,Driftveil Drawbridge,Pont Yoneuve,Marea-Zugbrücke
621,village-bridge,,75,Village Bridge,Pont du Hameau,Dorfbrücke
622,marvelous-bridge,,76,Marvelous Bridge,Pont de l'Inconnu,Wunderbrücke
623,unova-route-1,,77,Road 1,Route 1,Route 1
624,unova-route-2,,78,Road 2,Route 2,Route 2
625,unova-route-3,,79,Road 3,Route 3,Route 3
626,wellspring-cave,,80,Wellspring Cave,Veine Souterraine,Grundwassersenke
627,unova-route-4,,82,Road 4,Route 4,Route 4
628,unova-route-5,,83,Road 5,Route 5,Route 5
629,unova-route-6,,84,Road 6,Route 6,Route 6
630,mistralton-cave,,85,Mistralton Cave,Grotte Parsemille,Panaero-Höhle
631,guidance-chamber,,87,Guidance Chamber,Espace Guide,Kammer der Weisung
632,unova-route-7,,88,Road 7,Route 7,Route 7
633,celestial-tower,2f,89,Celestial Tower (2F),Tour des Cieux (1er ét.),Turm des Himmels (1.OG)
634,celestial-tower,3f,90,Celestial Tower (3F),Tour des Cieux (2e ét.),Turm des Himmels (2.OG)
635,celestial-tower,4f,91,Celestial Tower (4F),Tour des Cieux (3e ét.),Turm des Himmels (3.OG)
636,celestial-tower,5f,92,Celestial Tower (5F),Tour des Cieux (4e ét.),Turm des Himmels (4.OG)
637,unova-route-8,,93,Road 8,Route 8,Route 8
638,moor-of-icirrus,,94,Moor of Icirrus,Tourbière Flocombe,Moor von Nevaio
639,unova-route-9,,95,Road 9,Route 9,Route 9
640,challengers-cave,1f,96,Challengers Cave (1F),Antre d'Entraînement (RdC),Höhle der Schulung (EG)
641,challengers-cave,b1f,97,Challengers Cave (B1F),Antre d'Entraînement (1er s-sol),Höhle der Schulung (1.UG)
642,challengers-cave,b2f,98,Challengers Cave (B2F),Antre d'Entraînement (2e s-sol),Höhle der Schulung (2.UG)
643,unova-route-10,,99,Road 10,Route 10,Route 10
644,unova-route-10,victory-road-gate,100,Road 10 (Victory Road gate),Route 10 (point de contrôle des badges),Route 10 (Tor zur Siegesstraße)
645,unova-route-11,,101,Road 11,Route 11,Route 11
646,unova-route-12,,102,Road 12,Route 12,Route 12
647,unova-route-13,,103,Road 13,Route 13,Route 13
648,unova-route-14,,104,Road 14,Route 14,Route 14
649,abundant-shrine,,105,Abundant Shrine,Autel Abondance,Schrein der Ernte
650,unova-route-15,,106,Road 15,Route 15,Route 15
651,unova-route-16,,107,Road 16,Route 16,Route 16
652,lostlorn-forest,,108,Lostlorn Forest,Bois des Illusions,Hain der Täuschung
653,unova-route-18,,109,Road 18,Route 18,Route 18
654,undella-town,,110,Undella Town,Vaguelone,Ondula
655,unova-route-17,,111,Road 17,Route 17,Route 17
656,castelia-city,,1,Castelia City,Volucité,Stratos City
657,aspertia-city,,3,Aspertia City,Pavonnay,Eventura City
658,virbank-city,,4,Virbank City,Ondes-sur-Mer,Vapydro City
659,humilau-city,,5,Humilau City,Papeloa,Abidaya City
660,unova-victory-road,7f,31,Victory Road (7F),Route Victoire (6e ét.),Siegesstraße (6.OG)
661,unova-victory-road-2,unknown-area-71,71,Victory Road 2 (unknown area 71),Route Victoire 2 (zone inconnue 71),Siegesstraße 2 (unbekannter Bereich 71)
662,unova-victory-road-2,unknown-area-72,72,Victory Road 2 (unknown area 72),Route Victoire 2 (zone inconnue 72),Siegesstraße 2 (unbekannter Bereich 72)
663,unova-victory-road-2,unknown-area-73,73,Victory Road 2 (unknown area 73),Route Victoire 2 (zone inconnue 73),Siegesstraße 2 (unbekannter Bereich 73)
664,unova-victory-road-2,unknown-area-74,74,Victory Road 2 (unknown area 74),Route Victoire 2 (zone inconnue 74),Siegesstraße 2 (unbekannter Bereich 74)
665,unova-victory-road-2,unknown-area-75,75,Victory Road 2 (unknown area 75),Route Victoire 2 (zone inconnue 75),Siegesstraße 2 (unbekannter Bereich 75)
666,unova-victory-road-2,unknown-area-76,76,Victory Road 2 (unknown area 76),Route Victoire 2 (zone inconnue 76),Siegesstraße 2 (unbekannter Bereich 76)
667,unova-victory-road-2,unknown-area-77,77,Victory Road 2 (unknown area 77),Route Victoire 2 (zone inconnue 77),Siegesstraße 2 (unbekannter Bereich 77)
668,unova-victory-road-2,unknown-area-78,78,Victory Road 2 (unknown area 78),Route Victoire 2 (zone inconnue 78),Siegesstraße 2 (unbekannter Bereich 78)
669,unova-victory-road-2,unknown-area-79,79,Victory Road 2 (unknown area 79),Route Victoire 2 (zone inconnue 79),Siegesstraße 2 (unbekannter Bereich 79)
670,unova-victory-road-2,unknown-area-80,80,Victory Road 2 (unknown area 80),Route Victoire 2 (zone inconnue 80),Siegesstraße 2 (unbekannter Bereich 80)
671,castelia-sewers,,37,Castelia Sewers,Égouts de Volucité,Stratos-Kanalisation
672,castelia-sewers,unknown-area-38,38,Castelia Sewers (unknown area 38),Égouts de Volucité (zone inconnue 38),Stratos-Kanalisation (unbekannter Bereich 38)
673,floccesy-ranch,outer,44,Floccesy Ranch (outer),Ranch d'Amaillide (extérieur),Dausing-Hof (äußerer Bereich)
674,floccesy-ranch,inner,45,Floccesy Ranch (inner),Ranch d'Amaillide (intérieur),Dausing-Hof (innerer Bereich)
675,virbank-complex,outer,46,Virbank Complex (outer),Z.I. d'Ondes-sur-Mer (extérieur),Vapydro-Werke (äußerer Bereich)
676,virbank-complex,inner,47,Virbank Complex (inner),Z.I. d'Ondes-sur-Mer (intérieur),Vapydro-Werke (innerer Bereich)
677,reversal-mountain,unknown-area-48,48,Reversal Mountain (unknown area 48),Mont Renenvers (zone inconnue 48),Janusberg (unbekannter Bereich 48)
678,reversal-mountain,unknown-area-49,49,Reversal Mountain (unknown area 49),Mont Renenvers (zone inconnue49),Janusberg (unbekannter Bereich 49)
679,reversal-mountain,unknown-area-50,50,Reversal Mountain (unknown area 50),Mont Renenvers (zone inconnue 50),Janusberg (unbekannter Bereich 50)
680,reversal-mountain,unknown-area-51,51,Reversal Mountain (unknown area 51),Mont Renenvers (zone inconnue 51),Janusberg (unbekannter Bereich 51)
681,reversal-mountain,unknown-area-52,52,Reversal Mountain (unknown area 52),Mont Renenvers (zone inconnue 52),Janusberg (unbekannter Bereich 52)
682,reversal-mountain,unknown-area-53,53,Reversal Mountain (unknown area 53),Mont Renenvers (zone inconnue 53),Janusberg (unbekannter Bereich 53)
683,reversal-mountain,unknown-area-54,54,Reversal Mountain (unknown area 54),Mont Renenvers (zone inconnue 54),Janusberg (unbekannter Bereich 54)
684,reversal-mountain,unknown-area-55,55,Reversal Mountain (unknown area 55),Mont Renenvers (zone inconnue 55),Janusberg (unbekannter Bereich 55)
685,reversal-mountain,unknown-area-56,56,Reversal Mountain (unknown area 56),Mont Renenvers (zone inconnue 56),Janusberg (unbekannter Bereich 56)
686,reversal-mountain,unknown-area-57,57,Reversal Mountain (unknown area 57),Mont Renenvers (zone inconnue 57),Janusberg (unbekannter Bereich 57)
687,reversal-mountain,unknown-area-58,58,Reversal Mountain (unknown area 58),Mont Renenvers (zone inconnue 58),Janusberg (unbekannter Bereich 58)
