identifier,id,pokemon,form_identifier,introduced_in_version_group,is_default,is_battle_only,is_mega,form_order,order,form_name_ja_hrkt,pokemon_name_ja_hrkt,form_name_ko,form_name_fr,pokemon_name_fr,form_name_de,pokemon_name_de,form_name_es,form_name_it,form_name_en,pokemon_name_en,form_name_ja,pokemon_name_ja,form_name_es_419,form_name_zh_hant,form_name_zh_hans
gourgeist-average,711,gourgeist-average,average,x-y,1,0,0,1,1024,ふつうのサイズ,,보통 사이즈,Taille Normale,Banshitrouye Normal,Größe M,Pumpdjinn (M),Tamaño Normal,Normale,Average Size,Average Gourgeist,ふつうのサイズ,,Tamaño Normal,普通尺寸,普通尺寸
bergmite,712,bergmite,,x-y,1,0,0,1,1028,,,,,,,,,,,,,,,,
avalugg,713,avalugg,,x-y,1,0,0,1,1029,,,,,,,,,,,,,,,,
noibat,714,noibat,,x-y,1,0,0,1,1030,,,,,,,,,,,,,,,,
noivern,715,noivern,,x-y,1,0,0,1,1031,,,,,,,,,,,,,,,,
xerneas-active,716,xerneas,active,x-y,0,1,0,2,1033,アクティブモード,,액티브모드,Mode Déchaîné,Xerneas Déchaîné,Aktiv-Modus,Xerneas (Aktiv),Modo Activo,Modo Attivo,Active Mode,Active Xerneas,アクティブモード,,Modo Activo,活躍模式,活跃模式
yveltal,717,yveltal,,x-y,1,0,0,1,1034,,,,,,,,,,,,,,,,
zygarde-50,718,zygarde-50,50,x-y,1,0,0,1,1035,５０％フォルム,,50%폼,Forme 50 %,Zygarde Forme 50 %,50%-Form,Zygarde (50%),Forma 50%,Forma 50%,50% Forme,,５０％フォルム,,Forma 50%,５０％形態,５０％形态
diancie,719,diancie,,x-y,1,0,0,1,1041,,,,,,,,,,,,,,,,
hoopa,720,hoopa,confined,x-y,1,0,0,1,1043,いましめられしフーパ,,굴레에 빠진 후파,Hoopa Enchaîné,Hoopa Enchaîné,Gebanntes Hoopa,Gebanntes Hoopa,Hoopa Contenido,Hoopa Vincolato,Hoopa Confined,Confined Hoopa,いましめられしフーパ,,Hoopa Contenido,懲戒胡帕,惩戒胡帕
volcanion,721,volcanion,,x-y,1,0,0,1,1045,,,,,,,,,,,,,,,,
rowlet,722,rowlet,,sun-moon,1,0,0,1,1046,,,,,,,,,,,,,,,,
dartrix,723,dartrix,,sun-moon,1,0,0,1,1047,,,,,,,,,,,,,,,,
decidueye,724,decidueye,,sun-moon,1,0,0,1,1048,,,,,,,,,,,,,,,,
litten,725,litten,,sun-moon,1,0,0,1,1049,,,,,,,,,,,,,,,,
torracat,726,torracat,,sun-moon,1,0,0,1,1050,,,,,,,,,,,,,,,,
incineroar,727,incineroar,,sun-moon,1,0,0,1,1051,,,,,,,,,,,,,,,,
popplio,728,popplio,,sun-moon,1,0,0,1,1052,,,,,,,,,,,,,,,,
brionne,729,brionne,,sun-moon,1,0,0,1,1053,,,,,,,,,,,,,,,,
primarina,730,primarina,,sun-moon,1,0,0,1,1054,,,,,,,,,,,,,,,,
pikipek,731,pikipek,,sun-moon,1,0,0,1,1055,,,,,,,,,,,,,,,,
trumbeak,732,trumbeak,,sun-moon,1,0,0,1,1056,,,,,,,,,,,,,,,,
toucannon,733,toucannon,,sun-moon,1,0,0,1,1057,,,,,,,,,,,,,,,,
yungoos,734,yungoos,,sun-moon,1,0,0,1,1058,,,,,,,,,,,,,,,,
gumshoos,735,gumshoos,,sun-moon,1,0,0,1,1059,,,,,,,,,,,,,,,,
grubbin,736,grubbin,,sun-moon,1,0,0,1,1061,,,,,,,,,,,,,,,,
charjabug,737,charjabug,,sun-moon,1,0,0,1,1062,,,,,,,,,,,,,,,,
vikavolt,738,vikavolt,,sun-moon,1,0,0,1,1063,,,,,,,,,,,,,,,,
crabrawler,739,crabrawler,,sun-moon,1,0,0,1,1065,,,,,,,,,,,,,,,,
crabominable,740,crabominable,,sun-moon,1,0,0,1,1066,,,,,,,,,,,,,,,,
oricorio-baile,741,oricorio-baile,baile,sun-moon,1,0,0,1,1068,めらめらスタイル,,이글이글스타일,Style Flamenco,Plumeline Style Flamenco,Flamenco-Stil,Choreogel (Flamenco),Estilo Apasionado,Stile Flamenco,Baile Style,Baile Oricorio,めらめらスタイル,,Estilo Apasionado,熱辣熱辣風格,热辣热辣风格
cutiefly,742,cutiefly,,sun-moon,1,0,0,1,1072,,,,,,,,,,,,,,,,
ribombee,743,ribombee,,sun-moon,1,0,0,1,1073,,,,,,,,,,,,,,,,
rockruff,744,rockruff,,sun-moon,1,0,0,1,1075,,,,,,,,,,,,,,,,
lycanroc-midday,745,lycanroc-midday,midday,sun-moon,1,0,0,1,1077,まひるのすがた,,한낮의 모습,Forme Diurne,Lougaroc Forme Diurne,Tagform,Wolwerock (Tag),Forma Diurna,Forma Giorno,Midday Form,Midday Lycanroc,まひるのすがた,,Forma Diurna,白晝的樣子,白昼的样子
wishiwashi-solo,746,wishiwashi-solo,solo,sun-moon,1,0,0,1,1080,たんどくのすがた,,단독의 모습,Forme Solitaire,Froussardine Forme Solitaire,Einzelform,Lusardin,Forma Individual,Forma Individuale,Solo Form,Solo Wishiwashi,たんどくのすがた,,Forma Individual,單獨的樣子,单独的样子
mareanie,747,mareanie,,sun-moon,1,0,0,1,1082,,,,,,,,,,,,,,,,
toxapex,748,toxapex,,sun-moon,1,0,0,1,1083,,,,,,,,,,,,,,,,
mudbray,749,mudbray,,sun-moon,1,0,0,1,1084,,,,,,,,,,,,,,,,
mudsdale,750,mudsdale,,sun-moon,1,0,0,1,1085,,,,,,,,,,,,,,,,
dewpider,751,dewpider,,sun-moon,1,0,0,1,1086,,,,,,,,,,,,,,,,
araquanid,752,araquanid,,sun-moon,1,0,0,1,1087,,,,,,,,,,,,,,,,
fomantis,753,fomantis,,sun-moon,1,0,0,1,1089,,,,,,,,,,,,,,,,
lurantis,754,lurantis,,sun-moon,1,0,0,1,1090,,,,,,,,,,,,,,,,
morelull,755,morelull,,sun-moon,1,0,0,1,1092,,,,,,,,,,,,,,,,
shiinotic,756,shiinotic,,sun-moon,1,0,0,1,1093,,,,,,,,,,,,,,,,
salandit,757,salandit,,sun-moon,1,0,0,1,1094,,,,,,,,,,,,,,,,
salazzle,758,salazzle,,sun-moon,1,0,0,1,1095,,,,,,,,,,,,,,,,
stufful,759,stufful,,sun-moon,1,0,0,1,1097,,,,,,,,,,,,,,,,
bewear,760,bewear,,sun-moon,1,0,0,1,1098,,,,,,,,,,,,,,,,
bounsweet,761,bounsweet,,sun-moon,1,0,0,1,1099,,,,,,,,,,,,,,,,
steenee,762,steenee,,sun-moon,1,0,0,1,1100,,,,,,,,,,,,,,,,
tsareena,763,tsareena,,sun-moon,1,0,0,1,1101,,,,,,,,,,,,,,,,
comfey,764,comfey,,sun-moon,1,0,0,1,1102,,,,,,,,,,,,,,,,
oranguru,765,oranguru,,sun-moon,1,0,0,1,1103,,,,,,,,,,,,,,,,
passimian,766,passimian,,sun-moon,1,0,0,1,1104,,,,,,,,,,,,,,,,
wimpod,767,wimpod,,sun-moon,1,0,0,1,1105,,,,,,,,,,,,,,,,
golisopod,768,golisopod,,sun-moon,1,0,0,1,1106,,,,,,,,,,,,,,,,
sandygast,769,sandygast,,sun-moon,1,0,0,1,1108,,,,,,,,,,,,,,,,
palossand,770,palossand,,sun-moon,1,0,0,1,1109,,,,,,,,,,,,,,,,
pyukumuku,771,pyukumuku,,sun-moon,1,0,0,1,1110,,,,,,,,,,,,,,,,
type-null,772,type-null,,sun-moon,1,0,0,1,1111,,,,,,,,,,,,,,,,
silvally-normal,773,silvally,normal,sun-moon,1,0,0,1,1112,タイプ：ノーマル,,타입:노말,Type : Normal,,Typ:Normal,Amigento,Tipo: Normal,Tipo Normale,Type: Normal,,タイプ：ノーマル,,Tipo: Normal,屬性：一般,属性：一般
minior-red-meteor,774,minior-red-meteor,red-meteor,sun-moon,1,0,0,1,1130,りゅうせいのすがた,,유성의 모습,Forme Météore,Météno Forme Météore Noyeau Rouge,Meteorform,Meteno (Meteor Rot),Forma Meteorito,Forma Meteora,Meteor Form,Red Meteor Minior,りゅうせいのすがた,,Forma Meteorito,流星的樣子,流星的样子
komala,775,komala,,sun-moon,1,0,0,1,1144,,,,,,,,,,,,,,,,
turtonator,776,turtonator,,sun-moon,1,0,0,1,1145,,,,,,,,,,,,,,,,
togedemaru,777,togedemaru,,sun-moon,1,0,0,1,1146,,,,,,,,,,,,,,,,
mimikyu-disguised,778,mimikyu-disguised,disguised,sun-moon,1,0,0,1,1148,ばけたすがた,,둔갑한 모습,Forme Déguisée,Mimiqui Déguisé,Verkleidete Form,Mimigma (Getarnt),Forma Encubierta,Forma Mascherata,Disguised Form,Disguised Mimikyu,ばけたすがた,,Forma Encubierta,化形的樣子,化形的样子
bruxish,779,bruxish,,sun-moon,1,0,0,1,1152,,,,,,,,,,,,,,,,
drampa,780,drampa,,sun-moon,1,0,0,1,1153,,,,,,,,,,,,,,,,
dhelmise,781,dhelmise,,sun-moon,1,0,0,1,1155,,,,,,,,,,,,,,,,
jangmo-o,782,jangmo-o,,sun-moon,1,0,0,1,1156,,,,,,,,,,,,,,,,
hakamo-o,783,hakamo-o,,sun-moon,1,0,0,1,1157,,,,,,,,,,,,,,,,
kommo-o,784,kommo-o,,sun-moon,1,0,0,1,1158,,,,,,,,,,,,,,,,
tapu-koko,785,tapu-koko,,sun-moon,1,0,0,1,1160,,,,,,,,,,,,,,,,
tapu-lele,786,tapu-lele,,sun-moon,1,0,0,1,1161,,,,,,,,,,,,,,,,
tapu-bulu,787,tapu-bulu,,sun-moon,1,0,0,1,1162,,,,,,,,,,,,,,,,
tapu-fini,788,tapu-fini,,sun-moon,1,0,0,1,1163,,,,,,,,,,,,,,,,
cosmog,789,cosmog,,sun-moon,1,0,0,1,1164,,,,,,,,,,,,,,,,
cosmoem,790,cosmoem,,sun-moon,1,0,0,1,1165,,,,,,,,,,,,,,,,
solgaleo,791,solgaleo,,sun-moon,1,0,0,1,1166,,,,,,,,,,,,,,,,
lunala,792,lunala,,sun-moon,1,0,0,1,1167,,,,,,,,,,,,,,,,
nihilego,793,nihilego,,sun-moon,1,0,0,1,1168,,,,,,,,,,,,,,,,
buzzwole,794,buzzwole,,sun-moon,1,0,0,1,1169,,,,,,,,,,,,,,,,
pheromosa,795,pheromosa,,sun-moon,1,0,0,1,1170,,,,,,,,,,,,,,,,
xurkitree,796,xurkitree,,sun-moon,1,0,0,1,1171,,,,,,,,,,,,,,,,
celesteela,797,celesteela,,sun-moon,1,0,0,1,1172,,,,,,,,,,,,,,,,
kartana,798,kartana,,sun-moon,1,0,0,1,1173,,,,,,,,,,,,,,,,
guzzlord,799,guzzlord,,sun-moon,1,0,0,1,1174,,,,,,,,,,,,,,,,
necrozma,800,necrozma,,sun-moon,1,0,0,1,1175,,,,,,,,,,,,,,,,
magearna,801,magearna,,sun-moon,1,0,0,1,1179,,,,,,,,,,,,,,,,
marshadow,802,marshadow,,sun-moon,1,0,0,1,1183,,,,,,,,,,,,,,,,
poipole,803,poipole,,ultra-sun-ultra-moon,1,0,0,1,1184,,,,,,,,,,,,,,,,
naganadel,804,naganadel,,ultra-sun-ultra-moon,1,0,0,1,1185,,,,,,,,,,,,,,,,
stakataka,805,stakataka,,ultra-sun-ultra-moon,1,0,0,1,1186,,,,,,,,,,,,,,,,
blacephalon,806,blacephalon,,ultra-sun-ultra-moon,1,0,0,1,1187,,,,,,,,,,,,,,,,
zeraora,807,zeraora,,ultra-sun-ultra-moon,1,0,0,1,1188,,,,,,,,,,,,,,,,
meltan,808,meltan,,lets-go-pikachu-lets-go-eevee,1,0,0,1,1190,,,,,,,,,,,,,,,,
melmetal,809,melmetal,,lets-go-pikachu-lets-go-eevee,1,0,0,1,1191,,,,,,,,,,,,,,,,
grookey,810,grookey,,sword-shield,1,0,0,1,1192,,,,,,,,,,,,,,,,
thwackey,811,thwackey,,sword-shield,1,0,0,1,1193,,,,,,,,,,,,,,,,
rillaboom,812,rillaboom,,sword-shield,1,0,0,1,1194,,,,,,,,,,,,,,,,
scorbunny,813,scorbunny,,sword-shield,1,0,0,1,1195,,,,,,,,,,,,,,,,
raboot,814,raboot,,sword-shield,1,0,0,1,1196,,,,,,,,,,,,,,,,
cinderace,815,cinderace,,sword-shield,1,0,0,1,1197,,,,,,,,,,,,,,,,
sobble,816,sobble,,sword-shield,1,0,0,1,1198,,,,,,,,,,,,,,,,
drizzile,817,drizzile,,sword-shield,1,0,0,1,1199,,,,,,,,,,,,,,,,
inteleon,818,inteleon,,sword-shield,1,0,0,1,1200,,,,,,,,,,,,,,,,
skwovet,819,skwovet,,sword-shield,1,0,0,1,1201,,,,,,,,,,,,,,,,
greedent,820,greedent,,sword-shield,1,0,0,1,1202,,,,,,,,,,,,,,,,
rookidee,821,rookidee,,sword-shield,1,0,0,1,1203,,,,,,,,,,,,,,,,
corvisquire,822,corvisquire,,sword-shield,1,0,0,1,1204,,,,,,,,,,,,,,,,
corviknight,823,corviknight,,sword-shield,1,0,0,1,1205,,,,,,,,,,,,,,,,
blipbug,824,blipbug,,sword-shield,1,0,0,1,1206,,,,,,,,,,,,,,,,
dottler,825,dottler,,sword-shield,1,0,0,1,1207,,,,,,,,,,,,,,,,
orbeetle,826,orbeetle,,sword-shield,1,0,0,1,1208,,,,,,,,,,,,,,,,
nickit,827,nickit,,sword-shield,1,0,0,1,1209,,,,,,,,,,,,,,,,
thievul,828,thievul,,sword-shield,1,0,0,1,1210,,,,,,,,,,,,,,,,
gossifleur,829,gossifleur,,sword-shield,1,0,0,1,1211,,,,,,,,,,,,,,,,
eldegoss,830,eldegoss,,sword-shield,1,0,0,1,1212,,,,,,,,,,,,,,,,
wooloo,831,wooloo,,sword-shield,1,0,0,1,1213,,,,,,,,,,,,,,,,
dubwool,832,dubwool,,sword-shield,1,0,0,1,1214,,,,,,,,,,,,,,,,
chewtle,833,chewtle,,sword-shield,1,0,0,1,1215,,,,,,,,,,,,,,,,
drednaw,834,drednaw,,sword-shield,1,0,0,1,1216,,,,,,,,,,,,,,,,
yamper,835,yamper,,sword-shield,1,0,0,1,1217,,,,,,,,,,,,,,,,
boltund,836,boltund,,sword-shield,1,0,0,1,1218,,,,,,,,,,,,,,,,
rolycoly,837,rolycoly,,sword-shield,1,0,0,1,1219,,,,,,,,,,,,,,,,
carkol,838,carkol,,sword-shield,1,0,0,1,1220,,,,,,,,,,,,,,,,
coalossal,839,coalossal,,sword-shield,1,0,0,1,1221,,,,,,,,,,,,,,,,
applin,840,applin,,sword-shield,1,0,0,1,1222,,,,,,,,,,,,,,,,
flapple,841,flapple,,sword-shield,1,0,0,1,1223,,,,,,,,,,,,,,,,
appletun,842,appletun,,sword-shield,1,0,0,1,1224,,,,,,,,,,,,,,,,
silicobra,843,silicobra,,sword-shield,1,0,0,1,1225,,,,,,,,,,,,,,,,
sandaconda,844,sandaconda,,sword-shield,1,0,0,1,1226,,,,,,,,,,,,,,,,
cramorant,845,cramorant,,sword-shield,1,0,0,1,1227,,,,,,,,,,,,,,,,
arrokuda,846,arrokuda,,sword-shield,1,0,0,1,1230,,,,,,,,,,,,,,,,
barraskewda,847,barraskewda,,sword-shield,1,0,0,1,1231,,,,,,,,,,,,,,,,
toxel,848,toxel,,sword-shield,1,0,0,1,1232,,,,,,,,,,,,,,,,
toxtricity-amped,849,toxtricity-amped,amped,sword-shield,1,0,0,1,1233,ハイなすがた,,하이한 모습,Forme Aigüe,Salarsen Forme Aigüe,Hoch-Form,Riffex (Hochform),Forma Aguda,Forma Melodia,Amped Form,Amped Toxtricity,ハイなすがた,,Forma Aguda,高調的樣子,高调的样子
sizzlipede,850,sizzlipede,,sword-shield,1,0,0,1,1235,,,,,,,,,,,,,,,,
centiskorch,851,centiskorch,,sword-shield,1,0,0,1,1236,,,,,,,,,,,,,,,,
clobbopus,852,clobbopus,,sword-shield,1,0,0,1,1237,,,,,,,,,,,,,,,,
grapploct,853,grapploct,,sword-shield,1,0,0,1,1238,,,,,,,,,,,,,,,,
sinistea-phony,854,sinistea,phony,sword-shield,1,0,0,1,1239,がんさくフォルム,,,Forme Contrefaçon,Théffroi Contrefaçon,Fälschungsform,Fatalitee (Fälschung),,,Phony Form,Phony Sinistea,がんさくフォルム,,,,
polteageist-phony,855,polteageist,phony,sword-shield,1,0,0,1,1241,がんさくフォルム,,,Forme Contrefaçon,Polthégeist Contrefaçon,Fälschungsform,Mortipot (Fälschung),,,Phony Form,Phony Polteageist,がんさくフォルム,,,,
hatenna,856,hatenna,,sword-shield,1,0,0,1,1243,,,,,,,,,,,,,,,,
hattrem,857,hattrem,,sword-shield,1,0,0,1,1244,,,,,,,,,,,,,,,,
hatterene,858,hatterene,,sword-shield,1,0,0,1,1245,,,,,,,,,,,,,,,,
impidimp,859,impidimp,,sword-shield,1,0,0,1,1246,,,,,,,,,,,,,,,,
morgrem,860,morgrem,,sword-shield,1,0,0,1,1247,,,,,,,,,,,,,,,,
grimmsnarl,861,grimmsnarl,,sword-shield,1,0,0,1,1248,,,,,,,,,,,,,,,,
obstagoon,862,obstagoon,,sword-shield,1,0,0,1,1249,,,,,,,,,,,,,,,,
perrserker,863,perrserker,,sword-shield,1,0,0,1,1250,,,,,,,,,,,,,,,,
cursola,864,cursola,,sword-shield,1,0,0,1,1251,,,,,,,,,,,,,,,,
sirfetchd,865,sirfetchd,,sword-shield,1,0,0,1,1252,,,,,,,,,,,,,,,,
mr-rime,866,mr-rime,,sword-shield,1,0,0,1,1253,,,,,,,,,,,,,,,,
runerigus,867,runerigus,,sword-shield,1,0,0,1,1254,,,,,,,,,,,,,,,,
milcery,868,milcery,,sword-shield,1,0,0,1,1255,,,,,,,,,,,,,,,,
alcremie-vanilla-cream-strawberry-sweet,869,alcremie,vanilla-cream-strawberry-sweet,sword-shield,1,0,0,1,1256,ミルキィバニラ,,밀키바닐라,Lait Vanille Fraise en Sucre,Charmilly Lait Vanille Fraise en Sucre,Vanille-Creme,Pokusan (Vanille-Creme),Crema de Vainilla,Lattevaniglia,Vanilla Cream Strawberry Sweet,Vanilla Cream Strawberry Sweet Alcremie,ミルキィバニラ,,Crema de Vainilla,奶香香草,奶香香草
falinks,870,falinks,,sword-shield,1,0,0,1,1265,,,,,,,,,,,,,,,,
pincurchin,871,pincurchin,,sword-shield,1,0,0,1,1267,,,,,,,,,,,,,,,,
snom,872,snom,,sword-shield,1,0,0,1,1268,,,,,,,,,,,,,,,,
frosmoth,873,frosmoth,,sword-shield,1,0,0,1,1269,,,,,,,,,,,,,,,,
stonjourner,874,stonjourner,,sword-shield,1,0,0,1,1270,,,,,,,,,,,,,,,,
eiscue-ice,875,eiscue-ice,ice,sword-shield,1,0,0,1,1271,アイスフェイス,,아이스페이스,Tête de Gel,Bekaglaçon Tête de Gel,Tiefkühlkopf,Kubuin (Tiefkühlkopf),Cara de Hielo,Gelofaccia,Ice Face,Ice Eiscue,アイスフェイス,,Cara de Hielo,結凍頭,结冻头
indeedee-male,876,indeedee-male,male,sword-shield,1,0,0,1,1273,オスのすがた,,수컷의 모습,Mâle,Wimessir Mâle,Männlich,Servol ♂,Macho,Maschio,Male,Male Indeedee,オスのすがた,,Macho,雄性的樣子,雄性的样子
morpeko-full-belly,877,morpeko-full-belly,full-belly,sword-shield,1,0,0,1,1275,まんぷくもよう,,배부른 모양,Mode Rassasié,Morpeko Rassasié,Pappsattmuster,Morpeko (Pappsattmuster),Forma Saciada,Motivo Panciapiena,Full Belly Mode,Full Belly Morpeko,まんぷくもよう,,Forma Saciada,滿腹花紋,满腹花纹
cufant,878,cufant,,sword-shield,1,0,0,1,1277,,,,,,,,,,,,,,,,
copperajah,879,copperajah,,sword-shield,1,0,0,1,1278,,,,,,,,,,,,,,,,
dracozolt,880,dracozolt,,sword-shield,1,0,0,1,1279,,,,,,,,,,,,,,,,
arctozolt,881,arctozolt,,sword-shield,1,0,0,1,1280,,,,,,,,,,,,,,,,
dracovish,882,dracovish,,sword-shield,1,0,0,1,1281,,,,,,,,,,,,,,,,
arctovish,883,arctovish,,sword-shield,1,0,0,1,1282,,,,,,,,,,,,,,,,
duraludon,884,duraludon,,sword-shield,1,0,0,1,1283,,,,,,,,,,,,,,,,
dreepy,885,dreepy,,sword-shield,1,0,0,1,1284,,,,,,,,,,,,,,,,
drakloak,886,drakloak,,sword-shield,1,0,0,1,1285,,,,,,,,,,,,,,,,
dragapult,887,dragapult,,sword-shield,1,0,0,1,1286,,,,,,,,,,,,,,,,
zacian,888,zacian,,sword-shield,1,0,0,1,1287,れきせんのゆうしゃ,,역전의 용사,Héros Aguerri,Zacian,Heldenhafter Krieger,Zacian,Guerrero Avezado,Eroe di Mille Lotte,Hero of Many Battles,Zacian,れきせんのゆうしゃ,,Guerrero Avezado,百戰勇者,百战勇者
zamazenta,889,zamazenta,,sword-shield,1,0,0,1,1289,れきせんのゆうしゃ,,역전의 용사,Héros Aguerri,Zamazenta,Heldenhafter Krieger,Zamazenta,Guerrero Avezado,Eroe di Mille Lotte,Hero of Many Battles,Zamazenta,れきせんのゆうしゃ,,Guerrero Avezado,百戰勇者,百战勇者
eternatus,890,eternatus,,sword-shield,1,0,0,1,1291,,,,,,,,,,,,,,,,
kubfu,891,kubfu,,sword-shield,1,0,0,1,1293,,,,,,,,,,,,,,,,
urshifu-single-strike,892,urshifu-single-strike,single-strike,sword-shield,1,0,0,1,1294,いちげきのかた,,일격의 태세,Style Poing Final,Shifours Style Poing Final,Fokussierter Stil,Wulaosu (Fokussiert),Estilo Brusco,Stile Singolcolpo,Single Strike Style,Single Strike Urshifu,いちげきのかた,,Estilo Brusco,一擊流,一击流
zarude,893,zarude,,sword-shield,1,0,0,1,1296,,,,,,,,,,,,,,,,
regieleki,894,regieleki,,sword-shield,1,0,0,1,1298,,,,,,,,,,,,,,,,
regidrago,895,regidrago,,sword-shield,1,0,0,1,1299,,,,,,,,,,,,,,,,
glastrier,896,glastrier,,sword-shield,1,0,0,1,1300,,,,,,,,,,,,,,,,
spectrier,897,spectrier,,sword-shield,1,0,0,1,1301,,,,,,,,,,,,,,,,
calyrex,898,calyrex,,sword-shield,1,0,0,1,1302,,,,,,,,,,,,,,,,
wyrdeer,899,wyrdeer,,legends-arceus,1,0,0,1,1302,,,,,,,,,,,,,,,,
kleavor,900,kleavor,,legends-arceus,1,0,0,1,1303,,,,,,,,,,,,,,,,
ursaluna,901,ursaluna,,legends-arceus,1,0,0,1,1305,,,,,,,,,,,,,,,,
basculegion-male,902,basculegion-male,male,legends-arceus,1,0,0,1,1306,オスのすがた,,,Mâle,Paragruel Mâle,,,,,Male,Male Basculegion,オスのすがた,,,,
sneasler,903,sneasler,,legends-arceus,1,0,0,1,1307,,,,,,,,,,,,,,,,
overqwil,904,overqwil,,legends-arceus,1,0,0,1,1308,,,,,,,,,,,,,,,,
enamorus-incarnate,905,enamorus-incarnate,incarnate,legends-arceus,1,0,0,1,1309,けしんフォルム,,,Forme Avatar,Amovénus Avatar,,,,,Incarnate Forme,Incarnate Enamorus,けしんフォルム,,,,
sprigatito,906,sprigatito,,scarlet-violet,1,0,0,1,1310,,,,,,,,,,,,,,,,
floragato,907,floragato,,scarlet-violet,1,0,0,1,1311,,,,,,,,,,,,,,,,
meowscarada,908,meowscarada,,scarlet-violet,1,0,0,1,1312,,,,,,,,,,,,,,,,
fuecoco,909,fuecoco,,scarlet-violet,1,0,0,1,1313,,,,,,,,,,,,,,,,
crocalor,910,crocalor,,scarlet-violet,1,0,0,1,1314,,,,,,,,,,,,,,,,
skeledirge,911,skeledirge,,scarlet-violet,1,0,0,1,1315,,,,,,,,,,,,,,,,
quaxly,912,quaxly,,scarlet-violet,1,0,0,1,1316,,,,,,,,,,,,,,,,
quaxwell,913,quaxwell,,scarlet-violet,1,0,0,1,1317,,,,,,,,,,,,,,,,
quaquaval,914,quaquaval,,scarlet-violet,1,0,0,1,1318,,,,,,,,,,,,,,,,
lechonk,915,lechonk,,scarlet-violet,1,0,0,1,1319,,,,,,,,,,,,,,,,
oinkologne-male,916,oinkologne-male,male,scarlet-violet,1,0,0,1,1320,オスのすがた,,,Mâle,Fragroin Mâle,,,,,Male,Male Oinkologne,オスのすがた,,,,
tarountula,917,tarountula,,scarlet-violet,1,0,0,1,1322,,,,,,,,,,,,,,,,
spidops,918,spidops,,scarlet-violet,1,0,0,1,1323,,,,,,,,,,,,,,,,
nymble,919,nymble,,scarlet-violet,1,0,0,1,1324,,,,,,,,,,,,,,,,
lokix,920,lokix,,scarlet-violet,1,0,0,1,1325,,,,,,,,,,,,,,,,
pawmi,921,pawmi,,scarlet-violet,1,0,0,1,1363,,,,,,,,,,,,,,,,
pawmo,922,pawmo,,scarlet-violet,1,0,0,1,1364,,,,,,,,,,,,,,,,
pawmot,923,pawmot,,scarlet-violet,1,0,0,1,1365,,,,,,,,,,,,,,,,
tandemaus,924,tandemaus,,scarlet-violet,1,0,0,1,1350,,,,,,,,,,,,,,,,
maushold-family-of-four,925,maushold-family-of-four,family-of-four,scarlet-violet,1,0,0,2,1351,４ひきかぞく,,,Famille de Quatre,Famignol Famille de Quatre,,,,,Family of Four,Maushold (Family of Four),４ひきかぞく,,,,
fidough,926,fidough,,scarlet-violet,1,0,0,1,1380,,,,,,,,,,,,,,,,
dachsbun,927,dachsbun,,scarlet-violet,1,0,0,1,1381,,,,,,,,,,,,,,,,
smoliv,928,smoliv,,scarlet-violet,1,0,0,1,1339,,,,,,,,,,,,,,,,
dolliv,929,dolliv,,scarlet-violet,1,0,0,1,1340,,,,,,,,,,,,,,,,
arboliva,930,arboliva,,scarlet-violet,1,0,0,1,1341,,,,,,,,,,,,,,,,
squawkabilly-green-plumage,931,squawkabilly-green-plumage,green-plumage,scarlet-violet,1,0,0,1,1369,グリーンフェザー,,,Plumage Vert,Tapatoès Plumage Vert,,,,,Green Plumage,Green Plumage Squawkabilly,グリーンフェザー,,,,
nacli,932,nacli,,scarlet-violet,1,0,0,1,1372,,,,,,,,,,,,,,,,
naclstack,933,naclstack,,scarlet-violet,1,0,0,1,1373,,,,,,,,,,,,,,,,
garganacl,934,garganacl,,scarlet-violet,1,0,0,1,1374,,,,,,,,,,,,,,,,
charcadet,935,charcadet,,scarlet-violet,1,0,0,1,1411,,,,,,,,,,,,,,,,
armarouge,936,armarouge,,scarlet-violet,1,0,0,1,1412,,,,,,,,,,,,,,,,
ceruledge,937,ceruledge,,scarlet-violet,1,0,0,1,1413,,,,,,,,,,,,,,,,
tadbulb,938,tadbulb,,scarlet-violet,1,0,0,1,1345,,,,,,,,,,,,,,,,
bellibolt,939,bellibolt,,scarlet-violet,1,0,0,1,1346,,,,,,,,,,,,,,,,
wattrel,940,wattrel,,scarlet-violet,1,0,0,1,1366,,,,,,,,,,,,,,,,
kilowattrel,941,kilowattrel,,scarlet-violet,1,0,0,1,1367,,,,,,,,,,,,,,,,
maschiff,942,maschiff,,scarlet-violet,1,0,0,1,1382,,,,,,,,,,,,,,,,
mabosstiff,943,mabosstiff,,scarlet-violet,1,0,0,1,1383,,,,,,,,,,,,,,,,
shroodle,944,shroodle,,scarlet-violet,1,0,0,1,1378,,,,,,,,,,,,,,,,
grafaiai,945,grafaiai,,scarlet-violet,1,0,0,1,1379,,,,,,,,,,,,,,,,
bramblin,946,bramblin,,scarlet-violet,1,0,0,1,1384,,,,,,,,,,,,,,,,
brambleghast,947,brambleghast,,scarlet-violet,1,0,0,1,1385,,,,,,,,,,,,,,,,
toedscool,948,toedscool,,scarlet-violet,1,0,0,1,1414,,,,,,,,,,,,,,,,
toedscruel,949,toedscruel,,scarlet-violet,1,0,0,1,1415,,,,,,,,,,,,,,,,
klawf,950,klawf,,scarlet-violet,1,0,0,1,1371,,,,,,,,,,,,,,,,
