item,version_group,version,type,subtype,location_area_pokedb,location_detail,is_repeatable,is_hidden,is_guaranteed,quantity,probability,cost_amount,currency,required_badge,unlock_condition,notes,source
tasty-trash,legends-za,legends-za,request,,,Side Mission 025: Trubblesome Patrons,0,0,1,,,,,,Obtained at the beginning of Side Mission 025: Trubblesome Patrons,,pokedb
tatsugirinite,legends-za,legends-za,npc-defeat,,,"Defeat and catch the Rogue Mega Tatsugiri in Hyperspace Mission 06: ""Hyperspace Lumiose Survey No. 3""",0,0,1,,,,,,,,pokedb
tm83,legends-za,legends-za,achievement,,,Research level reward,0,0,1,,,,,,Attain research level 38,,pokedb
tm96,legends-za,legends-za,achievement,,,,0,0,1,,,,,,Reward for attaining research level 40,,pokedb
tm97,legends-za,legends-za,achievement,,,Reward for attaining research level 31,0,0,1,,,,,,,,pokedb
tm99,legends-za,legends-za,request,,jaune-sector-7,Side Mission 079 reward,0,0,1,,,,,,Complete Side Mission 079,,pokedb
tm102,legends-za,legends-za,achievement,,,Reward for attaining research level 44,0,0,1,,,,,,After attaining research level 44,,pokedb
tm104,legends-za,legends-za,npc-defeat,,,Grisham,0,0,1,,,,,,,Prize for defeating Grisham,pokedb
tm105,legends-za,legends-za,achievement,,,,0,0,1,,,,,,Reward for attaining research level 42,,pokedb
tm106,legends-za,legends-za,achievement,,,,0,0,1,,,,,,Reward for attaining research level 33,,pokedb
tm107,legends-za,legends-za,achievement,,,Reward for attaining research level 37,0,0,1,,,,,,After reaching research level 37,,pokedb
tyranitarite,legends-za,,overworld,visible,,Jaune Sector 4,0,0,1,,,,,,"after defeating the Rogue Mega Tyranitar during Main Mission 33: ""A Rogue Mega Tyranitar""",,bulbapedia
victreebelite,legends-za,legends-za,npc-defeat,,,"Rogue Mega Victreebel (Main Mission 13: ""A Rogue Mega Victreebel"")",0,0,1,,,,,,,,pokedb
zeraorite,legends-za,legends-za,story,,,"Side Mission EX3: ""Raging Lightning""",0,0,1,,,,,,Obtained upon defeating and catching the Rogue Mega Zeraora,,pokedb
zygardite,legends-za,legends-za,story,,,Main Mission 37: Operation Protect Lumiose,0,0,1,,,,,,Obtained upon gripping the pebble tightly when prompted,,pokedb
master-ball,legends-za,,npc-gift,,,Reward for reaching research level 49,0,0,1,,,,,,,,bulbapedia
master-ball,legends-za,,tournament,,,Infinite Z-A Royale,1,0,1,,,,,,,,bulbapedia
ultra-ball,legends-za,,request,,vert-sector-7,"Vert Sector 7 (×3; reward for completing Side Mission 040: ""A Holovator Without Power"")",0,0,1,3,,,,,,,bulbapedia
ultra-ball,legends-za,,request,,,"Quasartico Inc. (Magenta District) (×3; reward for completing Side Mission 054: ""Get ENERGIZED!"")",0,0,1,3,,,,,,,bulbapedia
ultra-ball,legends-za,,request,,,"Magenta Sector 3 (×20; reward for completing Side Mission 077: ""Catch Mawile If You Can"")",0,0,1,20,,,,,,,bulbapedia
ultra-ball,legends-za,,shop,,,All Pokémon Centers,1,0,1,,,,,,,,bulbapedia
ultra-ball,mega-dimension,,request,,,"Rewards for completing Side Mission 137: ""Fungi-ble Goods"" and Side Mission 165: ""The Lumiose Museum Heist""",0,0,1,,,,,,,,bulbapedia
great-ball,legends-za,,npc-defeat,,,Can be given out by Couriers in battle zones after defeating them (Ranks Z-V),0,0,1,,,,,,,,bulbapedia
great-ball,legends-za,,shop,,,All Pokémon Centers,1,0,1,,,,,,,,bulbapedia
great-ball,mega-dimension,,request,,,"Hibernal Pokémon Center (reward for completing Side Mission 137: ""Fungi-ble Goods"")",0,0,1,,,,,,,,bulbapedia
safari-ball,legends-za,,tournament,,,Ranked Battle season reward: Achieve Rank E or better (Season 3),0,0,1,,,,,,,,bulbapedia
safari-ball,legends-za,,tournament,,,"Ranked Battle promotion reward: Ranks A-E, I and M (Seasons 7 and 12)",0,0,1,,,,,,,,bulbapedia
safari-ball,mega-dimension,,npc-defeat,,,Can be given out by Collectors in Hyperspace Lumiose battle zones after defeating them,1,0,1,,,,,,,,bulbapedia
net-ball,legends-za,,request,,,"Rewards for completing Side Mission 11: ""The Kakuna Master"" and Side Mission 48: ""All Tied Up""",0,0,1,,,,,,,,bulbapedia
net-ball,legends-za,,shop,specialty-shop,,Poké Ball Boutique,1,0,1,,,,,,,,bulbapedia
net-ball,mega-dimension,,request,,,"Reward for completing Side Mission 131: ""Rouge District's Utility Hole Covers""",0,0,1,,,,,,,,bulbapedia
dive-ball,legends-za,,request,,,"Reward for completing Side Mission 55: ""Carvanha, Menace of the Deep""",0,0,1,,,,,,,,bulbapedia
dive-ball,legends-za,,shop,specialty-shop,,Poké Ball Boutique,1,0,1,,,,,,,,bulbapedia
nest-ball,legends-za,,request,,jaune-sector-7,"Jaune Sector 7 (reward for completing Side Mission 13: ""Stumped at the Fountain"")",0,0,1,,,,,,,,bulbapedia
nest-ball,legends-za,,shop,specialty-shop,,Poké Ball Boutique,1,0,1,,,,,,,,bulbapedia
repeat-ball,legends-za,,request,,,"Saison Canalside (reward for completing Side Mission 46: ""Pidgeot Soaring High"")",0,0,1,,,,,,,,bulbapedia
repeat-ball,legends-za,,request,,south-boulevard,"South Boulevard (reward for completing Side Mission 97: ""Stop the Runaway Whirlipede!"")",0,0,1,,,,,,,,bulbapedia
repeat-ball,legends-za,,shop,specialty-shop,,Poké Ball Boutique,1,0,1,,,,,,,,bulbapedia
repeat-ball,mega-dimension,,request,,,"Café Triste (reward for completing Side Mission 177: ""Triste Dreams of Tatsugiri"")",0,0,1,,,,,,,,bulbapedia
timer-ball,legends-za,,shop,specialty-shop,,Poké Ball Boutique,1,0,1,,,,,,,,bulbapedia
luxury-ball,legends-za,,request,,,"Hotel Richissime (reward for completing Side Mission 119: ""Le Super-Tournoi de Jacinthe O"")",0,0,1,,,,,,,,bulbapedia
luxury-ball,legends-za,,shop,specialty-shop,,Poké Ball Boutique,1,0,1,,,,,,,,bulbapedia
premier-ball,legends-za,,shop,specialty-shop,,Poké Ball Boutique,1,0,1,,,,,,,,bulbapedia
premier-ball,legends-za,,shop,specialty-shop,,Any Pokémon Center or the Poké Ball Boutique (one received for each 10 Poké Balls of any type bought at once),1,0,1,,,,,,,,bulbapedia
premier-ball,legends-za,,overworld,,vert-sector-3,Vert Sector 3 (random item when trading with a Grade-Schooler),1,0,1,,,,,,,,bulbapedia
premier-ball,mega-dimension,,request,,,"Magenta Sector 7 (reward for completing Side Mission 163: ""Help Us Pick a Name!"")",0,0,1,,,,,,,,bulbapedia
dusk-ball,legends-za,,request,,,"Rewards for completing Side Mission 25: ""Troublesome Patrons"" and Side Mission 105: ""Trevenant, the Haunted Elder Tree""",0,0,1,,,,,,,,bulbapedia
dusk-ball,legends-za,,shop,specialty-shop,,Poké Ball Boutique,1,0,1,,,,,,,,bulbapedia
dusk-ball,mega-dimension,,request,,,"Reward for completing Side Mission 131: ""Rouge District's Utility Hole Covers""",0,0,1,,,,,,,,bulbapedia
heal-ball,legends-za,,shop,specialty-shop,,Poké Ball Boutique,1,0,1,,,,,,,,bulbapedia
heal-ball,mega-dimension,,request,,,"Vert Sector 1 (reward for completing Side Mission 127: ""Mime Jr.'s First Big Job"")",0,0,1,,,,,,,,bulbapedia
quick-ball,legends-za,,request,,,"Hibernal Avenue (reward for completing Side Mission 80: ""A Shocking Territorial Dispute"")",0,0,1,,,,,,,,bulbapedia
quick-ball,legends-za,,request,,south-boulevard,"South Boulevard (reward for completing Side Mission 97: ""Stop the Runaway Whirlipede!"")",0,0,1,,,,,,,,bulbapedia
quick-ball,legends-za,,shop,specialty-shop,,Poké Ball Boutique,1,0,1,,,,,,,,bulbapedia
potion,legends-za,,starting-item,,,Obtained at the start of the game (×3),0,0,1,3,,,,,,,bulbapedia
potion,legends-za,,request,,,"Passage du Palais (reward for completing Side Mission 002: ""A Use for an Evolution Stone!"")",0,0,1,,,,,,,,bulbapedia
potion,legends-za,,request,,vert-sector-3,"Vert Sector 3 (×5; reward for completing Side Mission 019: ""Poisonous, Paralyzing Strategies"")",0,0,1,5,,,,,,,bulbapedia
potion,legends-za,,shop,,,All Pokémon Centers,1,0,1,,,,,,,,bulbapedia
antidote,legends-za,,shop,,,All Pokémon Centers,1,0,1,,,,,,,,bulbapedia
burn-heal,legends-za,,shop,,,All Pokémon Centers,1,0,1,,,,,,,,bulbapedia
ice-heal,legends-za,,request,,,"Wild Zone 12 (×3; reward for completing Side Mission 052: ""Numel Frozen Solid"")",0,0,1,3,,,,,,,bulbapedia
ice-heal,legends-za,,shop,,,All Pokémon Centers,1,0,1,,,,,,,,bulbapedia
awakening,legends-za,,shop,,,All Pokémon Centers,1,0,1,,,,,,,,bulbapedia
paralyze-heal,legends-za,,shop,,,All Pokémon Centers,1,0,1,,,,,,,,bulbapedia
full-restore,legends-za,,request,,south-boulevard,"South Boulevard (reward for completing Side Mission 092: ""The Beldum Blockade"")",0,0,1,,,,,,,,bulbapedia
full-restore,legends-za,,request,,,"Vert Pokemon Center (×5; reward for completing Side Mission 109: ""Wondrous Self-Healing Pokémon"")",0,0,1,5,,,,,,,bulbapedia
full-restore,legends-za,,shop,,,All Pokémon Centers,1,0,1,,,,,,,,bulbapedia
max-potion,legends-za,,shop,,,All Pokémon Centers,1,0,1,,,,,,,,bulbapedia
hyper-potion,legends-za,,request,,,"Rouge Street (×2; reward for completing Side Mission 083: ""Honedge’s Cutting Edge"")",0,0,1,2,,,,,,,bulbapedia
hyper-potion,legends-za,,shop,,,All Pokémon Centers,1,0,1,,,,,,,,bulbapedia
super-potion,legends-za,,request,,,"Rouge Sector 1 (×5; reward for completing Side Mission 015: ""A Sensitive Audino"")",0,0,1,5,,,,,,,bulbapedia
super-potion,legends-za,,request,,vert-sector-8,"Vert Sector 8 (×5; reward for completing Side Mission 041: ""Watch Out for Traps"")",0,0,1,5,,,,,,,bulbapedia
super-potion,legends-za,,shop,,,All Pokémon Centers,1,0,1,,,,,,,,bulbapedia
super-potion,legends-za,,overworld,,vert-sector-3,Vert Sector 3 (random item when trading with a Grade-Schooler),1,0,1,,,,,,,,bulbapedia
full-heal,legends-za,,request,,,"Magenta Sector 2 (×3; reward for completing Side Mission 071: ""The Burning Gaze of Watchog"")",0,0,1,3,,,,,,,bulbapedia
full-heal,legends-za,,shop,,,All Pokémon Centers,1,0,1,,,,,,,,bulbapedia
revive,legends-za,,request,,,"Rouge Street (reward for completing Side Mission 003: ""Sableye in the Cemetery"")",0,0,1,,,,,,,,bulbapedia
revive,legends-za,,request,,,"Rouge Sector 1 (×3; reward for completing Side Mission 015: ""A Sensitive Audino"")",0,0,1,3,,,,,,,bulbapedia
revive,legends-za,,request,,,"Vernal Avenue (reward for completing Side Mission 023: ""Underneath the Holovator"")",0,0,1,,,,,,,,bulbapedia
revive,legends-za,,request,,,"Jaune Sector 6 (reward for completing Side Mission 047: ""Becoming a Furfrou Trimmer"")",0,0,1,,,,,,,,bulbapedia
revive,legends-za,,request,,,"Jaune Sector 6 (×3; reward for completing Side Mission 062: ""Becoming a Pro Furfrou Trimmer"")",0,0,1,3,,,,,,,bulbapedia
revive,legends-za,,shop,,,All Pokémon Centers,1,0,1,,,,,,,,bulbapedia
revive,legends-za,,overworld,,vert-sector-3,Vert Sector 3 (random item when trading with a Grade-Schooler),1,0,1,,,,,,,,bulbapedia
max-revive,legends-za,,request,,,"Saison Canal (reward for completing Side Mission 072: ""Find My Galarian Stunfisk!"")",0,0,1,,,,,,,,bulbapedia
max-revive,legends-za,,request,,,"Jaune Sector 6 (reward for completing Side Mission 087: ""Becoming a Peerless Furfrou Trimmer"")",0,0,1,,,,,,,,bulbapedia
max-revive,legends-za,,request,,,"Vert Pokemon Center (×2; reward for completing Side Mission 109: ""Wondrous Self-Healing Pokémon"")",0,0,1,2,,,,,,,bulbapedia
fresh-water,legends-za,,request,,,"Rouge Plaza (×2; reward for completing Side Mission 001: ""A Big Ol’ Bunnelby"")",0,0,1,2,,,,,,,bulbapedia
fresh-water,legends-za,,request,,,"Rouge Sector 1 (reward for completing Side Mission 004: ""A Break Time Battle"")",0,0,1,,,,,,,,bulbapedia
fresh-water,legends-za,,request,,,"Vernal Avenue (×2; reward for completing Side Mission 030: ""Show Me a Mega Camerupt!"")",0,0,1,2,,,,,,,bulbapedia
fresh-water,legends-za,,request,,,"Rouge Sector 7 (×3; reward for completing Side Mission 064: ""Let It Rain, Let It Pour"")",0,0,1,3,,,,,,,bulbapedia
fresh-water,legends-za,,overworld,,,"Kiosks (South Boulevard, North Boulevard, Jaune Street, Rouge Sector 1, Rouge Sector 7)",1,0,1,,,,,,,,bulbapedia
soda-pop,legends-za,,request,,,"Magenta Sector 1 (reward for completing Side Mission 005: ""I’d Like to See an Ekans!"")",0,0,1,,,,,,,,bulbapedia
soda-pop,legends-za,,request,,,"Vernal Avenue (×2; reward for completing Side Mission 031: ""Show me a Mega Sableye!"")",0,0,1,2,,,,,,,bulbapedia
soda-pop,legends-za,,request,,,"Rouge Sector 6 (reward for completing Side Mission 105: ""Trevenant, the Haunted Elder Tree!"")",0,0,1,,,,,,,,bulbapedia
soda-pop,legends-za,,overworld,,,"Kiosks (South Boulevard, North Boulevard, Jaune Street, Rouge Sector 1, Rouge Sector 7)",1,0,1,,,,,,,,bulbapedia
soda-pop,legends-za,,overworld,,vert-sector-3,Vert Sector 3 (random item when trading with a Grade-Schooler),1,0,1,,,,,,,,bulbapedia
lemonade,legends-za,,request,,,"Vernal Avenue (×2; reward for completing Side Mission 032: ""Show me a Mega Medicham!"")",0,0,1,2,,,,,,,bulbapedia
lemonade,legends-za,,request,,,"Jaune Sector 8 (reward for completing Side Mission 034: ""Moves That Put Up a Wall"")",0,0,1,,,,,,,,bulbapedia
lemonade,legends-za,,request,,south-boulevard,"South Boulevard (reward for completing Side Mission 081: ""Pancham the Courier"")",0,0,1,,,,,,,,bulbapedia
lemonade,legends-za,,request,,,"Vernal Avenue (reward for completing Side Mission 116: ""Show the Power of Aurorus!"")",0,0,1,,,,,,,,bulbapedia
lemonade,legends-za,,overworld,,,"Kiosks (South Boulevard, North Boulevard, Jaune Street, Rouge Sector 1, Rouge Sector 7)",1,0,1,,,,,,,,bulbapedia
lemonade,legends-za,,overworld,,vert-sector-3,Vert Sector 3 (random item when trading with a Grade-Schooler),1,0,1,,,,,,,,bulbapedia
moomoo-milk,legends-za,,request,,,"Vert Sector 4 (×12; reward for completing Side Mission 111: ""My Adorable, Adorable Babies"")",0,0,1,12,,,,,,,bulbapedia
moomoo-milk,legends-za,,overworld,,,"Kiosks (South Boulevard, North Boulevard, Jaune Street, Rouge Sector 1, Rouge Sector 7)",1,0,1,,,,,,,,bulbapedia
hp-up,legends-za,,shop,,,All Pokémon Centers,1,0,1,,,,,,,,bulbapedia
hp-up,legends-za,,tournament,,,Infinite Z-A Royale,1,0,1,,,,,,,,bulbapedia
protein,legends-za,,shop,,,All Pokémon Centers,1,0,1,,,,,,,,bulbapedia
protein,legends-za,,tournament,,,Infinite Z-A Royale,1,0,1,,,,,,,,bulbapedia
iron,legends-za,,shop,,,All Pokémon Centers,1,0,1,,,,,,,,bulbapedia
iron,legends-za,,tournament,,,Infinite Z-A Royale,1,0,1,,,,,,,,bulbapedia
carbos,legends-za,,shop,,,All Pokémon Centers,1,0,1,,,,,,,,bulbapedia
carbos,legends-za,,tournament,,,Infinite Z-A Royale,1,0,1,,,,,,,,bulbapedia
calcium,legends-za,,shop,,,All Pokémon Centers,1,0,1,,,,,,,,bulbapedia
calcium,legends-za,,tournament,,,Infinite Z-A Royale,1,0,1,,,,,,,,bulbapedia
rare-candy,legends-za,,request,,south-boulevard,"South Boulevard (reward for completing Side Mission 012: ""The Many Flowers of Flabébé"")",0,0,1,,,,,,,,bulbapedia
rare-candy,legends-za,,request,,,"Café Pokémon-Amie (×2; reward for completing Side Mission 025: ""Trubblesome Patrons"")",0,0,1,2,,,,,,,bulbapedia
rare-candy,legends-za,,request,,south-boulevard,"South Boulevard (×2; reward for completing Side Mission 051: ""Floette Frolicking with Flowers"")",0,0,1,2,,,,,,,bulbapedia
rare-candy,legends-za,,request,,,"North Boulevard (×2; reward for completing Side Mission 098: ""Jumbo Variety Pumpkaboo"")",0,0,1,2,,,,,,,bulbapedia
rare-candy,legends-za,,request,,,"Vernal Avenue (×3; reward for completing Side Mission 116: ""Show the Power of Aurorus!"")",0,0,1,3,,,,,,,bulbapedia
zinc,legends-za,,shop,,,All Pokémon Centers,1,0,1,,,,,,,,bulbapedia
zinc,legends-za,,tournament,,,Infinite Z-A Royale,1,0,1,,,,,,,,bulbapedia
sun-stone,legends-za,,request,,south-boulevard,"South Boulevard (reward for completing Side Mission 093: ""Finding a Place for Heliolisk"")",0,0,1,,,,,,,,bulbapedia
sun-stone,legends-za,,shop,specialty-shop,stone-emporium,Stone Emporium,1,0,1,,,,,,,,bulbapedia
moon-stone,legends-za,,request,,,"Bleu Plaza (appears after completing Side Mission 100: ""Starmie on High"")",0,0,1,,,,,,,,bulbapedia
moon-stone,legends-za,,shop,specialty-shop,stone-emporium,Stone Emporium,1,0,1,,,,,,,,bulbapedia
fire-stone,legends-za,,request,,,"Autumnal Avenue (reward for completing Side Mission 026: ""Burn, Litleo, Burn"")",0,0,1,,,,,,,,bulbapedia
fire-stone,legends-za,,request,,,"Bleu Sector 3 (reward for completing Side Mission 057: ""The Camerupt Entrepreneur"")",0,0,1,,,,,,,,bulbapedia
fire-stone,legends-za,,shop,specialty-shop,stone-emporium,Stone Emporium,1,0,1,,,,,,,,bulbapedia
thunder-stone,legends-za,,request,,,"Bleu Sector 5 (reward for completing Side Mission 053: ""The Most Electrifying Eelektrik"")",0,0,1,,,,,,,,bulbapedia
thunder-stone,legends-za,,shop,specialty-shop,stone-emporium,Stone Emporium,1,0,1,,,,,,,,bulbapedia
water-stone,legends-za,,shop,specialty-shop,stone-emporium,Stone Emporium,1,0,1,,,,,,,,bulbapedia
leaf-stone,legends-za,,request,,,"Vernal Avenue (reward for completing Side Mission 044: ""Vanillite's Fragrant Snow"")",0,0,1,,,,,,,,bulbapedia
leaf-stone,legends-za,,shop,specialty-shop,stone-emporium,Stone Emporium,1,0,1,,,,,,,,bulbapedia
big-pearl,legends-za,,request,,,"Rewards for completing Side Mission 78: ""Inkay's Fragrant Ink"", Side Mission 82: ""Clauncher's Launching Water Gun"", and Side Mission 100: ""Starmie on High""",0,0,1,,,,,,,,bulbapedia
big-pearl,mega-dimension,,npc-defeat,,,Can be given out by Ladies in Hyperspace Lumiose battle zones after defeating them,1,0,1,,,,,,,,bulbapedia
nugget,legends-za,,overworld,visible,jaune-sector-7,Jaune Sector 7,0,0,1,,,,,,,,bulbapedia
nugget,legends-za,,request,,,"Rewards for completing Side Mission 6: ""Long-Range Moves Have Style"" and Side Mission 106: ""Klefki's Lost Key""",0,0,1,,,,,,,,bulbapedia
nugget,mega-dimension,,npc-defeat,,,Can be given out by Rich Boys in Hyperspace Lumiose battle zones after defeating them,1,0,1,,,,,,,,bulbapedia
old-amber,legends-za,,shop,specialty-shop,stone-emporium,Stone Emporium,1,0,1,,,,,,,,bulbapedia
shiny-stone,legends-za,,shop,specialty-shop,stone-emporium,Stone Emporium,1,0,1,,,,,,,,bulbapedia
dusk-stone,legends-za,,request,,,"Rouge Street (reward for completing Side Mission 083: ""Honedge’s Cutting Edge"")",0,0,1,,,,,,,,bulbapedia
dusk-stone,legends-za,,shop,specialty-shop,stone-emporium,Stone Emporium,1,0,1,,,,,,,,bulbapedia
dawn-stone,legends-za,,request,,,"Bleu Sector 3 (reward for completing Side Mission 090: ""Froslass’s Unfinished Business"")",0,0,1,,,,,,,,bulbapedia
dawn-stone,legends-za,,shop,specialty-shop,stone-emporium,Stone Emporium,1,0,1,,,,,,,,bulbapedia
cheri-berry,legends-za,,overworld,,,"Vert Sector 6, Bleu Plaza, Magenta Street, Rouge Sector 6",1,0,1,,,,,,,,bulbapedia
cheri-berry,legends-za,,overworld,,vert-sector-3,Vert Sector 3 (random item when trading with a Grade-Schooler),1,0,1,,,,,,,,bulbapedia
chesto-berry,legends-za,,overworld,,,"Vert Sector 6, Bleu Plaza, Magenta Street, Rouge Sector 6",1,0,1,,,,,,,,bulbapedia
pecha-berry,legends-za,,overworld,,,"Vert Sector 6, Bleu Plaza, Magenta Street, Rouge Sector 6",1,0,1,,,,,,,,bulbapedia
rawst-berry,legends-za,,overworld,,,"Vert Sector 6, Bleu Plaza, Magenta Street, Rouge Sector 6",1,0,1,,,,,,,,bulbapedia
aspear-berry,legends-za,,overworld,,,"Vert Sector 6, Bleu Plaza, Magenta Street, Rouge Sector 6",1,0,1,,,,,,,,bulbapedia
oran-berry,legends-za,,overworld,,,"Vert Sector 6, Bleu Plaza, Magenta Street, Rouge Sector 6",1,0,1,,,,,,,,bulbapedia
persim-berry,legends-za,,overworld,,,"Vert Sector 6, Bleu Plaza, Magenta Street, Rouge Sector 6",1,0,1,,,,,,,,bulbapedia
lum-berry,legends-za,,overworld,,,"Magenta Sector 1, Jaune Street",1,0,1,,,,,,,,bulbapedia
sitrus-berry,legends-za,,overworld,,,"Magenta Sector 1, Jaune Street",1,0,1,,,,,,,,bulbapedia
pomeg-berry,legends-za,,overworld,,,"Magenta Sector 1, Magenta Sector 6, Jaune Plaza",1,0,1,,,,,,,,bulbapedia
kelpsy-berry,legends-za,,overworld,,,"Magenta Sector 1, Magenta Sector 6, Jaune Plaza",1,0,1,,,,,,,,bulbapedia
qualot-berry,legends-za,,overworld,,,"Magenta Sector 1, Magenta Sector 6, Jaune Plaza",1,0,1,,,,,,,,bulbapedia
hondew-berry,legends-za,,overworld,,,"Magenta Sector 1, Magenta Sector 6, Jaune Plaza",1,0,1,,,,,,,,bulbapedia
grepa-berry,legends-za,,overworld,,,"Magenta Sector 1, Magenta Sector 6, Jaune Plaza",1,0,1,,,,,,,,bulbapedia
tamato-berry,legends-za,,overworld,,,"Magenta Sector 1, Magenta Sector 6, Jaune Plaza",1,0,1,,,,,,,,bulbapedia
occa-berry,legends-za,,overworld,,,"Rouge Sector 1, Jaune Plaza",1,0,1,,,,,,,,bulbapedia
passho-berry,legends-za,,overworld,,,"Rouge Sector 1, Jaune Plaza",1,0,1,,,,,,,,bulbapedia
wacan-berry,legends-za,,overworld,,,"Rouge Sector 1, Jaune Plaza",1,0,1,,,,,,,,bulbapedia
rindo-berry,legends-za,,overworld,,,"Rouge Sector 1, Jaune Plaza",1,0,1,,,,,,,,bulbapedia
yache-berry,legends-za,,overworld,,,"Rouge Sector 1, Jaune Plaza",1,0,1,,,,,,,,bulbapedia
chople-berry,legends-za,,overworld,,,"Rouge Sector 1, Jaune Plaza",1,0,1,,,,,,,,bulbapedia
chople-berry,legends-za,,overworld,,vert-sector-3,Vert Sector 3 (random item when trading with a Grade-Schooler),1,0,1,,,,,,,,bulbapedia
kebia-berry,legends-za,,overworld,,magenta-sector-6,"Magenta Sector 6, Rouge Sector 1",1,0,1,,,,,,,,bulbapedia
shuca-berry,legends-za,,overworld,,magenta-sector-6,"Magenta Sector 6, Rouge Sector 1",1,0,1,,,,,,,,bulbapedia
coba-berry,legends-za,,overworld,,magenta-sector-6,"Magenta Sector 6, Rouge Sector 1",1,0,1,,,,,,,,bulbapedia
payapa-berry,legends-za,,overworld,,magenta-sector-6,"Magenta Sector 6, Rouge Sector 1",1,0,1,,,,,,,,bulbapedia
tanga-berry,legends-za,,overworld,,magenta-sector-6,"Magenta Sector 6, Rouge Sector 1",1,0,1,,,,,,,,bulbapedia
charti-berry,legends-za,,overworld,,magenta-sector-6,"Magenta Sector 6, Rouge Sector 1",1,0,1,,,,,,,,bulbapedia
charti-berry,legends-za,,overworld,,vert-sector-3,Vert Sector 3 (random item when trading with a Grade-Schooler),1,0,1,,,,,,,,bulbapedia
kasib-berry,legends-za,,overworld,,,"Rouge Sector 1, Rouge Sector 6",1,0,1,,,,,,,,bulbapedia
haban-berry,legends-za,,overworld,,,"Rouge Sector 1, Rouge Sector 6",1,0,1,,,,,,,,bulbapedia
colbur-berry,legends-za,,overworld,,,"Rouge Sector 1, Rouge Sector 6",1,0,1,,,,,,,,bulbapedia
babiri-berry,legends-za,,overworld,,,"Rouge Sector 1, Rouge Sector 6",1,0,1,,,,,,,,bulbapedia
chilan-berry,legends-za,,overworld,,,"Rouge Sector 1, Rouge Sector 6",1,0,1,,,,,,,,bulbapedia
white-herb,legends-za,,request,,,Reward for completing Side Mission 018: A Pan-tastic Pot of Tea,0,0,1,,,,,,,,bulbapedia
white-herb,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
quick-claw,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
soothe-bell,legends-za,,request,,,Reward for completing Side Mission 036: Some Friendly Competition,0,0,1,,,,,,,,bulbapedia
kings-rock,legends-za,,request,,,"Reward for completing Side Mission 84: ""Strike First to Make 'Em Flinch""",0,0,1,,,,,,,,bulbapedia
kings-rock,legends-za,,tournament,,,Infinite Z-A Royale,1,0,1,,,,,,,,bulbapedia
kings-rock,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
silver-powder,legends-za,,request,,,"Jaune Sector 1 (reward for completing Side Mission 011: ""The Kakuna Master"")",0,0,1,,,,,,,,bulbapedia
silver-powder,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
focus-band,legends-za,,request,,,"Estival Avenue (reward for completing Side Mission 070: ""Who's the Strongest, Huh?!"")",0,0,1,,,,,,,,bulbapedia
focus-band,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
lucky-egg,legends-za,,request,,,"Vert District Pokémon Center (reward for completing Side Mission 109: ""Wondrous Self-Healing Pokémon"")",0,0,1,,,,,,,,bulbapedia
scope-lens,legends-za,,request,,,"Quasartico Inc. (Magenta District) (reward for completing Side Mission 054: ""Get ENERGIZED!"")",0,0,1,,,,,,,,bulbapedia
scope-lens,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
metal-coat,legends-za,,request,,,"Rewards for completing Side Mission 101: ""Steadfast as Steel"" and Side Mission 114: ""A Feather from Skarmory""",0,0,1,,,,,,,,bulbapedia
metal-coat,legends-za,,tournament,,,Infinite Z-A Royale,1,0,1,,,,,,,,bulbapedia
metal-coat,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
leftovers,legends-za,,request,,,"Vert Sector 6 (reward for completing Side Mission 068: ""The Best Use for Leftovers"")",0,0,1,,,,,,,,bulbapedia
leftovers,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
light-ball,legends-za,,request,,,"Rouge Sector 1 (reward for completing Side Mission 107: ""The World's Greatest Pikachu"")",0,0,1,,,,,,,,bulbapedia
soft-sand,legends-za,,request,,,"Vernal Avenue (reward for completing Side Mission 023: ""Underneath the Holovator"")",0,0,1,,,,,,,,bulbapedia
soft-sand,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
hard-stone,legends-za,,request,,,Reward for completing Side Mission 027: Restored from a Fossil,0,0,1,,,,,,,,bulbapedia
hard-stone,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
miracle-seed,legends-za,,request,,,Reward for completing Side Mission 016: The Budew Show,0,0,1,,,,,,,,bulbapedia
miracle-seed,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
black-glasses,legends-za,,request,,,"Estival Avenue (reward for completing Side Mission 070: ""Who's the Strongest, Huh?!"")",0,0,1,,,,,,,,bulbapedia
black-glasses,legends-za,,overworld,,racine-construction,Racine Construction,1,0,1,,,,,,,,bulbapedia
