species,form,version_group,version,language,flavor_text
382,kyogre-primal,legends-za,legends-za,en,"Kyogre reverted to this state via the Blue Orb, which contains the energy of the primordial world. Kyogre's body resembles seawater."
305,,legends-za,legends-za,en,It loves iron ore. Groups of them fight for territory by bashing one another with their steel bodies.
608,,legends-za,legends-za,en,Lampent appears at the moment of death and promptly absorbs the spirit as it leaves the body.
246,,legends-za,legends-za,en,"It feeds on soil. After it has eaten a large mountain, it will fall asleep so it can grow."
380,,legends-za,legends-za,en,"It communicates its feelings using telepathy. To make itself invisible, it covers its body in down that refracts light."
380,latias-mega,legends-za,legends-za,en,Both its flying capabilities and its attack power have increased. It scatters transparent down to confuse its enemies.
381,,legends-za,legends-za,en,It understands human speech and is highly intelligent. It is a tender Pokémon that dislikes fighting.
381,latios-mega,legends-za,legends-za,en,It flies at speeds exceeding Mach 4. It is among the top tier of all Pokémon in terms of aerial combat capability.
470,,legends-za,legends-za,en,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air."
510,,legends-za,legends-za,en,Liepard appear without warning and disappear just as unexpectedly. Their beautiful physique and fur charm many Trainers.
667,,legends-za,legends-za,en,They set off on their own from their pride and live by themselves to become stronger. These hot-blooded Pokémon are quick to fight.
607,,legends-za,legends-za,en,"Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns."
428,,legends-za,legends-za,en,"This Pokémon's ears are apparently very delicate. They must be handled gently and with care, or else Lopunny will kick you with its graceful legs."
428,lopunny-mega,legends-za,legends-za,en,It swings its ears like whips and strikes its enemies with them. It has an intensely combative disposition.
448,,legends-za,legends-za,en,"By reading the auras of all things, it can tell how others are feeling from over half a mile away."
448,lucario-mega,legends-za,legends-za,en,Black streaks all over its body show where its auras and the energy of Mega Evolution intermingled and raced through it.
448,lucario-mega-z,legends-za,legends-za,en,"By completely cloaking itself in its aura, Mega Lucario Z can parry all manner of attacks, battling as if it were gracefully dancing."
943,,legends-za,legends-za,en,"Contrary to appearances, Mabosstiff has a kind heart-but it will relentlessly chase down and put an end to any foe that dares threaten its family."
68,,legends-za,legends-za,en,"It uses its four powerful arms to pin the limbs of its foe, then throws the victim over the horizon."
67,,legends-za,legends-za,en,"It can lift a dump truck with one hand. Using that kind of strength, it helps people do heavy jobs."
66,,legends-za,legends-za,en,"Its whole body is composed of muscles. Even though it's the size of a human child, it can hurl 100 grown-ups."
801,,legends-za,legends-za,en,This Pokémon was built by a scientist roughly 500 years ago. The part called the Soul-Heart is the actual life-form.
801,magearna-mega,legends-za,legends-za,en,This Magearna looks as it did at the time of its invention. Its magnificent ornamentation delighted the king's daughter.
801,magearna-original-mega,legends-za,legends-za,en,A mechanism to remove Magerna's limitations has lain secretly with Magerna for 500 years. This mechanism is triggered by a Mega Stone.
801,magearna-original,legends-za,legends-za,en,This is Magearna once a previously hidden mode activates. The emotions Magearna had begun to feel now hide away as it fells foe after foe.
129,,legends-za,legends-za,en,It is virtually worthless in terms of both power and speed. It is the weakest and most pathetic Pokémon in the world.
687,,legends-za,legends-za,en,"It wields the most compelling hypnotic powers of any Pokémon, and it forces others to do whatever it wants."
687,malamar-mega,legends-za,legends-za,en,It uses its colorful lights to overwrite the personalities and memories of others—and to control them.
310,,legends-za,legends-za,en,It discharges electricity from its mane. The Pokémon creates a thundercloud overhead from which to drop lightning bolts.
310,manectric-mega,legends-za,legends-za,en,"Mega Evolution fills its body with a tremendous amount of electricity, but it's too much for Manectric to fully control."
56,,legends-za,legends-za,en,"Mankey are perpetually angry. If they spot suitable prey, they will attack as a group."
179,,legends-za,legends-za,en,Its fluffy coat doubles in size when static electricity builds up. Touching it can be shocking.
105,marowak-alola,legends-za,legends-za,en,"It has transformed the spirit of its dear departed mother into flames, and tonight it will once again dance in mourning of others of its kind."
105,,legends-za,legends-za,en,"It carries a bone that it collected from someplace unknown. Rumor has it that somewhere in the world, there is a graveyard only for Marowak."
802,,legends-za,legends-za,en,"It slips into others' shadows and mimics their movements and powers. With time, its prowess will surpass that of those it originally imitated."
259,,legends-za,legends-za,en,"Its sturdy legs and hips give it sure footing, even on sludgy surfaces. It buries itself in mud to sleep."
942,,legends-za,legends-za,en,"Packs of these Pokémon are incredibly close-knit. In order to be taken seriously, Maschiff intimidate others by wearing a grumpy expression."
303,,legends-za,legends-za,en,Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams.
303,mawile-mega,legends-za,legends-za,en,Its two sets of jaws thrash about violently as if they each had a will of their own. One gnash from them can turn a boulder to dust.
308,,legends-za,legends-za,en,"Through yoga training, it gained the psychic power to predict its foe's movements."
308,medicham-mega,legends-za,legends-za,en,"Thanks to Mega Evolution, its mental power is limitless. It conjures up arms imbued with malice to defeat its enemies."
307,,legends-za,legends-za,en,It meditates in order to build up its mental energy. It eats just one berry a day.
154,,legends-za,legends-za,en,The aroma that rises from its petals contains a substance that calms aggressive feelings.
154,meganium-mega,legends-za,legends-za,en,This Pokémon can fire a tremendously powerful Solar Beam from its four flowers. Another name for this is Mega Sol Cannon.
809,,legends-za,legends-za,en,"It was worshipped long ago for its capacity to produce iron. For some reason, it has come back to life after 3,000 years."
648,,legends-za,legends-za,en,"Sung using a special vocalization technique, Meloetta's songs can manipulate the emotions of those who hear them."
648,meloetta-pirouette,legends-za,legends-za,en,"Now that it has reclaimed a long-forgotten song, Meloetta captivates everyone with its enchanting dance steps."
808,,legends-za,legends-za,en,Its body is made up of molten steel. It melts particles of iron and other metals it finds in the ground and absorbs them into itself.
678,meowstic-female,legends-za,legends-za,en,"Females are a bit more selfish and aggressive than males. If they don't get what they want, they will torment you with their psychic abilities."
678,,legends-za,legends-za,en,"When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck into dust."
678,meowstic-male-mega,legends-za,legends-za,en,Mega Meowstic can use its psychic power to compress or expand anything. It overwhelms foes by contorting space itself.
52,meowth-alola,legends-za,legends-za,en,"It's fickle, selfish, and easily bored. This species is very popular with certain Trainers-ones who prefer fulfilling others' needs over their own."
52,,legends-za,legends-za,en,"It loves anything that shines. It especially adores coins, which it will pick up and stash somewhere."
52,meowth-galar,legends-za,legends-za,en,Its unkempt beard is a vestige from living in cold climes. It fights dauntlessly using its steel claws.
376,,legends-za,legends-za,en,"Metang combined to form it. With four brains, it has the intelligence of a supercomputer."
376,metagross-mega,legends-za,legends-za,en,"This form results from one Metagross, one Metang, and two Beldum linking up."
375,,legends-za,legends-za,en,It is formed by two Beldum joining together. Its steel body won't be scratched if it collides with a jet.
150,,legends-za,legends-za,en,It was created by a scientist after years of horrific gene-splicing and DNA-engineering experiments.
150,mewtwo-mega-x,legends-za,legends-za,en,Psychic power has augmented its muscles. It has a grip strength of one ton and can sprint 100 meters in two seconds flat!
150,mewtwo-mega-y,legends-za,legends-za,en,"Despite its diminished size, its mental power has grown phenomenally. With a mere thought, it can smash a skyscraper to smithereens."
350,,legends-za,legends-za,en,They dwell at the bottoms of big lakes. Anyone who beholds the loveliness of these Pokémon is said to have their heart purified.
439,,legends-za,legends-za,en,"Mime Jr. is a gifted mimic. When it startles an opponent with its skills, it feels so delighted that it forgets to keep up its act."
778,mimikyu-busted,legends-za,legends-za,en,Mimikyu is sad that it may be exposed for what it really is. It will take revenge on whoever broke the neck of its disguise-no forgiveness.
778,,legends-za,legends-za,en,"A lonely Pokémon, it conceals its terrifying appearance beneath an old rag so it can get closer to people and other Pokémon."
877,,legends-za,legends-za,en,This Pokémon is always hungry. It generates electricity by eating seeds it has stored up in its pocket-like pouches.
877,morpeko-hangry,legends-za,legends-za,en,"Intense hunger drives it to extremes of violence, and the electricity in its cheek sacs has converted into a Dark-type energy."
122,,legends-za,legends-za,en,It uses the mysterious power that emanates from its fingers to solidify the air around it into invisible walls.
122,mr-mime-galar,legends-za,legends-za,en,It uses its tap-dancing steps to rapidly chill the surrounding area and form a splendid stage made of ice.
866,,legends-za,legends-za,en,"Its comical dancing is its calling card. When its enemies laugh, it seizes the chance to blast them with frigid air of -328 degrees Fahrenheit."
258,,legends-za,legends-za,en,"Using the fin on its head, Mudkip senses the flow of water to keep track of what's going on around it. It has the strength to heft boulders."
517,,legends-za,legends-za,en,"It eats the dreams of people and Pokémon. When it eats a pleasant dream, it expels pink-colored mist."
518,,legends-za,legends-za,en,"The mist from its forehead takes the shape of things that appeared in dreams Musharna has eaten, giving those dreams physical form."
932,,legends-za,legends-za,en,"As Nacli treads along the ground, grains of rock salt are left behind. These trails have been called ""salt roads"" since long ago."
933,,legends-za,legends-za,en,This absent-minded Pokémon tends to forget about the prey it has salt-cured. It's even prone to forgetting the orders its Trainer has given it.
827,,legends-za,legends-za,en,"It filches food from people and Pokémon alike. While fleeing the scene, it wipes its tracks away with its tail to throw off pursuers."
714,,legends-za,legends-za,en,"Even a robust wrestler will become dizzy and unable to stand when exposed to its 200,000-hertz ultrasonic waves."
715,,legends-za,legends-za,en,They fly around on moonless nights and attack careless prey. Nothing can beat them in a battle in the dark.
322,,legends-za,legends-za,en,"The magma in its body reaches 2,200 degrees Fahrenheit. Its hump gets smaller when it uses Fire-type moves."
95,,legends-za,legends-za,en,It usually lives underground. It searches for food while boring its way through the ground at 50 mph.
904,,legends-za,legends-za,en,"Overqwil's poisonous spikes-now thicker, longer, and stronger-will automatically strike toward anything that moves."
770,,legends-za,legends-za,en,Heaps of bones lie buried beneath its castle. They came from those whom Palossand drained of vitality and left all dried up.
674,,legends-za,legends-za,en,"It does its level best to glare and pull a scary face, but it can't help grinning if anyone pats its head."
675,,legends-za,legends-za,en,"Although it has a violent temperament, it won't put up with those who bully the weak. It senses foes' movements with its leaf."
515,,legends-za,legends-za,en,The water stored inside the tuft on its head is full of nutrients. It provides this water to plants by using its tail.
511,,legends-za,legends-za,en,It shares the leaves on its head with weary Pokémon. These leaves reduce fatigue.
513,,legends-za,legends-za,en,"Very intelligent, it roasts berries before eating them. It likes to help people."
504,,legends-za,legends-za,en,"Using food stored in cheek pouches, they can keep watch for days. They use their tails to communicate with others."
863,,legends-za,legends-za,en,"In battle, Perrserker boasts unrivaled strength, and many epic sagas tell of its valor. But in its home, it leaves garbage everywhere."
53,persian-alola,legends-za,legends-za,en,"Its round face is a symbol of wealth. Persian that have bigger, plumper faces are considered more beautiful."
53,,legends-za,legends-za,en,"Many admire Persian for the dignity it exudes from every inch of its body. However, it will lash out with its claws given the slightest provocation."
708,,legends-za,legends-za,en,"According to old tales, these Pokémon are stumps possessed by the spirits of children who died while lost in the forest."
172,,legends-za,legends-za,en,It is not yet skilled at storing electricity. It may send out a jolt if amused or startled.
18,,legends-za,legends-za,en,"It flies over water as it hunts, skimming along the surface to catch Magikarp and other such prey."
18,pidgeot-mega,legends-za,legends-za,en,"With its muscular strength now greatly increased, it can fly continuously for two weeks without resting."
17,,legends-za,legends-za,en,This Pokémon has a sprawling territory and will fiercely peck at any intruder.
16,,legends-za,legends-za,en,"It is docile and prefers to avoid conflict. If disturbed, however, it can ferociously strike back."
499,,legends-za,legends-za,en,"The more it eats, the more fuel it has to make the fire in its stomach stronger. This fills it with even more power."
25,pikachu-alola-cap,legends-za,legends-za,en,"It has small electric sacs on both its cheeks. When in a tough spot, this Pokémon discharges electricity."
25,,legends-za,legends-za,en,"It has small electric sacs on both its cheeks. When in a tough spot, this Pokémon discharges electricity."
127,,legends-za,legends-za,en,"It swings its long pincers wildly to attack. During cold periods, it hides deep in forests."
127,pinsir-mega,legends-za,legends-za,en,"After Mega Evolution, it becomes able to fly. Perhaps because it's so happy, it rarely touches the ground."
137,,legends-za,legends-za,en,This is an artificial Pokémon created as a result of research. Its programming contains only the most basic of actions.
474,,legends-za,legends-za,en,Porygon-Z's programming was updated so that the Pokémon might operate in other dimensions. Its behavior has been strikingly odd ever since.
233,,legends-za,legends-za,en,Porygon was updated so it could carry out development projects on other planets. The update used cutting-edge technology for its time.
57,,legends-za,legends-za,en,"If approached while asleep, it may rouse just enough to fly into a groggy rage and give chase without even knowing what it's doing."
710,,legends-za,legends-za,en,It was recently discovered that the different varieties of Pumpkaboo vary not only in size but also in the size of the souls they collect.
710,pumpkaboo-large,legends-za,legends-za,en,"In keeping with the size of its body, this variety of Pumpkaboo takes the large spirits of adults to the afterlife."
710,pumpkaboo-small,legends-za,legends-za,en,"In keeping with the size of its body, this variety of Pumpkaboo takes the small spirits of children to the afterlife."
710,pumpkaboo-super,legends-za,legends-za,en,"In keeping with the size of its body, this variety of Pumpkaboo takes jumbo spirits to the afterlife."
247,,legends-za,legends-za,en,"Its body is as hard as bedrock. By venting pressurized gas, it can launch itself like a rocket."
509,,legends-za,legends-za,en,"Purrloin steals from people for fun, but its behavior is so charming that its victims can't help but forgive it."
668,,legends-za,legends-za,en,The male with the largest mane of fire is the leader of the pride.
668,pyroar-mega,legends-za,legends-za,en,"This Pokémon spews flames hotter than 18,000 degrees Fahrenheit. It swings around its grand, blazing mane as it protects its allies."
651,,legends-za,legends-za,en,They strengthen their lower bodies by running into one another. They are very kind and won't start fights.
211,,legends-za,legends-za,en,"To fire off the poison spikes covering its body, it inflates itself by sucking in over 2.6 gallons of water all at once."
211,qwilfish-hisui,legends-za,legends-za,en,"This Pokémon eats toxic minerals to build up poison within itself. Get jabbed by it, and you'll face three days and three nights of misery."
26,raichu-alola,legends-za,legends-za,en,"It uses psychokinesis to control electricity. It hops aboard its own tail, using psychic power to lift the tail and move about while riding it."
26,,legends-za,legends-za,en,"When its electricity builds, its muscles are stimulated, and it becomes more aggressive than usual."
26,raichu-mega-x,legends-za,legends-za,en,It resembles an X as it flies through the air with 50 million volts of electricity sparking from its ears and forked tail.
26,raichu-mega-y,legends-za,legends-za,en,It fires bolts of electricity from the tip of its tail and from the spiky tufts of fur growing out of its temples. This electricity forms the letter Y.
280,,legends-za,legends-za,en,"If its red horns capture the warm feelings of people or Pokémon, its body warms up slightly."
384,,legends-za,legends-za,en,"Rayquaza cannot be seen from the ground because it lives in the ozone layer, far above the clouds."
384,rayquaza-mega,legends-za,legends-za,en,"A shooting star streaking across the night sky may, in fact, be Mega Rayquaza flying gracefully after a meteoroid."
447,,legends-za,legends-za,en,The aura that emanates from its body intensifies to alert others if it is afraid or sad.
821,,legends-za,legends-za,en,"This valiant Pokémon will challenge any foe, no matter how mighty. Even if that backfires and Rookidee loses, it grows from the experience."
315,,legends-za,legends-za,en,"It uses the different poisons in each hand separately when it attacks. The stronger its aroma, the healthier it is."
407,,legends-za,legends-za,en,"It lures prey in with a sweet scent, then finishes them off with the poisonous whips on its arms— either by constricting the prey or skewering them."
479,,legends-za,legends-za,en,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.
479,rotom-fan,legends-za,legends-za,en,This Rotom has possessed an electric fan that uses a special motor. It sends its enemies flying with gusts of wind.
479,rotom-frost,legends-za,legends-za,en,This Rotom has possessed a refrigerator that uses a special motor. It battles by spewing cold air.
479,rotom-heat,legends-za,legends-za,en,This Rotom has possessed a convection microwave oven that uses a special motor. It has a flair for manipulating flames.
479,rotom-mow,legends-za,legends-za,en,"This Rotom has possessed a lawn mower that uses a special motor. As it mows down grass, it scatters the clippings everywhere."
479,rotom-wash,legends-za,legends-za,en,This Rotom has possessed a washing machine that uses a special motor. It blasts out water to intimidate opponents.
867,,legends-za,legends-za,en,"The scattered pieces of its clay slab have been reassembled, allowing the malicious power contained within to be fully unleashed."
302,,legends-za,legends-za,en,It hides in the darkness of caves. Its diet of gems has transformed its eyes into gemstones.
302,sableye-mega,legends-za,legends-za,en,"The jewel from its chest, which has grown gigantic due to the effects of Mega Evolution, can turn back any attack."
373,,legends-za,legends-za,en,"It's uncontrollable if enraged. It flies around spouting flames, scorching fields and mountains."
373,salamence-mega,legends-za,legends-za,en,"To streamline itself for flight, it pulls its forelegs into its shell. Salamence flies at high speeds even when faced with complex topographical features."
551,,legends-za,legends-za,en,"It moves below the sand's surface, exposing only its nose and eyes. A black membrane shields its eyes from the sun."
769,,legends-za,legends-za,en,Grudges of the dead have possessed a mound of sand and become a Pokémon. Sandygast is fond of the shovel on its head.
539,,legends-za,legends-za,en,Tightening their belts gets them pumped and makes their punches more destructive. Disturb their training and you'll earn their wrath.
664,,legends-za,legends-za,en,"The powder that covers its body regulates its temperature, so it can live in any region or climate."
254,,legends-za,legends-za,en,The leaves that grow on its arms are sharp enough to fell thick trees by slicing clean through them. It is without peer in jungle combat.
254,sceptile-mega,legends-za,legends-za,en,The seeds on its back are filled with energy from Mega Evolution. The Pokémon detonates these seeds to launch the tip of its tail.
212,,legends-za,legends-za,en,It has a steel-hard body. It intimidates foes by upraising its eye-patterned pincers.
212,scizor-mega,legends-za,legends-za,en,"Due to the effects of Mega Evolution, its pincers have taken on a more diabolical form, ripping anything they pinch to shreds."
545,,legends-za,legends-za,en,It clasps its prey with the claws on its neck until they stop moving. Then it finishes them off with deadly venom.
545,scolipede-mega,legends-za,legends-za,en,"Its deadly venom gives off a faint glow. The venom affects Scolipede's mind, honing its viciousness."
952,,legends-za,legends-za,en,"Its two heads have different temperaments and excel at different fighting styles. Nevertheless, they act in perfect harmony on the battlefield."
952,scovillain-mega,legends-za,legends-za,en,"Mega Evolution has dialed up this Pokémon's spiciness. It swings its ""necktie"" around to wallop its foes."
560,,legends-za,legends-za,en,"It pulls up its shed skin to protect itself while it kicks. The bigger the crest, the more arrogantly it behaves."
560,scrafty-mega,legends-za,legends-za,en,"Mega Evolution has caused Scrafty's shed skin to turn white, growing tough and supple. Of course, this Pokémon is still as feisty as ever."
559,,legends-za,legends-za,en,"Its skin has a rubbery elasticity, so it can reduce damage by defensively pulling its skin up to its neck."
123,,legends-za,legends-za,en,It tears and shreds prey with its wickedly sharp scythes. It very rarely spreads its wings to fly.
336,,legends-za,legends-za,en,"It battles speedy Zangoose using its keenly bladed tail, which oozes an extremely powerful poison."
319,,legends-za,legends-za,en,It can swim at speeds of 75 mph by jetting seawater through its body. It is the bandit of the sea.
319,sharpedo-mega,legends-za,legends-za,en,"The spines sprouting from its head are transformed fangs. If they're injured or broken off, the spines will regenerate countless times."
372,,legends-za,legends-za,en,"Within its rugged shell, its cells have begun changing. The shell peels off the instant the Pokémon evolves."
944,,legends-za,legends-za,en,"Shroodle protects itself from foes using both its poisonous saliva and its front teeth, which are disproportionately big and long for its small body."
353,,legends-za,legends-za,en,It uses its horn to feed on envy and malice—or so it's said. It's very active at night.
516,,legends-za,legends-za,en,"It prefers places with clean water. When the stores of water on its head run low, it replenishes its supply by siphoning up more with its tail."
512,,legends-za,legends-za,en,"Ill-tempered, it fights by swinging its barbed tail around wildly. The leaves growing on its head are very bitter."
514,,legends-za,legends-za,en,"When it gets excited, embers rise from its head and tail and it gets hot. For some reason, it loves sweets."
865,,legends-za,legends-za,en,"Sirfetch'd has put its soul into nurturing its leek, which it treasures like life itself. It wields the leek splendidly, performing great feats of combat."
227,,legends-za,legends-za,en,"Because it nests in bramble bushes, the feathers of its chicks grow hard from being scratched by thorns."
227,skarmory-mega,legends-za,legends-za,en,"It flies faster than the speed of sound. After whipping up shock waves to send enemies flying, it finishes them off with its talons."
672,,legends-za,legends-za,en,"If it has sunshine and water, it doesn't need to eat, because it can generate energy from the leaves on its back."
690,,legends-za,legends-za,en,"Camouflaged as rotten kelp, this Pokémon sprays liquid poison to take down prey that approach unawares."
705,,legends-za,legends-za,en,"Its four horns are a high-performance radar system. It uses them to sense sounds and smells, rather than using ears or a nose."
705,sliggoo-hisui,legends-za,legends-za,en,The iron in Sliggoo's drinking water turned its shell metallic. The Pokémon doesn't come out of its shell on sunny days.
80,,legends-za,legends-za,en,An attached Shellder won't let go because of the tasty flavor that oozes out of Slowbro's tail.
80,slowbro-galar,legends-za,legends-za,en,"A Shellder bite set off a chemical reaction with the spices inside Slowbro's body, causing Slowbro to become a Poison-type Pokémon."
80,slowbro-mega,legends-za,legends-za,en,"When bathed in the energy of Mega Evolution, Shellder converts into impregnable armor. There is virtually no change in Slowpoke."
199,,legends-za,legends-za,en,"It has incredible intellect and intuition. Whatever the situation, it remains calm and collected."
199,slowking-galar,legends-za,legends-za,en,A combination of toxins and the shock of evolving has increased Shellder's intelligence to the point that Shellder now controls Slowking.
79,,legends-za,legends-za,en,"It lazes vacantly near water. If something bites its tail, it won't even notice for a whole day."
79,slowpoke-galar,legends-za,legends-za,en,"Although this Pokémon is normally zoned out, its expression abruptly sharpens on occasion. The cause for this seems to lie in Slowpoke's diet."
685,,legends-za,legends-za,en,It can distinguish the faintest of scents. It puts its sensitive sense of smell to use by helping pastry chefs in their work.
361,,legends-za,legends-za,en,"In some snowy lands, certain folklore says a house will prosper if a Snorunt lives there."
459,,legends-za,legends-za,en,"In the spring, it grows berries with the texture of frozen treats around its belly."
665,,legends-za,legends-za,en,"It lives hidden within thicket shadows. When predators attack, it bristles the fur covering its body in an effort to threaten them."
167,,legends-za,legends-za,en,It spins a web using fine yet durable thread. It then waits patiently for prey to be trapped.
325,,legends-za,legends-za,en,"It bounces constantly, using its tail like a spring. The vibrations from this bouncing make its heart beat."
682,,legends-za,legends-za,en,"In the past, rather than using perfume, royal ladies carried a Spritzee that would waft a fragrance they liked."
931,squawkabilly-blue-plumage,legends-za,legends-za,en,"Squawkabilly with blue plumage are the second most populous variety after their green counterparts, which they view as foes."
931,,legends-za,legends-za,en,Squawkabilly form flocks based on the color of their plumage. Green ones are abundant because their coloration is more likely to be passed down.
931,squawkabilly-white-plumage,legends-za,legends-za,en,"This is the least populous variety of Squawkabilly. They don't like conflict, but when they have to fight, they do so valiantly and resolutely."
931,squawkabilly-yellow-plumage,legends-za,legends-za,en,Squawkabilly with yellow plumage grew increasingly aggressive in order to be taken seriously by the more populous varieties.
7,,legends-za,legends-za,en,"It hides in its shell to protect itself, then strikes back with spouts of water at every opportunity."
398,,legends-za,legends-za,en,The muscles in its wings and legs are strong. It can easily fly while gripping a small Pokémon.
398,staraptor-mega,legends-za,legends-za,en,Mega Staraptor is a top-class flier. It can easily soar through the sky while gripping a Steelix that weighs more than 880 lbs.
397,,legends-za,legends-za,en,Their habitats include forests and fields. Territorial squabbles occur whenever flocks happen to meet.
396,,legends-za,legends-za,en,"They flock in great numbers. Though small, they flap their wings with great power."
121,,legends-za,legends-za,en,At the center of its body is a red core that sends mysterious radio signals into the night sky.
121,starmie-mega,legends-za,legends-za,en,Its movements have become more humanlike. Whether it's simply trying to communicate or wants to supplant humanity is unclear.
120,,legends-za,legends-za,en,"Even if its body is torn, it can regenerate as long as the glowing central core remains intact."
208,,legends-za,legends-za,en,It chews its way through boulders with its sturdy jaws. Its eyes can see in the darkness underground.
208,steelix-mega,legends-za,legends-za,en,"To protect itself from opponents' attacks, it uses magnetism to control pieces of its hard outer shell that have flaked off."
618,,legends-za,legends-za,en,"It conceals itself in the mud of the seashore. Then it waits. When prey touch it, it delivers a jolt of electricity."
618,stunfisk-galar,legends-za,legends-za,en,Living in mud with a high iron content has given it a strong steel body.
333,,legends-za,legends-za,en,"For some reason, it likes to land on people's heads softly and act like it's a hat."
317,,legends-za,legends-za,en,It swallows anything whole. It douses foes with the highly toxic fluid it secretes from its follicles.
260,,legends-za,legends-za,en,This Pokémon is so strong that it can tow a large ship while it swims. It bashes down foes with a single swing of its thick arms.
260,swampert-mega,legends-za,legends-za,en,"The water within its body further strengthens its already enlarged muscles, using the same principles as a hydraulic pump."
684,,legends-za,legends-za,en,"To entangle and immobilize its opponents in battle, it extrudes white threads as sweet and sticky as cotton candy."
700,,legends-za,legends-za,en,It wraps its ribbonlike feelers around the arm of its beloved Trainer and walks with them.
663,,legends-za,legends-za,en,"In the fever of an exciting battle, it showers embers from the gaps between its feathers as it flies."
978,,legends-za,legends-za,en,Tatsugiri will battle furiously among themselves to determine which of them will get to partner with a particular Dondozo.
978,tatsugiri-droopy,legends-za,legends-za,en,"Even if swallowed by a foe, Tatsugiri will try to make its escape through various means, such as by inflating its throat sac."
978,tatsugiri-curly-mega,legends-za,legends-za,en,"Tatsugiri's brain has been invigorated by Mega Evolution, making it even wilier. It can create and command copies of itself."
978,tatsugiri-droopy-mega,legends-za,legends-za,en,"It solidifies the energy of Mega Evolution, building up an overflowing pile to launch as projectiles. These projectiles explode on contact."
978,tatsugiri-stretchy-mega,legends-za,legends-za,en,"Using the energy of Mega Evolution, it creates a dish to ride upon, allowing it to move with total freedom-even through the air."
978,tatsugiri-stretchy,legends-za,legends-za,en,"Tatsugiri assesses situations using its sharp intellect. If it determines there is no hope of winning, it flees as fast as it can."
498,,legends-za,legends-za,en,It can deftly dodge its foe's attacks while shooting fireballs from its nose. It roasts berries before it eats them.
639,,legends-za,legends-za,en,It charges with enough force to break through a giant castle wall in one blow. This Pokémon is spoken of in legends.
828,,legends-za,legends-za,en,"This clever Pokémon marks potential targets with its scent, then follows its nose to locate their nests."
538,,legends-za,legends-za,en,They train strenuously in groups of five. Any member that can't keep up will discard its belt and leave the group.
957,,legends-za,legends-za,en,Tinkatink cobbles together a suitable hammer for itself using tools and metal fragments it finds in mines.
959,,legends-za,legends-za,en,A Tinkaton leader teaches the Tinkatink in its group the skills needed for pounding and shaping metal.
958,,legends-za,legends-za,en,"Tinkatuff sometimes come to human settlements, where they rummage through factories and warehouses to gather metal."
255,,legends-za,legends-za,en,"Torchic feels very warm to hug because a fire burns within it. It launches fireballs of over 1,800 degrees F."
158,,legends-za,legends-za,en,It is small but rough and tough. It won't hesitate to take a bite out of anything that moves.
848,,legends-za,legends-za,en,"It manipulates the chemical makeup of its poison to produce electricity. The wattage is weak, but it can cause a tingling numbness."
849,,legends-za,legends-za,en,"When Toxtricity claws at the protrusions on its chest to generate electricity, a sound like that of a guitar echoes through the air."
849,toxtricity-low-key,legends-za,legends-za,en,On its chest is an electricity-generating organ. A sound like that of a bass guitar echoes all around while this organ produces electricity.
252,,legends-za,legends-za,en,Treecko can quickly scale even vertical surfaces. It senses humidity with its tails to predict the next day's weather.
709,,legends-za,legends-za,en,"Using its roots as a nervous system, it controls the trees in the forest. It's kind to the Pokémon that reside in its body."
568,,legends-za,legends-za,en,The combination of garbage bags and industrial waste caused the chemical reaction that created this Pokémon.
602,,legends-za,legends-za,en,"One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock."
248,,legends-za,legends-za,en,"If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward."
248,tyranitar-mega,legends-za,legends-za,en,The effects of Mega Evolution make it more ferocious than ever. It's unclear whether it can even hear its Trainer's orders.
697,,legends-za,legends-za,en,This Pokémon behaved like a king 100 million years ago. Nothing could stop it.
696,,legends-za,legends-za,en,"This Pokémon was restored from a fossil. If something happens that it doesn't like, it throws a tantrum and runs wild."
197,,legends-za,legends-za,en,"The light of the moon changed Eevee's genetic structure. It lurks in the darkness, waiting for prey."
583,,legends-za,legends-za,en,"They cool down the surrounding air and create ice particles, which they use to freeze their foes."
582,,legends-za,legends-za,en,The temperature of their breath is −58 degrees Fahrenheit. They create snow crystals and make snow fall in the areas around them.
584,,legends-za,legends-za,en,"If both heads get angry simultaneously, this Pokémon expels a blizzard from its horn, burying everything in snow."
134,,legends-za,legends-za,en,It has evolved to be suited for an aquatic life. It can become invisible when it melts away into water.
543,,legends-za,legends-za,en,Its bite injects a venom potent enough to paralyze even the large bird Pokémon that try to prey on it.
3,,legends-za,legends-za,en,"After a rainy day, the flower on its back smells stronger. The scent attracts other Pokémon."
3,venusaur-mega,legends-za,legends-za,en,"In order to support its flower, which has grown larger due to Mega Evolution, its back and legs have become stronger."
71,,legends-za,legends-za,en,"Once taken into Victreebel's body, even the hardest object will be melted into nothing by the Pokémon's acid."
71,victreebel-mega,legends-za,legends-za,en,"The volume of this Pokémon's acid has increased due to Mega Evolution, filling its mouth. If it's not careful, the acid will overflow and spill out."
640,,legends-za,legends-za,en,"It confounds opponents with its quick movement, darting around them like a whirlwind as it carves them up mercilessly with its sharp horns."
