pokemon,version_group,method,move,level,order,mastery
sneasel,legends-arceus,level-up,slash,18,,28
sneasel,legends-arceus,level-up,poison-jab,25,,35
sneasel,legends-arceus,level-up,swords-dance,34,,45
sneasel,legends-arceus,level-up,blizzard,43,,54
sneasel,legends-arceus,tutor,false-swipe,0,,
sneasel,legends-arceus,tutor,rock-smash,0,,
sneasel,legends-arceus,tutor,aerial-ace,0,,
sneasel,legends-arceus,tutor,swift,0,,
sneasel,legends-arceus,tutor,calm-mind,0,,
sneasel,legends-arceus,tutor,rest,0,,
sneasel,legends-arceus,tutor,ice-punch,0,,
sneasel,legends-arceus,tutor,poison-jab,0,,
sneasel,legends-arceus,tutor,psycho-cut,0,,
sneasel,legends-arceus,tutor,x-scissor,0,,
sneasel,legends-arceus,tutor,shadow-claw,0,,
sneasel,legends-arceus,tutor,iron-tail,0,,
sneasel,legends-arceus,tutor,icy-wind,0,,
sneasel,legends-arceus,tutor,shadow-ball,0,,
sneasel,legends-arceus,tutor,snarl,0,,
sneasel,legends-arceus,tutor,ice-beam,0,,
sneasel,legends-arceus,tutor,dark-pulse,0,,
teddiursa,legends-arceus,level-up,tackle,1,,10
teddiursa,legends-arceus,level-up,baby-doll-eyes,6,,15
teddiursa,legends-arceus,level-up,bulldoze,11,,20
teddiursa,legends-arceus,level-up,slash,18,,28
teddiursa,legends-arceus,level-up,play-rough,25,,35
teddiursa,legends-arceus,level-up,high-horsepower,34,,45
teddiursa,legends-arceus,level-up,double-edge,43,,54
ursaring,legends-arceus,level-up,tackle,1,,10
ursaring,legends-arceus,level-up,baby-doll-eyes,6,,15
ursaring,legends-arceus,level-up,bulldoze,11,,20
ursaring,legends-arceus,level-up,slash,18,,28
ursaring,legends-arceus,level-up,play-rough,25,,35
ursaring,legends-arceus,level-up,high-horsepower,34,,45
ursaring,legends-arceus,level-up,double-edge,43,,54
swinub,legends-arceus,level-up,tackle,1,,10
swinub,legends-arceus,level-up,ice-shard,6,,15
swinub,legends-arceus,level-up,bulldoze,11,,20
swinub,legends-arceus,level-up,icicle-crash,18,,28
swinub,legends-arceus,level-up,high-horsepower,25,,35
swinub,legends-arceus,level-up,ancient-power,34,,45
swinub,legends-arceus,level-up,blizzard,43,,54
swinub,legends-arceus,level-up,double-edge,52,,64
piloswine,legends-arceus,level-up,tackle,1,,10
piloswine,legends-arceus,level-up,ice-shard,6,,15
piloswine,legends-arceus,level-up,bulldoze,11,,20
piloswine,legends-arceus,level-up,icicle-crash,18,,28
piloswine,legends-arceus,level-up,high-horsepower,25,,35
piloswine,legends-arceus,level-up,ancient-power,34,,45
piloswine,legends-arceus,level-up,blizzard,43,,54
piloswine,legends-arceus,level-up,double-edge,52,,64
remoraid,legends-arceus,level-up,bubble,1,,10
remoraid,legends-arceus,level-up,acid-spray,6,,15
remoraid,legends-arceus,level-up,charge-beam,11,,20
remoraid,legends-arceus,level-up,water-pulse,18,,28
remoraid,legends-arceus,level-up,ice-beam,25,,35
remoraid,legends-arceus,level-up,hydro-pump,34,,45
remoraid,legends-arceus,level-up,hyper-beam,43,,54
octillery,legends-arceus,level-up,octazooka,0,,28
octillery,legends-arceus,level-up,bubble,1,,10
octillery,legends-arceus,level-up,acid-spray,6,,15
octillery,legends-arceus,level-up,charge-beam,11,,20
octillery,legends-arceus,level-up,water-pulse,18,,28
octillery,legends-arceus,level-up,ice-beam,25,,35
octillery,legends-arceus,level-up,hydro-pump,34,,45
octillery,legends-arceus,level-up,hyper-beam,43,,54
mantine,legends-arceus,level-up,tackle,1,,9
mantine,legends-arceus,level-up,bubble,5,,14
mantine,legends-arceus,level-up,aerial-ace,9,,18
mantine,legends-arceus,level-up,water-pulse,15,,25
mantine,legends-arceus,level-up,air-slash,21,,31
mantine,legends-arceus,level-up,roost,29,,40
mantine,legends-arceus,level-up,hydro-pump,37,,48
mantine,legends-arceus,level-up,double-edge,47,,59
stantler,legends-arceus,level-up,tackle,1,,9
stantler,legends-arceus,level-up,confusion,5,,14
stantler,legends-arceus,level-up,hypnosis,9,,18
stantler,legends-arceus,level-up,calm-mind,15,,25
stantler,legends-arceus,level-up,psyshield-bash,21,,31
stantler,legends-arceus,level-up,extrasensory,29,,40
stantler,legends-arceus,level-up,zen-headbutt,37,,48
stantler,legends-arceus,level-up,double-edge,47,,59
elekid,legends-arceus,level-up,thunder-shock,1,,10
elekid,legends-arceus,level-up,quick-attack,6,,15
elekid,legends-arceus,level-up,spark,11,,20
elekid,legends-arceus,level-up,thunder-wave,18,,28
elekid,legends-arceus,level-up,thunder-punch,25,,35
elekid,legends-arceus,level-up,thunderbolt,34,,45
elekid,legends-arceus,level-up,thunder,43,,54
magby,legends-arceus,level-up,ember,1,,10
magby,legends-arceus,level-up,tackle,6,,15
magby,legends-arceus,level-up,flame-wheel,11,,20
magby,legends-arceus,level-up,poison-gas,18,,28
magby,legends-arceus,level-up,fire-punch,25,,35
magby,legends-arceus,level-up,flamethrower,34,,45
magby,legends-arceus,level-up,fire-blast,43,,54
blissey,legends-arceus,level-up,tackle,1,,10
blissey,legends-arceus,level-up,fairy-wind,6,,15
blissey,legends-arceus,level-up,baby-doll-eyes,11,,20
blissey,legends-arceus,level-up,draining-kiss,18,,28
blissey,legends-arceus,level-up,calm-mind,25,,35
blissey,legends-arceus,level-up,soft-boiled,34,,45
blissey,legends-arceus,level-up,double-edge,43,,54
wurmple,legends-arceus,level-up,poison-sting,1,,10
wurmple,legends-arceus,level-up,tackle,6,,15
silcoon,legends-arceus,level-up,iron-defense,0,,15
silcoon,legends-arceus,level-up,poison-sting,1,,10
silcoon,legends-arceus,level-up,tackle,6,,15
beautifly,legends-arceus,level-up,air-cutter,0,,15
beautifly,legends-arceus,level-up,poison-sting,1,,10
beautifly,legends-arceus,level-up,tackle,6,,15
beautifly,legends-arceus,level-up,iron-defense,6,,15
beautifly,legends-arceus,level-up,stun-spore,11,,20
beautifly,legends-arceus,level-up,silver-wind,18,,28
beautifly,legends-arceus,level-up,venoshock,25,,35
beautifly,legends-arceus,level-up,air-slash,34,,45
beautifly,legends-arceus,level-up,bug-buzz,43,,54
cascoon,legends-arceus,level-up,iron-defense,0,,15
cascoon,legends-arceus,level-up,poison-sting,1,,10
cascoon,legends-arceus,level-up,tackle,6,,15
dustox,legends-arceus,level-up,confusion,0,,15
dustox,legends-arceus,level-up,poison-sting,1,,10
dustox,legends-arceus,level-up,tackle,6,,15
dustox,legends-arceus,level-up,iron-defense,6,,15
dustox,legends-arceus,level-up,poison-powder,11,,20
dustox,legends-arceus,level-up,silver-wind,18,,28
dustox,legends-arceus,level-up,venoshock,25,,35
dustox,legends-arceus,level-up,extrasensory,34,,45
dustox,legends-arceus,level-up,bug-buzz,43,,54
ralts,legends-arceus,level-up,confusion,1,,10
ralts,legends-arceus,level-up,teleport,6,,15
ralts,legends-arceus,level-up,draining-kiss,11,,20
ralts,legends-arceus,level-up,hypnosis,18,,28
ralts,legends-arceus,level-up,calm-mind,25,,35
ralts,legends-arceus,level-up,psychic,34,,45
kirlia,legends-arceus,level-up,confusion,1,,10
kirlia,legends-arceus,level-up,teleport,6,,15
kirlia,legends-arceus,level-up,draining-kiss,11,,20
kirlia,legends-arceus,level-up,hypnosis,18,,28
kirlia,legends-arceus,level-up,calm-mind,25,,35
kirlia,legends-arceus,level-up,psychic,34,,45
gardevoir,legends-arceus,level-up,dazzling-gleam,0,,40
gardevoir,legends-arceus,level-up,confusion,1,,10
gardevoir,legends-arceus,level-up,teleport,6,,15
gardevoir,legends-arceus,level-up,draining-kiss,11,,20
gardevoir,legends-arceus,level-up,hypnosis,18,,28
gardevoir,legends-arceus,level-up,calm-mind,25,,35
gardevoir,legends-arceus,level-up,psychic,34,,45
gardevoir,legends-arceus,level-up,aura-sphere,40,,51
gardevoir,legends-arceus,level-up,moonblast,43,,54
gardevoir,legends-arceus,level-up,recover,52,,64
nosepass,legends-arceus,level-up,tackle,1,,10
nosepass,legends-arceus,level-up,thunder-wave,6,,15
nosepass,legends-arceus,level-up,spark,11,,20
nosepass,legends-arceus,level-up,iron-defense,18,,28
nosepass,legends-arceus,level-up,rock-slide,25,,35
nosepass,legends-arceus,level-up,power-gem,34,,45
nosepass,legends-arceus,level-up,earth-power,43,,54
roselia,legends-arceus,level-up,poison-sting,1,,10
roselia,legends-arceus,level-up,absorb,6,,15
roselia,legends-arceus,level-up,poison-powder,11,,20
roselia,legends-arceus,level-up,stun-spore,18,,28
roselia,legends-arceus,level-up,venoshock,25,,35
roselia,legends-arceus,level-up,poison-jab,34,,45
roselia,legends-arceus,level-up,energy-ball,43,,54
roselia,legends-arceus,level-up,petal-dance,52,,64
barboach,legends-arceus,level-up,mud-slap,1,,10
barboach,legends-arceus,level-up,water-pulse,6,,15
barboach,legends-arceus,level-up,mud-bomb,11,,20
barboach,legends-arceus,level-up,rest,18,,28
barboach,legends-arceus,level-up,zen-headbutt,25,,35
barboach,legends-arceus,level-up,aqua-tail,34,,45
barboach,legends-arceus,level-up,earth-power,43,,54
whiscash,legends-arceus,level-up,mud-slap,1,,10
whiscash,legends-arceus,level-up,water-pulse,6,,15
whiscash,legends-arceus,level-up,mud-bomb,11,,20
whiscash,legends-arceus,level-up,rest,18,,28
whiscash,legends-arceus,level-up,zen-headbutt,25,,35
whiscash,legends-arceus,level-up,aqua-tail,34,,45
whiscash,legends-arceus,level-up,earth-power,43,,54
duskull,legends-arceus,level-up,absorb,1,,10
duskull,legends-arceus,level-up,shadow-sneak,6,,15
duskull,legends-arceus,level-up,hex,11,,20
duskull,legends-arceus,level-up,leech-life,18,,28
duskull,legends-arceus,level-up,dark-pulse,25,,35
duskull,legends-arceus,level-up,shadow-ball,34,,45
duskull,legends-arceus,level-up,psychic,43,,54
dusclops,legends-arceus,level-up,absorb,1,,10
dusclops,legends-arceus,level-up,shadow-sneak,6,,15
dusclops,legends-arceus,level-up,hex,11,,20
dusclops,legends-arceus,level-up,leech-life,18,,28
dusclops,legends-arceus,level-up,dark-pulse,25,,35
dusclops,legends-arceus,level-up,shadow-ball,34,,45
dusclops,legends-arceus,level-up,psychic,43,,54
chimecho,legends-arceus,level-up,tackle,1,,10
chimecho,legends-arceus,level-up,confusion,6,,15
chimecho,legends-arceus,level-up,ominous-wind,11,,20
chimecho,legends-arceus,level-up,hypnosis,18,,28
chimecho,legends-arceus,level-up,extrasensory,25,,35
chimecho,legends-arceus,level-up,recover,34,,45
chimecho,legends-arceus,level-up,double-edge,43,,54
snorunt,legends-arceus,level-up,powder-snow,1,,10
snorunt,legends-arceus,level-up,ice-shard,6,,15
snorunt,legends-arceus,level-up,bite,11,,20
snorunt,legends-arceus,level-up,ice-fang,18,,28
snorunt,legends-arceus,level-up,crunch,25,,35
snorunt,legends-arceus,level-up,icicle-crash,34,,45
snorunt,legends-arceus,level-up,blizzard,43,,54
glalie,legends-arceus,level-up,ice-ball,1,,10
glalie,legends-arceus,level-up,powder-snow,1,,10
glalie,legends-arceus,level-up,ice-shard,6,,15
glalie,legends-arceus,level-up,bite,11,,20
glalie,legends-arceus,level-up,ice-fang,18,,28
glalie,legends-arceus,level-up,crunch,25,,35
glalie,legends-arceus,level-up,icicle-crash,34,,45
glalie,legends-arceus,level-up,blizzard,43,,54
spheal,legends-arceus,level-up,rollout,1,,10
spheal,legends-arceus,level-up,powder-snow,6,,15
spheal,legends-arceus,level-up,water-pulse,11,,20
spheal,legends-arceus,level-up,rest,18,,28
spheal,legends-arceus,level-up,liquidation,25,,35
spheal,legends-arceus,level-up,ice-beam,34,,45
spheal,legends-arceus,level-up,blizzard,43,,54
sealeo,legends-arceus,level-up,rollout,1,,10
sealeo,legends-arceus,level-up,powder-snow,6,,15
sealeo,legends-arceus,level-up,water-pulse,11,,20
sealeo,legends-arceus,level-up,rest,18,,28
sealeo,legends-arceus,level-up,liquidation,25,,35
sealeo,legends-arceus,level-up,ice-beam,34,,45
sealeo,legends-arceus,level-up,blizzard,43,,54
walrein,legends-arceus,level-up,rollout,1,,10
walrein,legends-arceus,level-up,powder-snow,6,,15
walrein,legends-arceus,level-up,water-pulse,11,,20
walrein,legends-arceus,level-up,rest,18,,28
walrein,legends-arceus,level-up,liquidation,25,,35
walrein,legends-arceus,level-up,ice-beam,34,,45
walrein,legends-arceus,level-up,blizzard,43,,54
turtwig,legends-arceus,level-up,tackle,1,,10
turtwig,legends-arceus,level-up,leafage,6,,15
turtwig,legends-arceus,level-up,bite,11,,20
turtwig,legends-arceus,level-up,bulldoze,18,,28
turtwig,legends-arceus,level-up,sleep-powder,25,,35
turtwig,legends-arceus,level-up,leaf-blade,34,,45
turtwig,legends-arceus,level-up,double-edge,43,,54
grotle,legends-arceus,level-up,tackle,1,,10
grotle,legends-arceus,level-up,leafage,6,,15
grotle,legends-arceus,level-up,bite,11,,20
grotle,legends-arceus,level-up,bulldoze,18,,28
grotle,legends-arceus,level-up,sleep-powder,25,,35
grotle,legends-arceus,level-up,leaf-blade,34,,45
grotle,legends-arceus,level-up,double-edge,43,,54
torterra,legends-arceus,level-up,tackle,1,,10
torterra,legends-arceus,level-up,leafage,6,,15
torterra,legends-arceus,level-up,bite,11,,20
torterra,legends-arceus,level-up,bulldoze,18,,28
torterra,legends-arceus,level-up,sleep-powder,25,,35
torterra,legends-arceus,level-up,leaf-blade,34,,45
torterra,legends-arceus,level-up,double-edge,43,,54
torterra,legends-arceus,level-up,wood-hammer,52,,64
torterra,legends-arceus,level-up,headlong-rush,57,,71
chimchar,legends-arceus,level-up,tackle,1,,10
chimchar,legends-arceus,level-up,ember,6,,15
chimchar,legends-arceus,level-up,swift,11,,20
chimchar,legends-arceus,level-up,flame-wheel,18,,28
chimchar,legends-arceus,level-up,nasty-plot,25,,35
chimchar,legends-arceus,level-up,flamethrower,34,,45
chimchar,legends-arceus,level-up,double-edge,43,,54
monferno,legends-arceus,level-up,tackle,1,,10
monferno,legends-arceus,level-up,ember,6,,15
monferno,legends-arceus,level-up,swift,11,,20
monferno,legends-arceus,level-up,mach-punch,16,,24
monferno,legends-arceus,level-up,flame-wheel,18,,28
monferno,legends-arceus,level-up,nasty-plot,25,,35
monferno,legends-arceus,level-up,flamethrower,34,,45
monferno,legends-arceus,level-up,double-edge,43,,54
infernape,legends-arceus,level-up,tackle,1,,10
infernape,legends-arceus,level-up,ember,6,,15
infernape,legends-arceus,level-up,swift,11,,20
infernape,legends-arceus,level-up,mach-punch,16,,24
infernape,legends-arceus,level-up,flame-wheel,18,,28
infernape,legends-arceus,level-up,nasty-plot,25,,35
infernape,legends-arceus,level-up,flamethrower,34,,45
infernape,legends-arceus,level-up,double-edge,43,,54
infernape,legends-arceus,level-up,raging-fury,46,,58
infernape,legends-arceus,level-up,flare-blitz,52,,64
infernape,legends-arceus,level-up,close-combat,57,,71
piplup,legends-arceus,level-up,tackle,1,,10
piplup,legends-arceus,level-up,bubble,6,,15
piplup,legends-arceus,level-up,aerial-ace,11,,20
piplup,legends-arceus,level-up,water-pulse,18,,28
piplup,legends-arceus,level-up,roost,25,,35
piplup,legends-arceus,level-up,liquidation,34,,45
piplup,legends-arceus,level-up,double-edge,43,,54
prinplup,legends-arceus,level-up,tackle,1,,10
prinplup,legends-arceus,level-up,bubble,6,,15
prinplup,legends-arceus,level-up,aerial-ace,11,,20
prinplup,legends-arceus,level-up,water-pulse,18,,28
prinplup,legends-arceus,level-up,roost,25,,35
prinplup,legends-arceus,level-up,liquidation,34,,45
prinplup,legends-arceus,level-up,double-edge,43,,54
empoleon,legends-arceus,level-up,flash-cannon,0,,45
empoleon,legends-arceus,level-up,tackle,1,,10
empoleon,legends-arceus,level-up,bubble,6,,15
empoleon,legends-arceus,level-up,aerial-ace,11,,20
empoleon,legends-arceus,level-up,water-pulse,18,,28
empoleon,legends-arceus,level-up,roost,25,,35
empoleon,legends-arceus,level-up,liquidation,34,,45
empoleon,legends-arceus,level-up,double-edge,43,,54
empoleon,legends-arceus,level-up,hydro-pump,52,,64
empoleon,legends-arceus,level-up,wave-crash,57,,71
starly,legends-arceus,level-up,gust,1,,9
starly,legends-arceus,level-up,quick-attack,5,,14
starly,legends-arceus,level-up,aerial-ace,9,,18
starly,legends-arceus,level-up,air-slash,15,,25
starly,legends-arceus,level-up,roost,21,,31
starly,legends-arceus,level-up,double-edge,29,,40
starly,legends-arceus,level-up,brave-bird,37,,48
starly,legends-arceus,level-up,giga-impact,47,,59
staravia,legends-arceus,level-up,gust,1,,9
staravia,legends-arceus,level-up,quick-attack,5,,14
staravia,legends-arceus,level-up,aerial-ace,9,,18
staravia,legends-arceus,level-up,air-slash,15,,25
staravia,legends-arceus,level-up,roost,21,,31
staravia,legends-arceus,level-up,double-edge,29,,40
staravia,legends-arceus,level-up,brave-bird,37,,48
staravia,legends-arceus,level-up,giga-impact,47,,59
staraptor,legends-arceus,level-up,close-combat,0,,48
staraptor,legends-arceus,level-up,gust,1,,9
staraptor,legends-arceus,level-up,quick-attack,5,,14
staraptor,legends-arceus,level-up,aerial-ace,9,,18
staraptor,legends-arceus,level-up,air-slash,15,,25
staraptor,legends-arceus,level-up,roost,21,,31
staraptor,legends-arceus,level-up,double-edge,29,,40
staraptor,legends-arceus,level-up,brave-bird,37,,48
staraptor,legends-arceus,level-up,giga-impact,47,,59
bidoof,legends-arceus,level-up,rollout,1,,9
bidoof,legends-arceus,level-up,tackle,5,,14
bidoof,legends-arceus,level-up,bite,10,,19
bidoof,legends-arceus,level-up,rest,16,,26
bidoof,legends-arceus,level-up,crunch,23,,33
bidoof,legends-arceus,level-up,swords-dance,31,,42
bidoof,legends-arceus,level-up,double-edge,40,,52
bibarel,legends-arceus,level-up,water-pulse,0,,19
bibarel,legends-arceus,level-up,rollout,1,,9
bibarel,legends-arceus,level-up,tackle,5,,14
bibarel,legends-arceus,level-up,bite,10,,19
bibarel,legends-arceus,level-up,rest,16,,26
bibarel,legends-arceus,level-up,crunch,23,,33
bibarel,legends-arceus,level-up,aqua-tail,23,,33
bibarel,legends-arceus,level-up,swords-dance,31,,42
bibarel,legends-arceus,level-up,double-edge,40,,52
kricketot,legends-arceus,level-up,absorb,1,,9
kricketot,legends-arceus,level-up,tackle,5,,14
kricketune,legends-arceus,level-up,absorb,1,,9
kricketune,legends-arceus,level-up,tackle,5,,14
kricketune,legends-arceus,level-up,aerial-ace,9,,18
kricketune,legends-arceus,level-up,slash,15,,25
kricketune,legends-arceus,level-up,night-slash,21,,31
kricketune,legends-arceus,level-up,x-scissor,29,,40
kricketune,legends-arceus,level-up,swords-dance,37,,48
kricketune,legends-arceus,level-up,bug-buzz,47,,59
shinx,legends-arceus,level-up,quick-attack,1,,9
shinx,legends-arceus,level-up,thunder-shock,5,,14
shinx,legends-arceus,level-up,bite,9,,18
shinx,legends-arceus,level-up,thunder-fang,15,,25
shinx,legends-arceus,level-up,thunder-wave,21,,31
shinx,legends-arceus,level-up,crunch,29,,40
shinx,legends-arceus,level-up,wild-charge,37,,48
shinx,legends-arceus,level-up,thunder,47,,59
luxio,legends-arceus,level-up,quick-attack,1,,9
luxio,legends-arceus,level-up,thunder-shock,5,,14
luxio,legends-arceus,level-up,bite,9,,18
luxio,legends-arceus,level-up,thunder-fang,15,,25
luxio,legends-arceus,level-up,thunder-wave,21,,31
luxio,legends-arceus,level-up,crunch,29,,40
luxio,legends-arceus,level-up,wild-charge,37,,48
luxio,legends-arceus,level-up,thunder,47,,59
luxray,legends-arceus,level-up,quick-attack,1,,9
luxray,legends-arceus,level-up,thunder-shock,5,,14
luxray,legends-arceus,level-up,bite,9,,18
luxray,legends-arceus,level-up,thunder-fang,15,,25
luxray,legends-arceus,level-up,thunder-wave,21,,31
luxray,legends-arceus,level-up,crunch,29,,40
luxray,legends-arceus,level-up,wild-charge,37,,48
luxray,legends-arceus,level-up,thunder,47,,59
budew,legends-arceus,level-up,poison-sting,1,,10
budew,legends-arceus,level-up,absorb,6,,15
budew,legends-arceus,level-up,poison-powder,11,,20
budew,legends-arceus,level-up,stun-spore,18,,28
budew,legends-arceus,level-up,venoshock,25,,35
budew,legends-arceus,level-up,poison-jab,34,,45
budew,legends-arceus,level-up,energy-ball,43,,54
budew,legends-arceus,level-up,petal-dance,52,,64
roserade,legends-arceus,level-up,poison-sting,1,,10
roserade,legends-arceus,level-up,absorb,6,,15
roserade,legends-arceus,level-up,poison-powder,11,,20
roserade,legends-arceus,level-up,stun-spore,18,,28
roserade,legends-arceus,level-up,venoshock,25,,35
roserade,legends-arceus,level-up,poison-jab,34,,45
roserade,legends-arceus,level-up,energy-ball,43,,54
roserade,legends-arceus,level-up,petal-dance,52,,64
cranidos,legends-arceus,level-up,tackle,1,,9
cranidos,legends-arceus,level-up,ancient-power,5,,14
cranidos,legends-arceus,level-up,bite,9,,18
cranidos,legends-arceus,level-up,rock-slide,15,,25
cranidos,legends-arceus,level-up,iron-head,21,,31
cranidos,legends-arceus,level-up,crunch,29,,40
cranidos,legends-arceus,level-up,double-edge,37,,48
cranidos,legends-arceus,level-up,head-smash,47,,59
rampardos,legends-arceus,level-up,tackle,1,,9
rampardos,legends-arceus,level-up,ancient-power,5,,14
rampardos,legends-arceus,level-up,bite,9,,18
rampardos,legends-arceus,level-up,rock-slide,15,,25
rampardos,legends-arceus,level-up,iron-head,21,,31
rampardos,legends-arceus,level-up,crunch,29,,40
rampardos,legends-arceus,level-up,double-edge,37,,48
rampardos,legends-arceus,level-up,head-smash,47,,59
shieldon,legends-arceus,level-up,tackle,1,,9
shieldon,legends-arceus,level-up,ancient-power,5,,14
shieldon,legends-arceus,level-up,iron-defense,9,,18
shieldon,legends-arceus,level-up,rock-slide,15,,25
shieldon,legends-arceus,level-up,iron-head,21,,31
shieldon,legends-arceus,level-up,earth-power,29,,40
shieldon,legends-arceus,level-up,stealth-rock,37,,48
shieldon,legends-arceus,level-up,double-edge,47,,59
bastiodon,legends-arceus,level-up,tackle,1,,9
bastiodon,legends-arceus,level-up,ancient-power,5,,14
bastiodon,legends-arceus,level-up,iron-defense,9,,18
bastiodon,legends-arceus,level-up,rock-slide,15,,25
bastiodon,legends-arceus,level-up,iron-head,21,,31
bastiodon,legends-arceus,level-up,earth-power,29,,40
bastiodon,legends-arceus,level-up,stealth-rock,37,,48
bastiodon,legends-arceus,level-up,double-edge,47,,59
burmy,legends-arceus,level-up,struggle-bug,1,,10
wormadam-plant,legends-arceus,level-up,struggle-bug,1,,10
wormadam-plant,legends-arceus,level-up,gust,6,,15
wormadam-plant,legends-arceus,level-up,confusion,11,,20
wormadam-plant,legends-arceus,level-up,silver-wind,18,,28
wormadam-plant,legends-arceus,level-up,energy-ball,25,,35
wormadam-plant,legends-arceus,level-up,psychic,34,,45
wormadam-plant,legends-arceus,level-up,bug-buzz,43,,54
wormadam-plant,legends-arceus,tutor,magical-leaf,0,,
wormadam-plant,legends-arceus,tutor,rest,0,,
wormadam-plant,legends-arceus,tutor,energy-ball,0,,
wormadam-plant,legends-arceus,tutor,shadow-ball,0,,
wormadam-plant,legends-arceus,tutor,giga-impact,0,,
wormadam-plant,legends-arceus,tutor,hyper-beam,0,,
wormadam-plant,legends-arceus,tutor,psychic,0,,
mothim,legends-arceus,level-up,struggle-bug,1,,10
mothim,legends-arceus,level-up,gust,6,,15
mothim,legends-arceus,level-up,confusion,11,,20
mothim,legends-arceus,level-up,silver-wind,18,,28
mothim,legends-arceus,level-up,air-slash,25,,35
mothim,legends-arceus,level-up,psychic,34,,45
mothim,legends-arceus,level-up,bug-buzz,43,,54
combee,legends-arceus,level-up,gust,1,,10
combee,legends-arceus,level-up,struggle-bug,6,,15
vespiquen,legends-arceus,level-up,gust,1,,10
vespiquen,legends-arceus,level-up,struggle-bug,6,,15
vespiquen,legends-arceus,level-up,pin-missile,11,,20
vespiquen,legends-arceus,level-up,silver-wind,18,,27
vespiquen,legends-arceus,level-up,slash,25,,35
vespiquen,legends-arceus,level-up,air-slash,29,,44
vespiquen,legends-arceus,level-up,power-gem,34,,45
vespiquen,legends-arceus,level-up,bug-buzz,43,,54
vespiquen,legends-arceus,level-up,recover,52,,64
pachirisu,legends-arceus,level-up,quick-attack,1,,9
pachirisu,legends-arceus,level-up,thunder-shock,5,,14
pachirisu,legends-arceus,level-up,bite,9,,18
pachirisu,legends-arceus,level-up,spark,15,,25
pachirisu,legends-arceus,level-up,baby-doll-eyes,21,,31
pachirisu,legends-arceus,level-up,crunch,29,,40
pachirisu,legends-arceus,level-up,thunder-wave,37,,48
pachirisu,legends-arceus,level-up,thunder,47,,59
buizel,legends-arceus,level-up,quick-attack,1,,10
buizel,legends-arceus,level-up,aqua-jet,6,,15
buizel,legends-arceus,level-up,swift,11,,20
buizel,legends-arceus,level-up,water-pulse,18,,28
buizel,legends-arceus,level-up,double-hit,25,,35
buizel,legends-arceus,level-up,aqua-tail,34,,45
buizel,legends-arceus,level-up,hydro-pump,43,,54
floatzel,legends-arceus,level-up,quick-attack,1,,10
floatzel,legends-arceus,level-up,aqua-jet,6,,15
floatzel,legends-arceus,level-up,swift,11,,20
floatzel,legends-arceus,level-up,water-pulse,18,,28
floatzel,legends-arceus,level-up,double-hit,25,,35
floatzel,legends-arceus,level-up,crunch,30,,41
floatzel,legends-arceus,level-up,aqua-tail,34,,45
floatzel,legends-arceus,level-up,hydro-pump,43,,54
cherubi,legends-arceus,level-up,absorb,1,,9
cherubi,legends-arceus,level-up,tackle,5,,14
cherubi,legends-arceus,level-up,stun-spore,9,,18
cherubi,legends-arceus,level-up,draining-kiss,15,,25
cherubi,legends-arceus,level-up,energy-ball,21,,31
cherubi,legends-arceus,level-up,sleep-powder,29,,40
cherubi,legends-arceus,level-up,double-edge,37,,48
cherubi,legends-arceus,level-up,petal-dance,47,,59
cherrim,legends-arceus,level-up,absorb,1,,9
cherrim,legends-arceus,level-up,tackle,5,,14
cherrim,legends-arceus,level-up,stun-spore,9,,18
cherrim,legends-arceus,level-up,draining-kiss,15,,25
cherrim,legends-arceus,level-up,energy-ball,21,,31
cherrim,legends-arceus,level-up,sleep-powder,29,,40
cherrim,legends-arceus,level-up,double-edge,37,,48
cherrim,legends-arceus,level-up,petal-dance,47,,59
shellos,legends-arceus,level-up,mud-slap,1,,9
shellos,legends-arceus,level-up,tackle,5,,14
shellos,legends-arceus,level-up,water-pulse,9,,18
shellos,legends-arceus,level-up,ancient-power,15,,25
shellos,legends-arceus,level-up,mud-bomb,21,,31
shellos,legends-arceus,level-up,earth-power,29,,40
shellos,legends-arceus,level-up,recover,37,,48
shellos,legends-arceus,level-up,hydro-pump,47,,59
gastrodon,legends-arceus,level-up,mud-slap,1,,9
gastrodon,legends-arceus,level-up,tackle,5,,14
gastrodon,legends-arceus,level-up,water-pulse,9,,18
gastrodon,legends-arceus,level-up,ancient-power,15,,25
gastrodon,legends-arceus,level-up,mud-bomb,21,,31
gastrodon,legends-arceus,level-up,earth-power,29,,40
gastrodon,legends-arceus,level-up,recover,37,,48
gastrodon,legends-arceus,level-up,hydro-pump,47,,59
ambipom,legends-arceus,level-up,quick-attack,1,,10
ambipom,legends-arceus,level-up,nasty-plot,6,,15
ambipom,legends-arceus,level-up,swift,11,,20
ambipom,legends-arceus,level-up,mud-bomb,18,,28
ambipom,legends-arceus,level-up,double-hit,25,,35
ambipom,legends-arceus,level-up,iron-tail,34,,45
ambipom,legends-arceus,level-up,double-edge,43,,54
drifloon,legends-arceus,level-up,confusion,1,,9
drifloon,legends-arceus,level-up,hypnosis,5,,14
drifloon,legends-arceus,level-up,astonish,9,,18
drifloon,legends-arceus,level-up,calm-mind,15,,25
drifloon,legends-arceus,level-up,hex,21,,31
drifloon,legends-arceus,level-up,mystical-fire,25,,35
drifloon,legends-arceus,level-up,extrasensory,29,,40
drifloon,legends-arceus,level-up,shadow-ball,37,,48
