id,version_group,version,location_area,pokemon,method,slot,rarity,min_level,max_level,conditions,min_perfect_ivs,always_shiny,never_shiny,is_alpha
16869,heartgold-soulsilver,heartgold,269,dodrio,walk,10,4,43,43,time-day,,,,
16870,heartgold-soulsilver,heartgold,269,sneasel,walk,10,4,43,43,time-night,,,,
16871,heartgold-soulsilver,heartgold,269,doduo,walk,11,1,41,41,time-morning,,,,
16872,heartgold-soulsilver,heartgold,269,doduo,walk,11,1,41,41,time-day,,,,
16873,heartgold-soulsilver,heartgold,269,sneasel,walk,11,1,41,41,time-night,,,,
16874,heartgold-soulsilver,heartgold,269,dodrio,walk,12,1,43,43,time-morning,,,,
16875,heartgold-soulsilver,heartgold,269,dodrio,walk,12,1,43,43,time-day,,,,
16876,heartgold-soulsilver,heartgold,269,sneasel,walk,12,1,43,43,time-night,,,,
16877,heartgold-soulsilver,heartgold,269,poliwhirl,surf,1,60,30,40,,,,,
16878,heartgold-soulsilver,heartgold,269,poliwhirl,surf,2,30,35,45,,,,,
16879,heartgold-soulsilver,heartgold,269,poliwag,surf,3,5,30,40,,,,,
16880,heartgold-soulsilver,heartgold,269,poliwag,surf,4,4,30,40,,,,,
16881,heartgold-soulsilver,heartgold,269,poliwhirl,surf,5,1,48,48,,,,,
16882,heartgold-soulsilver,heartgold,269,magikarp,old-rod,1,40,10,10,,,,,
16883,heartgold-soulsilver,heartgold,269,magikarp,old-rod,2,30,10,10,,,,,
16884,heartgold-soulsilver,heartgold,269,magikarp,old-rod,3,15,10,10,,,,,
16885,heartgold-soulsilver,heartgold,269,poliwag,old-rod,4,10,10,10,,,,,
16886,heartgold-soulsilver,heartgold,269,poliwag,old-rod,5,5,10,10,,,,,
16887,heartgold-soulsilver,heartgold,269,magikarp,good-rod,1,40,20,20,,,,,
16888,heartgold-soulsilver,heartgold,269,poliwag,good-rod,2,30,20,20,,,,,
16889,heartgold-soulsilver,heartgold,269,poliwag,good-rod,3,15,20,20,,,,,
16891,heartgold-soulsilver,heartgold,269,poliwag,good-rod,4,10,20,20,,,,,
16893,heartgold-soulsilver,heartgold,269,poliwag,good-rod,5,5,20,20,,,,,
16894,heartgold-soulsilver,heartgold,269,poliwag,super-rod,1,40,40,40,,,,,
16896,heartgold-soulsilver,heartgold,269,poliwag,super-rod,2,30,40,40,,,,,
16898,heartgold-soulsilver,heartgold,269,magikarp,super-rod,3,15,40,40,,,,,
16899,heartgold-soulsilver,heartgold,269,poliwag,super-rod,4,10,40,40,,,,,
16901,heartgold-soulsilver,heartgold,269,magikarp,super-rod,5,5,40,40,,,,,
16902,heartgold-soulsilver,heartgold,270,onix,walk,1,20,42,42,,,,,
16903,heartgold-soulsilver,heartgold,270,donphan,walk,2,20,44,44,,,,,
16905,heartgold-soulsilver,heartgold,270,onix,walk,3,10,42,42,radio-off,,,,
16906,heartgold-soulsilver,heartgold,270,absol,walk,3,10,42,42,radio-hoenn,,,,
16907,heartgold-soulsilver,heartgold,270,bronzor,walk,3,10,42,42,radio-sinnoh,,,,
16908,heartgold-soulsilver,heartgold,270,donphan,walk,4,10,44,44,radio-off,,,,
16909,heartgold-soulsilver,heartgold,270,absol,walk,4,10,44,44,radio-hoenn,,,,
16910,heartgold-soulsilver,heartgold,270,bronzor,walk,4,10,44,44,radio-sinnoh,,,,
16911,heartgold-soulsilver,heartgold,270,phanpy,walk,5,10,43,43,radio-off,,,,
16912,heartgold-soulsilver,heartgold,270,makuhita,walk,5,10,43,43,radio-hoenn,,,,
16913,heartgold-soulsilver,heartgold,270,chingling,walk,5,10,43,43,radio-sinnoh,,,,
16914,heartgold-soulsilver,heartgold,270,graveler,walk,6,10,43,43,radio-off,,,,
16915,heartgold-soulsilver,heartgold,270,makuhita,walk,6,10,43,43,radio-hoenn,,,,
16916,heartgold-soulsilver,heartgold,270,chingling,walk,6,10,43,43,radio-sinnoh,,,,
16917,heartgold-soulsilver,heartgold,270,graveler,walk,7,5,42,42,,,,,
16918,heartgold-soulsilver,heartgold,270,graveler,walk,8,5,41,41,,,,,
16919,heartgold-soulsilver,heartgold,270,golbat,walk,9,4,45,45,,,,,
16920,heartgold-soulsilver,heartgold,270,larvitar,walk,10,4,20,20,,,,,
16921,heartgold-soulsilver,heartgold,270,golbat,walk,11,1,45,45,,,,,
16922,heartgold-soulsilver,heartgold,270,larvitar,walk,12,1,15,15,,,,,
16923,heartgold-soulsilver,heartgold,270,seaking,surf,1,60,30,40,,,,,
16924,heartgold-soulsilver,heartgold,270,seaking,surf,2,30,35,45,,,,,
16925,heartgold-soulsilver,heartgold,270,goldeen,surf,3,5,30,40,,,,,
16926,heartgold-soulsilver,heartgold,270,goldeen,surf,4,4,30,40,,,,,
16927,heartgold-soulsilver,heartgold,270,seaking,surf,5,1,50,50,,,,,
16928,heartgold-soulsilver,heartgold,270,magikarp,old-rod,1,40,10,10,,,,,
16929,heartgold-soulsilver,heartgold,270,magikarp,old-rod,2,30,10,10,,,,,
16930,heartgold-soulsilver,heartgold,270,magikarp,old-rod,3,15,10,10,,,,,
16931,heartgold-soulsilver,heartgold,270,goldeen,old-rod,4,10,10,10,,,,,
16932,heartgold-soulsilver,heartgold,270,goldeen,old-rod,5,5,10,10,,,,,
16933,heartgold-soulsilver,heartgold,270,magikarp,good-rod,1,40,20,20,,,,,
16934,heartgold-soulsilver,heartgold,270,goldeen,good-rod,2,30,20,20,,,,,
16935,heartgold-soulsilver,heartgold,270,seaking,good-rod,3,15,20,20,,,,,
16937,heartgold-soulsilver,heartgold,270,magikarp,good-rod,4,10,20,20,time-morning,,,,
16938,heartgold-soulsilver,heartgold,270,magikarp,good-rod,4,10,20,20,time-day,,,,
16939,heartgold-soulsilver,heartgold,270,gyarados,good-rod,4,10,20,20,time-night,,,,
16940,heartgold-soulsilver,heartgold,270,seaking,good-rod,5,5,20,20,,,,,
16941,heartgold-soulsilver,heartgold,270,gyarados,super-rod,1,40,40,40,,,,,
16943,heartgold-soulsilver,heartgold,270,seaking,super-rod,2,30,40,40,time-morning,,,,
16944,heartgold-soulsilver,heartgold,270,seaking,super-rod,2,30,40,40,time-day,,,,
16945,heartgold-soulsilver,heartgold,270,gyarados,super-rod,2,30,40,40,time-night,,,,
16947,heartgold-soulsilver,heartgold,270,seaking,super-rod,3,15,40,40,,,,,
16949,heartgold-soulsilver,heartgold,270,gyarados,super-rod,4,10,40,40,,,,,
16951,heartgold-soulsilver,heartgold,270,seaking,super-rod,5,5,40,40,,,,,
16953,heartgold-soulsilver,heartgold,271,golbat,walk,1,20,51,51,,,,,
16954,heartgold-soulsilver,heartgold,271,onix,walk,2,20,48,48,,,,,
16956,heartgold-soulsilver,heartgold,271,golbat,walk,3,10,51,51,radio-off,,,,
16957,heartgold-soulsilver,heartgold,271,absol,walk,3,10,51,51,radio-hoenn,,,,
16958,heartgold-soulsilver,heartgold,271,bronzor,walk,3,10,51,51,radio-sinnoh,,,,
16959,heartgold-soulsilver,heartgold,271,onix,walk,4,10,48,48,radio-off,,,,
16960,heartgold-soulsilver,heartgold,271,absol,walk,4,10,48,48,radio-hoenn,,,,
16961,heartgold-soulsilver,heartgold,271,bronzor,walk,4,10,48,48,radio-sinnoh,,,,
16962,heartgold-soulsilver,heartgold,271,phanpy,walk,5,10,48,48,radio-off,,,,
16963,heartgold-soulsilver,heartgold,271,makuhita,walk,5,10,48,48,radio-hoenn,,,,
16964,heartgold-soulsilver,heartgold,271,chingling,walk,5,10,48,48,radio-sinnoh,,,,
16965,heartgold-soulsilver,heartgold,271,golbat,walk,6,10,48,48,radio-off,,,,
16966,heartgold-soulsilver,heartgold,271,makuhita,walk,6,10,48,48,radio-hoenn,,,,
16967,heartgold-soulsilver,heartgold,271,chingling,walk,6,10,48,48,radio-sinnoh,,,,
16968,heartgold-soulsilver,heartgold,271,donphan,walk,7,5,50,50,,,,,
16969,heartgold-soulsilver,heartgold,271,donphan,walk,8,5,50,50,,,,,
16970,heartgold-soulsilver,heartgold,271,golduck,walk,9,4,51,51,,,,,
16971,heartgold-soulsilver,heartgold,271,larvitar,walk,10,4,20,20,,,,,
16972,heartgold-soulsilver,heartgold,271,golduck,walk,11,1,51,51,,,,,
16973,heartgold-soulsilver,heartgold,271,larvitar,walk,12,1,15,15,,,,,
16974,heartgold-soulsilver,heartgold,272,quagsire,walk,1,20,45,45,time-morning,,,,
16975,heartgold-soulsilver,heartgold,272,quagsire,walk,1,20,45,45,time-day,,,,
16976,heartgold-soulsilver,heartgold,272,misdreavus,walk,1,20,45,45,time-night,,,,
16978,heartgold-soulsilver,heartgold,272,golduck,walk,2,20,48,48,,,,,
16980,heartgold-soulsilver,heartgold,272,quagsire,walk,3,10,45,45,radio-off;time-morning,,,,
16981,heartgold-soulsilver,heartgold,272,quagsire,walk,3,10,45,45,radio-off;time-day,,,,
16982,heartgold-soulsilver,heartgold,272,misdreavus,walk,3,10,45,45,radio-off;time-night,,,,
16983,heartgold-soulsilver,heartgold,272,absol,walk,3,10,45,45,radio-hoenn,,,,
16984,heartgold-soulsilver,heartgold,272,bronzor,walk,3,10,45,45,radio-sinnoh,,,,
16985,heartgold-soulsilver,heartgold,272,phanpy,walk,4,10,46,46,radio-off,,,,
16986,heartgold-soulsilver,heartgold,272,absol,walk,4,10,46,46,radio-hoenn,,,,
16987,heartgold-soulsilver,heartgold,272,bronzor,walk,4,10,46,46,radio-sinnoh,,,,
16988,heartgold-soulsilver,heartgold,272,donphan,walk,5,10,48,48,radio-off,,,,
16989,heartgold-soulsilver,heartgold,272,makuhita,walk,5,10,48,48,radio-hoenn,,,,
16990,heartgold-soulsilver,heartgold,272,chingling,walk,5,10,48,48,radio-sinnoh,,,,
16991,heartgold-soulsilver,heartgold,272,donphan,walk,6,10,47,47,radio-off,,,,
16992,heartgold-soulsilver,heartgold,272,makuhita,walk,6,10,47,47,radio-hoenn,,,,
16993,heartgold-soulsilver,heartgold,272,chingling,walk,6,10,47,47,radio-sinnoh,,,,
16994,heartgold-soulsilver,heartgold,272,pupitar,walk,7,5,45,45,,,,,
16995,heartgold-soulsilver,heartgold,272,quagsire,walk,8,5,45,45,,,,,
16996,heartgold-soulsilver,heartgold,272,golbat,walk,9,4,48,48,,,,,
16997,heartgold-soulsilver,heartgold,272,larvitar,walk,10,4,20,20,,,,,
16998,heartgold-soulsilver,heartgold,272,golbat,walk,11,1,48,48,,,,,
16999,heartgold-soulsilver,heartgold,272,larvitar,walk,12,1,15,15,,,,,
17000,heartgold-soulsilver,heartgold,273,sneasel,walk,1,20,45,45,,,,,
17001,heartgold-soulsilver,heartgold,273,golduck,walk,2,20,48,48,,,,,
17003,heartgold-soulsilver,heartgold,273,quagsire,walk,3,10,45,45,radio-off,,,,
17004,heartgold-soulsilver,heartgold,273,absol,walk,3,10,45,45,radio-hoenn,,,,
17005,heartgold-soulsilver,heartgold,273,bronzor,walk,3,10,45,45,radio-sinnoh,,,,
17006,heartgold-soulsilver,heartgold,273,golduck,walk,4,10,48,48,radio-off;time-morning,,,,
17007,heartgold-soulsilver,heartgold,273,golduck,walk,4,10,48,48,radio-off;time-day,,,,
17008,heartgold-soulsilver,heartgold,273,misdreavus,walk,4,10,48,48,radio-off;time-night,,,,
17009,heartgold-soulsilver,heartgold,273,absol,walk,4,10,48,48,radio-hoenn,,,,
17010,heartgold-soulsilver,heartgold,273,bronzor,walk,4,10,48,48,radio-sinnoh,,,,
17011,heartgold-soulsilver,heartgold,273,donphan,walk,5,10,47,47,radio-off,,,,
17012,heartgold-soulsilver,heartgold,273,makuhita,walk,5,10,47,47,radio-hoenn,,,,
17013,heartgold-soulsilver,heartgold,273,chingling,walk,5,10,47,47,radio-sinnoh,,,,
17014,heartgold-soulsilver,heartgold,273,donphan,walk,6,10,47,47,radio-off,,,,
17015,heartgold-soulsilver,heartgold,273,makuhita,walk,6,10,47,47,radio-hoenn,,,,
17016,heartgold-soulsilver,heartgold,273,chingling,walk,6,10,47,47,radio-sinnoh,,,,
17017,heartgold-soulsilver,heartgold,273,larvitar,walk,7,5,30,30,,,,,
17018,heartgold-soulsilver,heartgold,273,quagsire,walk,8,5,45,45,time-morning,,,,
17019,heartgold-soulsilver,heartgold,273,quagsire,walk,8,5,45,45,time-day,,,,
17020,heartgold-soulsilver,heartgold,273,misdreavus,walk,8,5,45,45,time-night,,,,
17021,heartgold-soulsilver,heartgold,273,golbat,walk,9,4,48,48,,,,,
17022,heartgold-soulsilver,heartgold,273,larvitar,walk,10,4,20,20,,,,,
17023,heartgold-soulsilver,heartgold,273,golbat,walk,11,1,48,48,,,,,
17024,heartgold-soulsilver,heartgold,273,larvitar,walk,12,1,15,15,,,,,
17025,heartgold-soulsilver,heartgold,273,seaking,surf,1,60,30,40,,,,,
17026,heartgold-soulsilver,heartgold,273,seaking,surf,2,30,35,45,,,,,
17027,heartgold-soulsilver,heartgold,273,goldeen,surf,3,5,30,40,,,,,
17028,heartgold-soulsilver,heartgold,273,goldeen,surf,4,4,30,40,,,,,
17029,heartgold-soulsilver,heartgold,273,goldeen,surf,5,1,30,40,,,,,
17030,heartgold-soulsilver,heartgold,273,magikarp,old-rod,1,40,10,10,,,,,
17031,heartgold-soulsilver,heartgold,273,magikarp,old-rod,2,30,10,10,,,,,
17032,heartgold-soulsilver,heartgold,273,magikarp,old-rod,3,15,10,10,,,,,
17033,heartgold-soulsilver,heartgold,273,goldeen,old-rod,4,10,10,10,,,,,
17034,heartgold-soulsilver,heartgold,273,goldeen,old-rod,5,5,10,10,,,,,
17035,heartgold-soulsilver,heartgold,273,magikarp,good-rod,1,40,20,20,,,,,
17036,heartgold-soulsilver,heartgold,273,goldeen,good-rod,2,30,20,20,,,,,
17037,heartgold-soulsilver,heartgold,273,goldeen,good-rod,3,15,20,20,,,,,
17039,heartgold-soulsilver,heartgold,273,goldeen,good-rod,4,10,20,20,,,,,
17041,heartgold-soulsilver,heartgold,273,goldeen,good-rod,5,5,20,20,,,,,
17042,heartgold-soulsilver,heartgold,273,goldeen,super-rod,1,40,40,40,,,,,
17044,heartgold-soulsilver,heartgold,273,goldeen,super-rod,2,30,40,40,,,,,
17046,heartgold-soulsilver,heartgold,273,magikarp,super-rod,3,15,40,40,,,,,
17047,heartgold-soulsilver,heartgold,273,seaking,super-rod,4,10,40,40,,,,,
17049,heartgold-soulsilver,heartgold,273,magikarp,super-rod,5,5,40,40,,,,,
17050,heartgold-soulsilver,heartgold,275,rattata,walk,1,20,20,20,,,,,
17051,heartgold-soulsilver,heartgold,275,rattata,walk,2,20,20,20,,,,,
17052,heartgold-soulsilver,heartgold,275,rattata,walk,3,10,20,20,radio-off,,,,
17053,heartgold-soulsilver,heartgold,275,zigzagoon,walk,3,10,20,20,radio-hoenn,,,,
17054,heartgold-soulsilver,heartgold,275,bidoof,walk,3,10,20,20,radio-sinnoh,,,,
17055,heartgold-soulsilver,heartgold,275,rattata,walk,4,10,20,20,radio-off,,,,
17056,heartgold-soulsilver,heartgold,275,zigzagoon,walk,4,10,20,20,radio-hoenn,,,,
17057,heartgold-soulsilver,heartgold,275,bidoof,walk,4,10,20,20,radio-sinnoh,,,,
17058,heartgold-soulsilver,heartgold,275,rattata,walk,5,10,20,20,radio-off,,,,
17059,heartgold-soulsilver,heartgold,275,zigzagoon,walk,5,10,20,20,radio-hoenn,,,,
17060,heartgold-soulsilver,heartgold,275,bidoof,walk,5,10,20,20,radio-sinnoh,,,,
17061,heartgold-soulsilver,heartgold,275,rattata,walk,6,10,20,20,radio-off,,,,
17062,heartgold-soulsilver,heartgold,275,zigzagoon,walk,6,10,20,20,radio-hoenn,,,,
17063,heartgold-soulsilver,heartgold,275,bidoof,walk,6,10,20,20,radio-sinnoh,,,,
17064,heartgold-soulsilver,heartgold,275,rattata,walk,7,5,20,20,,,,,
17065,heartgold-soulsilver,heartgold,275,rattata,walk,8,5,20,20,,,,,
17066,heartgold-soulsilver,heartgold,275,rattata,walk,9,4,20,20,,,,,
17067,heartgold-soulsilver,heartgold,275,rattata,walk,10,4,20,20,,,,,
17068,heartgold-soulsilver,heartgold,275,rattata,walk,11,1,20,20,,,,,
17069,heartgold-soulsilver,heartgold,275,rattata,walk,12,1,20,20,,,,,
17070,heartgold-soulsilver,heartgold,275,magikarp,surf,1,60,10,20,,,,,
17071,heartgold-soulsilver,heartgold,275,magikarp,surf,2,30,10,20,,,,,
17072,heartgold-soulsilver,heartgold,275,magikarp,surf,3,5,10,20,,,,,
17073,heartgold-soulsilver,heartgold,275,magikarp,surf,4,4,10,20,,,,,
17074,heartgold-soulsilver,heartgold,275,magikarp,surf,5,1,10,20,,,,,
17075,heartgold-soulsilver,heartgold,275,goldeen,old-rod,1,40,10,20,,,,,
17076,heartgold-soulsilver,heartgold,275,goldeen,old-rod,2,30,10,20,,,,,
17077,heartgold-soulsilver,heartgold,275,goldeen,old-rod,3,15,10,20,,,,,
17078,heartgold-soulsilver,heartgold,275,goldeen,old-rod,4,10,10,20,,,,,
17079,heartgold-soulsilver,heartgold,275,goldeen,old-rod,5,5,10,20,,,,,
17080,heartgold-soulsilver,heartgold,275,goldeen,good-rod,1,40,10,20,,,,,
17081,heartgold-soulsilver,heartgold,275,goldeen,good-rod,2,30,10,20,,,,,
17082,heartgold-soulsilver,heartgold,275,goldeen,good-rod,3,15,10,20,,,,,
17083,heartgold-soulsilver,heartgold,275,goldeen,good-rod,4,10,10,20,,,,,
17084,heartgold-soulsilver,heartgold,275,goldeen,good-rod,5,5,10,20,,,,,
17085,heartgold-soulsilver,heartgold,275,goldeen,super-rod,1,40,10,20,,,,,
17086,heartgold-soulsilver,heartgold,275,goldeen,super-rod,2,30,10,20,,,,,
17087,heartgold-soulsilver,heartgold,275,goldeen,super-rod,3,15,10,20,,,,,
17088,heartgold-soulsilver,heartgold,275,goldeen,super-rod,4,10,10,20,,,,,
17089,heartgold-soulsilver,heartgold,275,goldeen,super-rod,5,5,10,20,,,,,
17090,heartgold-soulsilver,heartgold,276,tentacool,surf,1,60,25,25,,,,,
17091,heartgold-soulsilver,heartgold,276,quagsire,surf,2,30,25,25,,,,,
17092,heartgold-soulsilver,heartgold,276,tentacruel,surf,3,5,25,25,,,,,
17093,heartgold-soulsilver,heartgold,276,tentacruel,surf,4,4,25,25,,,,,
17094,heartgold-soulsilver,heartgold,276,tentacruel,surf,5,1,25,25,,,,,
17095,heartgold-soulsilver,heartgold,276,magikarp,old-rod,1,40,10,10,,,,,
17096,heartgold-soulsilver,heartgold,276,magikarp,old-rod,2,30,10,10,,,,,
17097,heartgold-soulsilver,heartgold,276,magikarp,old-rod,3,15,10,10,swarm-no,,,,
17098,heartgold-soulsilver,heartgold,276,relicanth,old-rod,3,15,10,10,swarm-yes,,,,
17099,heartgold-soulsilver,heartgold,276,tentacool,old-rod,4,10,10,10,,,,,
17100,heartgold-soulsilver,heartgold,276,tentacool,old-rod,5,5,10,10,,,,,
17101,heartgold-soulsilver,heartgold,276,magikarp,good-rod,1,40,20,20,swarm-no,,,,
17102,heartgold-soulsilver,heartgold,276,relicanth,good-rod,1,40,20,20,swarm-yes,,,,
17103,heartgold-soulsilver,heartgold,276,tentacool,good-rod,2,30,20,20,,,,,
17104,heartgold-soulsilver,heartgold,276,tentacool,good-rod,3,15,20,20,swarm-no,,,,
17105,heartgold-soulsilver,heartgold,276,relicanth,good-rod,3,15,20,20,swarm-yes,,,,
17106,heartgold-soulsilver,heartgold,276,tentacool,good-rod,4,10,20,20,swarm-no,,,,
17107,heartgold-soulsilver,heartgold,276,relicanth,good-rod,4,10,20,20,swarm-yes,,,,
17108,heartgold-soulsilver,heartgold,276,tentacool,good-rod,5,5,20,20,,,,,
17109,heartgold-soulsilver,heartgold,276,tentacool,super-rod,1,40,40,40,swarm-no,,,,
17110,heartgold-soulsilver,heartgold,276,relicanth,super-rod,1,40,40,40,swarm-yes,,,,
17111,heartgold-soulsilver,heartgold,276,tentacool,super-rod,2,30,40,40,swarm-no,,,,
17112,heartgold-soulsilver,heartgold,276,relicanth,super-rod,2,30,40,40,swarm-yes,,,,
17113,heartgold-soulsilver,heartgold,276,magikarp,super-rod,3,15,40,40,swarm-no,,,,
17114,heartgold-soulsilver,heartgold,276,relicanth,super-rod,3,15,40,40,swarm-yes,,,,
17115,heartgold-soulsilver,heartgold,276,qwilfish,super-rod,4,10,40,40,swarm-no,,,,
17116,heartgold-soulsilver,heartgold,276,relicanth,super-rod,4,10,40,40,swarm-yes,,,,
17117,heartgold-soulsilver,heartgold,276,magikarp,super-rod,5,5,40,40,swarm-no,,,,
17118,heartgold-soulsilver,heartgold,276,relicanth,super-rod,5,5,40,40,swarm-yes,,,,
17119,heartgold-soulsilver,heartgold,277,kingler,rock-smash,1,90,28,31,,,,,
17120,heartgold-soulsilver,heartgold,277,krabby,rock-smash,2,10,24,27,,,,,
17121,heartgold-soulsilver,heartgold,277,tentacool,surf,1,60,35,35,swarm-no,,,,
17122,heartgold-soulsilver,heartgold,277,clamperl,surf,1,60,35,35,swarm-yes,,,,
17123,heartgold-soulsilver,heartgold,277,tentacool,surf,2,30,30,30,,,,,
17124,heartgold-soulsilver,heartgold,277,tentacruel,surf,3,5,35,35,,,,,
17125,heartgold-soulsilver,heartgold,277,tentacruel,surf,4,4,35,35,,,,,
17126,heartgold-soulsilver,heartgold,277,tentacruel,surf,5,1,35,35,,,,,
17127,heartgold-soulsilver,heartgold,277,magikarp,old-rod,1,40,10,10,,,,,
17128,heartgold-soulsilver,heartgold,277,magikarp,old-rod,2,30,10,10,,,,,
17129,heartgold-soulsilver,heartgold,277,magikarp,old-rod,3,15,10,10,,,,,
17130,heartgold-soulsilver,heartgold,277,krabby,old-rod,4,10,10,10,,,,,
17131,heartgold-soulsilver,heartgold,277,krabby,old-rod,5,5,10,10,,,,,
17132,heartgold-soulsilver,heartgold,277,magikarp,good-rod,1,40,20,20,,,,,
17133,heartgold-soulsilver,heartgold,277,krabby,good-rod,2,30,20,20,,,,,
17134,heartgold-soulsilver,heartgold,277,krabby,good-rod,3,15,20,20,,,,,
17136,heartgold-soulsilver,heartgold,277,corsola,good-rod,4,10,20,20,time-morning,,,,
17137,heartgold-soulsilver,heartgold,277,corsola,good-rod,4,10,20,20,time-day,,,,
17138,heartgold-soulsilver,heartgold,277,staryu,good-rod,4,10,20,20,time-night,,,,
17140,heartgold-soulsilver,heartgold,277,krabby,good-rod,5,5,20,20,,,,,
17141,heartgold-soulsilver,heartgold,277,krabby,super-rod,1,40,40,40,,,,,
17143,heartgold-soulsilver,heartgold,277,corsola,super-rod,2,30,40,40,time-morning,,,,
17144,heartgold-soulsilver,heartgold,277,corsola,super-rod,2,30,40,40,time-day,,,,
17145,heartgold-soulsilver,heartgold,277,staryu,super-rod,2,30,40,40,time-night,,,,
17147,heartgold-soulsilver,heartgold,277,krabby,super-rod,3,15,40,40,,,,,
17149,heartgold-soulsilver,heartgold,277,kingler,super-rod,4,10,40,40,,,,,
17151,heartgold-soulsilver,heartgold,277,krabby,super-rod,5,5,40,40,,,,,
17153,heartgold-soulsilver,heartgold,278,tentacool,surf,1,60,35,35,,,,,
17154,heartgold-soulsilver,heartgold,278,tentacool,surf,2,30,30,30,,,,,
17155,heartgold-soulsilver,heartgold,278,tentacruel,surf,3,5,35,35,,,,,
17156,heartgold-soulsilver,heartgold,278,tentacruel,surf,4,4,35,35,,,,,
17157,heartgold-soulsilver,heartgold,278,tentacruel,surf,5,1,35,35,,,,,
17158,heartgold-soulsilver,heartgold,278,magikarp,old-rod,1,40,10,10,,,,,
17159,heartgold-soulsilver,heartgold,278,magikarp,old-rod,2,30,10,10,,,,,
17160,heartgold-soulsilver,heartgold,278,magikarp,old-rod,3,15,10,10,,,,,
17161,heartgold-soulsilver,heartgold,278,tentacool,old-rod,4,10,10,10,,,,,
17162,heartgold-soulsilver,heartgold,278,tentacool,old-rod,5,5,10,10,,,,,
17163,heartgold-soulsilver,heartgold,278,magikarp,good-rod,1,40,20,20,,,,,
17164,heartgold-soulsilver,heartgold,278,tentacool,good-rod,2,30,20,20,,,,,
17165,heartgold-soulsilver,heartgold,278,chinchou,good-rod,3,15,20,20,,,,,
17167,heartgold-soulsilver,heartgold,278,shellder,good-rod,4,10,20,20,,,,,
17169,heartgold-soulsilver,heartgold,278,chinchou,good-rod,5,5,20,20,,,,,
17170,heartgold-soulsilver,heartgold,278,chinchou,super-rod,1,40,40,40,,,,,
17172,heartgold-soulsilver,heartgold,278,shellder,super-rod,2,30,40,40,,,,,
17174,heartgold-soulsilver,heartgold,278,tentacruel,super-rod,3,15,40,40,,,,,
17176,heartgold-soulsilver,heartgold,278,lanturn,super-rod,4,10,40,40,,,,,
17178,heartgold-soulsilver,heartgold,278,tentacruel,super-rod,5,5,40,40,,,,,
17180,heartgold-soulsilver,heartgold,279,tentacool,surf,1,60,35,35,,,,,
17181,heartgold-soulsilver,heartgold,279,tentacool,surf,2,30,30,30,,,,,
17182,heartgold-soulsilver,heartgold,279,tentacruel,surf,3,5,35,35,,,,,
17183,heartgold-soulsilver,heartgold,279,tentacruel,surf,4,4,35,35,,,,,
17184,heartgold-soulsilver,heartgold,279,tentacruel,surf,5,1,35,35,,,,,
17185,heartgold-soulsilver,heartgold,279,magikarp,old-rod,1,40,10,10,,,,,
17186,heartgold-soulsilver,heartgold,279,magikarp,old-rod,2,30,10,10,,,,,
17187,heartgold-soulsilver,heartgold,279,magikarp,old-rod,3,15,10,10,,,,,
17188,heartgold-soulsilver,heartgold,279,tentacool,old-rod,4,10,10,10,,,,,
17189,heartgold-soulsilver,heartgold,279,tentacool,old-rod,5,5,10,10,,,,,
17190,heartgold-soulsilver,heartgold,279,magikarp,good-rod,1,40,20,20,,,,,
17191,heartgold-soulsilver,heartgold,279,tentacool,good-rod,2,30,20,20,,,,,
17192,heartgold-soulsilver,heartgold,279,chinchou,good-rod,3,15,20,20,,,,,
17194,heartgold-soulsilver,heartgold,279,shellder,good-rod,4,10,20,20,,,,,
17196,heartgold-soulsilver,heartgold,279,chinchou,good-rod,5,5,20,20,,,,,
17197,heartgold-soulsilver,heartgold,279,chinchou,super-rod,1,40,40,40,,,,,
17199,heartgold-soulsilver,heartgold,279,shellder,super-rod,2,30,40,40,,,,,
17201,heartgold-soulsilver,heartgold,279,tentacruel,super-rod,3,15,40,40,,,,,
17203,heartgold-soulsilver,heartgold,279,lanturn,super-rod,4,10,40,40,,,,,
17205,heartgold-soulsilver,heartgold,279,tentacruel,super-rod,5,5,40,40,,,,,
17207,heartgold-soulsilver,heartgold,280,poliwag,surf,1,60,10,10,,,,,
17208,heartgold-soulsilver,heartgold,280,poliwag,surf,2,30,5,5,,,,,
17209,heartgold-soulsilver,heartgold,280,poliwhirl,surf,3,5,10,10,,,,,
17210,heartgold-soulsilver,heartgold,280,poliwhirl,surf,4,4,10,10,,,,,
17211,heartgold-soulsilver,heartgold,280,poliwhirl,surf,5,1,10,10,,,,,
17212,heartgold-soulsilver,heartgold,280,magikarp,old-rod,1,40,10,10,,,,,
17213,heartgold-soulsilver,heartgold,280,magikarp,old-rod,2,30,10,10,,,,,
17214,heartgold-soulsilver,heartgold,280,magikarp,old-rod,3,15,10,10,,,,,
17215,heartgold-soulsilver,heartgold,280,poliwag,old-rod,4,10,10,10,,,,,
17216,heartgold-soulsilver,heartgold,280,poliwag,old-rod,5,5,10,10,,,,,
17217,heartgold-soulsilver,heartgold,280,magikarp,good-rod,1,40,20,20,,,,,
17218,heartgold-soulsilver,heartgold,280,poliwag,good-rod,2,30,20,20,,,,,
17219,heartgold-soulsilver,heartgold,280,poliwag,good-rod,3,15,20,20,,,,,
17221,heartgold-soulsilver,heartgold,280,poliwag,good-rod,4,10,20,20,,,,,
17223,heartgold-soulsilver,heartgold,280,poliwag,good-rod,5,5,20,20,,,,,
