key,column,pokeapi,pokedb,chosen
elevator-key,name_es_419,Llave Ascensor,Llave del Elevador,Llave Ascensor
holo-caster,name_ko,홀로캐스터,홀로캐시터,홀로캐스터
honor-of-kalos,name_es,Emblema Kalos,Emblema de Kalos,Emblema Kalos
lens-case,name_es_419,Portalentillas,Portalentes,Portalentillas
looker-ticket,name_es_419,Boleto Handsome,Boleto Looker,Boleto Handsome
mega-ring,name_es_419,Mega-Aro,Megaaro / Mega-Anillo,Mega-Aro
power-plant-pass,name_es_419,Pase Central,Pase de la Central,Pase Central
profs-letter,name_es_419,Carta Profesor,Carta del Profesor,Carta Profesor
sprinklotad,name_es_419,Lotadgadera,Lotarregadera,Lotadgadera
tmv-pass,name_ja,ＴＭＶパス,TMVパス,ＴＭＶパス
tmv-pass,name_es_419,Abono del TMV,Pase del TMV,Abono del TMV
tm96,name_ja,わざマシン９６,わざマシン０９６,わざマシン９６
tm97,name_ja,わざマシン９７,わざマシン０９７,わざマシン９７
tm98,name_ja,わざマシン９８,わざマシン０９８,わざマシン９８
tm99,name_ja,わざマシン９９,わざマシン０９９,わざマシン９９
makeup-bag,name_es_419,Kit Maquillaje,Kit de Maquillaje,Kit Maquillaje
pokeblock-kit,name_ko,포켓몬스낵키트,포켓몬스넥키트,포켓몬스낵키트
key-to-room-1,name_es_419,Ll. Habitación 1,Llave Habitación 1,Ll. Habitación 1
key-to-room-2,name_de,R2-Schlüssel,K2-Schlüssel,R2-Schlüssel
key-to-room-2,name_ja,２ごうしつのカギ,2ごうしつのカギ,２ごうしつのカギ
key-to-room-2,name_es_419,Ll. Habitación 2,Llave Habitación 2,Ll. Habitación 2
key-to-room-4,name_de,R4-Schlüssel,R4-Schlüssel / K4-Schlüssel,R4-Schlüssel
key-to-room-4,name_ja,４ごうしつのカギ,4ごうしつのカギ,４ごうしつのカギ
key-to-room-4,name_es_419,Ll. Habitación 4,Llave Habitación 4,Ll. Habitación 4
key-to-room-6,name_de,R6-Schlüssel,R6-Schlüssel / K6-Schlüssel,R6-Schlüssel
key-to-room-6,name_ja,６ごうしつのカギ,6ごうしつのカギ,６ごうしつのカギ
key-to-room-6,name_es_419,Ll. Habitación 6,Llave Habitación 6,Ll. Habitación 6
devon-scuba-gear,name_es_419,Bombona Devon,Tanque Devon,Bombona Devon
contest-costume--jacket,name_es_419,Traje de Gala,Traje de Concurso,Traje de Gala
pair-of-tickets,name_es_419,Entrada para dos,Boleto para dos,Entrada para dos
prison-bottle,name_es_419,Vasija Castigo,Vasija de Castigo / Botella Prisión,Vasija Castigo
key-stone,name_es,Piedra Activadora,Piedra Llave,Piedra Activadora
meteorite-shard,name_es_419,Frag. Meteorito,Fragmento Meteorito,Frag. Meteorito
dragonium-z--held,name_ko,드래곤Z,드개곤Z,드래곤Z
bottle-cap,name_fr,Capsule d’Argent,Capsule d'Argent,Capsule d’Argent
bottle-cap,name_it,Tappo d’argento,Tappo d'argento,Tappo d’argento
bottle-cap,name_ko,은색병뚜껑,은왕관,은색병뚜껑
bottle-cap,name_es_419,Chapa Plateada,Tapa Plateada,Chapa Plateada
gold-bottle-cap,name_fr,Capsule d’Or,Capsule d'Or,Capsule d’Or
gold-bottle-cap,name_it,Tappo d’oro,Tappo d'oro,Tappo d’oro
gold-bottle-cap,name_ko,금색병뚜껑,금왕관,금색병뚜껑
gold-bottle-cap,name_es_419,Chapa Dorada,Tapa Dorada,Chapa Dorada
z-ring,name_es_419,Pulsera Z,Aro Z,Pulsera Z
forage-bag,name_es_419,Zurrón,Morral,Zurrón
adrenaline-orb,name_es_419,Nerviosfera,Nervioesfera,Nerviosfera
beast-ball,name_es_419,Ente Ball,Entebola,Ente Ball
red-nectar,name_it,Nettare rosso,Nettare Rosso,Nettare rosso
yellow-nectar,name_it,Nettare giallo,Nettare Giallo,Nettare giallo
pink-nectar,name_it,Nettare rosa,Nettare Rosa,Nettare rosa
purple-nectar,name_it,Nettare viola,Nettare Viola,Nettare viola
terrain-extender,name_fr,Champ’Duit,Champ'Duit,Champ’Duit
protective-pads,name_es_419,Paracontacto,Almohadillas,Paracontacto
grassy-seed,name_es_419,Semilla Hierba,Semilla Césped,Semilla Hierba
fighting-memory,name_es_419,Disco Lucha,Disco Pelea,Disco Lucha
rock-memory,name_ko,록메모리,락메모리,록메모리
bug-memory,name_es_419,Disco Bicho,Disco Insecto,Disco Bicho
storage-key--galactic-warehouse,name_de,Lagerschlüssel,L-Schlüssel,Lagerschlüssel
storage-key--galactic-warehouse,name_es_419,Llave Almacén,Llave del Almacén,Llave Almacén
ilimas-normalium-z,name_ja,イリマノーマルＺ,イリマのノーマルＺ,イリマノーマルＺ
ilimas-normalium-z,name_es_419,Cristal Z (Liam),Cristal Z (Ilima),Cristal Z (Liam)
left-poke-ball,name_es_419,Poké Ball Ajena,Pokébola Ajena,Poké Ball Ajena
silver-nanab-berry,name_es_419,Baya Latano Plateada,Baya Látano Plateada,Baya Latano Plateada
golden-nanab-berry,name_es_419,Baya Latano Dorada,Baya Látano Dorada,Baya Latano Dorada
stretchy-spring,name_es_419,Muelle Estirado,Resorte Estirado,Muelle Estirado
lone-earring,name_fr,Boucle d’Oreille,Boucle d'Oreille,Boucle d’Oreille
tropical-shell,name_es_419,Concha Tropical,Nácar Tropical,Concha Tropical
lure,name_es_419,Colonia,Perfume,Colonia
super-lure,name_es_419,Supercolonia,Superperfume,Supercolonia
max-lure,name_es_419,Colonia Máxima,Perfume Máximo,Colonia Máxima
pewter-crunchies,name_fr,Crok’Argenta,Crok'Argenta,Crok’Argenta
health-candy,name_it,Caramella vitalità S,Caramelle,Caramella vitalità S
health-candy,name_es,Caramelo Vigor,Caramelo,Caramelo Vigor
health-candy-l,name_es_419,Caramelo Vigor +,Caramelo Vigor L,Caramelo Vigor +
mighty-candy-l,name_es_419,Caramelo Músculo +,Caramelo Músculo L,Caramelo Músculo +
tough-candy-l,name_es_419,Caramelo Aguante +,Caramelo Aguante L,Caramelo Aguante +
smart-candy-l,name_es_419,Caramelo Intelecto +,Caramelo Intelecto L,Caramelo Intelecto +
courage-candy-l,name_es_419,Caramelo Mente +,Caramelo Mente L,Caramelo Mente +
quick-candy-l,name_es_419,Caramelo Ímpetu +,Caramelo Ímpetu L,Caramelo Ímpetu +
health-candy-xl,name_es_419,Caramelo Vigor ++,Caramelo Vigor XL,Caramelo Vigor ++
mighty-candy-xl,name_es_419,Caramelo Músculo ++,Caramelo Músculo XL,Caramelo Músculo ++
tough-candy-xl,name_es_419,Caramelo Aguante ++,Caramelo Aguante XL,Caramelo Aguante ++
smart-candy-xl,name_es_419,Caramelo Intelecto ++,Caramelo Intelecto XL,Caramelo Intelecto ++
courage-candy-xl,name_es_419,Caramelo Mente ++,Caramelo Mente XL,Caramelo Mente ++
quick-candy-xl,name_es_419,Caramelo Ímpetu ++,Caramelo Ímpetu XL,Caramelo Ímpetu ++
dynamax-band,name_es_419,Maximuñequera,Banda Dinamax,Maximuñequera
tin-of-beans,name_es_419,Lata de Habas,Lata de Frijoles,Lata de Habas
mixed-mushrooms,name_es_419,Setas,Hongos,Setas
pack-of-potatoes,name_es_419,Patatas,Papitas,Patatas
camping-gear,name_es_419,Kit de Acampada,Kit de Campamento,Kit de Acampada
strawberry-sweet,name_es_419,Confite Fresa,Dulce de Fresa,Confite Fresa
love-sweet,name_es_419,Confite Corazón,Dulce de Corazón,Confite Corazón
berry-sweet,name_es_419,Confite Fruto,Dulce de Fruto,Confite Fruto
clover-sweet,name_es_419,Confite Trébol,Dulce de Trébol,Confite Trébol
flower-sweet,name_es_419,Confite Flor,Dulce de Flor,Confite Flor
star-sweet,name_es_419,Confite Estrella,Dulce de Estrella,Confite Estrella
ribbon-sweet,name_es_419,Confite Lazo,Dulce de Cinta,Confite Lazo
throat-spray,name_es_419,Espray Bucal,Aerosol Bucal,Espray Bucal
eject-pack,name_es_419,Mochila Escape,Mochila de Escape,Mochila Escape
utility-umbrella,name_es_419,Parasol Multiuso,Paraguas Multiusos,Parasol Multiuso
lax-mint,name_es_419,Menta Floja,Menta Descuidada,Menta Floja
relaxed-mint,name_es_419,Menta Plácida,Menta Relajada,Menta Plácida
mild-mint,name_es_419,Menta Afable,Menta Cordial,Menta Afable
quiet-mint,name_es_419,Menta Mansa,Menta Apacible,Menta Mansa
wishing-piece,name_es_419,Trozo Deseo,Fragmento Deseo,Trozo Deseo
hi-tech-earbuds,name_es_419,Supertapones,Superauriculares,Supertapones
fresh-cream,name_es_419,Nata Fresca,Crema Fresca,Nata Fresca
packaged-curry,name_es_419,Curri de Bote,Curry Instantáneo,Curri de Bote
instant-noodles,name_es_419,Fideos de Bote,Fideos Instantáneos,Fideos de Bote
wishing-chip,name_es_419,Trocito Deseo,Fragmentito Deseo,Trocito Deseo
old-letter,name_es_419,Carta Ajada,Carta Vieja,Carta Ajada
max-mushrooms,name_es_419,Maxiseta,Maxihongo / Maxiseta,Maxiseta
galarica-cuff,name_es_419,Brazal Galanuez,Brazalete Galanuez,Brazal Galanuez
legendary-clue-1,name_ja,でんせつのメモ１,でんせつのメモ1,でんせつのメモ１
legendary-clue-2,name_ja,でんせつのメモ２,でんせつのメモ2,でんせつのメモ２
legendary-clue-3,name_ja,でんせつのメモ３,でんせつのメモ3,でんせつのメモ３
legendary-clue-question,name_ja,でんせつのメモ？,でんせつのメモ?,でんせつのメモ？
carrot-seeds,name_fr,Graines Carotte,Graines de Carottes,Graines Carotte
carrot-seeds,name_it,Semi di carota,Semi di Carota,Semi di carota
carrot-seeds,name_ko,당근씨,당근씨앗,당근씨
carrot-seeds,name_es,Sem. Zanahoria,Semillas de Zanahoria,Sem. Zanahoria
ability-patch,name_de,Fähigk.-Pflaster,Fähigkeiten-Pflaster,Fähigk.-Pflaster
scroll-of-waters,name_it,Rotolo dell’Acqua,Rotolo dell'Acqua,Rotolo dell’Acqua
baguette,name_ja,バケット,バゲット,バケット
whipped-cream,name_fr,Creme Fouettée,Crème Fouettée,Creme Fouettée
olive-oil,name_it,Olio d’oliva,Olio d'oliva,Olio d’oliva
cherry-tomatoes,name_it,Pomodorino,Pomodorini,Pomodorino
jalapeno,name_ja,バラペーニョ,ハラペーニョ,バラペーニョ
steel-bottle-b,name_fr,Gourde Inox (Bleue),Gourde Inox (Bleu),Gourde Inox (Bleue)
masterpiece-teacup,name_ja,ボンサクのちゃわん,ケッサクのちゃわん,ボンサクのちゃわん
resist-mochi,name_es,Mochi Aguante,Mochis Aguante,Mochi Aguante
genius-mochi,name_es,Mochi Intelecto,Mochis Intelecto,Mochi Intelecto
clever-mochi,name_it,Mochi dell’intuito,Mochi dell'intuito,Mochi dell’intuito
clever-mochi,name_es,Mochi Mente,Mochis Mente,Mochi Mente
swift-mochi,name_es,Mochi Ímpetu,Mochis Ímpetu,Mochi Ímpetu
